order_id,customer_id,order_date,product_category,product_tier,product_price_usd,quantity,items_in_cart,discount_pct,payment_method,shipping_method,customer_segment,acquisition_channel,device_type,warehouse_id,fulfillment_agent,coupon_used,days_since_last_visit,currency,returned,return_amount_usd,return_date,delivery_delay_days,support_tickets,refund_processing_cost_usd,restocking_cost_usd,gross_margin_usd,net_contribution_usd,repeat_purchase_90d,last_modified_at
ECM-00384,ECM-CUST-0464,2025-05-15,electronics,standard,51.64,2,3,0.4,card,express,new,paid_search,tablet,WH1,Agent 2,False,27,USD,True,58.33,2025-05-17,0,0,0.0,4.83,-56.45,-63.14,,2025-05-26
ECM-00385,ECM-CUST-1025,2025-12-09,home_goods,standard,57.58,2,3,0.3,card,standard,returning,social,desktop,WH1,Agent 2,False,0,USD,False,0.0,,0,0,0.0,11.26,3.3,-10.04,False,2025-12-11
ECM-00386,ECM-CUST-1586,2025-10-09,home_goods,standard,66.69,1,2,0.05,paypal,standard,vip,organic,desktop,WH1,Agent 4,False,0,USD,False,0.0,,0,0,0.0,18.16,19.68,0.32,True,2025-11-25
ECM-00387,ECM-CUST-2147,2025-08-29,home_goods,premium,145.16,1,1,0.0,card,standard,new,organic,desktop,WH2,Agent 2,True,0,USD,False,0.0,,0,0,0.0,0.0,59.83,57.21,False,2025-11-06
ECM-00388,ECM-CUST-2708,2025-09-22,apparel,premium,35.4,2,2,0.2,card,standard,returning,organic,mobile,WH4,Agent 5,False,0,USD,False,0.0,,0,0,0.0,7.42,14.71,6.02,False,2025-11-04
ECM-00389,ECM-CUST-0069,2024-07-12,beauty,standard,28.89,3,1,0.05,paypal,standard,vip,organic,mobile,WH3,Agent 2,False,23,USD,False,0.0,,0,0,0.0,10.19,32.26,20.5,False,2024-07-16
ECM-00390,ECM-CUST-0630,2024-12-06,toys,standard,35.42,1,6,0.15,card,express,returning,organic,mobile,WH3,Agent 2,False,24,USD,False,0.0,,0,0,0.0,13.45,8.09,-6.42,True,2024-12-29
ECM-00391,ECM-CUST-1191,2025-09-09,electronics,premium,107.58,1,2,0.2,gift_card,express,new,paid_search,desktop,WH1,Agent 2,False,12,USD,False,0.0,,0,0,0.0,3.86,23.01,17.21,True,2025-11-26
ECM-00392,ECM-CUST-1752,2025-05-24,apparel,premium,52.26,2,5,0.2,card,standard,returning,email,desktop,WH4,Agent 2,False,0,USD,False,0.0,,0,0,0.0,10.97,18.66,5.18,True,2025-05-31
ECM-00393,ECM-CUST-2313,2024-05-11,home_goods,premium,123.01,4,3,0.15,card,express,vip,paid_search,desktop,WH2,Agent 5,False,0,USD,False,0.0,,0,0,0.0,22.42,88.32,57.05,True,2024-07-09
ECM-00394,ECM-CUST-2874,2024-06-04,beauty,premium,68.23,1,5,0.1,card,standard,vip,paid_search,mobile,WH2,Agent 2,False,16,USD,True,60.47,2024-07-07,0,0,0.0,9.23,-39.05,-49.92,,2024-07-03
ECM-00395,ECM-CUST-0235,2024-07-31,electronics,standard,65.68,1,2,0.1,paypal,standard,new,affiliate,desktop,WH4,Agent 5,False,55,USD,False,0.0,,0,0,0.0,0.0,18.86,17.67,False,2024-08-27
ECM-00396,ECM-CUST-0796,2024-09-22,home_goods,standard,87.37,3,2,0.0,paypal,standard,new,social,desktop,WH2,Agent 2,False,50,USD,False,0.0,,0,0,0.0,15.13,113.21,93.36,False,2024-11-24
ECM-00397,ECM-CUST-1357,2025-11-15,electronics,premium,159.21,1,2,0.15,card,standard,new,affiliate,desktop,WH4,Agent 1,False,4,USD,True,108.9,2025-12-27,0,0,0.0,0.0,-67.25,-70.11,False,2026-02-08
ECM-00398,ECM-CUST-1918,2024-08-25,electronics,standard,80.97,1,2,0.0,paypal,express,new,social,desktop,WH1,Agent 2,False,0,USD,False,0.0,,0,0,0.0,3.69,26.4,21.25,False,2024-11-03
ECM-00399,ECM-CUST-2479,2024-05-16,electronics,premium,119.52,1,1,0.3,card,standard,returning,email,tablet,WH3,Agent 2,False,30,USD,False,0.0,,0,0,0.0,29.07,4.77,-26.46,False,2024-07-21
ECM-00400,ECM-CUST-3040,2024-03-17,apparel,standard,43.98,6,3,0.05,card,standard,new,social,tablet,WH1,Agent 7,True,45,USD,False,0.0,,0,0,0.0,0.0,94.69,89.94,False,2024-05-29
ECM-00401,ECM-CUST-0401,2025-09-12,beauty,premium,95.65,2,2,0.1,card,express,returning,paid_search,mobile,WH2,Agent 5,False,0,USD,False,0.0,,0,0,0.0,3.5,42.88,35.94,True,2025-09-29
ECM-00402,ECM-CUST-0962,2024-01-09,toys,premium,83.53,1,1,0.3,card,standard,vip,paid_search,desktop,WH1,Agent 1,False,0,USD,False,0.0,,0,0,0.0,15.52,9.91,-7.12,False,2024-03-06
ECM-00403,ECM-CUST-1523,2024-12-02,apparel,standard,40.14,1,3,0.4,card,standard,new,paid_search,mobile,WH4,Agent 4,False,53,USD,False,0.0,,0,0,0.0,3.98,-3.03,-7.73,False,2025-02-09
ECM-00404,ECM-CUST-2084,2024-07-11,electronics,premium,163.29,2,1,0.05,gift_card,express,new,paid_search,desktop,WH1,Agent 2,False,39,USD,False,0.0,,0,0,0.0,13.98,123.86,104.0,True,2024-09-24
ECM-00405,ECM-CUST-2645,2025-04-18,electronics,standard,76.05,2,4,0.0,buy_now_pay_later,standard,vip,paid_search,mobile,WH1,Agent 2,False,0,USD,False,0.0,,0,0,0.0,11.37,53.24,39.14,True,2025-06-21
ECM-00406,ECM-CUST-0006,2024-05-10,electronics,standard,80.52,4,1,0.2,buy_now_pay_later,standard,new,paid_search,desktop,WH1,Agent 2,False,5,USD,False,0.0,,0,0,0.0,3.78,41.07,31.49,True,2024-07-09
ECM-00407,ECM-CUST-0567,2024-11-18,apparel,standard,78.66,3,2,0.05,paypal,standard,returning,paid_search,mobile,WH4,Agent 6,False,15,USD,False,0.0,,0,0,0.0,15.36,93.02,73.41,True,2025-02-06
ECM-00408,ECM-CUST-1128,2025-11-10,apparel,standard,38.56,3,3,0.0,buy_now_pay_later,standard,new,paid_search,mobile,WH1,Agent 2,False,4,USD,False,0.0,,0,0,0.0,0.0,37.27,35.18,False,2026-01-22
ECM-00409,ECM-CUST-1689,2025-12-21,beauty,standard,30.0,2,2,0.05,buy_now_pay_later,standard,new,organic,mobile,WH4,Agent 7,False,10,USD,False,0.0,,0,0,0.0,15.0,22.93,6.85,True,2025-12-30
ECM-00410,ECM-CUST-2250,2024-08-04,toys,premium,73.84,3,1,0.3,card,express,new,paid_search,desktop,WH3,Agent 2,False,0,USD,False,0.0,,0,0,0.0,12.06,23.38,7.33,False,2024-09-10
ECM-00411,ECM-CUST-2811,2025-09-16,home_goods,standard,55.44,1,1,0.05,paypal,express,returning,social,mobile,WH1,Agent 2,False,29,USD,False,0.0,,0,0,0.0,0.0,20.5,19.51,False,2025-12-06
ECM-00412,ECM-CUST-0172,2025-02-12,apparel,standard,41.87,6,3,0.1,buy_now_pay_later,standard,new,social,desktop,WH4,Agent 1,False,6,USD,False,0.0,,0,0,0.0,18.08,69.24,46.65,True,2025-03-19
ECM-00413,ECM-CUST-0733,2024-05-02,electronics,standard,28.85,6,6,0.0,paypal,standard,vip,email,mobile,WH2,Agent 2,False,46,USD,False,0.0,,0,0,0.0,8.3,60.09,46.6,True,2024-06-14
ECM-00414,ECM-CUST-1294,2025-03-19,electronics,standard,11.26,1,2,0.3,card,next_day,new,paid_search,tablet,WH2,Agent 4,False,2,USD,False,0.0,,0,0,0.0,7.63,0.46,-7.38,True,2025-05-11
ECM-00415,ECM-CUST-1855,2024-08-08,beauty,premium,47.37,5,5,0.15,buy_now_pay_later,express,vip,social,mobile,WH1,Agent 2,False,0,USD,False,0.0,,0,0,0.0,2.67,50.13,41.77,False,2024-10-04
ECM-00416,ECM-CUST-2416,2025-04-16,beauty,premium,8.0,1,2,0.1,paypal,next_day,returning,organic,mobile,WH3,Agent 7,True,0,USD,False,0.0,,0,0,0.0,17.94,1.84,-16.25,False,2025-04-29
ECM-00417,ECM-CUST-2977,2024-06-04,apparel,premium,74.18,1,1,0.1,card,express,new,organic,desktop,WH4,Agent 1,False,46,USD,False,0.0,,0,0,0.0,0.0,17.77,16.43,False,2024-07-22
ECM-00418,ECM-CUST-0338,2025-10-31,home_goods,premium,105.2,4,5,0.1,paypal,standard,returning,paid_search,mobile,WH3,Agent 2,False,7,USD,False,0.0,,0,1,17.68,28.67,104.55,48.1,False,2025-11-01
ECM-00419,ECM-CUST-0899,2024-08-07,apparel,standard,57.01,6,2,0.0,paypal,standard,new,organic,mobile,WH2,Agent 5,False,20,USD,False,0.0,,0,0,0.0,4.61,145.82,135.06,False,2024-10-07
ECM-00420,ECM-CUST-1460,2025-04-13,electronics,standard,66.23,2,2,0.15,paypal,standard,new,paid_search,mobile,WH4,Agent 2,False,20,USD,False,0.0,,0,0,0.0,10.62,27.42,14.41,False,2025-07-08
ECM-00421,ECM-CUST-2021,2024-02-03,beauty,standard,44.58,5,3,0.15,card,standard,new,paid_search,desktop,WH4,Agent 1,False,0,USD,False,0.0,,0,0,0.0,0.0,59.92,55.91,False,2024-02-06
ECM-00422,ECM-CUST-2582,2025-08-12,apparel,standard,39.69,3,3,0.1,card,standard,new,affiliate,mobile,WH1,Agent 7,False,72,USD,False,0.0,,0,0,0.0,0.0,30.25,28.11,False,2025-08-26
ECM-00423,ECM-CUST-3143,2025-09-09,electronics,premium,115.87,3,3,0.1,card,express,new,email,mobile,WH1,Agent 2,False,35,USD,False,0.0,,0,0,0.0,6.27,92.53,80.01,False,2025-11-29
ECM-00424,ECM-CUST-0504,2024-11-07,apparel,premium,59.91,4,6,0.3,paypal,next_day,vip,affiliate,mobile,WH4,Agent 2,False,0,USD,False,0.0,,0,0,0.0,25.3,20.23,-12.26,True,2025-01-18
ECM-00425,ECM-CUST-1065,2025-06-22,home_goods,luxury,219.98,2,3,0.3,paypal,express,new,social,mobile,WH1,Agent 2,True,4,USD,False,0.0,,0,0,0.0,0.0,44.64,36.72,True,2025-09-20
ECM-00426,ECM-CUST-1626,2024-01-28,beauty,standard,54.41,2,6,0.05,card,standard,vip,organic,desktop,WH1,Agent 2,False,27,USD,True,101.55,2024-03-03,0,0,0.0,27.38,-71.64,-102.29,,2024-04-15
ECM-00427,ECM-CUST-2187,2024-02-19,apparel,standard,16.92,3,6,0.05,card,standard,returning,organic,mobile,WH4,Agent 5,False,32,USD,False,0.0,,0,0,0.0,15.13,16.5,-0.15,False,2024-03-08
ECM-00428,ECM-CUST-2748,2025-01-24,electronics,standard,38.75,4,1,0.05,paypal,express,new,organic,mobile,WH3,Agent 2,False,0,USD,False,0.0,,0,0,0.0,0.0,46.7,43.91,False,2025-03-20
ECM-00429,ECM-CUST-0109,2024-11-11,toys,premium,51.44,7,5,0.0,card,standard,returning,social,mobile,WH1,Agent 2,False,38,USD,True,314.26,2024-12-11,0,0,0.0,3.01,-177.84,-189.49,True,2024-11-26
ECM-00430,ECM-CUST-0670,2024-02-01,home_goods,standard,77.32,2,2,0.3,card,standard,returning,social,desktop,WH1,Agent 2,False,15,USD,False,0.0,,0,0,0.0,7.93,21.5,10.78,True,2024-03-31
ECM-00431,ECM-CUST-1231,2025-09-25,electronics,standard,112.43,1,1,0.0,card,standard,new,email,desktop,WH4,Agent 2,False,9,USD,False,0.0,,0,0,0.0,3.04,39.2,34.14,True,2025-12-05
ECM-00432,ECM-CUST-1792,2025-12-19,apparel,standard,14.43,4,2,0.1,card,standard,returning,social,mobile,WH4,Agent 6,False,0,USD,False,0.0,,0,0,0.0,9.37,13.34,2.93,True,2025-12-24
ECM-00433,ECM-CUST-2353,2024-03-09,apparel,standard,33.58,4,1,0.4,buy_now_pay_later,standard,new,organic,mobile,WH2,Agent 5,False,0,USD,False,0.0,,0,0,0.0,19.05,-2.45,-23.92,True,2024-05-27
ECM-00434,ECM-CUST-2914,2024-02-04,electronics,standard,149.15,1,2,0.0,paypal,standard,returning,affiliate,desktop,WH1,Agent 5,False,45,USD,False,0.0,,0,0,0.0,0.34,51.04,48.02,False,2024-02-21
ECM-00435,ECM-CUST-0275,2024-04-08,electronics,standard,82.33,2,5,0.4,card,standard,returning,email,desktop,WH1,Agent 2,False,0,USD,False,0.0,,0,0,0.0,8.6,-15.72,-28.27,False,2024-05-04
ECM-00436,ECM-CUST-0836,2024-04-12,electronics,standard,129.99,2,1,0.1,paypal,standard,new,social,desktop,WH1,Agent 2,False,0,USD,False,0.0,,0,0,0.0,17.17,68.28,46.42,True,2024-07-11
ECM-00437,ECM-CUST-1397,2024-02-09,apparel,premium,17.66,2,1,0.05,paypal,next_day,new,paid_search,mobile,WH1,Agent 1,False,36,USD,False,0.0,,0,0,0.0,21.48,11.66,-10.45,,2024-02-22
ECM-00438,ECM-CUST-1958,2024-03-28,toys,standard,43.37,2,2,0.1,card,next_day,new,affiliate,tablet,WH3,Agent 3,True,23,USD,False,0.0,,0,0,0.0,5.13,26.29,19.59,,2024-04-10
ECM-00439,ECM-CUST-2519,2024-09-01,beauty,standard,19.75,2,3,0.3,gift_card,express,new,organic,mobile,WH2,Agent 3,False,0,USD,True,22.26,2024-10-06,0,0,0.0,4.69,-21.12,-26.52,False,2024-09-16
ECM-00440,ECM-CUST-3080,2024-06-04,home_goods,standard,51.45,1,1,0.0,card,standard,new,organic,mobile,WH2,Agent 2,False,0,USD,False,0.0,,0,0,0.0,1.09,22.5,20.48,True,2024-08-17
ECM-00441,ECM-CUST-0441,2025-10-04,home_goods,premium,141.8,4,2,0.3,card,standard,new,organic,desktop,WH1,Agent 2,False,42,USD,False,0.0,,0,0,0.0,12.6,23.01,0.2,True,2025-11-02
ECM-00442,ECM-CUST-1002,2024-04-18,home_goods,premium,127.06,3,5,0.0,card,express,returning,email,desktop,WH3,Agent 2,False,0,USD,True,358.2,2024-04-22,1,0,0.0,1.41,-197.75,-208.3,False,2024-06-19
ECM-00443,ECM-CUST-1563,2024-02-29,apparel,premium,66.65,1,3,0.3,card,express,new,paid_search,mobile,WH4,Agent 3,False,8,USD,False,0.0,,0,0,0.0,0.0,7.42,6.22,,2024-05-11
ECM-00444,ECM-CUST-2124,2025-07-14,electronics,premium,222.26,3,3,0.15,paypal,express,new,email,tablet,WH1,Agent 2,False,31,USD,False,0.0,,0,0,0.0,0.0,166.96,154.96,False,2025-08-18
ECM-00445,ECM-CUST-2685,2024-12-28,beauty,standard,42.85,1,1,0.3,paypal,standard,vip,email,desktop,WH4,Agent 1,True,0,USD,False,0.0,,0,0,0.0,24.81,3.15,-22.43,True,2025-01-20
ECM-00446,ECM-CUST-0046,2025-10-16,toys,standard,44.03,4,3,0.2,card,next_day,new,organic,mobile,WH1,Agent 3,False,0,USD,False,0.0,,0,0,0.0,7.5,32.49,21.82,True,2025-10-18
ECM-00447,ECM-CUST-0607,2024-04-10,toys,luxury,28.3,2,3,0.05,card,standard,new,social,desktop,WH2,Agent 6,True,23,USD,False,0.0,,0,0,0.0,0.0,20.73,19.71,False,2024-05-22
ECM-00448,ECM-CUST-1168,2025-11-29,home_goods,standard,63.49,3,4,0.4,card,standard,vip,paid_search,desktop,WH1,Agent 7,False,23,USD,False,0.0,,0,0,0.0,3.11,-7.4,-13.94,False,2025-12-13
ECM-00449,ECM-CUST-1729,2024-12-12,electronics,premium,175.32,1,2,0.2,paypal,standard,new,paid_search,desktop,WH1,Agent 2,False,11,USD,False,0.0,,0,0,0.0,4.82,17.55,9.58,False,2024-12-15
ECM-00450,ECM-CUST-2290,2024-06-16,electronics,standard,117.42,1,3,0.1,card,next_day,new,organic,desktop,WH1,Agent 2,False,59,USD,False,0.0,,0,0,0.0,6.51,29.46,20.83,False,2024-08-29
ECM-00451,ECM-CUST-2851,2025-10-20,home_goods,premium,89.53,3,1,0.15,card,standard,returning,social,mobile,WH1,Agent 2,False,46,USD,False,0.0,,0,0,0.0,0.0,50.56,45.73,True,2026-01-16
ECM-00452,ECM-CUST-0212,2025-07-17,home_goods,standard,46.03,3,1,0.15,card,standard,returning,paid_search,desktop,WH4,Agent 2,False,25,USD,False,0.0,,0,0,0.0,5.13,28.98,21.36,True,2025-07-19
ECM-00453,ECM-CUST-0773,2024-01-27,home_goods,premium,110.95,3,2,0.3,buy_now_pay_later,standard,new,paid_search,mobile,WH4,Agent 2,False,0,USD,False,0.0,,0,0,0.0,13.57,29.75,10.19,False,2024-02-21
ECM-00454,ECM-CUST-1334,2025-11-23,toys,standard,38.97,2,3,0.3,card,express,new,organic,desktop,WH4,Agent 2,False,20,USD,False,0.0,,0,0,0.0,11.66,6.76,-6.3,False,2026-01-12
ECM-00455,ECM-CUST-1895,2024-02-26,apparel,standard,47.84,1,1,0.15,paypal,standard,vip,organic,desktop,WH1,Agent 3,False,34,USD,False,0.0,,0,0,0.0,12.67,9.4,-4.13,,2024-04-10
ECM-00456,ECM-CUST-2456,2025-11-30,toys,standard,40.29,1,1,0.1,card,express,returning,email,mobile,WH2,Agent 3,False,24,USD,False,0.0,,0,0,0.0,14.03,10.43,-4.33,True,2026-02-21
ECM-00457,ECM-CUST-3017,2024-04-25,toys,standard,40.29,1,4,0.2,paypal,next_day,returning,organic,mobile,WH4,Agent 5,False,20,USD,False,0.0,,0,0,0.0,0.0,5.9,5.18,False,2024-05-02
ECM-00458,ECM-CUST-0378,2025-08-18,home_goods,premium,120.54,1,4,0.2,buy_now_pay_later,express,vip,affiliate,desktop,WH1,Agent 2,False,51,USD,False,0.0,,0,0,0.0,19.58,25.66,3.91,True,2025-10-17
ECM-00459,ECM-CUST-0939,2024-08-27,electronics,standard,41.0,1,2,0.3,card,standard,returning,organic,desktop,WH1,Agent 2,False,0,USD,False,0.0,,0,0,0.0,0.0,1.94,1.21,False,2024-11-24
ECM-00460,ECM-CUST-1500,2025-09-18,electronics,premium,163.37,1,2,0.0,paypal,standard,new,email,tablet,WH2,Agent 2,False,55,USD,False,0.0,,0,0,0.0,1.17,61.32,57.22,False,2025-11-12
ECM-00461,ECM-CUST-2061,2024-06-11,toys,premium,64.14,1,1,0.1,paypal,next_day,new,social,mobile,WH2,Agent 1,False,16,USD,False,0.0,,0,0,0.0,0.0,19.51,18.36,False,2024-09-02
ECM-00462,ECM-CUST-2622,2024-11-17,toys,standard,55.97,1,5,0.0,paypal,standard,vip,email,mobile,WH4,Agent 2,False,14,USD,False,0.0,,0,0,0.0,17.75,22.95,3.86,True,2025-02-12
ECM-00463,ECM-CUST-3183,2024-05-24,toys,standard,26.95,1,2,0.2,buy_now_pay_later,standard,vip,organic,mobile,WH1,Agent 6,False,0,USD,False,0.0,,0,0,0.0,0.25,5.85,5.11,False,2024-06-13
ECM-00464,ECM-CUST-0544,2025-11-10,apparel,standard,14.7,2,2,0.1,card,express,new,social,desktop,WH4,Agent 4,False,20,USD,False,0.0,,0,0,0.0,18.03,6.75,-11.82,False,2025-12-23
ECM-00465,ECM-CUST-1105,2025-03-21,beauty,standard,40.37,1,4,0.4,paypal,next_day,vip,email,mobile,WH1,Agent 6,False,0,USD,False,0.0,,0,0,0.0,16.9,-2.32,-19.95,False,2025-04-28
ECM-00466,ECM-CUST-1666,2025-12-27,apparel,standard,46.92,6,1,0.3,card,standard,new,affiliate,mobile,WH3,Agent 6,False,2,USD,False,0.0,,0,0,0.0,6.16,34.46,23.24,False,2026-02-07
ECM-00467,ECM-CUST-2227,2024-04-09,home_goods,standard,116.83,3,2,0.2,gift_card,standard,new,organic,mobile,WH1,Agent 3,False,21,USD,False,0.0,,0,0,0.0,4.34,69.56,58.91,False,2024-04-13
ECM-00468,ECM-CUST-2788,2024-07-15,toys,standard,13.06,1,2,0.0,card,standard,new,email,tablet,WH4,Agent 3,False,51,USD,False,0.0,,0,0,0.0,6.02,5.11,-1.15,False,2024-08-05
ECM-00469,ECM-CUST-0149,2025-02-09,toys,premium,37.25,2,1,0.1,card,express,new,email,mobile,WH4,Agent 7,True,39,USD,False,0.0,,0,0,0.0,19.41,24.43,3.68,False,2025-04-30
ECM-00470,ECM-CUST-0710,2024-02-16,apparel,standard,50.21,4,2,0.1,gift_card,express,new,organic,mobile,WH2,Agent 4,False,14,USD,False,0.0,,0,0,0.0,2.55,52.96,46.8,False,2024-04-28
ECM-00471,ECM-CUST-1271,2025-04-26,beauty,standard,30.36,1,4,0.0,card,standard,returning,social,mobile,WH3,Agent 6,True,0,USD,False,0.0,,0,0,0.0,5.13,10.28,4.61,False,2025-04-29
ECM-00472,ECM-CUST-1832,2024-08-23,beauty,premium,46.1,4,2,0.1,card,express,new,organic,mobile,WH1,Agent 8,False,8,USD,False,0.0,,0,0,0.0,0.0,60.8,57.48,False,2024-10-15
ECM-00473,ECM-CUST-2393,2025-05-14,toys,premium,85.01,1,6,0.3,paypal,standard,returning,paid_search,mobile,WH2,Agent 8,False,0,USD,False,0.0,,1,0,0.0,7.11,3.12,-6.54,False,2025-07-16
ECM-00474,ECM-CUST-2954,2025-09-30,home_goods,standard,88.16,1,3,0.2,card,standard,new,affiliate,tablet,WH1,Agent 6,False,28,USD,False,0.0,,0,0,0.0,8.48,20.89,10.82,False,2025-10-21
ECM-00475,ECM-CUST-0315,2024-08-22,electronics,standard,117.2,1,2,0.0,card,express,new,paid_search,mobile,WH3,Agent 2,False,5,USD,False,0.0,,0,0,0.0,7.7,45.85,36.05,False,2024-11-13
ECM-00476,ECM-CUST-0876,2024-10-24,apparel,standard,50.35,2,3,0.4,paypal,next_day,new,organic,mobile,WH1,Agent 1,False,21,USD,False,0.0,,0,0,0.0,1.64,-6.21,-9.66,False,2024-12-23
ECM-00477,ECM-CUST-1437,2024-01-08,beauty,standard,41.04,2,2,0.15,buy_now_pay_later,standard,new,email,desktop,WH2,Agent 2,False,21,USD,False,0.0,,0,0,0.0,10.81,16.59,4.3,False,2024-03-26
ECM-00478,ECM-CUST-1998,2025-12-16,apparel,standard,55.17,1,1,0.4,card,standard,new,paid_search,desktop,WH4,Agent 3,False,0,USD,False,0.0,,0,0,0.0,0.0,-2.75,-3.74,True,2026-01-14
ECM-00479,ECM-CUST-2559,2025-04-30,home_goods,standard,84.26,1,2,0.15,buy_now_pay_later,standard,returning,organic,mobile,WH1,Agent 3,True,13,USD,False,0.0,,0,0,0.0,0.0,23.0,21.48,True,2025-06-11
ECM-00480,ECM-CUST-3120,2024-01-04,home_goods,standard,88.14,1,2,0.3,card,next_day,returning,social,desktop,WH1,Agent 2,False,27,USD,False,0.0,,1,0,0.0,3.61,2.39,-2.81,False,2024-02-26
ECM-00481,ECM-CUST-0481,2025-02-14,electronics,standard,44.38,1,2,0.15,buy_now_pay_later,next_day,new,affiliate,mobile,WH4,Agent 4,False,21,USD,False,0.0,,0,0,0.0,11.35,7.03,-5.12,True,2025-03-31
ECM-00482,ECM-CUST-1042,2025-03-22,electronics,standard,48.79,4,3,0.1,card,next_day,returning,email,desktop,WH1,Agent 2,False,4,USD,False,0.0,,0,1,6.81,0.0,59.12,48.8,True,2025-03-25
ECM-00483,ECM-CUST-1603,2024-09-02,electronics,premium,161.06,1,2,0.4,card,express,new,paid_search,tablet,WH1,Agent 2,False,29,USD,False,0.0,,0,0,0.0,5.16,2.99,-5.07,False,2024-10-18
ECM-00484,ECM-CUST-2164,2024-02-04,beauty,premium,80.51,4,1,0.1,card,standard,new,paid_search,desktop,WH3,Agent 8,False,0,USD,False,0.0,,0,0,0.0,0.0,83.85,78.06,True,2024-03-16
ECM-00485,ECM-CUST-2725,2025-11-09,electronics,luxury,198.34,1,2,0.0,buy_now_pay_later,standard,new,social,desktop,WH4,Agent 2,False,43,USD,False,0.0,,0,0,0.0,6.42,61.79,51.8,False,2025-12-09
ECM-00486,ECM-CUST-0086,2025-03-26,electronics,standard,78.0,1,2,0.0,paypal,standard,returning,email,mobile,WH1,Agent 8,True,28,USD,False,0.0,,0,0,0.0,12.29,25.34,11.65,False,2025-04-20
ECM-00487,ECM-CUST-0647,2024-01-21,home_goods,standard,78.4,1,2,0.15,card,next_day,new,affiliate,desktop,WH2,Agent 4,False,13,USD,False,0.0,,0,0,0.0,7.45,13.47,4.61,False,2024-04-07
ECM-00488,ECM-CUST-1208,2025-03-30,beauty,premium,42.32,1,3,0.15,card,express,new,social,desktop,WH3,Agent 6,False,0,USD,False,0.0,,0,0,0.0,14.84,10.5,-5.1,False,2025-06-24
ECM-00489,ECM-CUST-1769,2025-12-01,toys,premium,49.94,3,3,0.4,paypal,express,returning,organic,mobile,WH1,Agent 4,True,75,USD,False,0.0,,0,0,0.0,0.0,0.59,-2.11,False,2026-01-29
ECM-00490,ECM-CUST-2330,2025-11-02,apparel,premium,52.71,3,5,0.0,card,express,returning,paid_search,mobile,WH3,Agent 8,False,49,USD,True,123.13,2025-12-01,0,0,0.0,4.97,-61.08,-69.84,,2026-01-24
ECM-00491,ECM-CUST-2891,2025-10-10,home_goods,standard,49.39,3,1,0.15,buy_now_pay_later,next_day,new,organic,mobile,WH1,Agent 2,False,0,USD,False,0.0,,0,0,0.0,9.96,29.35,16.73,False,2025-12-22
ECM-00492,ECM-CUST-0252,2024-09-26,apparel,luxury,128.2,2,3,0.15,card,express,new,affiliate,mobile,WH4,Agent 8,False,65,USD,False,0.0,,0,0,0.0,1.7,62.07,55.75,True,2024-12-19
ECM-00493,ECM-CUST-0813,2024-04-16,electronics,premium,119.86,1,4,0.3,card,express,vip,affiliate,desktop,WH4,Agent 2,False,36,USD,False,0.0,,0,0,0.0,9.3,13.11,1.66,True,2024-07-13
ECM-00494,ECM-CUST-1374,2025-04-25,apparel,premium,89.14,1,3,0.0,card,standard,new,organic,desktop,WH4,Agent 7,True,48,USD,False,0.0,,0,0,0.0,18.0,38.43,18.83,True,2025-07-12
ECM-00495,ECM-CUST-1935,2024-03-20,home_goods,luxury,188.89,1,6,0.1,card,express,returning,email,mobile,WH1,Agent 2,False,19,USD,False,0.0,,1,0,0.0,0.45,37.74,31.63,True,2024-05-10
ECM-00496,ECM-CUST-2496,2024-04-26,beauty,premium,58.49,4,1,0.2,buy_now_pay_later,standard,returning,organic,desktop,WH3,Agent 7,False,34,USD,True,150.33,2024-06-04,0,0,0.0,8.43,-93.22,-105.86,,2024-06-02
ECM-00497,ECM-CUST-3057,2025-09-02,beauty,standard,47.64,2,3,0.15,card,standard,new,affiliate,desktop,WH4,Agent 8,False,13,USD,False,0.0,,0,0,0.0,15.2,17.26,0.34,False,2025-10-06
ECM-00498,ECM-CUST-0418,2024-09-02,toys,standard,33.49,1,3,0.0,card,standard,vip,paid_search,tablet,,Agent 5,False,42,USD,False,0.0,,0,0,0.0,2.8,12.69,9.28,True,2024-09-29
ECM-00499,ECM-CUST-0979,2024-01-31,electronics,standard,67.43,3,3,0.3,paypal,express,new,social,mobile,WH1,Agent 7,False,37,USD,False,0.0,,0,0,0.0,19.73,8.09,-15.28,True,2024-04-13
ECM-00500,ECM-CUST-1540,2025-11-08,electronics,standard,102.74,1,3,0.1,card,express,new,organic,desktop,WH4,Agent 2,False,21,USD,False,0.0,,0,0,0.0,7.04,24.04,15.15,True,2026-01-31
ECM-00501,ECM-CUST-2101,2025-04-19,electronics,standard,93.51,1,1,0.15,buy_now_pay_later,standard,new,social,desktop,WH1,Agent 6,False,18,USD,True,64.07,2025-05-01,0,0,0.0,25.95,-38.72,-66.36,,2025-07-01
ECM-00502,ECM-CUST-2662,2024-02-06,electronics,standard,110.59,5,1,0.2,card,standard,new,paid_search,tablet,WH4,Agent 8,False,0,USD,False,0.0,,0,0,0.0,3.37,112.03,98.7,False,2024-02-23
ECM-00503,ECM-CUST-0023,2024-07-10,apparel,standard,41.83,3,3,0.05,buy_now_pay_later,standard,new,affiliate,mobile,WH4,Agent 3,False,0,USD,False,0.0,,0,0,0.0,3.92,45.92,39.74,True,2024-08-03
