subscription_id,account_id,signup_date,plan_tier,billing_cycle,seat_count,mrr_usd,discount_pct,acquisition_channel,signup_source_device,industry,company_size_band,account_owner,onboarding_track,trial_used,payment_method,integrations_connected,currency,churned,mrr_lost_usd,downgrade_date,reschedule_events,support_tickets,support_cost_usd,csm_intervention_cost_usd,gross_margin_usd,net_contribution_usd,expansion_90d,last_modified_at
SAAS-02201,SAAS-ACC-2201,2024-04-06,pro,monthly,14,150.68,0.1,paid,desktop,technology,small,Owner 8,white_glove,False,card,0,USD,False,0.0,,0,0,0.0,0.0,86.5,85.0,True,2024-06-01
SAAS-02202,SAAS-ACC-2762,2025-02-18,pro,annual,21,200.07,0.1,organic,desktop,manufacturing,small,Owner 2,self_serve,False,card,0,USD,False,0.0,,0,0,0.0,10.55,105.82,93.28,False,2025-04-13
SAAS-02203,SAAS-ACC-0123,2025-06-25,pro,annual,15,171.4,0.4,paid,mobile,retail,medium,Owner 1,white_glove,False,invoice,2,USD,False,0.0,,0,0,0.0,17.31,28.37,9.34,False,2025-07-31
SAAS-02204,SAAS-ACC-0684,2025-05-14,pro,annual,11,139.62,0.0,organic,desktop,finance,medium,Owner 8,self_serve,True,invoice,1,USD,False,0.0,,0,0,0.0,11.97,83.54,70.17,True,2025-05-23
SAAS-02205,SAAS-ACC-1245,2025-05-14,starter,annual,2,42.73,0.0,partner,mobile,finance,small,Owner 4,self_serve,False,card,0,USD,False,0.0,,0,0,0.0,4.38,24.35,19.54,False,2025-05-31
SAAS-02206,SAAS-ACC-1806,2024-10-03,pro,annual,4,133.15,0.15,organic,desktop,technology,small,Owner 1,guided,False,ach,3,USD,False,0.0,,0,0,0.0,0.23,63.81,62.24,False,2024-11-14
SAAS-02207,SAAS-ACC-2367,2024-08-24,starter,annual,2,33.17,0.0,organic,mobile,manufacturing,medium,Owner 1,white_glove,True,card,7,USD,False,0.0,,0,0,0.0,0.0,18.41,17.68,False,2024-11-09
SAAS-02208,SAAS-ACC-2928,2024-10-30,pro,annual,22,152.12,0.1,paid,mobile,retail,medium,Owner 1,guided,False,card,0,USD,True,129.32,2024-12-21,0,0,0.0,7.17,-49.09,-57.78,False,2024-12-05
SAAS-02209,SAAS-ACC-0289,2024-03-08,starter,monthly,2,41.15,0.05,partner,desktop,finance,medium,Owner 6,white_glove,True,invoice,0,USD,False,0.0,,1,0,0.0,13.0,24.18,10.77,False,2024-04-02
SAAS-02210,SAAS-ACC-0850,2025-01-21,starter,monthly,4,44.26,0.15,paid,desktop,manufacturing,medium,Owner 1,guided,True,ach,2,USD,False,0.0,,0,0,0.0,4.05,22.89,18.39,True,2025-02-18
SAAS-02211,SAAS-ACC-1411,2024-09-30,starter,monthly,3,48.33,0.0,organic,desktop,finance,small,Owner 1,self_serve,False,card,0,USD,False,0.0,,0,0,0.0,14.63,31.93,16.81,False,2024-11-15
SAAS-02212,SAAS-ACC-1972,2024-07-23,pro,monthly,7,160.62,0.0,organic,mobile,technology,small,Owner 3,white_glove,True,card,0,USD,False,0.0,,0,0,0.0,0.0,93.51,91.91,False,2024-10-08
SAAS-02213,SAAS-ACC-2533,2025-12-18,starter,monthly,4,25.73,0.0,organic,desktop,technology,medium,Owner 7,self_serve,True,card,1,USD,False,0.0,,0,0,0.0,1.28,17.48,15.95,True,2025-12-31
SAAS-02214,SAAS-ACC-3094,2025-01-03,enterprise,monthly,10,418.7,0.0,paid,desktop,technology,medium,Owner 8,guided,True,ach,0,USD,False,0.0,,0,0,0.0,13.01,259.88,242.68,False,2025-02-03
SAAS-02215,SAAS-ACC-0455,2025-01-05,enterprise,annual,30,592.06,0.05,organic,desktop,finance,small,Owner 2,self_serve,True,card,4,USD,False,0.0,,0,0,0.0,7.67,296.63,283.04,False,2025-03-08
SAAS-02216,SAAS-ACC-1016,2025-11-02,starter,monthly,4,45.09,0.0,organic,desktop,retail,small,Owner 4,white_glove,False,invoice,3,USD,False,0.0,,0,0,0.0,17.26,27.82,10.11,True,2025-12-17
SAAS-02217,SAAS-ACC-1577,2025-02-15,enterprise,monthly,53,585.97,0.0,organic,desktop,healthcare,medium,Owner 8,white_glove,False,card,1,USD,False,0.0,,0,0,0.0,1.85,363.11,355.39,True,2025-02-25
SAAS-02218,SAAS-ACC-2138,2024-08-05,starter,annual,5,43.2,0.0,outbound_sales,desktop,finance,small,Owner 8,self_serve,True,ach,4,USD,False,0.0,,0,0,0.0,6.27,25.67,18.97,True,2024-08-11
SAAS-02219,SAAS-ACC-2699,2024-12-07,starter,monthly,2,52.03,0.0,organic,desktop,technology,medium,Owner 6,self_serve,True,card,4,USD,False,0.0,,0,0,0.0,11.51,30.89,18.86,False,2025-01-28
SAAS-02220,SAAS-ACC-0060,2024-01-04,pro,annual,25,189.85,0.2,paid,desktop,manufacturing,large,Owner 6,white_glove,True,ach,2,USD,False,0.0,,0,0,0.0,2.38,74.66,70.38,,2024-03-07
SAAS-02221,SAAS-ACC-0621,2024-07-24,starter,annual,1,29.44,0.1,paid,mobile,technology,medium,Owner 7,white_glove,True,ach,2,USD,False,0.0,,0,0,0.0,7.8,12.97,4.87,True,2024-09-18
SAAS-02222,SAAS-ACC-1182,2025-02-20,starter,annual,3,33.24,0.0,partner,desktop,technology,medium,Owner 8,guided,True,card,0,USD,False,0.0,,0,0,0.0,6.24,21.18,14.61,False,2025-04-28
SAAS-02223,SAAS-ACC-1743,2024-05-26,starter,monthly,3,46.9,0.1,partner,desktop,technology,medium,Owner 2,white_glove,False,ach,1,USD,False,0.0,,0,0,0.0,6.31,21.15,14.37,False,2024-06-24
SAAS-02224,SAAS-ACC-2304,2024-10-07,starter,monthly,4,47.73,0.2,paid,desktop,healthcare,small,Owner 6,guided,False,card,4,USD,False,0.0,,0,0,0.0,3.86,21.79,17.46,True,2024-12-16
SAAS-02225,SAAS-ACC-2865,2024-11-21,pro,monthly,4,140.41,0.1,outbound_sales,desktop,technology,large,Owner 4,self_serve,False,ach,3,USD,False,0.0,,0,0,0.0,0.0,69.91,68.5,False,2025-01-01
SAAS-02226,SAAS-ACC-0226,2025-03-13,pro,monthly,5,97.49,0.0,outbound_sales,mobile,retail,medium,Owner 6,self_serve,True,ach,3,USD,False,0.0,,0,0,0.0,10.4,57.66,46.29,False,2025-05-18
SAAS-02227,SAAS-ACC-0787,2025-08-15,starter,monthly,2,41.32,0.0,paid,desktop,manufacturing,medium,Owner 7,white_glove,False,card,3,USD,False,0.0,,0,0,0.0,9.77,25.36,15.18,True,2025-08-30
SAAS-02228,SAAS-ACC-1348,2025-09-22,starter,monthly,3,41.49,0.05,organic,desktop,technology,medium,Owner 7,guided,False,card,2,USD,False,0.0,,0,0,0.0,6.82,25.39,18.15,True,2025-11-15
SAAS-02229,SAAS-ACC-1909,2025-11-22,pro,annual,22,178.25,0.0,organic,mobile,finance,small,Owner 2,self_serve,True,card,0,USD,False,0.0,,0,0,0.0,7.95,115.86,106.13,True,2025-12-10
SAAS-02230,SAAS-ACC-2470,2025-04-09,starter,annual,3,43.01,0.05,partner,mobile,healthcare,small,Owner 3,white_glove,False,card,0,USD,False,0.0,,0,0,0.0,18.78,26.95,7.74,False,2025-04-17
SAAS-02231,SAAS-ACC-3031,2025-12-04,pro,monthly,25,168.72,0.05,partner,desktop,finance,medium,Owner 7,white_glove,True,ach,5,USD,False,0.0,,0,0,0.0,14.6,84.17,67.21,False,2026-01-24
SAAS-02232,SAAS-ACC-0392,2025-01-14,starter,monthly,3,36.0,0.1,partner,mobile,manufacturing,medium,Owner 3,guided,True,ach,0,USD,False,0.0,,0,0,0.0,6.05,16.2,9.79,False,2025-02-13
SAAS-02233,SAAS-ACC-0953,2024-01-30,pro,monthly,21,162.52,0.4,paid,desktop,finance,small,Owner 8,white_glove,False,card,0,USD,False,0.0,,0,0,0.0,9.34,44.88,33.91,True,2024-04-14
SAAS-02234,SAAS-ACC-1514,2025-02-06,enterprise,annual,35,518.79,0.1,outbound_sales,desktop,retail,large,Owner 4,self_serve,True,invoice,4,USD,False,0.0,,0,0,0.0,9.81,234.32,219.32,True,2025-04-22
SAAS-02235,SAAS-ACC-2075,2025-03-17,enterprise,monthly,49,617.7,0.15,partner,desktop,finance,large,Owner 1,self_serve,True,card,0,USD,False,0.0,,0,0,0.0,0.0,300.51,294.34,False,2025-04-09
SAAS-02236,SAAS-ACC-2636,2025-01-13,starter,annual,2,36.33,0.1,partner,desktop,technology,medium,Owner 2,guided,True,card,0,USD,True,24.44,2025-01-16,0,0,0.0,5.63,-4.26,-10.26,False,2025-03-06
SAAS-02237,SAAS-ACC-3197,2025-01-21,starter,annual,2,38.6,0.2,paid,mobile,retail,medium,Owner 3,self_serve,True,ach,1,USD,True,29.72,2025-02-01,1,0,0.0,13.79,-16.53,-30.7,False,2025-03-08
SAAS-02238,SAAS-ACC-0558,2025-05-04,starter,annual,1,40.67,0.1,paid,desktop,finance,small,Owner 2,self_serve,False,invoice,2,USD,False,0.0,,0,0,0.0,4.51,18.34,13.43,False,2025-07-27
SAAS-02239,SAAS-ACC-1119,2024-09-12,starter,monthly,2,44.28,0.15,paid,desktop,retail,small,Owner 7,guided,True,card,3,USD,False,0.0,,0,0,0.0,1.51,21.46,19.51,False,2024-11-12
SAAS-02240,SAAS-ACC-1680,2025-12-15,enterprise,annual,13,495.7,0.0,organic,desktop,finance,medium,Owner 4,white_glove,True,card,3,USD,False,0.0,,0,0,0.0,5.21,310.51,300.35,False,2026-01-05
SAAS-02241,SAAS-ACC-2241,2024-12-08,enterprise,monthly,60,577.99,0.15,organic,mobile,retail,medium,Owner 8,self_serve,True,invoice,2,USD,False,0.0,,0,0,0.0,0.0,251.01,245.23,False,2025-02-09
SAAS-02242,SAAS-ACC-2802,2024-05-17,pro,monthly,25,206.04,0.05,paid,mobile,finance,medium,Owner 6,guided,True,card,2,USD,False,0.0,,0,0,0.0,9.07,110.91,99.78,False,2024-07-20
SAAS-02243,SAAS-ACC-0163,2025-11-03,enterprise,annual,51,452.38,0.1,paid,desktop,technology,medium,Owner 2,self_serve,False,card,1,USD,False,0.0,,0,0,0.0,0.0,236.58,232.06,False,2025-12-30
SAAS-02244,SAAS-ACC-0724,2025-03-19,pro,annual,8,140.66,0.3,paid,desktop,healthcare,medium,Owner 2,guided,False,ach,2,USD,False,0.0,,0,0,0.0,5.77,38.77,31.59,False,2025-05-18
SAAS-02245,SAAS-ACC-1285,2025-12-25,pro,annual,9,97.87,0.15,outbound_sales,desktop,healthcare,small,Owner 1,self_serve,False,card,3,USD,False,0.0,,0,0,0.0,0.0,39.94,38.96,False,2026-01-04
SAAS-02246,SAAS-ACC-1846,2024-09-01,starter,monthly,1,31.21,0.15,organic,desktop,retail,small,Owner 1,white_glove,False,invoice,1,USD,False,0.0,,0,0,0.0,16.59,13.45,-3.45,False,2024-10-19
SAAS-02247,SAAS-ACC-2407,2024-05-02,pro,annual,10,117.07,0.05,outbound_sales,desktop,finance,small,Owner 7,white_glove,False,card,3,USD,False,0.0,,0,0,0.0,6.29,71.86,64.4,False,2024-05-14
SAAS-02248,SAAS-ACC-2968,2025-05-14,pro,monthly,13,188.44,0.2,paid,desktop,technology,large,Owner 8,white_glove,True,invoice,3,USD,True,142.12,2025-05-30,0,0,0.0,0.57,-64.97,-67.42,False,2025-06-04
SAAS-02249,SAAS-ACC-0329,2025-09-21,pro,monthly,23,182.44,0.3,outbound_sales,desktop,retail,medium,Owner 8,self_serve,True,card,0,USD,False,0.0,,0,0,0.0,0.0,66.09,64.27,,2025-12-16
SAAS-02250,SAAS-ACC-0890,2025-11-07,enterprise,monthly,79,661.09,0.15,organic,desktop,retail,small,Owner 5,self_serve,True,ach,1,USD,False,0.0,,0,0,0.0,4.11,310.53,299.81,False,2025-12-24
SAAS-02251,SAAS-ACC-1451,2024-05-22,starter,annual,4,39.16,0.0,outbound_sales,desktop,retail,medium,Owner 3,white_glove,True,ach,0,USD,False,0.0,,0,0,0.0,3.87,23.24,18.98,False,2024-08-03
SAAS-02252,SAAS-ACC-2012,2025-02-22,pro,annual,9,117.05,0.1,outbound_sales,desktop,technology,medium,Owner 8,self_serve,True,ach,3,USD,False,0.0,,0,0,0.0,0.0,63.31,62.13,False,2025-03-11
SAAS-02253,SAAS-ACC-2573,2024-03-11,starter,monthly,2,26.0,0.15,organic,desktop,finance,large,Owner 7,guided,False,card,1,USD,False,0.0,,0,0,0.0,5.5,10.87,5.11,False,2024-03-23
SAAS-02254,SAAS-ACC-3134,2025-05-09,starter,monthly,1,27.2,0.15,organic,desktop,technology,small,Owner 3,white_glove,False,card,3,USD,False,0.0,,0,0,0.0,10.91,14.31,3.13,False,2025-06-10
SAAS-02255,SAAS-ACC-0495,2025-05-24,starter,annual,3,41.67,0.0,paid,mobile,healthcare,large,Owner 2,white_glove,True,ach,3,USD,False,0.0,,0,1,14.03,14.87,23.39,-5.94,False,2025-05-29
SAAS-02256,SAAS-ACC-1056,2024-04-30,starter,annual,4,46.12,0.4,paid,desktop,manufacturing,large,Owner 5,self_serve,True,card,0,USD,False,0.0,,0,0,0.0,7.22,7.72,0.04,False,2024-06-10
SAAS-02257,SAAS-ACC-1617,2025-05-14,starter,monthly,1,26.95,0.1,paid,desktop,retail,small,Owner 7,guided,False,ach,0,USD,False,0.0,,0,0,0.0,4.13,14.42,10.02,False,2025-07-09
SAAS-02258,SAAS-ACC-2178,2024-02-10,pro,annual,22,147.95,0.1,paid,desktop,technology,small,Owner 6,self_serve,False,card,2,USD,False,0.0,,0,0,0.0,8.27,80.43,70.67,True,2024-04-12
SAAS-02259,SAAS-ACC-2739,2024-12-11,starter,annual,1,23.3,0.0,organic,desktop,manufacturing,small,Owner 8,self_serve,False,card,0,USD,False,0.0,,0,0,0.0,1.01,15.22,13.98,True,2025-01-09
SAAS-02260,SAAS-ACC-0100,2025-02-25,starter,monthly,3,37.48,0.1,organic,desktop,technology,small,Owner 6,self_serve,True,card,2,USD,False,0.0,,0,0,0.0,2.52,20.72,17.82,True,2025-04-16
SAAS-02261,SAAS-ACC-0661,2025-11-02,starter,monthly,1,34.73,0.05,outbound_sales,desktop,healthcare,small,Owner 2,guided,False,invoice,3,USD,False,0.0,,0,0,0.0,10.18,17.72,7.19,False,2025-11-15
SAAS-02262,SAAS-ACC-1222,2025-08-29,pro,monthly,15,193.28,0.3,outbound_sales,desktop,finance,small,Owner 2,self_serve,False,card,2,USD,False,0.0,,0,0,0.0,10.18,68.59,56.48,True,2025-10-26
SAAS-02263,SAAS-ACC-1783,2025-08-07,starter,monthly,2,26.66,0.0,paid,desktop,technology,large,Owner 8,white_glove,True,card,0,USD,False,0.0,,0,0,0.0,0.0,14.42,14.16,True,2025-10-11
SAAS-02264,SAAS-ACC-2344,2024-12-20,starter,annual,5,55.46,0.05,outbound_sales,desktop,manufacturing,small,Owner 7,guided,True,invoice,3,USD,False,0.0,,0,0,0.0,1.19,30.87,29.13,False,2025-01-03
SAAS-02265,SAAS-ACC-2905,2025-10-22,enterprise,annual,60,584.92,0.15,outbound_sales,desktop,technology,small,Owner 4,guided,True,invoice,2,USD,False,0.0,,0,0,0.0,10.66,263.73,247.22,False,2025-11-13
SAAS-02266,SAAS-ACC-0266,2024-10-03,enterprise,monthly,40,521.54,0.0,organic,desktop,technology,large,Owner 7,guided,False,card,0,USD,False,0.0,,0,1,19.37,5.19,279.08,249.3,False,2024-12-17
SAAS-02267,SAAS-ACC-0827,2025-09-07,enterprise,monthly,76,713.93,0.2,partner,desktop,retail,large,Owner 2,white_glove,False,card,3,USD,False,0.0,,0,0,0.0,0.67,288.16,280.35,True,2025-11-17
SAAS-02268,SAAS-ACC-1388,2025-12-26,enterprise,monthly,21,318.41,0.0,outbound_sales,desktop,finance,large,Owner 8,white_glove,True,invoice,1,USD,False,0.0,,0,0,0.0,8.67,171.65,159.79,False,2026-01-16
SAAS-02269,SAAS-ACC-1949,2025-09-19,enterprise,annual,82,789.06,0.0,partner,desktop,technology,large,Owner 2,white_glove,True,card,5,USD,False,0.0,,2,0,0.0,0.0,445.95,434.9,False,2025-12-02
SAAS-02270,SAAS-ACC-2510,2024-09-23,starter,monthly,5,56.92,0.1,partner,desktop,technology,medium,Owner 7,white_glove,True,card,1,USD,False,0.0,,0,0,0.0,3.8,32.52,28.15,False,2024-10-31
SAAS-02271,SAAS-ACC-3071,2025-11-15,starter,annual,5,41.73,0.1,partner,desktop,finance,small,Owner 6,self_serve,False,ach,2,USD,False,0.0,,0,0,0.0,9.06,19.96,10.48,False,2026-02-13
SAAS-02272,SAAS-ACC-0432,2024-07-03,enterprise,monthly,60,711.81,0.0,organic,desktop,finance,small,Owner 7,self_serve,True,card,1,USD,False,0.0,,0,0,0.0,17.82,418.64,393.71,False,2024-08-09
SAAS-02273,SAAS-ACC-0993,2025-04-16,starter,monthly,5,49.4,0.4,partner,desktop,technology,small,Owner 4,white_glove,False,card,3,USD,False,0.0,,0,0,0.0,6.41,10.93,4.03,False,2025-06-02
SAAS-02274,SAAS-ACC-1554,2025-08-12,starter,annual,1,31.27,0.15,paid,desktop,technology,small,Owner 7,self_serve,False,invoice,0,USD,True,18.84,2025-08-21,0,0,0.0,0.0,-3.58,-3.89,True,2025-08-18
SAAS-02275,SAAS-ACC-2115,2024-07-22,pro,monthly,10,128.01,0.0,partner,desktop,manufacturing,medium,Owner 3,guided,True,card,4,USD,False,0.0,,0,0,0.0,19.25,85.9,65.37,False,2024-09-14
SAAS-02276,SAAS-ACC-2676,2024-03-21,enterprise,annual,49,426.37,0.0,organic,desktop,manufacturing,small,Owner 7,self_serve,False,card,0,USD,False,0.0,,0,0,0.0,4.21,239.59,231.12,False,2024-06-19
SAAS-02277,SAAS-ACC-0037,2025-05-16,enterprise,monthly,48,425.32,0.1,outbound_sales,desktop,retail,large,Owner 2,white_glove,True,invoice,0,USD,False,0.0,,0,0,0.0,1.44,223.7,218.01,False,2025-06-13
SAAS-02278,SAAS-ACC-0598,2024-12-21,pro,annual,21,160.21,0.1,organic,desktop,manufacturing,medium,Owner 8,self_serve,True,card,0,USD,False,0.0,,0,0,0.0,0.0,86.01,84.41,True,2025-02-13
SAAS-02279,SAAS-ACC-1159,2024-05-24,starter,monthly,4,50.95,0.0,partner,desktop,technology,small,Owner 8,white_glove,True,card,4,USD,False,0.0,,0,0,0.0,20.81,34.01,12.69,,2024-05-29
SAAS-02280,SAAS-ACC-1720,2024-07-26,pro,annual,23,176.39,0.05,outbound_sales,desktop,healthcare,medium,Owner 2,guided,True,invoice,0,USD,True,160.78,2024-08-30,0,0,0.0,6.27,-63.71,-71.74,False,2024-08-04
SAAS-02281,SAAS-ACC-2281,2025-12-10,pro,monthly,21,210.95,0.1,organic,desktop,healthcare,small,Owner 6,self_serve,True,card,3,USD,False,0.0,,0,0,0.0,3.38,116.98,111.49,False,2026-03-06
SAAS-02282,SAAS-ACC-2842,2025-05-11,pro,annual,19,172.53,0.1,outbound_sales,mobile,healthcare,large,Owner 8,self_serve,False,ach,3,USD,False,0.0,,0,0,0.0,0.0,91.64,89.92,True,2025-07-30
SAAS-02283,SAAS-ACC-0203,2024-12-17,pro,monthly,14,156.37,0.3,partner,desktop,finance,small,Owner 4,white_glove,False,invoice,2,USD,False,0.0,,0,0,0.0,0.0,58.11,56.55,False,2025-02-11
SAAS-02284,SAAS-ACC-0764,2024-07-02,pro,annual,7,144.66,0.05,outbound_sales,desktop,healthcare,large,Owner 7,white_glove,True,invoice,0,USD,False,0.0,,0,0,0.0,0.05,72.52,71.03,True,2024-09-18
SAAS-02285,SAAS-ACC-1325,2025-10-06,pro,monthly,24,200.9,0.1,outbound_sales,desktop,manufacturing,medium,Owner 5,self_serve,True,card,7,USD,False,0.0,,0,0,0.0,0.0,91.78,87.36,False,2025-11-30
SAAS-02286,SAAS-ACC-1886,2025-06-26,enterprise,annual,75,514.45,0.1,organic,mobile,technology,small,Owner 1,white_glove,False,invoice,6,USD,False,0.0,,0,0,0.0,6.94,222.99,206.79,False,2025-08-12
SAAS-02287,SAAS-ACC-2447,2024-11-13,pro,monthly,19,124.88,0.3,paid,desktop,retail,small,Owner 3,self_serve,False,ach,2,USD,False,0.0,,0,0,0.0,0.0,38.31,37.06,False,2024-12-17
SAAS-02288,SAAS-ACC-3008,2024-12-25,pro,monthly,24,176.11,0.3,partner,mobile,retail,medium,Owner 4,white_glove,True,card,0,USD,False,0.0,,0,0,0.0,0.72,66.34,63.85,False,2025-01-17
SAAS-02289,SAAS-ACC-0369,2024-11-15,starter,annual,1,34.36,0.0,outbound_sales,desktop,healthcare,medium,Owner 2,self_serve,True,invoice,4,USD,False,0.0,,0,0,0.0,21.68,22.29,0.27,True,2024-11-21
SAAS-02290,SAAS-ACC-0930,2025-10-18,starter,monthly,2,38.08,0.05,outbound_sales,mobile,technology,small,Owner 1,self_serve,True,ach,0,USD,False,0.0,,0,0,0.0,2.15,18.72,16.19,False,2026-01-13
SAAS-02291,SAAS-ACC-1491,2024-06-15,enterprise,monthly,42,588.08,0.15,outbound_sales,desktop,finance,small,Owner 2,guided,False,card,0,USD,False,0.0,,0,0,0.0,0.36,294.34,288.11,,2024-09-08
SAAS-02292,SAAS-ACC-2052,2025-01-02,starter,annual,4,48.82,0.1,outbound_sales,desktop,healthcare,medium,Owner 7,self_serve,False,ach,3,USD,False,0.0,,0,0,0.0,14.55,26.62,11.58,True,2025-02-19
SAAS-02293,SAAS-ACC-2613,2024-03-03,pro,annual,17,168.27,0.2,paid,desktop,technology,medium,Owner 6,self_serve,True,card,0,USD,False,0.0,,0,0,0.0,0.31,74.84,72.85,True,2024-05-26
SAAS-02294,SAAS-ACC-3174,2024-12-28,pro,monthly,3,107.37,0.05,partner,desktop,technology,medium,Owner 4,white_glove,True,invoice,2,USD,False,0.0,,0,0,0.0,2.39,56.31,52.84,False,2025-03-27
SAAS-02295,SAAS-ACC-0535,2024-09-06,starter,annual,1,35.41,0.0,partner,desktop,technology,medium,Owner 8,self_serve,True,ach,0,USD,False,0.0,,0,0,0.0,0.0,21.98,21.63,False,2024-10-28
SAAS-02296,SAAS-ACC-1096,2024-05-01,pro,annual,24,202.81,0.2,partner,mobile,manufacturing,small,Owner 2,self_serve,False,card,3,USD,False,0.0,,0,0,0.0,0.0,87.98,85.96,False,2024-06-23
SAAS-02297,SAAS-ACC-1657,2024-05-07,starter,annual,1,36.22,0.1,partner,desktop,retail,small,Owner 8,white_glove,False,card,0,USD,False,0.0,,0,0,0.0,0.0,20.92,20.55,,2024-05-15
SAAS-02298,SAAS-ACC-2218,2024-02-12,starter,annual,4,47.3,0.4,partner,mobile,manufacturing,medium,Owner 1,white_glove,True,invoice,5,USD,False,0.0,,0,0,0.0,0.0,11.85,11.19,True,2024-02-28
SAAS-02299,SAAS-ACC-2779,2024-02-27,pro,monthly,19,156.96,0.05,paid,mobile,healthcare,small,Owner 2,guided,False,card,1,USD,False,0.0,,0,0,0.0,0.0,85.15,83.58,False,2024-05-17
SAAS-02300,SAAS-ACC-0140,2024-12-29,enterprise,annual,46,604.62,0.15,organic,desktop,healthcare,small,Owner 6,self_serve,False,invoice,0,USD,False,0.0,,0,0,0.0,6.23,257.55,245.28,False,2025-02-04
SAAS-02301,SAAS-ACC-0701,2025-07-18,starter,monthly,5,46.88,0.4,paid,desktop,finance,small,Owner 2,white_glove,False,card,3,USD,False,0.0,,0,0,0.0,0.78,12.55,11.29,False,2025-07-30
SAAS-02302,SAAS-ACC-1262,2024-05-15,starter,monthly,1,34.02,0.3,partner,desktop,technology,medium,Owner 1,white_glove,False,card,2,USD,False,0.0,,0,0,0.0,9.3,9.12,-0.52,False,2024-06-06
SAAS-02303,SAAS-ACC-1823,2024-12-11,starter,monthly,2,36.63,0.15,paid,desktop,retail,small,Owner 4,self_serve,False,card,4,USD,False,0.0,,0,0,0.0,19.17,16.48,-3.06,False,2024-12-28
SAAS-02304,SAAS-ACC-2384,2024-09-08,enterprise,annual,40,539.04,0.15,organic,mobile,technology,medium,Owner 8,white_glove,True,card,1,USD,False,0.0,,0,0,0.0,10.88,249.79,233.51,True,2024-12-06
SAAS-02305,SAAS-ACC-2945,2025-05-30,starter,annual,5,51.65,0.15,organic,mobile,finance,small,Owner 2,self_serve,True,card,2,USD,False,0.0,,0,0,0.0,16.26,23.92,7.14,True,2025-08-08
SAAS-02306,SAAS-ACC-0306,2024-04-07,starter,monthly,3,45.61,0.0,outbound_sales,desktop,healthcare,medium,Owner 1,white_glove,False,card,2,USD,False,0.0,,0,0,0.0,18.58,25.88,6.85,False,2024-05-11
SAAS-02307,SAAS-ACC-0867,2024-05-05,enterprise,monthly,7,425.75,0.15,organic,desktop,technology,small,Owner 2,self_serve,False,invoice,2,USD,False,0.0,,0,0,0.0,4.02,175.47,167.2,False,2024-05-27
SAAS-02308,SAAS-ACC-1428,2025-07-13,starter,monthly,5,45.86,0.1,paid,desktop,technology,large,Owner 5,self_serve,True,card,4,USD,True,38.01,2025-08-03,0,1,7.67,4.84,-17.03,-30.0,,2025-07-22
SAAS-02309,SAAS-ACC-1989,2025-08-18,pro,annual,13,133.82,0.1,outbound_sales,desktop,healthcare,medium,Owner 7,self_serve,True,invoice,6,USD,False,0.0,,0,0,0.0,11.68,69.41,55.32,False,2025-10-09
SAAS-02310,SAAS-ACC-2550,2024-07-04,starter,monthly,1,32.67,0.0,outbound_sales,desktop,healthcare,large,Owner 1,white_glove,True,card,2,USD,False,0.0,,0,0,0.0,2.4,21.36,18.63,True,2024-08-11
SAAS-02311,SAAS-ACC-3111,2025-12-29,pro,annual,5,100.04,0.4,paid,mobile,finance,medium,Owner 4,self_serve,False,invoice,2,USD,False,0.0,,0,0,0.0,2.0,21.62,18.61,,2026-01-25
SAAS-02312,SAAS-ACC-0472,2024-12-23,pro,monthly,4,71.76,0.3,outbound_sales,desktop,retail,small,Owner 8,guided,False,ach,2,USD,False,0.0,,0,0,0.0,8.88,20.12,10.53,False,2024-12-31
SAAS-02313,SAAS-ACC-1033,2024-12-29,enterprise,monthly,93,683.47,0.05,paid,desktop,retail,small,Owner 2,self_serve,True,ach,3,USD,True,515.76,2025-02-25,0,0,0.0,0.0,-168.49,-175.33,False,2025-03-12
SAAS-02314,SAAS-ACC-1594,2025-04-15,starter,monthly,4,45.8,0.05,partner,mobile,manufacturing,medium,Owner 7,white_glove,False,card,1,USD,False,0.0,,0,0,0.0,3.82,28.23,23.95,False,2025-06-13
SAAS-02315,SAAS-ACC-2155,2024-11-01,pro,annual,18,163.83,0.0,outbound_sales,mobile,manufacturing,small,Owner 6,self_serve,False,invoice,6,USD,False,0.0,,0,0,0.0,2.0,92.0,87.05,False,2024-11-13
SAAS-02316,SAAS-ACC-2716,2024-03-11,starter,annual,1,37.61,0.0,partner,desktop,healthcare,medium,Owner 5,self_serve,False,card,4,USD,False,0.0,,0,0,0.0,15.14,23.91,8.4,False,2024-03-24
SAAS-02317,SAAS-ACC-0077,2024-04-19,pro,annual,6,81.04,0.1,organic,desktop,finance,medium,Owner 1,self_serve,False,card,5,USD,False,0.0,,0,0,0.0,0.0,40.25,39.11,True,2024-05-04
SAAS-02318,SAAS-ACC-0638,2024-01-04,pro,annual,10,142.81,0.2,partner,desktop,technology,large,Owner 7,white_glove,True,card,0,USD,False,0.0,,0,0,0.0,4.24,65.06,59.38,True,2024-04-01
SAAS-02319,SAAS-ACC-1199,2024-02-10,starter,annual,2,27.78,0.4,paid,desktop,technology,small,Owner 7,white_glove,False,invoice,0,USD,False,0.0,,0,0,0.0,7.81,7.65,-0.44,True,2024-04-09
SAAS-02320,SAAS-ACC-1760,2025-06-08,starter,monthly,5,57.26,0.15,paid,desktop,healthcare,medium,Owner 5,white_glove,True,invoice,4,USD,False,0.0,,0,0,0.0,17.61,30.08,11.89,False,2025-07-04
