booking_date,travel_date,destination,supplier,product_category,customer_price_eur,quoted_cost_eur,discount_rate,manager,acquisition_channel,customer_segment,customer_type,party_size,trip_duration_days,booking_lead_days,payment_method,installments,manual_exception,travel_month
2024-05-17,2024-06-12,Tokyo,Atlas,standard,2406.96,1702.28,0.18,Manager 1,direct,leisure,returning,1,6,26,bank_transfer,1,false,6
2025-12-23,2026-03-12,Rome,DeltaSun,standard,2240.42,1615.43,0.03,Manager 2,direct,family,returning,3,5,79,card,1,false,3
2024-01-29,2024-04-18,Rome,Cedar,standard,2997.11,2167.78,0.0,Manager 3,paid_search,family,new,7,11,80,bank_transfer,2,false,4
2024-07-27,2024-10-06,Lisbon,Atlas,premium,3291.48,2505.83,0.03,Manager 3,referral,family,new,3,11,71,card,3,false,10
2025-10-17,2026-01-26,Zanzibar,Atlas,premium,3162.4,2405.7,0.0,Manager 2,direct,leisure,new,2,9,101,bank_transfer,1,false,1
2024-04-23,2024-05-16,Lisbon,Atlas,standard,2928.73,2256.47,0.08,Manager 2,direct,family,new,4,10,23,bank_transfer,1,true,5
2025-05-19,2025-05-21,Reykjavik,DeltaSun,premium,3077.92,2279.72,0.18,Manager 1,paid_search,corporate,new,2,2,2,bank_transfer,2,false,5
2025-11-30,2025-12-30,Tokyo,Cedar,standard,3032.39,2231.62,0.0,Manager 2,direct,corporate,new,2,5,30,bank_transfer,3,false,12
2024-10-24,2024-11-06,Zanzibar,Cedar,standard,2775.8,1965.13,0.0,Manager 1,paid_search,leisure,new,3,11,13,bank_transfer,1,false,11
2024-09-20,2024-12-16,Tokyo,BlueWing,standard,3403.73,2506.34,0.18,Manager 6,direct,leisure,new,2,6,87,card,1,false,12
2025-10-02,2025-12-27,Lisbon,Cedar,luxury,3650.71,2740.53,0.12,Manager 3,partner,leisure,new,3,5,86,card,3,false,12
2024-09-05,2024-10-09,Tokyo,BlueWing,standard,2921.99,2276.17,0.0,Manager 2,paid_search,family,returning,4,7,34,bank_transfer,1,false,10
2025-06-20,2025-06-22,Reykjavik,DeltaSun,premium,3735.57,2707.88,0.05,Manager 8,direct,corporate,returning,1,10,2,card,1,false,6
2025-08-08,2025-10-10,Zanzibar,Atlas,standard,3513.38,2588.38,0.05,Manager 2,paid_search,family,new,4,15,63,card,4,false,10
2024-08-19,2024-09-25,Zanzibar,DeltaSun,standard,2486.8,1803.29,0.18,Manager 6,direct,leisure,new,2,10,37,bank_transfer,2,false,9
2025-03-06,2025-04-17,Tokyo,BlueWing,standard,2888.55,2224.28,0.12,Manager 2,partner,corporate,new,2,10,42,bank_transfer,1,false,4
2024-09-23,2024-10-02,Rome,BlueWing,standard,2650.62,2043.21,0.12,Manager 8,direct,family,returning,7,10,9,bank_transfer,1,false,10
2025-10-21,2026-01-01,Reykjavik,Cedar,standard,3117.55,2324.42,0.05,Manager 1,direct,corporate,returning,3,7,72,bank_transfer,2,false,1
2024-05-02,2024-08-17,Tokyo,Cedar,standard,3121.54,2282.04,0.05,Manager 1,direct,corporate,new,2,6,107,card,3,true,8
2025-08-21,2025-10-24,Zanzibar,Atlas,standard,2970.48,2206.89,0.05,Manager 2,paid_search,leisure,returning,3,5,64,card,1,false,10
2025-09-07,2025-12-08,Rome,BlueWing,luxury,3765.99,2520.14,0.03,Manager 8,direct,leisure,new,1,6,92,card,1,false,12
2025-02-17,2025-02-23,Reykjavik,BlueWing,premium,2484.29,1902.99,0.08,Manager 4,direct,corporate,returning,1,3,6,bank_transfer,3,false,2
2024-01-11,2024-03-13,Lisbon,Cedar,premium,2004.59,1523.0,0.0,Manager 8,direct,leisure,returning,1,5,62,card,2,false,3
2024-08-17,2024-08-20,Zanzibar,Cedar,standard,2684.19,2171.29,0.08,Manager 2,partner,leisure,new,2,9,3,bank_transfer,1,false,8
2024-01-15,2024-03-21,Rome,Atlas,standard,2430.34,1725.07,0.08,Manager 5,partner,leisure,returning,3,14,66,bank_transfer,2,false,3
2025-02-19,2025-04-21,Tokyo,DeltaSun,premium,4346.98,3193.06,0.0,Manager 2,paid_search,leisure,returning,3,4,61,wallet,1,false,4
2025-12-20,2026-01-15,Zanzibar,BlueWing,premium,3931.36,2913.77,0.08,Manager 1,direct,corporate,new,2,4,26,card,2,false,1
2025-02-20,2025-04-09,Lisbon,DeltaSun,standard,2261.7,1536.9,0.12,Manager 8,paid_search,leisure,new,1,5,48,card,1,false,4
2025-06-21,2025-06-23,Zanzibar,Cedar,premium,2481.56,1905.29,0.12,Manager 2,direct,corporate,new,1,3,2,bank_transfer,1,false,6
2024-06-27,2024-07-05,Tokyo,BlueWing,standard,2761.39,1976.78,0.05,Manager 6,direct,family,returning,7,7,8,bank_transfer,1,false,7
2025-01-30,2025-05-12,Rome,Cedar,standard,1475.82,1122.19,0.18,Manager 7,partner,leisure,returning,3,3,102,card,2,false,5
2025-01-10,2025-01-23,Rome,BlueWing,standard,1995.35,1482.54,0.08,Manager 3,partner,leisure,returning,3,2,13,bank_transfer,2,false,1
2025-05-23,2025-09-02,Lisbon,BlueWing,standard,2144.33,1546.08,0.08,Manager 4,paid_search,leisure,new,2,2,102,card,1,false,9
2025-06-15,2025-06-17,Rome,Atlas,standard,1763.68,1384.1,0.08,Manager 2,direct,corporate,new,3,5,2,bank_transfer,1,false,6
2024-07-26,2024-10-04,Tokyo,BlueWing,standard,3218.43,2343.27,0.12,Manager 2,paid_search,leisure,returning,1,9,70,card,1,false,10
2025-11-16,2025-12-23,Reykjavik,DeltaSun,standard,2418.41,1810.72,0.18,Manager 1,paid_search,leisure,returning,1,4,37,wallet,2,false,12
2024-09-10,2024-10-07,Zanzibar,Cedar,standard,2077.18,1428.93,0.0,Manager 6,referral,leisure,new,2,11,27,wallet,1,false,10
2025-12-24,2025-12-26,Tokyo,Cedar,standard,4033.74,3282.24,0.05,Manager 1,paid_search,family,returning,7,4,2,card,1,false,12
2025-10-20,2026-03-27,Lisbon,Atlas,standard,1385.27,1071.42,0.0,Manager 1,paid_search,family,new,4,3,158,card,2,false,3
2025-10-20,2025-10-28,Rome,BlueWing,standard,2334.41,1577.32,0.05,Manager 2,partner,leisure,returning,3,13,8,bank_transfer,1,false,10
2025-08-08,2025-10-25,Tokyo,BlueWing,premium,5574.09,4388.26,0.05,Manager 1,partner,family,new,4,9,78,bank_transfer,2,false,10
2025-04-06,2025-08-12,Tokyo,Atlas,standard,3644.98,2524.07,0.18,Manager 7,partner,leisure,returning,1,10,128,card,3,true,8
2024-05-07,2024-06-20,Lisbon,Cedar,standard,1635.91,1242.68,0.05,Manager 5,partner,corporate,returning,1,5,44,card,1,false,6
2025-10-03,2025-10-30,Rome,BlueWing,standard,2286.08,1762.65,0.03,Manager 7,paid_search,family,new,4,8,27,card,1,false,10
2025-07-15,2025-08-09,Tokyo,BlueWing,standard,2748.34,1930.72,0.08,Manager 8,direct,corporate,new,1,9,25,bank_transfer,2,false,8
2024-06-26,2024-07-19,Lisbon,BlueWing,premium,3093.74,2257.96,0.18,Manager 6,partner,leisure,new,3,2,23,card,1,false,7
2024-12-30,2025-01-01,Tokyo,BlueWing,standard,2871.1,2336.31,0.12,Manager 1,direct,leisure,new,1,2,2,bank_transfer,1,false,1
2024-01-11,2024-05-15,Rome,Cedar,premium,2590.96,1828.75,0.18,Manager 1,paid_search,leisure,new,1,9,125,card,4,false,5
2024-03-14,2024-06-03,Lisbon,DeltaSun,standard,2131.84,1646.15,0.03,Manager 1,partner,leisure,new,3,9,81,wallet,3,false,6
2025-10-27,2025-11-01,Reykjavik,BlueWing,standard,2471.82,1762.74,0.0,Manager 6,referral,corporate,returning,3,9,5,card,1,false,11
2024-05-15,2024-06-21,Lisbon,BlueWing,standard,1851.81,1253.37,0.0,Manager 4,direct,leisure,returning,2,14,37,card,1,true,6
2024-01-27,2024-05-07,Rome,BlueWing,standard,2584.83,1719.88,0.08,Manager 8,partner,leisure,new,1,11,101,bank_transfer,1,false,5
2025-11-20,2025-12-04,Lisbon,Atlas,premium,3046.24,2141.44,0.05,Manager 6,direct,leisure,returning,1,5,14,card,2,false,12
2024-03-22,2024-05-05,Lisbon,Atlas,standard,2344.86,1876.99,0.08,Manager 7,direct,family,returning,6,2,44,card,1,true,5
2024-12-05,2025-03-01,Rome,Cedar,standard,1863.39,1324.7,0.0,Manager 2,direct,leisure,returning,2,11,86,bank_transfer,1,false,3
2024-01-29,2024-04-15,Tokyo,BlueWing,luxury,7127.33,5394.29,0.0,Manager 2,direct,family,returning,4,4,77,card,1,false,4
2025-01-07,2025-01-25,Rome,Cedar,standard,1451.18,1096.69,0.18,Manager 2,paid_search,leisure,new,2,8,18,bank_transfer,1,true,1
2024-05-26,2024-05-28,Zanzibar,DeltaSun,premium,3601.89,2492.01,0.12,Manager 6,paid_search,leisure,new,3,4,2,card,1,true,5
2025-02-24,2025-04-16,Rome,Atlas,standard,2130.97,1440.92,0.18,Manager 7,partner,leisure,new,2,5,51,card,2,false,4
2024-10-31,2025-01-14,Tokyo,BlueWing,premium,3585.88,2779.76,0.0,Manager 2,direct,leisure,new,1,6,75,card,2,false,1
2025-04-20,2025-07-12,Zanzibar,Cedar,premium,2590.05,1943.05,0.03,Manager 1,partner,leisure,new,1,6,83,card,1,false,7
2025-09-02,2025-10-07,Reykjavik,Cedar,standard,2056.15,1531.91,0.0,Manager 3,direct,family,returning,4,11,35,card,1,false,10
2024-12-23,2025-03-19,Lisbon,DeltaSun,standard,1946.08,1528.15,0.0,Manager 5,partner,leisure,new,1,2,86,card,1,false,3
2024-08-30,2024-10-11,Tokyo,BlueWing,standard,3586.75,2548.45,0.18,Manager 2,direct,leisure,new,3,11,42,bank_transfer,1,true,10
2025-10-14,2026-01-08,Rome,Atlas,premium,3640.47,2712.08,0.08,Manager 4,referral,leisure,returning,1,11,86,card,3,false,1
2025-10-16,2025-12-09,Rome,Cedar,standard,2306.03,1794.95,0.05,Manager 4,partner,family,returning,3,12,54,bank_transfer,2,false,12
2025-06-29,2025-09-11,Zanzibar,DeltaSun,luxury,6286.16,4302.9,0.05,Manager 2,direct,leisure,new,3,7,74,card,1,false,9
2025-06-01,2025-06-03,Zanzibar,Atlas,standard,2580.31,2046.36,0.03,Manager 2,partner,leisure,new,3,7,2,card,4,true,6
2024-10-27,2024-12-29,Rome,BlueWing,premium,3492.71,2437.36,0.03,Manager 2,referral,family,new,6,8,63,wallet,3,false,12
2025-08-26,2025-10-18,Rome,Cedar,standard,2546.89,1936.73,0.0,Manager 4,paid_search,leisure,returning,3,9,53,card,2,false,10
2024-10-27,2024-11-28,Tokyo,BlueWing,premium,5450.76,3996.51,0.08,Manager 2,paid_search,family,new,4,12,32,bank_transfer,2,false,11
2024-08-17,2024-10-15,Zanzibar,BlueWing,premium,4527.84,3564.56,0.0,Manager 6,referral,leisure,new,2,10,59,wallet,2,false,10
2025-10-21,2026-01-10,Lisbon,Cedar,standard,1873.83,1350.02,0.03,Manager 3,partner,family,returning,3,5,81,card,2,false,1
2025-04-11,2025-06-08,Reykjavik,DeltaSun,standard,2803.56,2029.33,0.08,Manager 3,partner,family,new,3,11,58,card,1,false,6
2025-06-23,2025-08-19,Tokyo,BlueWing,standard,3298.52,2475.82,0.05,Manager 6,paid_search,family,returning,4,6,57,bank_transfer,1,false,8
2025-09-27,2025-10-30,Tokyo,BlueWing,premium,4980.16,3786.97,0.03,Manager 2,referral,leisure,new,3,10,33,bank_transfer,2,false,10
2024-02-05,2024-03-01,Rome,BlueWing,standard,1967.08,1485.61,0.12,Manager 2,direct,leisure,new,3,5,25,card,1,false,3
2025-05-01,2025-08-17,Reykjavik,Atlas,standard,2711.59,2017.21,0.08,Manager 7,direct,leisure,returning,1,9,108,card,2,false,8
2025-02-27,2025-04-23,Tokyo,BlueWing,standard,3344.3,2411.63,0.0,Manager 5,direct,family,new,3,8,55,card,2,false,4
2025-07-14,2025-09-12,Zanzibar,Cedar,standard,2998.52,2177.06,0.08,Manager 5,paid_search,leisure,returning,1,10,60,bank_transfer,1,false,9
2025-10-19,2026-02-07,Zanzibar,Atlas,premium,3954.8,2900.0,0.08,Manager 6,paid_search,family,returning,7,2,111,wallet,1,true,2
2024-05-08,2024-05-10,Zanzibar,DeltaSun,standard,2951.66,2325.73,0.12,Manager 7,paid_search,corporate,returning,3,2,2,bank_transfer,2,false,5
2024-01-14,2024-01-26,Tokyo,BlueWing,standard,2981.54,2208.29,0.05,Manager 2,partner,family,new,5,9,12,card,3,false,1
2024-10-29,2025-01-18,Lisbon,Cedar,premium,2555.24,1729.28,0.0,Manager 5,direct,leisure,new,3,7,81,bank_transfer,1,false,1
2025-10-01,2025-10-11,Tokyo,BlueWing,standard,2657.19,1855.39,0.03,Manager 2,partner,leisure,new,3,9,10,wallet,3,false,10
2024-02-11,2024-07-08,Lisbon,Atlas,standard,1328.66,1002.83,0.03,Manager 8,direct,family,returning,4,3,148,bank_transfer,2,false,7
2024-08-01,2024-10-01,Tokyo,BlueWing,premium,3166.53,2515.71,0.12,Manager 2,direct,leisure,returning,2,8,61,card,2,false,10
2024-01-20,2024-04-30,Rome,Atlas,premium,2246.07,1601.25,0.12,Manager 4,referral,leisure,new,2,5,101,card,1,false,4
2024-12-14,2025-04-04,Rome,DeltaSun,standard,2776.68,1941.99,0.0,Manager 1,paid_search,leisure,new,3,6,111,card,1,false,4
2024-07-26,2024-09-29,Rome,Cedar,premium,3394.53,2306.34,0.18,Manager 4,paid_search,family,returning,6,6,65,card,3,false,9
2024-08-07,2024-10-15,Zanzibar,DeltaSun,standard,2267.09,1784.6,0.0,Manager 3,paid_search,leisure,new,3,6,69,bank_transfer,1,false,10
2025-12-12,2026-01-15,Rome,BlueWing,premium,2280.13,1795.76,0.08,Manager 6,paid_search,corporate,new,2,2,34,bank_transfer,1,false,1
2025-01-14,2025-03-11,Rome,Atlas,standard,2311.29,1841.74,0.05,Manager 3,partner,family,new,6,7,56,bank_transfer,4,false,3
2025-11-19,2026-02-28,Zanzibar,DeltaSun,luxury,7360.52,5341.63,0.05,Manager 6,direct,family,new,3,11,101,bank_transfer,3,false,2
2024-08-23,2024-11-03,Lisbon,Atlas,standard,1994.02,1519.58,0.12,Manager 6,paid_search,family,new,3,2,72,wallet,1,false,11
2025-05-18,2025-05-26,Reykjavik,Atlas,premium,4029.45,2888.83,0.03,Manager 2,paid_search,leisure,new,3,16,8,card,3,false,5
2025-08-14,2025-09-10,Tokyo,Atlas,standard,3399.11,2589.17,0.08,Manager 2,paid_search,corporate,new,1,2,27,bank_transfer,3,false,9
2024-12-20,2025-03-09,Reykjavik,DeltaSun,standard,2680.81,1928.14,0.12,Manager 8,direct,leisure,returning,1,10,79,card,1,false,3
2024-08-29,2024-11-19,Tokyo,Atlas,premium,2870.06,2207.68,0.05,Manager 2,direct,leisure,new,1,7,82,bank_transfer,3,false,11
2025-02-20,2025-03-28,Rome,Atlas,premium,3008.78,2042.55,0.0,Manager 1,partner,leisure,new,1,13,36,bank_transfer,3,false,3
2024-02-03,2024-04-18,Reykjavik,Atlas,standard,2383.22,1869.34,0.05,Manager 4,referral,family,new,6,7,75,bank_transfer,1,false,4
2024-08-29,2024-11-09,Lisbon,Atlas,luxury,3834.07,2549.16,0.0,Manager 7,direct,leisure,returning,2,8,72,bank_transfer,1,false,11
2024-03-30,2024-06-12,Reykjavik,DeltaSun,standard,3744.49,2930.63,0.05,Manager 3,paid_search,leisure,returning,2,16,74,card,1,false,6
2024-05-07,2024-07-07,Rome,DeltaSun,premium,1465.56,1052.17,0.08,Manager 5,direct,leisure,new,2,6,61,bank_transfer,1,false,7
2025-07-08,2025-10-28,Zanzibar,BlueWing,premium,3930.19,2698.93,0.08,Manager 1,partner,leisure,returning,3,11,112,card,2,false,10
2025-09-11,2026-01-09,Rome,BlueWing,premium,2617.41,1922.62,0.0,Manager 3,referral,leisure,new,1,2,120,bank_transfer,2,false,1
2024-10-24,2024-12-06,Zanzibar,DeltaSun,premium,3312.26,2356.24,0.18,Manager 3,direct,family,new,3,2,43,card,1,false,12
2025-02-15,2025-03-26,Reykjavik,DeltaSun,premium,3463.96,2318.74,0.05,Manager 7,paid_search,leisure,new,3,12,39,bank_transfer,1,false,3
2025-03-24,2025-04-09,Reykjavik,DeltaSun,premium,2625.85,2012.23,0.08,Manager 4,partner,leisure,new,1,4,16,card,2,false,4
2025-09-12,2025-11-16,Zanzibar,Cedar,premium,3300.88,2525.78,0.12,Manager 2,paid_search,leisure,new,1,2,65,card,1,false,11
2024-12-12,2025-02-24,Tokyo,BlueWing,premium,4093.93,3092.64,0.08,Manager 4,paid_search,family,new,3,2,74,bank_transfer,3,false,2
2025-04-02,2025-05-21,Zanzibar,DeltaSun,standard,2735.15,2181.4,0.18,Manager 2,paid_search,leisure,new,3,9,49,bank_transfer,2,false,5
2025-10-31,2025-12-20,Rome,DeltaSun,premium,3458.51,2480.1,0.0,Manager 2,paid_search,leisure,new,3,9,50,card,1,true,12
2024-03-28,2024-04-27,Rome,DeltaSun,standard,2229.07,1689.57,0.12,Manager 2,paid_search,corporate,new,1,9,30,card,1,false,4
2025-04-24,2025-05-06,Rome,Atlas,standard,1960.43,1523.93,0.0,Manager 2,partner,leisure,returning,1,10,12,bank_transfer,1,false,5
2024-10-13,2024-12-10,Rome,Atlas,standard,2978.25,2366.66,0.08,Manager 6,partner,family,new,6,9,58,card,1,false,12
2025-09-27,2025-11-11,Zanzibar,BlueWing,standard,3393.48,2627.88,0.05,Manager 2,referral,leisure,returning,3,5,45,card,1,false,11
2025-04-18,2025-07-29,Tokyo,Atlas,standard,3614.57,2937.02,0.12,Manager 6,direct,family,new,7,10,102,bank_transfer,1,false,7
2025-02-08,2025-04-21,Tokyo,DeltaSun,standard,3588.77,2740.22,0.08,Manager 1,partner,leisure,new,3,5,72,bank_transfer,3,false,4
2025-01-24,2025-03-17,Zanzibar,BlueWing,standard,3419.63,2512.44,0.18,Manager 4,paid_search,family,returning,4,2,52,card,1,false,3
2024-02-22,2024-04-01,Tokyo,DeltaSun,premium,4336.07,3108.02,0.03,Manager 1,direct,corporate,returning,3,2,39,wallet,2,false,4
2025-06-06,2025-06-19,Lisbon,Cedar,standard,2459.05,1684.74,0.03,Manager 1,direct,leisure,returning,3,12,13,bank_transfer,2,false,6
2024-08-12,2024-09-21,Zanzibar,Cedar,premium,2795.5,2029.17,0.0,Manager 6,direct,leisure,returning,2,8,40,bank_transfer,1,false,9
2024-12-25,2025-01-04,Tokyo,Atlas,standard,3272.5,2530.15,0.18,Manager 7,direct,corporate,new,2,4,10,card,1,false,1
2024-11-11,2025-02-03,Lisbon,Atlas,standard,1880.01,1365.29,0.18,Manager 3,direct,leisure,new,3,9,84,card,4,false,2
2025-10-30,2025-12-27,Zanzibar,Atlas,standard,2839.6,2069.34,0.03,Manager 5,paid_search,family,new,5,2,58,card,2,false,12
2025-04-10,2025-05-17,Tokyo,DeltaSun,standard,2490.19,2002.69,0.08,Manager 8,direct,leisure,new,1,7,37,card,3,false,5
2025-05-27,2025-08-02,Lisbon,Atlas,standard,2381.14,1690.91,0.12,Manager 6,direct,leisure,new,2,8,67,wallet,1,false,8
2024-06-11,2024-08-05,Zanzibar,BlueWing,premium,4319.73,3329.78,0.03,Manager 5,direct,family,returning,4,6,55,card,1,false,8
2024-03-23,2024-04-16,Rome,BlueWing,standard,2238.1,1748.34,0.05,Manager 5,referral,leisure,returning,3,11,24,wallet,2,false,4
2025-10-05,2025-12-06,Rome,Cedar,standard,2090.0,1623.31,0.05,Manager 6,paid_search,family,new,3,5,62,card,1,false,12
2024-04-24,2024-06-29,Reykjavik,DeltaSun,premium,1540.78,1210.48,0.18,Manager 5,partner,leisure,new,1,2,66,wallet,1,false,6
2025-11-30,2026-02-03,Lisbon,Atlas,standard,2380.58,1860.18,0.05,Manager 4,direct,family,new,6,8,65,card,2,false,2
2024-10-19,2024-12-08,Tokyo,DeltaSun,premium,2354.5,1714.88,0.0,Manager 8,referral,leisure,returning,1,6,50,card,1,false,12
2025-09-01,2025-10-28,Reykjavik,BlueWing,standard,1927.98,1307.62,0.05,Manager 3,paid_search,family,returning,3,3,57,bank_transfer,1,false,10
2024-11-06,2025-01-11,Rome,Atlas,premium,3256.92,2502.91,0.05,Manager 2,paid_search,leisure,new,3,15,66,card,4,false,1
2024-02-11,2024-03-11,Reykjavik,BlueWing,premium,2950.7,2125.53,0.05,Manager 7,direct,corporate,new,1,2,29,card,1,false,3
2025-08-30,2025-10-03,Zanzibar,BlueWing,luxury,6566.02,4622.63,0.08,Manager 2,paid_search,leisure,returning,3,14,34,card,1,true,10
2025-12-07,2025-12-09,Lisbon,BlueWing,standard,2176.27,1736.19,0.03,Manager 6,partner,leisure,new,3,2,2,bank_transfer,2,false,12
2025-01-08,2025-02-03,Rome,Cedar,premium,2774.74,1940.14,0.08,Manager 2,partner,corporate,returning,1,7,26,card,1,false,2
2024-01-18,2024-04-08,Tokyo,Cedar,premium,4863.43,3648.1,0.0,Manager 7,paid_search,family,returning,3,3,81,card,1,false,4
2024-03-03,2024-06-10,Zanzibar,Atlas,standard,2697.11,1912.35,0.18,Manager 7,paid_search,leisure,new,3,16,99,card,4,false,6
2025-08-27,2025-11-25,Rome,BlueWing,premium,2975.45,2247.05,0.12,Manager 2,partner,leisure,new,2,4,90,card,1,false,11
2025-01-17,2025-05-25,Lisbon,Cedar,standard,1593.34,1242.78,0.08,Manager 7,referral,leisure,new,2,10,128,bank_transfer,2,false,5
2025-06-29,2025-08-22,Reykjavik,Atlas,premium,3566.32,2617.88,0.08,Manager 4,referral,corporate,new,3,4,54,card,1,false,8
2025-09-19,2025-11-07,Tokyo,BlueWing,standard,3713.53,2869.34,0.0,Manager 6,direct,leisure,returning,1,11,49,card,1,false,11
2025-06-15,2025-08-17,Rome,DeltaSun,standard,2496.17,1926.48,0.05,Manager 5,referral,leisure,returning,1,10,63,card,2,false,8
2025-03-30,2025-04-01,Zanzibar,DeltaSun,luxury,5944.98,4363.32,0.12,Manager 6,direct,leisure,new,3,9,2,card,1,false,4
2024-10-22,2024-12-23,Lisbon,DeltaSun,standard,1738.41,1362.93,0.0,Manager 7,partner,leisure,new,1,6,62,card,1,false,12
2024-04-20,2024-05-19,Reykjavik,Atlas,luxury,6669.23,5191.0,0.12,Manager 7,direct,family,returning,3,8,29,wallet,2,true,5
2024-11-21,2025-02-05,Lisbon,Atlas,standard,1690.14,1251.06,0.03,Manager 3,partner,leisure,new,1,8,76,wallet,1,false,2
2025-07-01,2025-09-11,Tokyo,Atlas,standard,4439.22,3567.31,0.08,Manager 3,referral,family,new,7,14,72,card,1,false,9
2024-05-07,2024-08-03,Lisbon,DeltaSun,standard,2106.88,1593.21,0.03,Manager 2,paid_search,leisure,returning,2,4,88,card,3,false,8
2024-07-22,2024-11-21,Zanzibar,Cedar,standard,3289.89,2586.99,0.08,Manager 4,direct,leisure,returning,3,4,122,card,1,false,11
2025-09-15,2025-12-03,Lisbon,BlueWing,premium,2639.4,1861.05,0.03,Manager 4,partner,leisure,returning,3,8,79,card,1,false,12
2024-08-04,2024-09-08,Tokyo,Cedar,luxury,5954.35,4060.6,0.08,Manager 7,partner,corporate,new,3,4,35,bank_transfer,2,false,9
2024-01-24,2024-02-22,Zanzibar,Cedar,luxury,6953.35,5036.24,0.05,Manager 2,direct,family,new,5,8,29,card,1,false,2
2024-08-12,2024-10-05,Tokyo,BlueWing,premium,4204.18,3150.87,0.0,Manager 5,partner,leisure,returning,1,9,54,card,3,false,10
2024-11-19,2024-12-18,Lisbon,BlueWing,premium,2969.08,2279.31,0.03,Manager 6,partner,family,new,7,5,29,card,1,false,12
2024-06-24,2024-09-09,Reykjavik,Cedar,premium,3846.05,2740.69,0.12,Manager 6,direct,family,new,7,7,77,card,2,false,9
2025-04-07,2025-05-28,Rome,DeltaSun,standard,2615.96,1809.34,0.12,Manager 8,partner,leisure,new,3,11,51,card,1,false,5
2025-07-11,2025-09-21,Zanzibar,Cedar,standard,3382.08,2342.02,0.08,Manager 1,direct,family,new,4,12,72,wallet,1,false,9
2025-06-15,2025-09-09,Tokyo,BlueWing,premium,5617.8,3882.21,0.08,Manager 6,partner,family,returning,7,10,86,card,1,false,9
2025-01-30,2025-04-20,Tokyo,BlueWing,premium,5368.5,3724.41,0.0,Manager 2,partner,leisure,new,2,7,80,card,1,true,4
2024-11-11,2024-12-13,Lisbon,Cedar,premium,2956.44,2165.02,0.05,Manager 2,paid_search,leisure,returning,3,9,32,card,1,false,12
2024-07-17,2024-09-15,Reykjavik,Cedar,standard,1923.75,1424.56,0.05,Manager 1,direct,leisure,returning,2,2,60,card,1,false,9
2024-06-08,2024-08-21,Rome,BlueWing,standard,2574.31,1884.11,0.08,Manager 5,direct,family,returning,6,3,74,card,1,false,8
2025-06-18,2025-08-13,Lisbon,Cedar,standard,2262.22,1584.53,0.0,Manager 3,direct,family,returning,5,2,56,bank_transfer,1,false,8
2024-07-02,2024-10-05,Reykjavik,DeltaSun,premium,3571.67,2693.91,0.08,Manager 4,direct,leisure,returning,1,15,95,wallet,1,false,10
2025-06-18,2025-07-15,Zanzibar,DeltaSun,luxury,5651.03,4547.94,0.0,Manager 5,partner,leisure,new,3,6,27,card,3,false,7
2024-04-12,2024-04-14,Tokyo,BlueWing,premium,5072.09,3978.11,0.12,Manager 2,partner,leisure,new,1,8,2,bank_transfer,1,false,4
2025-10-04,2025-12-26,Tokyo,BlueWing,standard,3135.69,2275.87,0.12,Manager 2,paid_search,leisure,new,2,12,83,card,2,false,12
2025-08-10,2025-09-14,Zanzibar,Cedar,standard,3903.66,2842.23,0.0,Manager 2,partner,leisure,new,3,11,35,wallet,1,false,9
2025-05-16,2025-06-09,Lisbon,BlueWing,premium,3075.01,2419.66,0.08,Manager 1,referral,leisure,returning,3,2,24,bank_transfer,1,false,6
2024-10-15,2024-11-04,Tokyo,BlueWing,standard,3207.99,2445.47,0.18,Manager 1,direct,leisure,new,2,10,20,card,2,false,11
2024-04-15,2024-05-14,Reykjavik,DeltaSun,standard,2428.31,1905.12,0.03,Manager 5,referral,leisure,new,1,8,29,bank_transfer,2,false,5
2024-02-24,2024-04-05,Zanzibar,Atlas,premium,3500.15,2736.98,0.03,Manager 7,paid_search,leisure,returning,2,11,41,card,3,true,4
2025-09-11,2025-12-07,Tokyo,Atlas,standard,3110.69,2227.97,0.08,Manager 1,direct,leisure,new,1,7,87,wallet,2,false,12
2025-07-12,2025-07-20,Lisbon,BlueWing,standard,2191.92,1539.4,0.0,Manager 2,partner,leisure,new,2,9,8,bank_transfer,1,false,7
2024-10-08,2024-11-28,Rome,DeltaSun,standard,2211.61,1684.37,0.05,Manager 7,paid_search,leisure,new,2,7,51,bank_transfer,1,false,11
2024-08-30,2024-12-21,Zanzibar,DeltaSun,premium,4043.64,2881.42,0.0,Manager 1,partner,family,new,5,2,113,card,1,false,12
2024-06-30,2024-07-02,Zanzibar,DeltaSun,premium,4341.29,3364.1,0.08,Manager 5,referral,corporate,returning,1,2,2,card,4,false,7
2025-05-15,2025-07-02,Reykjavik,DeltaSun,standard,1600.33,1224.64,0.08,Manager 7,paid_search,leisure,new,2,2,48,card,3,false,7
2025-03-24,2025-06-03,Reykjavik,Atlas,premium,2784.55,2169.55,0.05,Manager 3,direct,leisure,new,3,4,71,wallet,1,false,6
2025-07-01,2025-07-26,Zanzibar,Atlas,premium,2415.1,1853.92,0.12,Manager 2,direct,leisure,new,1,11,25,card,1,false,7
2025-01-04,2025-03-06,Rome,Atlas,standard,2031.54,1454.24,0.05,Manager 2,direct,leisure,new,2,11,61,wallet,1,false,3
2024-06-02,2024-08-20,Rome,BlueWing,premium,3299.81,2529.74,0.0,Manager 6,partner,leisure,new,2,2,79,card,1,false,8
