booking_id,booking_date,split_label,outcomes_final
SYN-02918,2025-09-08,future_holdout,true
SYN-02919,2025-02-14,validation,true
SYN-02920,2025-07-09,future_holdout,true
SYN-02921,2025-03-14,validation,true
SYN-02922,2024-05-30,development,true
SYN-02923,2025-09-12,future_holdout,true
SYN-02924,2024-03-21,development,true
SYN-02925,2024-06-10,development,true
SYN-02926,2024-05-05,development,true
SYN-02927,2024-09-05,development,true
SYN-02928,2025-07-07,future_holdout,true
SYN-02929,2025-10-30,future_holdout,true
SYN-02930,2024-09-02,development,true
SYN-02931,2024-02-07,development,true
SYN-02932,2025-01-24,validation,true
SYN-02933,2025-01-17,validation,true
SYN-02934,2025-04-06,validation,true
SYN-02935,2024-08-23,development,true
SYN-02936,2025-06-23,validation,true
SYN-02937,2024-03-25,development,true
SYN-02938,2024-06-19,development,true
SYN-02939,2024-06-19,development,true
SYN-02940,2025-08-30,future_holdout,true
SYN-02941,2025-04-22,validation,true
SYN-02942,2024-12-05,development,true
SYN-02943,2024-05-03,development,true
SYN-02944,2024-10-14,development,true
SYN-02945,2024-01-02,development,true
SYN-02946,2025-07-05,future_holdout,true
SYN-02947,2024-06-22,development,true
SYN-02948,2024-08-14,development,true
SYN-02949,2024-01-19,development,true
SYN-02950,2024-01-06,development,true
SYN-02951,2024-01-04,development,true
SYN-02952,2024-08-31,development,true
SYN-02953,2025-08-07,future_holdout,true
SYN-02954,2024-07-12,development,true
SYN-02955,2024-12-12,development,true
SYN-02956,2025-04-15,validation,true
SYN-02957,2024-04-21,development,true
SYN-02958,2025-08-17,future_holdout,true
SYN-02959,2024-11-25,development,true
SYN-02960,2025-09-08,future_holdout,true
SYN-02961,2025-10-22,future_holdout,true
SYN-02962,2024-04-05,development,true
SYN-02963,2024-10-17,development,true
SYN-02964,2025-01-12,validation,true
SYN-02965,2024-12-27,development,true
SYN-02966,2025-07-09,future_holdout,true
SYN-02967,2025-02-19,validation,true
SYN-02968,2025-06-30,validation,true
SYN-02969,2024-12-08,development,true
SYN-02970,2024-11-04,development,true
SYN-02971,2024-10-10,development,true
SYN-02972,2025-10-24,future_holdout,true
SYN-02973,2024-03-13,development,true
SYN-02974,2024-07-27,development,true
SYN-02975,2025-11-14,future_holdout,true
SYN-02976,2025-09-24,future_holdout,true
SYN-02977,2024-05-15,development,true
SYN-02978,2025-04-11,validation,true
SYN-02979,2024-03-11,development,true
SYN-02980,2025-06-03,validation,true
SYN-02981,2024-03-13,development,true
SYN-02982,2024-05-16,development,true
SYN-02983,2024-07-14,development,true
SYN-02984,2025-07-01,future_holdout,true
SYN-02985,2025-11-28,future_holdout,true
SYN-02986,2024-09-21,development,true
SYN-02987,2025-02-14,validation,true
SYN-02988,2024-01-25,development,true
SYN-02989,2024-07-26,development,true
SYN-02990,2024-08-28,development,true
SYN-02991,2024-01-29,development,true
SYN-02992,2024-01-30,development,true
SYN-02993,2024-03-01,development,true
SYN-02994,2024-11-17,development,true
SYN-02995,2025-04-08,validation,true
SYN-02996,2025-04-05,validation,true
SYN-02997,2024-09-23,development,true
SYN-02998,2024-01-15,development,true
SYN-02999,2025-02-18,validation,true
SYN-03000,2024-01-02,development,true
SYN-03001,2025-11-07,future_holdout,true
SYN-03002,2025-01-23,validation,true
SYN-03003,2025-03-11,validation,true
SYN-03004,2025-06-18,validation,true
SYN-03005,2025-05-10,validation,true
SYN-03006,2024-11-16,development,true
SYN-03007,2024-07-18,development,true
SYN-03008,2025-08-17,future_holdout,true
SYN-03009,2024-10-27,development,true
SYN-03010,2024-10-05,development,true
SYN-03011,2025-12-07,future_holdout,true
SYN-03012,2025-07-11,future_holdout,true
SYN-03013,2025-10-22,future_holdout,true
SYN-03014,2025-07-12,future_holdout,true
SYN-03015,2025-12-06,future_holdout,true
SYN-03016,2025-12-26,future_holdout,true
SYN-03017,2024-03-14,development,true
SYN-03018,2024-10-06,development,true
SYN-03019,2025-02-20,validation,true
SYN-03020,2025-08-11,future_holdout,true
SYN-03021,2024-12-29,development,true
SYN-03022,2025-05-06,validation,true
SYN-03023,2024-12-10,development,true
SYN-03024,2024-07-02,development,true
SYN-03025,2025-09-01,future_holdout,true
SYN-03026,2025-10-30,future_holdout,true
SYN-03027,2025-05-07,validation,true
SYN-03028,2025-12-02,future_holdout,true
SYN-03029,2024-08-14,development,true
SYN-03030,2025-01-05,validation,true
SYN-03031,2025-08-19,future_holdout,true
SYN-03032,2025-11-04,future_holdout,true
SYN-03033,2025-09-26,future_holdout,true
SYN-03034,2025-10-26,future_holdout,true
SYN-03035,2025-02-11,validation,true
SYN-03036,2025-05-20,validation,true
SYN-03037,2024-08-25,development,true
SYN-03038,2025-10-02,future_holdout,true
SYN-03039,2025-08-30,future_holdout,true
SYN-03040,2025-02-17,validation,true
SYN-03041,2025-02-09,validation,true
SYN-03042,2025-05-23,validation,true
SYN-03043,2024-08-23,development,true
SYN-03044,2024-09-18,development,true
SYN-03045,2025-08-20,future_holdout,true
SYN-03046,2024-11-02,development,true
SYN-03047,2024-12-10,development,true
SYN-03048,2024-04-29,development,true
SYN-03049,2025-10-07,future_holdout,true
SYN-03050,2024-07-31,development,true
SYN-03051,2025-01-18,validation,true
SYN-03052,2024-04-09,development,true
SYN-03053,2024-04-24,development,true
SYN-03054,2024-06-13,development,true
SYN-03055,2025-09-29,future_holdout,true
SYN-03056,2024-09-16,development,true
SYN-03057,2024-08-18,development,true
SYN-03058,2025-12-09,future_holdout,true
SYN-03059,2024-05-06,development,true
SYN-03060,2024-07-03,development,true
SYN-03061,2024-05-26,development,true
SYN-03062,2024-05-26,development,true
SYN-03063,2024-01-20,development,true
SYN-03064,2025-11-29,future_holdout,true
SYN-03065,2025-06-29,validation,true
SYN-03066,2025-07-16,future_holdout,true
SYN-03067,2025-03-15,validation,true
SYN-03068,2024-09-20,development,true
SYN-03069,2024-03-14,development,true
SYN-03070,2025-04-09,validation,true
SYN-03071,2025-07-06,future_holdout,true
SYN-03072,2024-02-25,development,true
SYN-03073,2025-04-17,validation,true
SYN-03074,2025-04-21,validation,true
SYN-03075,2025-01-12,validation,true
SYN-03076,2025-12-11,future_holdout,true
SYN-03077,2025-07-12,future_holdout,true
SYN-03078,2025-12-20,future_holdout,true
SYN-03079,2024-04-02,development,true
SYN-03080,2024-10-12,development,true
SYN-03081,2024-08-04,development,true
SYN-03082,2025-09-25,future_holdout,true
SYN-03083,2025-03-05,validation,true
SYN-03084,2025-09-01,future_holdout,true
SYN-03085,2025-07-21,future_holdout,true
SYN-03086,2024-04-28,development,true
SYN-03087,2024-01-20,development,true
SYN-03088,2025-07-21,future_holdout,true
SYN-03089,2024-07-26,development,true
SYN-03090,2025-05-13,validation,true
SYN-03091,2025-07-14,future_holdout,true
SYN-03092,2024-05-11,development,true
SYN-03093,2024-05-23,development,true
SYN-03094,2024-05-14,development,true
SYN-03095,2025-12-10,future_holdout,true
SYN-03096,2024-06-18,development,true
SYN-03097,2024-08-16,development,true
SYN-03098,2025-07-14,future_holdout,true
SYN-03099,2025-04-30,validation,true
SYN-03100,2024-11-27,development,true
SYN-03101,2025-05-27,validation,true
SYN-03102,2024-03-16,development,true
SYN-03103,2025-07-24,future_holdout,true
SYN-03104,2024-10-25,development,true
SYN-03105,2025-05-28,validation,true
SYN-03106,2024-07-16,development,true
SYN-03107,2024-03-12,development,true
SYN-03108,2025-02-13,validation,true
SYN-03109,2024-09-30,development,true
SYN-03110,2024-10-02,development,true
SYN-03111,2025-11-09,future_holdout,true
SYN-03112,2025-08-18,future_holdout,true
SYN-03113,2024-08-13,development,true
SYN-03114,2024-03-01,development,true
SYN-03115,2025-09-10,future_holdout,true
SYN-03116,2025-09-29,future_holdout,true
SYN-03117,2024-08-21,development,true
SYN-03118,2024-10-14,development,true
SYN-03119,2024-11-03,development,true
SYN-03120,2024-08-10,development,true
SYN-03121,2024-06-10,development,true
SYN-03122,2024-05-23,development,true
SYN-03123,2025-05-15,validation,true
SYN-03124,2024-12-06,development,true
SYN-03125,2025-09-29,future_holdout,true
SYN-03126,2025-12-10,future_holdout,true
SYN-03127,2024-06-20,development,true
SYN-03128,2025-03-14,validation,true
SYN-03129,2024-10-17,development,true
SYN-03130,2024-03-17,development,true
SYN-03131,2024-06-02,development,true
SYN-03132,2025-09-18,future_holdout,true
SYN-03133,2025-05-14,validation,true
SYN-03134,2024-04-22,development,true
SYN-03135,2024-07-10,development,true
SYN-03136,2025-09-30,future_holdout,true
SYN-03137,2024-04-14,development,true
SYN-03138,2025-01-14,validation,true
SYN-03139,2025-11-17,future_holdout,true
SYN-03140,2025-01-27,validation,true
SYN-03141,2025-04-30,validation,true
SYN-03142,2024-09-18,development,true
SYN-03143,2025-01-13,validation,true
SYN-03144,2025-09-03,future_holdout,true
SYN-03145,2024-03-20,development,true
SYN-03146,2025-03-24,validation,true
SYN-03147,2024-05-29,development,true
SYN-03148,2024-06-06,development,true
SYN-03149,2024-02-13,development,true
SYN-03150,2024-06-26,development,true
SYN-03151,2025-08-21,future_holdout,true
SYN-03152,2024-09-19,development,true
SYN-03153,2025-09-27,future_holdout,true
SYN-03154,2025-12-08,future_holdout,true
SYN-03155,2025-09-07,future_holdout,true
SYN-03156,2024-06-05,development,true
SYN-03157,2024-07-02,development,true
SYN-03158,2024-03-17,development,true
SYN-03159,2024-02-21,development,true
SYN-03160,2024-01-03,development,true
SYN-03161,2024-08-04,development,true
SYN-03162,2025-05-28,validation,true
SYN-03163,2024-02-13,development,true
SYN-03164,2025-10-06,future_holdout,true
SYN-03165,2025-07-06,future_holdout,true
SYN-03166,2025-05-31,validation,true
SYN-03167,2025-06-05,validation,true
SYN-03168,2024-04-19,development,true
SYN-03169,2024-12-13,development,true
SYN-03170,2024-08-21,development,true
SYN-03171,2024-07-21,development,true
SYN-03172,2024-12-12,development,true
SYN-03173,2025-03-20,validation,true
SYN-03174,2025-12-04,future_holdout,true
SYN-03175,2025-10-14,future_holdout,true
SYN-03176,2024-08-09,development,true
SYN-03177,2025-06-01,validation,true
SYN-03178,2024-02-02,development,true
SYN-03179,2024-03-26,development,true
SYN-03180,2024-09-12,development,true
SYN-03181,2025-09-16,future_holdout,true
SYN-03182,2025-12-08,future_holdout,true
SYN-03183,2025-11-19,future_holdout,true
SYN-03184,2024-02-28,development,true
SYN-03185,2025-01-20,validation,true
SYN-03186,2025-02-09,validation,true
SYN-03187,2025-03-31,validation,true
SYN-03188,2024-03-14,development,true
SYN-03189,2024-06-29,development,true
SYN-03190,2024-07-23,development,true
SYN-03191,2025-11-11,future_holdout,true
SYN-03192,2025-09-21,future_holdout,true
SYN-03193,2025-04-02,validation,true
SYN-03194,2025-01-30,validation,true
SYN-03195,2024-04-10,development,true
SYN-03196,2024-08-08,development,true
SYN-03197,2025-01-24,validation,true
SYN-03198,2025-09-11,future_holdout,true
SYN-03199,2024-02-18,development,true
SYN-03200,2025-09-01,future_holdout,true
SYN-03201,2024-05-08,development,true
SYN-03202,2025-04-08,validation,true
SYN-03203,2025-09-28,future_holdout,true
SYN-03204,2025-07-28,future_holdout,true
SYN-03205,2025-02-23,validation,true
SYN-03206,2025-12-31,future_holdout,true
SYN-03207,2025-04-01,validation,true
SYN-03208,2025-12-09,future_holdout,true
SYN-03209,2025-02-03,validation,true
SYN-03210,2025-10-30,future_holdout,true
SYN-03211,2024-02-24,development,true
SYN-03212,2025-05-29,validation,true
SYN-03213,2025-03-11,validation,true
SYN-03214,2025-01-30,validation,true
SYN-03215,2024-06-13,development,true
SYN-03216,2024-12-25,development,true
SYN-03217,2025-04-08,validation,true
SYN-03218,2025-06-17,validation,true
SYN-03219,2025-03-24,validation,true
SYN-03220,2024-02-10,development,true
SYN-03221,2025-10-15,future_holdout,true
SYN-03222,2024-02-18,development,true
SYN-03223,2024-03-13,development,true
SYN-03224,2024-02-21,development,true
SYN-03225,2025-02-11,validation,true
SYN-03226,2025-07-12,future_holdout,true
SYN-03227,2024-04-19,development,true
SYN-03228,2024-04-21,development,true
SYN-03229,2025-02-03,validation,true
SYN-03230,2025-10-29,future_holdout,true
SYN-03231,2025-09-13,future_holdout,true
SYN-03232,2024-12-16,development,true
SYN-03233,2024-10-24,development,true
SYN-03234,2025-07-18,future_holdout,true
SYN-03235,2025-09-13,future_holdout,true
SYN-03236,2025-02-16,validation,true
SYN-03237,2025-05-24,validation,true
SYN-03238,2024-02-09,development,true
SYN-03239,2024-03-07,development,true
SYN-03240,2025-03-05,validation,true
SYN-03241,2025-07-15,future_holdout,true
SYN-03242,2024-05-03,development,true
SYN-03243,2025-10-24,future_holdout,true
SYN-03244,2025-07-01,future_holdout,true
SYN-03245,2024-01-29,development,true
SYN-03246,2024-04-13,development,true
SYN-03247,2024-09-11,development,true
SYN-03248,2025-02-10,validation,true
SYN-03249,2024-07-20,development,true
SYN-03250,2024-02-21,development,true
SYN-03251,2024-05-23,development,true
SYN-03252,2024-08-18,development,true
SYN-03253,2024-03-11,development,true
SYN-03254,2025-11-12,future_holdout,true
SYN-03255,2025-04-01,validation,true
SYN-03256,2025-05-26,validation,true
SYN-03257,2025-11-02,future_holdout,true
SYN-03258,2025-03-26,validation,true
SYN-03259,2024-05-02,development,true
SYN-03260,2025-05-11,validation,true
SYN-03261,2025-08-07,future_holdout,true
SYN-03262,2025-11-30,future_holdout,true
SYN-03263,2025-08-31,future_holdout,true
SYN-03264,2025-05-28,validation,true
SYN-03265,2025-08-22,future_holdout,true
SYN-03266,2024-09-03,development,true
SYN-03267,2024-10-19,development,true
SYN-03268,2024-04-16,development,true
SYN-03269,2024-05-13,development,true
SYN-03270,2025-11-29,future_holdout,true
SYN-03271,2025-10-16,future_holdout,true
SYN-03272,2025-04-03,validation,true
SYN-03273,2024-04-19,development,true
SYN-03274,2025-05-05,validation,true
SYN-03275,2024-07-23,development,true
SYN-03276,2024-01-15,development,true
SYN-03277,2024-01-04,development,true
SYN-03278,2024-08-03,development,true
SYN-03279,2024-07-31,development,true
SYN-03280,2024-12-26,development,true
SYN-03281,2025-01-27,validation,true
SYN-03282,2024-05-05,development,true
SYN-03283,2025-03-02,validation,true
SYN-03284,2025-06-16,validation,true
SYN-03285,2024-02-12,development,true
SYN-03286,2025-08-26,future_holdout,true
SYN-03287,2025-11-16,future_holdout,true
SYN-03288,2025-11-26,future_holdout,true
SYN-03289,2024-07-19,development,true
SYN-03290,2024-06-25,development,true
SYN-03291,2025-07-14,future_holdout,true
SYN-03292,2024-08-19,development,true
SYN-03293,2025-07-29,future_holdout,true
SYN-03294,2025-11-04,future_holdout,true
SYN-03295,2025-01-26,validation,true
SYN-03296,2024-03-19,development,true
SYN-03297,2024-09-30,development,true
SYN-03298,2024-07-03,development,true
SYN-03299,2025-09-11,future_holdout,true
SYN-03300,2025-06-24,validation,true
SYN-03301,2024-01-25,development,true
SYN-03302,2025-08-08,future_holdout,true
SYN-03303,2024-07-23,development,true
SYN-03304,2024-02-22,development,true
SYN-03305,2024-01-09,development,true
SYN-03306,2024-05-01,development,true
SYN-03307,2024-08-13,development,true
SYN-03308,2025-03-19,validation,true
SYN-03309,2025-05-28,validation,true
SYN-03310,2025-12-06,future_holdout,true
SYN-03311,2024-04-10,development,true
SYN-03312,2024-12-13,development,true
SYN-03313,2024-10-20,development,true
SYN-03314,2024-01-13,development,true
SYN-03315,2024-05-16,development,true
SYN-03316,2024-09-13,development,true
SYN-03317,2025-05-25,validation,true
SYN-03318,2024-02-16,development,true
SYN-03319,2025-06-25,validation,true
SYN-03320,2025-09-22,future_holdout,true
SYN-03321,2024-07-02,development,true
SYN-03322,2024-06-20,development,true
SYN-03323,2025-06-18,validation,true
SYN-03324,2025-01-18,validation,true
SYN-03325,2024-06-18,development,true
SYN-03326,2024-07-22,development,true
SYN-03327,2024-02-01,development,true
SYN-03328,2024-07-27,development,true
SYN-03329,2025-02-11,validation,true
SYN-03330,2024-09-12,development,true
SYN-03331,2025-06-17,validation,true
SYN-03332,2025-09-28,future_holdout,true
SYN-03333,2025-11-29,future_holdout,true
SYN-03334,2024-01-30,development,true
SYN-03335,2025-03-21,validation,true
SYN-03336,2024-03-11,development,true
SYN-03337,2024-11-10,development,true
SYN-03338,2025-07-05,future_holdout,true
SYN-03339,2025-04-11,validation,true
SYN-03340,2024-03-14,development,true
SYN-03341,2025-03-26,validation,true
SYN-03342,2025-10-01,future_holdout,true
SYN-03343,2025-04-22,validation,true
SYN-03344,2024-04-14,development,true
SYN-03345,2025-01-27,validation,true
SYN-03346,2024-08-25,development,true
SYN-03347,2024-03-08,development,true
SYN-03348,2025-04-04,validation,true
SYN-03349,2025-01-10,validation,true
SYN-03350,2025-05-27,validation,true
SYN-03351,2025-07-25,future_holdout,true
SYN-03352,2025-12-29,future_holdout,true
SYN-03353,2024-01-21,development,true
SYN-03354,2025-06-13,validation,true
SYN-03355,2025-07-23,future_holdout,true
SYN-03356,2024-12-22,development,true
SYN-03357,2025-08-15,future_holdout,true
SYN-03358,2025-09-10,future_holdout,true
SYN-03359,2025-07-28,future_holdout,true
SYN-03360,2024-05-10,development,true
SYN-03361,2024-04-03,development,true
SYN-03362,2025-09-16,future_holdout,true
SYN-03363,2024-11-22,development,true
SYN-03364,2024-09-22,development,true
SYN-03365,2024-11-13,development,true
SYN-03366,2025-12-25,future_holdout,true
SYN-03367,2024-04-09,development,true
SYN-03368,2025-08-24,future_holdout,true
SYN-03369,2025-07-12,future_holdout,true
SYN-03370,2024-10-08,development,true
SYN-03371,2024-04-11,development,true
SYN-03372,2025-12-24,future_holdout,true
SYN-03373,2025-02-20,validation,true
SYN-03374,2024-04-13,development,true
SYN-03375,2024-02-05,development,true
SYN-03376,2024-04-08,development,true
SYN-03377,2025-12-08,future_holdout,true
SYN-03378,2024-03-31,development,true
SYN-03379,2024-09-26,development,true
SYN-03380,2025-04-22,validation,true
SYN-03381,2024-04-26,development,true
SYN-03382,2025-09-03,future_holdout,true
SYN-03383,2024-03-15,development,true
SYN-03384,2025-07-12,future_holdout,true
SYN-03385,2024-04-26,development,true
SYN-03386,2025-04-11,validation,true
SYN-03387,2025-02-16,validation,true
SYN-03388,2024-05-07,development,true
SYN-03389,2024-11-16,development,true
SYN-03390,2024-03-21,development,true
SYN-03391,2024-08-18,development,true
SYN-03392,2025-09-12,future_holdout,true
SYN-03393,2024-09-19,development,true
SYN-03394,2025-11-19,future_holdout,true
SYN-03395,2025-12-04,future_holdout,true
SYN-03396,2025-08-09,future_holdout,true
SYN-03397,2024-07-16,development,true
SYN-03398,2024-04-11,development,true
SYN-03399,2024-10-31,development,true
SYN-03400,2025-10-05,future_holdout,true
SYN-03401,2024-03-29,development,true
SYN-03402,2024-07-30,development,true
SYN-03403,2025-12-31,future_holdout,true
SYN-03404,2025-07-28,future_holdout,true
SYN-03405,2025-10-14,future_holdout,true
SYN-03406,2025-10-23,future_holdout,true
SYN-03407,2025-05-01,validation,true
SYN-03408,2024-04-19,development,true
SYN-03409,2024-04-11,development,true
SYN-03410,2024-05-13,development,true
SYN-03411,2024-01-09,development,true
SYN-03412,2025-07-20,future_holdout,true
SYN-03413,2024-06-19,development,true
SYN-03414,2024-11-02,development,true
SYN-03415,2024-12-20,development,true
SYN-03416,2024-06-13,development,true
SYN-03417,2024-02-01,development,true
SYN-03418,2025-01-26,validation,true
SYN-03419,2024-11-16,development,true
SYN-03420,2024-03-14,development,true
SYN-03421,2025-01-22,validation,true
SYN-03422,2025-09-05,future_holdout,true
SYN-03423,2025-02-05,validation,true
SYN-03424,2024-11-15,development,true
SYN-03425,2025-05-06,validation,true
SYN-03426,2024-12-24,development,true
SYN-03427,2025-05-31,validation,true
SYN-03428,2025-08-08,future_holdout,true
SYN-03429,2024-12-14,development,true
SYN-03430,2024-05-03,development,true
SYN-03431,2025-11-27,future_holdout,true
SYN-03432,2024-07-20,development,true
SYN-03433,2025-07-02,future_holdout,true
SYN-03434,2024-11-27,development,true
SYN-03435,2025-12-19,future_holdout,true
SYN-03436,2025-11-03,future_holdout,true
SYN-03437,2024-10-16,development,true
SYN-03438,2025-05-06,validation,true
SYN-03439,2025-09-02,future_holdout,true
SYN-03440,2025-05-21,validation,true
SYN-03441,2024-11-30,development,true
SYN-03442,2024-08-01,development,true
SYN-03443,2024-08-29,development,true
SYN-03444,2025-01-04,validation,true
SYN-03445,2024-01-05,development,true
SYN-03446,2024-12-28,development,true
SYN-03447,2024-03-17,development,true
SYN-03448,2025-02-26,validation,true
SYN-03449,2025-10-03,future_holdout,true
SYN-03450,2025-06-24,validation,true
SYN-03451,2025-07-21,future_holdout,true
SYN-03452,2024-11-19,development,true
SYN-03453,2025-08-30,future_holdout,true
SYN-03454,2025-01-06,validation,true
SYN-03455,2024-07-17,development,true
SYN-03456,2025-10-20,future_holdout,true
SYN-03457,2025-08-10,future_holdout,true
SYN-03458,2025-02-22,validation,true
SYN-03459,2024-12-30,development,true
SYN-03460,2025-07-03,future_holdout,true
SYN-03461,2025-06-25,validation,true
SYN-03462,2025-12-08,future_holdout,true
SYN-03463,2025-02-28,validation,true
SYN-03464,2024-03-16,development,true
SYN-03465,2024-06-24,development,true
SYN-03466,2025-10-13,future_holdout,true
SYN-03467,2025-07-07,future_holdout,true
SYN-03468,2024-06-14,development,true
SYN-03469,2025-03-27,validation,true
SYN-03470,2025-04-25,validation,true
SYN-03471,2024-03-31,development,true
SYN-03472,2024-02-08,development,true
SYN-03473,2025-09-23,future_holdout,true
SYN-03474,2024-05-01,development,true
SYN-03475,2024-05-10,development,true
SYN-03476,2025-08-07,future_holdout,true
SYN-03477,2025-12-09,future_holdout,true
SYN-03478,2025-11-23,future_holdout,true
SYN-03479,2025-03-12,validation,true
SYN-03480,2025-09-14,future_holdout,true
SYN-03481,2025-04-02,validation,true
SYN-03482,2025-11-03,future_holdout,true
SYN-03483,2024-08-04,development,true
SYN-03484,2025-04-09,validation,true
SYN-03485,2025-03-07,validation,true
SYN-03486,2025-02-06,validation,true
SYN-03487,2024-07-20,development,true
SYN-03488,2025-03-04,validation,true
SYN-03489,2024-07-28,development,true
SYN-03490,2024-12-29,development,true
SYN-03491,2025-04-22,validation,true
SYN-03492,2025-12-19,future_holdout,true
SYN-03493,2024-12-24,development,true
SYN-03494,2025-10-13,future_holdout,true
SYN-03495,2025-05-05,validation,true
SYN-03496,2024-05-20,development,true
SYN-03497,2025-05-05,validation,true
SYN-03498,2024-02-03,development,true
SYN-03499,2025-06-29,validation,true
SYN-03500,2025-02-02,validation,true
SYN-03501,2025-06-12,validation,true
SYN-03502,2025-10-01,future_holdout,true
SYN-03503,2024-12-06,development,true
SYN-03504,2025-12-30,future_holdout,true
SYN-03505,2024-09-28,development,true
SYN-03506,2025-04-21,validation,true
SYN-03507,2024-06-14,development,true
SYN-03508,2024-10-29,development,true
SYN-03509,2025-10-24,future_holdout,true
SYN-03510,2024-07-21,development,true
SYN-03511,2024-08-08,development,true
SYN-03512,2024-10-26,development,true
SYN-03513,2025-04-16,validation,true
SYN-03514,2024-06-08,development,true
SYN-03515,2024-04-22,development,true
SYN-03516,2025-10-19,future_holdout,true
SYN-03517,2024-07-03,development,true
SYN-03518,2024-09-03,development,true
SYN-03519,2025-12-06,future_holdout,true
SYN-03520,2024-12-26,development,true
SYN-03521,2024-11-08,development,true
SYN-03522,2024-11-26,development,true
SYN-03523,2024-06-12,development,true
SYN-03524,2024-07-04,development,true
SYN-03525,2024-04-27,development,true
SYN-03526,2025-12-31,future_holdout,true
SYN-03527,2025-11-22,future_holdout,true
SYN-03528,2025-09-01,future_holdout,true
SYN-03529,2024-10-09,development,true
SYN-03530,2025-08-31,future_holdout,true
SYN-03531,2025-03-28,validation,true
SYN-03532,2024-01-03,development,true
SYN-03533,2024-04-11,development,true
SYN-03534,2024-10-27,development,true
SYN-03535,2024-02-10,development,true
SYN-03536,2024-08-29,development,true
SYN-03537,2025-10-26,future_holdout,true
SYN-03538,2024-05-22,development,true
SYN-03539,2025-09-04,future_holdout,true
SYN-03540,2025-04-19,validation,true
SYN-03541,2025-05-15,validation,true
SYN-03542,2024-12-22,development,true
SYN-03543,2025-03-11,validation,true
SYN-03544,2025-03-15,validation,true
SYN-03545,2025-04-05,validation,true
SYN-03546,2024-10-11,development,true
SYN-03547,2024-05-05,development,true
SYN-03548,2024-08-20,development,true
SYN-03549,2024-09-18,development,true
SYN-03550,2024-05-28,development,true
SYN-03551,2024-04-06,development,true
SYN-03552,2024-02-01,development,true
SYN-03553,2024-02-24,development,true
SYN-03554,2025-02-07,validation,true
SYN-03555,2024-07-14,development,true
SYN-03556,2025-02-07,validation,true
SYN-03557,2024-08-08,development,true
SYN-03558,2025-11-18,future_holdout,true
SYN-03559,2025-09-30,future_holdout,true
SYN-03560,2024-02-24,development,true
SYN-03561,2025-12-18,future_holdout,true
SYN-03562,2025-08-08,future_holdout,true
SYN-03563,2024-02-15,development,true
SYN-03564,2024-08-17,development,true
SYN-03565,2025-12-01,future_holdout,true
SYN-03566,2024-03-21,development,true
SYN-03567,2024-11-22,development,true
SYN-03568,2024-08-03,development,true
SYN-03569,2025-02-25,validation,true
SYN-03570,2025-10-27,future_holdout,true
SYN-03571,2024-10-09,development,true
SYN-03572,2024-01-28,development,true
SYN-03573,2024-11-11,development,true
SYN-03574,2025-02-25,validation,true
SYN-03575,2025-06-29,validation,true
SYN-03576,2025-07-08,future_holdout,true
SYN-03577,2025-09-19,future_holdout,true
SYN-03578,2024-12-29,development,true
SYN-03579,2025-12-18,future_holdout,true
SYN-03580,2025-03-16,validation,true
SYN-03581,2024-12-16,development,true
SYN-03582,2025-01-22,validation,true
SYN-03583,2024-03-26,development,true
SYN-03584,2025-01-01,validation,true
SYN-03585,2024-04-04,development,true
SYN-03586,2025-06-03,validation,true
SYN-03587,2025-06-05,validation,true
SYN-03588,2025-06-21,validation,true
SYN-03589,2025-02-27,validation,true
SYN-03590,2025-04-12,validation,true
SYN-03591,2025-12-04,future_holdout,true
SYN-03592,2024-02-29,development,true
SYN-03593,2025-01-22,validation,true
SYN-03594,2024-06-01,development,true
SYN-03595,2025-03-31,validation,true
SYN-03596,2024-11-19,development,true
SYN-03597,2025-02-12,validation,true
SYN-03598,2025-08-26,future_holdout,true
SYN-03599,2024-12-22,development,true
SYN-03600,2024-10-04,development,true
SYN-03601,2024-05-06,development,true
SYN-03602,2025-05-11,validation,true
SYN-03603,2024-01-09,development,true
SYN-03604,2025-07-27,future_holdout,true
SYN-03605,2024-09-20,development,true
SYN-03606,2024-12-04,development,true
SYN-03607,2024-07-28,development,true
SYN-03608,2025-03-18,validation,true
SYN-03609,2024-04-12,development,true
SYN-03610,2025-03-04,validation,true
SYN-03611,2025-05-18,validation,true
SYN-03612,2024-04-05,development,true
SYN-03613,2024-03-17,development,true
SYN-03614,2025-04-20,validation,true
SYN-03615,2025-09-07,future_holdout,true
SYN-03616,2024-11-22,development,true
SYN-03617,2024-10-22,development,true
SYN-03618,2025-05-20,validation,true
SYN-03619,2025-09-05,future_holdout,true
SYN-03620,2024-05-06,development,true
SYN-03621,2025-05-15,validation,true
SYN-03622,2024-02-12,development,true
SYN-03623,2025-08-15,future_holdout,true
SYN-03624,2024-04-07,development,true
SYN-03625,2024-11-08,development,true
SYN-03626,2024-07-10,development,true
SYN-03627,2025-02-24,validation,true
SYN-03628,2024-06-11,development,true
SYN-03629,2024-11-24,development,true
SYN-03630,2025-07-24,future_holdout,true
SYN-03631,2025-09-15,future_holdout,true
SYN-03632,2025-08-28,future_holdout,true
SYN-03633,2024-10-01,development,true
SYN-03634,2024-05-08,development,true
SYN-03635,2024-06-21,development,true
SYN-03636,2024-05-07,development,true
SYN-03637,2024-07-28,development,true
SYN-03638,2025-08-14,future_holdout,true
SYN-03639,2024-06-29,development,true
SYN-03640,2024-10-29,development,true
SYN-03641,2024-10-18,development,true
