cancellation,refund_amount_eur,support_cost_eur,additional_cost_eur,gross_profit_eur,contribution_margin_eur,repeat_purchase_180d
false,0.0,0.0,3.54,910.45,829.81,true
false,0.0,0.0,116.09,407.56,258.46,true
false,0.0,0.0,0.0,382.94,350.37,false
false,0.0,0.0,380.6,766.61,332.69,true
false,0.0,0.0,6.31,752.42,678.01,true
false,0.0,0.0,8.17,588.73,540.33,false
false,0.0,0.0,5.44,1130.91,948.66,false
false,0.0,0.0,31.46,386.38,324.26,false
false,0.0,0.0,409.23,382.96,-53.47,true
false,0.0,0.0,115.14,411.34,273.71,false
false,0.0,0.0,83.61,523.76,409.77,true
false,0.0,0.0,0.0,754.26,705.43,false
false,0.0,0.0,26.2,607.93,554.58,
false,0.0,0.0,0.0,921.1,883.01,false
false,0.0,0.0,0.0,554.92,522.18,true
false,0.0,0.0,1.96,532.28,488.98,true
false,0.0,0.0,28.64,565.45,508.42,false
false,0.0,0.0,45.65,287.61,150.79,false
false,0.0,0.0,66.74,285.41,180.31,true
false,0.0,0.0,385.42,724.52,274.91,true
false,0.0,0.0,105.43,120.0,-15.09,
false,0.0,0.0,0.0,500.24,472.05,true
false,0.0,0.0,148.63,387.87,157.79,true
false,0.0,0.0,67.41,850.01,750.8,false
false,0.0,0.0,93.18,208.98,60.69,true
false,0.0,0.0,61.8,286.73,201.23,false
false,0.0,0.0,15.58,450.9,382.08,true
false,0.0,0.0,0.0,705.07,661.34,true
false,0.0,0.0,0.0,614.05,570.29,
false,0.0,0.0,30.23,735.23,651.64,false
false,0.0,0.0,98.23,1147.79,995.87,
false,0.0,0.0,0.0,507.17,428.34,false
false,0.0,0.0,56.78,189.76,50.65,true
false,0.0,0.0,62.96,871.39,767.37,true
false,0.0,0.0,0.0,1164.9,1089.22,false
false,0.0,0.0,202.58,573.37,257.42,
false,0.0,0.0,43.81,86.54,8.54,false
false,0.0,0.0,64.28,435.64,347.43,true
false,0.0,0.0,81.27,1158.13,972.4,false
false,0.0,0.0,0.0,360.67,337.8,false
false,0.0,0.0,67.5,840.17,724.85,false
false,0.0,0.0,209.5,283.58,7.97,true
false,0.0,0.0,65.61,855.68,758.38,false
false,0.0,0.0,17.38,761.93,663.3,true
false,0.0,0.0,57.11,717.35,609.09,false
false,0.0,0.0,145.47,804.9,619.73,false
false,0.0,0.0,58.24,930.66,795.88,false
false,0.0,0.0,105.69,362.67,233.07,false
false,0.0,0.0,210.71,749.94,435.19,false
false,0.0,0.0,0.0,807.71,706.72,
false,0.0,0.0,89.43,484.17,358.47,false
false,0.0,0.0,19.44,548.37,404.62,true
false,0.0,0.0,60.25,427.28,338.27,false
false,0.0,0.0,0.0,751.54,696.35,false
false,0.0,0.0,0.0,743.42,699.05,true
false,0.0,0.0,12.35,433.54,384.8,true
false,0.0,0.0,63.05,460.86,367.37,false
false,0.0,0.0,0.0,501.71,445.49,false
false,0.0,0.0,10.32,1043.72,971.42,false
false,0.0,0.0,34.79,488.83,409.78,true
false,0.0,0.0,81.0,588.59,455.48,false
false,0.0,0.0,48.05,492.86,416.02,false
false,0.0,0.0,0.0,30.63,14.12,false
false,0.0,0.0,93.53,621.62,496.46,true
false,0.0,0.0,55.37,663.11,577.25,true
false,0.0,0.0,0.0,659.41,607.58,true
false,0.0,0.0,0.0,467.95,443.21,false
false,0.0,0.0,90.6,649.88,523.2,false
true,2616.13,0.0,101.1,-2204.59,-2365.67,false
false,0.0,0.0,50.66,260.33,125.81,false
false,0.0,0.0,61.32,327.39,192.48,false
false,0.0,66.31,401.68,179.87,-307.14,
false,0.0,0.0,80.97,807.1,648.82,false
false,0.0,0.0,19.77,698.25,649.25,true
false,0.0,0.0,135.55,476.69,318.65,false
false,0.0,0.0,12.09,614.77,564.74,false
true,2039.82,0.0,405.6,-1437.74,-1907.02,false
false,0.0,0.0,972.7,865.98,-209.7,true
true,3369.43,0.0,163.08,-2301.38,-2548.82,
false,0.0,0.0,55.07,573.84,472.96,false
false,0.0,0.0,48.03,995.51,890.76,false
false,0.0,0.0,0.0,253.31,229.58,true
false,0.0,0.0,97.33,382.4,258.13,false
false,0.0,0.0,46.29,776.3,660.87,true
false,0.0,0.0,149.4,670.06,487.4,false
false,0.0,0.0,53.98,553.79,470.78,false
false,0.0,0.0,204.05,632.33,382.84,true
false,0.0,0.0,0.0,526.08,497.51,false
false,0.0,0.0,93.61,499.55,325.42,false
false,0.0,0.0,45.19,584.85,503.03,false
false,0.0,0.0,37.38,230.78,158.82,false
false,0.0,0.0,93.01,648.76,528.68,false
false,0.0,0.0,49.29,491.05,415.96,false
false,0.0,0.0,0.0,266.83,245.73,true
false,0.0,0.0,94.54,277.82,147.3,false
false,0.0,0.0,0.0,760.92,699.4,false
false,0.0,0.0,76.56,865.09,700.4,true
false,0.0,0.0,406.01,733.18,206.83,false
false,0.0,0.0,0.0,192.08,168.69,true
false,0.0,0.0,0.0,482.75,460.64,false
false,0.0,0.0,87.39,575.73,415.5,false
false,0.0,42.22,235.22,1481.13,1124.42,true
true,1954.16,0.0,453.55,-1554.76,-2036.36,
false,0.0,0.0,298.72,476.54,71.21,
false,0.0,0.0,31.09,1440.64,1342.2,false
false,0.0,0.0,277.46,496.38,175.37,false
false,0.0,0.0,42.19,499.7,414.1,false
false,0.0,0.0,26.49,413.21,364.05,
false,0.0,0.0,5.72,633.28,569.22,
false,0.0,0.0,76.3,535.16,406.53,
false,0.0,0.0,0.0,421.46,363.49,true
false,0.0,0.0,99.74,207.11,68.92,false
false,0.0,0.0,0.0,582.01,515.82,true
false,0.0,0.0,3.16,905.4,841.94,
false,0.0,0.0,49.32,861.61,691.32,true
false,0.0,0.0,33.02,304.04,223.49,false
false,0.0,0.0,296.13,249.39,-148.49,false
false,0.0,0.0,0.0,655.28,595.64,false
false,0.0,0.0,25.43,451.3,381.28,false
false,0.0,0.0,84.6,431.6,314.28,false
false,0.0,0.0,102.63,217.64,74.75,true
false,0.0,0.0,96.85,402.02,258.78,false
false,0.0,0.0,38.11,543.05,481.85,false
false,0.0,0.0,41.56,578.88,504.68,false
false,0.0,0.0,0.0,290.46,259.83,false
false,0.0,0.0,64.95,443.65,344.2,true
false,0.0,0.0,18.42,963.12,897.88,true
false,0.0,0.0,28.99,539.96,473.06,false
false,0.0,0.0,43.54,1069.63,981.3,false
false,0.0,0.0,82.04,385.22,279.91,
false,0.0,0.0,154.41,430.13,205.45,false
false,0.0,98.81,462.7,422.35,-213.68,true
false,0.0,0.0,75.51,698.21,592.29,false
false,0.0,0.0,0.0,424.15,359.36,false
false,0.0,0.0,98.04,595.0,466.02,true
false,0.0,0.0,42.2,731.34,644.43,false
false,0.0,0.0,54.3,642.9,552.68,false
false,0.0,0.0,26.14,518.8,451.38,
false,0.0,0.0,107.26,830.54,612.13,true
false,0.0,0.0,30.41,570.38,502.39,true
false,0.0,0.0,66.8,323.28,206.74,false
false,0.0,0.0,18.22,1017.47,909.97,false
true,2948.37,0.0,37.52,-2347.41,-2470.12,false
true,4511.59,0.0,1.67,-3373.4,-3434.17,false
false,0.0,0.0,83.85,582.98,446.23,false
false,0.0,0.0,30.51,760.46,687.59,false
false,0.0,0.0,312.39,560.64,145.32,false
false,0.0,0.0,324.94,1212.27,737.23,true
false,0.0,0.0,104.84,732.48,597.56,true
false,0.0,0.0,128.34,531.41,356.56,false
false,0.0,0.0,540.93,696.49,70.29,true
false,0.0,0.0,0.0,555.84,491.4,false
false,0.0,0.0,32.32,506.41,358.83,true
false,0.0,0.0,63.96,602.93,490.12,true
false,0.0,0.0,0.0,211.1,189.86,false
false,0.0,0.0,0.0,653.46,577.18,true
false,0.0,0.0,121.01,406.2,259.02,false
false,0.0,0.0,23.08,781.94,723.73,false
false,0.0,0.0,55.33,712.61,614.5,false
false,0.0,0.0,130.57,609.25,442.48,false
false,0.0,0.0,13.93,398.6,345.54,false
false,0.0,0.0,0.0,481.04,405.56,false
false,0.0,0.0,89.76,1194.03,1019.93,false
true,2291.58,0.0,315.12,-1742.82,-2130.59,false
false,0.0,0.0,216.27,453.19,157.83,false
false,0.0,0.0,81.67,112.62,2.96,true
true,1863.85,0.0,95.42,-1607.26,-1759.79,false
false,0.0,0.0,435.96,939.5,464.36,false
false,0.0,0.0,82.26,448.3,344.22,false
false,0.0,0.0,26.38,1222.86,1142.28,true
false,0.0,0.0,78.32,848.31,645.75,true
false,0.0,0.0,121.49,832.35,653.92,false
false,0.0,0.0,0.0,467.92,436.12,false
false,0.0,0.0,137.77,321.71,154.73,false
false,0.0,0.0,0.0,990.89,903.4,
true,5856.52,0.0,35.47,-4338.38,-4521.44,false
false,0.0,0.0,70.85,771.79,657.85,true
false,0.0,0.0,84.5,351.35,228.1,false
false,0.0,0.0,123.33,634.83,477.23,
false,0.0,0.0,65.99,667.29,531.44,true
false,0.0,0.0,0.0,527.24,473.98,false
false,0.0,0.0,30.82,286.87,140.89,false
false,0.0,0.0,43.47,313.96,234.88,false
false,0.0,0.0,97.27,791.25,623.4,false
false,0.0,0.0,69.14,1189.36,1056.45,true
false,0.0,0.0,22.66,303.54,223.27,true
false,0.0,0.0,104.3,602.84,438.11,true
false,0.0,0.0,51.34,607.99,531.3,false
false,0.0,0.0,31.24,549.97,460.94,true
false,0.0,0.0,116.91,548.91,324.25,true
false,0.0,0.0,99.86,634.66,489.18,false
false,0.0,0.0,79.36,468.59,362.82,false
false,0.0,0.0,284.29,589.93,248.88,true
false,0.0,0.0,18.12,358.83,304.64,false
false,0.0,0.0,24.77,540.25,475.52,false
false,0.0,0.0,424.18,622.23,168.85,false
false,0.0,0.0,31.43,1247.2,1161.03,true
false,0.0,0.0,8.17,796.02,728.91,false
true,1967.35,0.0,141.01,-1570.42,-1741.25,
false,0.0,0.0,175.31,412.03,206.54,false
false,0.0,0.0,0.0,359.97,317.48,false
false,0.0,0.0,0.0,781.94,750.55,false
false,0.0,0.0,16.67,654.24,611.25,true
false,0.0,0.0,96.38,251.88,91.95,false
false,0.0,0.0,78.69,710.8,596.23,false
false,0.0,0.0,81.81,573.51,459.56,false
false,0.0,0.0,8.06,851.98,740.14,true
true,1777.62,0.0,91.4,-1603.42,-1738.39,false
false,0.0,0.0,42.22,419.5,352.69,
false,0.0,0.0,134.91,884.19,694.85,true
false,0.0,0.0,77.84,77.22,-31.12,false
false,0.0,0.0,23.24,558.35,504.32,
false,0.0,0.0,224.79,574.49,269.45,false
false,0.0,0.0,485.51,627.97,47.97,true
false,0.0,0.0,10.45,763.77,719.22,false
false,0.0,0.0,91.46,468.78,332.01,true
false,0.0,0.0,75.99,410.11,226.5,true
false,0.0,0.0,44.7,187.59,120.07,false
false,0.0,0.0,47.24,251.79,103.56,false
false,0.0,0.0,0.0,709.47,666.3,false
false,0.0,0.0,99.61,271.31,144.77,true
true,2886.11,0.0,123.15,-2434.99,-2663.09,false
false,0.0,0.0,0.0,176.21,145.02,true
true,2741.65,0.0,174.51,-2356.43,-2570.88,false
false,0.0,0.0,409.26,718.04,264.27,false
false,0.0,0.0,393.39,122.47,-291.68,true
false,0.0,0.0,0.0,546.59,504.61,false
false,0.0,0.0,42.11,918.07,828.5,false
false,0.0,0.0,31.79,459.67,395.66,false
false,0.0,0.0,61.1,528.48,423.98,false
false,0.0,0.0,43.32,1142.42,962.22,false
false,0.0,0.0,140.33,769.95,571.98,false
false,0.0,0.0,0.0,689.47,648.18,false
false,0.0,0.0,0.0,640.78,557.71,false
false,0.0,0.0,39.31,370.35,313.18,false
false,0.0,0.0,55.06,469.12,384.19,true
false,0.0,0.0,92.94,540.97,421.62,false
false,0.0,76.63,60.77,731.56,551.94,false
false,0.0,0.0,71.03,356.96,209.97,false
false,0.0,0.0,48.36,383.41,281.38,false
false,0.0,0.0,0.0,385.72,343.07,false
true,2159.97,0.0,50.31,-1819.71,-1903.67,false
false,0.0,0.0,94.53,344.81,228.2,true
false,0.0,0.0,30.81,683.46,601.74,false
true,1027.37,0.0,813.02,-794.99,-1651.54,false
false,0.0,0.0,4.5,779.52,720.69,true
false,0.0,0.0,0.0,702.43,670.03,false
false,0.0,0.0,0.0,807.84,740.34,false
false,0.0,0.0,37.63,434.86,369.55,false
false,0.0,0.0,27.24,686.6,627.26,true
false,0.0,0.0,0.0,327.76,296.07,false
false,0.0,0.0,114.2,401.18,251.05,false
false,0.0,0.0,70.05,837.26,718.16,true
false,0.0,0.0,7.44,366.56,340.13,true
false,0.0,0.0,0.0,525.22,494.46,false
false,0.0,0.0,6.55,713.86,671.11,false
false,0.0,0.0,3.69,622.91,561.0,false
false,0.0,0.0,12.88,472.41,413.68,true
false,0.0,0.0,0.0,724.9,682.74,false
false,0.0,0.0,118.77,287.73,144.96,true
false,0.0,0.0,0.0,388.26,335.66,false
false,0.0,0.0,0.0,245.95,223.36,false
false,0.0,0.0,79.5,479.1,347.49,
false,0.0,0.0,134.82,655.23,459.52,false
false,0.0,0.0,91.33,682.52,564.73,false
false,0.0,0.0,0.0,637.55,522.68,false
false,0.0,0.0,66.79,361.68,203.57,false
false,0.0,0.0,64.9,1389.16,1220.29,true
false,0.0,0.0,0.0,1177.51,1086.47,false
false,0.0,0.0,114.98,972.31,811.9,false
false,0.0,0.0,98.14,752.37,610.85,false
false,0.0,0.0,82.6,340.73,211.37,
true,3619.37,0.0,76.64,-2940.68,-3121.14,
false,0.0,0.0,67.55,486.55,380.55,
false,0.0,0.0,82.54,224.94,114.46,false
false,0.0,0.0,88.25,805.68,611.73,false
false,0.0,0.0,80.92,251.93,134.36,true
false,0.0,0.0,0.0,842.05,806.72,true
false,0.0,0.0,49.05,482.17,406.71,true
false,0.0,0.0,0.0,584.82,548.68,true
false,0.0,0.0,37.54,930.19,841.41,false
false,0.0,0.0,24.89,557.39,511.04,false
false,0.0,0.0,48.3,1223.18,1124.09,
false,0.0,0.0,46.02,771.54,693.11,false
false,0.0,0.0,95.72,370.98,225.61,true
false,0.0,0.0,64.13,569.6,407.43,false
false,0.0,0.0,50.57,641.51,559.04,
false,0.0,0.0,190.46,810.79,583.32,true
false,0.0,0.0,44.88,652.33,525.38,true
false,0.0,0.0,55.29,871.38,702.46,true
false,0.0,57.17,312.22,1039.59,570.78,false
false,0.0,0.0,23.46,379.01,267.05,false
false,0.0,0.0,0.0,453.1,414.22,false
false,0.0,0.0,26.08,680.91,561.61,false
false,0.0,0.0,0.0,1329.11,1233.1,false
false,0.0,0.0,110.3,93.66,-76.31,false
false,0.0,0.0,75.72,756.55,632.88,false
false,0.0,0.0,48.65,607.03,499.54,false
false,0.0,0.0,0.0,523.2,481.02,true
false,0.0,0.0,144.65,927.95,632.08,false
false,0.0,0.0,222.89,1192.06,894.26,false
false,0.0,0.0,87.22,523.22,405.05,false
false,0.0,0.0,23.22,365.02,307.89,false
false,0.0,0.0,61.44,409.4,315.62,true
false,0.0,0.0,5.46,390.7,330.5,false
false,0.0,0.0,131.32,768.18,571.33,false
false,0.0,0.0,6.66,409.89,376.5,true
false,0.0,0.0,337.2,413.97,22.45,true
false,0.0,0.0,98.5,102.16,-31.06,true
false,0.0,0.0,35.49,369.74,291.18,true
false,0.0,0.0,10.59,582.45,415.01,false
false,0.0,0.0,102.04,429.67,287.4,false
false,0.0,0.0,81.53,493.53,384.1,true
false,0.0,0.0,5.34,555.47,488.85,false
false,0.0,0.0,10.6,970.3,709.89,false
false,0.0,0.0,55.09,473.68,394.65,false
false,0.0,0.0,0.0,52.78,7.39,true
false,0.0,0.0,29.57,432.03,367.1,false
false,0.0,40.85,148.75,544.6,303.8,false
false,0.0,0.0,36.3,407.11,339.38,false
false,0.0,0.0,73.75,708.65,600.45,false
false,0.0,0.0,0.0,746.11,692.72,true
false,0.0,0.0,122.41,485.61,327.4,false
false,0.0,0.0,39.34,653.84,554.67,false
false,0.0,0.0,2.7,665.28,626.5,true
false,0.0,0.0,0.0,466.6,422.26,true
true,2052.06,0.0,304.7,-1586.91,-1959.12,false
false,0.0,0.0,322.6,855.06,487.57,false
false,0.0,0.0,73.66,478.8,355.8,false
false,0.0,0.0,61.48,524.77,401.37,false
false,0.0,183.65,949.22,691.5,-489.67,false
false,0.0,0.0,146.94,983.84,772.02,true
true,1732.51,0.0,213.77,-1158.39,-1424.15,false
false,0.0,0.0,22.74,606.64,547.6,false
false,0.0,0.0,58.42,471.07,386.08,true
false,0.0,0.0,0.27,564.65,465.24,false
false,0.0,0.0,87.8,110.93,-13.77,true
false,0.0,0.0,349.58,878.09,380.17,
false,0.0,0.0,79.28,825.84,702.07,false
false,0.0,0.0,44.93,561.5,454.01,false
false,0.0,0.0,104.49,376.34,249.36,true
false,0.0,0.0,46.29,573.51,488.49,
false,0.0,0.0,57.59,573.87,464.43,false
false,0.0,0.0,3.88,1618.35,1482.63,false
false,0.0,0.0,57.37,987.89,867.18,true
false,0.0,0.0,527.76,309.91,-247.96,false
false,0.0,0.0,0.0,498.7,458.77,true
false,0.0,0.0,150.69,153.94,-9.73,false
false,0.0,0.0,0.0,667.4,626.42,false
false,0.0,0.0,0.0,591.13,559.28,false
false,0.0,0.0,470.52,1243.25,727.23,true
false,0.0,0.0,36.45,915.1,823.53,false
false,0.0,0.0,57.24,253.42,126.8,true
false,0.0,0.0,74.08,412.2,258.46,true
false,0.0,0.0,49.34,686.8,576.84,true
false,0.0,0.0,0.0,675.63,631.0,true
false,0.0,0.0,100.66,887.9,739.93,true
false,0.0,0.0,134.65,295.93,141.19,false
false,0.0,0.0,125.19,435.48,288.12,false
false,0.0,0.0,62.14,846.48,746.52,true
false,0.0,0.0,11.33,338.74,280.79,false
false,0.0,0.0,0.0,1601.37,1466.46,false
false,0.0,0.0,0.0,679.01,644.03,true
false,0.0,0.0,65.66,792.85,679.22,false
false,0.0,0.0,109.77,301.62,145.75,true
false,0.0,0.0,73.79,200.51,72.75,false
false,0.0,0.0,78.56,397.6,268.92,false
false,0.0,0.0,119.37,421.31,273.09,false
false,0.0,0.0,62.18,459.74,375.07,false
false,0.0,0.0,207.62,636.91,362.78,true
false,0.0,0.0,19.12,353.45,311.2,false
false,0.0,0.0,470.48,508.53,5.94,false
false,0.0,0.0,27.87,769.19,675.2,false
false,0.0,0.0,37.95,238.53,149.73,true
false,0.0,0.0,41.83,783.25,696.72,false
false,0.0,0.0,0.0,449.46,402.05,false
false,0.0,0.0,17.04,460.45,377.13,false
false,0.0,0.0,5.47,494.54,432.97,true
false,0.0,0.0,79.6,442.73,294.28,true
false,0.0,0.0,37.09,260.65,195.06,false
false,0.0,0.0,0.0,837.77,768.87,true
false,0.0,0.0,84.33,480.92,366.05,false
false,0.0,0.0,444.46,452.61,-54.25,true
false,0.0,0.0,0.0,340.82,318.41,true
false,0.0,0.0,72.18,567.3,461.51,false
true,3594.19,0.0,0.0,-2467.87,-2609.92,true
false,0.0,0.0,38.19,444.43,371.26,true
false,0.0,0.0,44.37,344.19,281.72,false
false,0.0,0.0,3.44,960.28,786.68,
false,0.0,0.0,40.57,446.12,371.71,false
false,0.0,0.0,32.32,838.22,691.64,
false,0.0,0.0,58.99,742.29,639.43,false
false,0.0,0.0,110.43,721.88,506.75,false
false,0.0,0.0,43.54,537.31,454.47,true
false,0.0,0.0,19.9,785.44,694.1,false
false,0.0,0.0,78.92,650.45,539.99,false
false,0.0,0.0,355.08,842.27,451.35,false
false,0.0,0.0,0.0,743.68,711.17,false
false,0.0,0.0,94.34,731.27,603.5,true
false,0.0,0.0,35.05,587.54,527.65,false
false,0.0,0.0,0.0,485.57,412.26,false
true,3464.01,0.0,44.09,-2816.31,-2937.13,false
false,0.0,0.0,61.64,354.07,239.51,false
false,0.0,0.0,208.66,496.55,224.22,false
false,0.0,0.0,37.12,623.96,525.08,false
false,0.0,0.0,55.99,513.51,384.38,true
false,0.0,0.0,39.54,910.49,832.12,false
false,0.0,0.0,128.53,372.9,208.74,false
false,0.0,0.0,97.52,317.03,206.16,true
false,0.0,0.0,20.12,1619.46,1519.84,true
false,0.0,0.0,62.27,1036.45,910.95,true
false,0.0,0.0,0.0,392.95,372.2,false
false,0.0,0.0,25.69,110.61,57.94,false
false,0.0,0.0,50.25,744.28,582.38,false
false,0.0,0.0,0.0,749.54,632.95,false
false,0.0,0.0,155.29,600.92,413.13,false
false,0.0,0.0,107.82,798.14,649.05,true
false,0.0,0.0,352.14,203.84,-229.14,true
false,0.0,0.0,63.07,946.97,838.02,
false,0.0,0.0,29.43,761.35,663.37,true
false,0.0,55.47,84.57,1235.7,1049.76,false
false,0.0,0.0,84.95,296.87,166.67,false
false,0.0,0.0,55.45,217.37,142.17,true
false,0.0,0.0,113.92,678.52,503.89,true
false,0.0,0.0,0.0,335.36,305.03,
false,0.0,0.0,89.28,625.23,471.48,false
false,0.0,0.0,95.88,357.6,217.17,false
true,5161.59,0.0,81.86,-4171.37,-4321.43,false
true,2757.15,0.0,50.12,-2040.28,-2153.59,
false,0.0,0.0,48.76,465.37,387.98,true
false,0.0,0.0,34.68,644.66,520.72,
false,0.0,0.0,29.64,465.5,402.87,true
false,0.0,0.0,0.0,59.18,18.07,true
false,0.0,0.0,126.05,519.09,372.93,false
false,0.0,0.0,60.85,804.33,709.76,true
false,0.0,0.0,52.31,1139.56,871.97,false
false,0.0,0.0,82.81,463.57,352.36,true
true,1908.55,0.0,449.55,-1824.12,-2304.29,
false,0.0,0.0,0.0,631.22,571.31,false
false,0.0,0.0,0.0,1114.68,1045.12,false
false,0.0,0.0,107.33,404.32,273.07,false
false,0.0,0.0,83.36,678.94,548.23,false
false,0.0,0.0,36.72,465.39,383.64,false
false,0.0,0.0,130.39,435.68,259.99,false
false,0.0,0.0,430.92,1164.72,631.0,true
false,0.0,0.0,452.55,742.95,223.97,true
false,0.0,0.0,228.55,528.93,236.31,false
false,0.0,0.0,44.7,711.9,602.6,true
false,0.0,0.0,48.24,320.82,209.12,false
true,3385.01,0.0,83.89,-2273.06,-2442.47,
false,0.0,0.0,0.0,537.26,490.83,false
false,0.0,0.0,272.88,284.93,-55.84,false
false,0.0,0.0,108.32,503.7,336.54,
false,0.0,0.0,98.06,704.2,576.85,false
false,0.0,0.0,0.0,645.29,561.12,false
false,0.0,0.0,67.36,586.32,406.85,false
false,0.0,0.0,11.37,753.62,709.47,true
false,0.0,0.0,0.0,815.16,778.31,false
false,0.0,0.0,11.31,322.25,293.13,false
false,0.0,0.0,0.0,606.48,537.64,false
false,0.0,0.0,459.68,908.15,311.85,false
false,0.0,0.0,78.44,645.22,498.92,true
false,0.0,0.0,88.76,383.32,223.19,true
false,0.0,0.0,0.0,804.69,732.54,true
false,0.0,0.0,72.57,186.82,94.28,true
false,0.0,0.0,0.0,661.35,617.63,false
false,0.0,0.0,0.0,221.68,192.98,true
false,0.0,0.0,455.57,738.53,182.74,false
false,0.0,0.0,330.77,1035.91,613.31,
false,0.0,88.07,45.56,877.29,670.99,false
false,0.0,0.0,7.86,969.66,827.16,true
false,0.0,0.0,0.0,884.52,757.7,true
false,0.0,0.0,0.0,674.54,564.34,
false,0.0,0.0,107.18,677.25,542.89,false
false,0.0,0.0,90.24,538.17,381.84,
false,0.0,0.0,100.51,1163.52,965.49,true
false,0.0,0.0,129.62,1391.99,1018.28,false
false,0.0,0.0,0.0,420.85,396.0,true
true,2742.29,0.0,144.76,-2159.64,-2341.12,true
false,0.0,0.0,13.0,1236.72,1118.91,true
false,0.0,0.0,68.22,643.18,533.53,false
false,0.0,0.0,120.49,460.58,263.63,false
false,0.0,0.0,284.2,1002.01,573.4,false
false,0.0,0.0,0.0,215.21,188.07,false
false,0.0,0.0,17.33,173.76,108.92,true
false,0.0,0.0,80.89,857.26,586.37,false
false,0.0,0.0,30.29,920.34,726.8,false
false,0.0,0.0,29.57,295.56,219.41,false
false,0.0,0.0,30.97,722.22,651.9,false
false,0.0,134.34,744.02,817.86,-96.0,false
false,0.0,0.0,194.9,466.43,233.71,false
false,0.0,0.0,6.29,1303.44,1235.85,false
false,0.0,0.0,0.0,691.86,656.39,true
false,0.0,0.0,0.0,356.26,311.31,false
false,0.0,0.0,82.23,478.05,320.6,false
false,0.0,0.0,9.38,664.25,571.92,true
false,0.0,0.0,58.58,454.08,359.65,false
false,0.0,0.0,96.38,995.25,844.73,false
true,3767.76,0.0,328.43,-3083.11,-3554.75,
false,0.0,0.0,37.57,535.41,436.18,
false,0.0,0.0,23.26,775.54,665.23,true
false,0.0,0.0,196.89,862.21,633.59,false
false,0.0,0.0,0.0,730.41,667.37,false
false,0.0,0.0,51.09,228.35,113.69,
false,0.0,0.0,99.43,594.76,435.68,true
false,0.0,0.0,0.0,1360.34,1263.59,false
false,0.0,0.0,0.0,213.83,189.7,false
false,0.0,0.0,91.0,823.6,692.69,true
false,0.0,0.0,46.0,572.64,480.24,false
false,0.0,0.0,87.43,426.41,307.09,false
false,0.0,0.0,0.0,973.89,841.16,true
false,0.0,0.0,0.0,539.77,520.2,true
false,0.0,0.0,91.04,275.51,159.53,false
false,0.0,0.0,41.89,590.49,523.02,false
false,0.0,0.0,338.91,447.77,26.98,false
false,0.0,0.0,0.0,388.72,362.7,true
false,0.0,0.0,17.91,301.93,221.28,false
false,0.0,0.0,103.46,711.44,542.54,true
false,0.0,0.0,577.22,775.19,130.11,false
false,0.0,0.0,0.0,228.44,204.91,false
false,0.0,0.0,78.47,673.75,528.59,true
false,0.0,0.0,40.89,420.92,296.48,true
false,0.0,0.0,26.15,747.54,685.2,false
false,0.0,0.0,98.23,1328.02,1161.91,true
false,0.0,0.0,38.62,327.62,249.71,false
false,0.0,0.0,0.0,983.94,854.87,false
false,0.0,0.0,40.75,794.72,716.02,true
false,0.0,0.0,417.8,2221.61,1561.26,false
false,0.0,0.0,0.0,560.75,532.04,true
false,0.0,51.89,456.78,317.05,-302.96,false
false,0.0,0.0,938.28,658.74,-318.99,false
false,0.0,0.0,0.0,334.46,305.93,
false,0.0,0.0,129.25,312.71,134.15,false
false,0.0,0.0,28.68,632.06,558.92,false
false,0.0,0.0,24.97,1045.56,981.02,false
false,0.0,0.0,4.6,826.09,790.59,true
false,0.0,0.0,0.0,304.26,277.98,false
false,0.0,80.89,471.28,1552.9,826.04,false
false,0.0,0.0,80.0,594.72,482.4,false
false,0.0,0.0,213.01,728.67,483.81,false
false,0.0,0.0,51.33,185.1,-0.37,
false,0.0,0.0,21.79,461.15,395.82,false
false,0.0,0.0,513.14,248.47,-318.42,false
false,0.0,0.0,124.65,1005.74,843.34,true
false,0.0,0.0,82.69,242.15,113.03,true
false,0.0,0.0,58.38,469.63,389.01,false
true,3218.2,0.0,266.04,-2514.65,-2849.61,false
false,0.0,0.0,367.74,379.05,-79.24,true
false,0.0,0.0,64.34,804.06,678.19,true
false,0.0,0.0,120.07,818.91,658.61,true
false,0.0,0.0,28.12,945.35,846.37,true
false,0.0,0.0,68.26,830.93,708.85,false
false,0.0,0.0,0.0,248.98,200.86,true
false,0.0,0.0,0.0,1081.32,1027.92,false
false,0.0,0.0,101.03,706.76,484.52,false
false,0.0,0.0,401.02,684.91,177.23,true
false,0.0,0.0,189.79,583.95,359.21,false
true,2424.93,0.0,0.0,-1789.39,-1825.75,
false,0.0,0.0,0.0,670.2,642.39,false
true,2588.94,0.0,5.65,-2175.21,-2214.09,false
false,0.0,0.0,0.0,706.09,673.61,true
false,0.0,0.0,98.78,77.66,-91.24,true
false,0.0,0.0,38.53,254.61,195.52,false
false,0.0,0.0,26.7,622.91,477.07,false
false,0.0,0.0,13.34,629.06,533.31,true
false,0.0,0.0,96.21,408.31,252.49,false
true,2965.93,0.0,0.0,-2457.0,-2498.0,true
false,0.0,0.0,0.29,323.6,251.97,false
false,0.0,0.0,0.0,643.07,581.35,false
false,0.0,0.0,0.0,772.65,712.83,true
false,0.0,0.0,0.0,1054.59,995.46,false
false,0.0,0.0,116.53,335.74,183.75,true
