booking_id,customer_id,booking_date,travel_date,destination,supplier,product_category,customer_price_eur,quoted_cost_eur,discount_rate,manager,acquisition_channel,customer_segment,customer_type,party_size,trip_duration_days,booking_lead_days,payment_method,installments,manual_exception,currency,cancellation,refund_amount_eur,refund_date,booking_changes,support_cases,support_cost_eur,additional_cost_eur,gross_profit_eur,contribution_margin_eur,repeat_purchase_180d,last_modified_at
SYN-03258,SYN-CUST-3178,2025-03-26,2025-04-24,Rome,BlueWing,standard,2563.54,1711.9,0.12,Manager 2,direct,leisure,new,3,10,29,card,1,False,EUR,False,0.0,,0,0,0.0,53.23,544.02,460.03,False,2025-04-10
SYN-03259,SYN-CUST-0539,2024-05-02,2024-06-02,Reykjavik,BlueWing,premium,4048.0,2885.6,0.12,Manager 6,paid_search,leisure,returning,2,5,31,card,1,False,EUR,False,0.0,,0,0,0.0,54.29,676.64,573.77,False,2024-05-22
SYN-03260,SYN-CUST-1100,2025-05-11,2025-07-05,Lisbon,BlueWing,standard,2104.69,1552.26,0.0,Manager 2,partner,leisure,new,3,12,55,bank_transfer,1,False,EUR,False,0.0,,0,0,0.0,102.46,552.42,424.71,,2025-06-14
SYN-03261,SYN-CUST-1661,2025-08-07,2025-08-09,Zanzibar,DeltaSun,premium,3826.93,2899.81,0.05,Manager 7,direct,corporate,new,2,5,2,bank_transfer,1,False,EUR,True,3393.8,2025-09-14,1,0,0.0,136.64,-2658.03,-2840.59,,2025-11-28
SYN-03262,SYN-CUST-2222,2025-11-30,2026-02-03,Lisbon,DeltaSun,standard,1910.36,1295.22,0.0,Manager 7,direct,leisure,returning,3,4,65,card,3,False,EUR,False,0.0,,0,0,0.0,31.14,615.14,530.51,False,2026-03-20
SYN-03263,SYN-CUST-2783,2025-08-31,2025-11-15,Lisbon,Cedar,standard,2617.62,2102.85,0.12,Manager 5,paid_search,family,new,5,3,76,card,3,False,EUR,False,0.0,,0,0,0.0,293.34,200.65,-165.98,True,2025-10-11
SYN-03264,SYN-CUST-0144,2025-05-28,2025-08-21,Tokyo,BlueWing,standard,2457.65,1733.61,0.18,Manager 8,paid_search,leisure,returning,2,7,85,bank_transfer,2,False,EUR,False,0.0,,0,0,0.0,49.03,281.66,183.48,,2025-08-25
SYN-03265,SYN-CUST-0705,2025-08-22,2025-10-31,Reykjavik,Cedar,premium,3564.85,2464.58,0.08,Manager 5,paid_search,family,returning,4,3,70,card,3,False,EUR,False,0.0,,0,0,0.0,99.55,815.08,615.71,True,2025-11-08
SYN-03266,SYN-CUST-1266,2024-09-03,2024-10-27,Reykjavik,Atlas,premium,3238.54,2452.63,0.18,Manager 8,partner,leisure,new,1,9,54,card,1,False,EUR,False,0.0,,0,0,0.0,0.0,202.97,164.11,True,2024-09-17
SYN-03267,SYN-CUST-1827,2024-10-19,2024-11-18,Zanzibar,DeltaSun,standard,2749.09,2083.09,0.08,Manager 8,partner,leisure,returning,3,2,30,card,2,False,EUR,False,0.0,,0,0,0.0,0.0,446.08,391.1,True,2024-11-16
SYN-03268,SYN-CUST-2388,2024-04-16,2024-06-24,Lisbon,BlueWing,premium,2637.26,1954.34,0.05,Manager 2,partner,leisure,new,2,15,69,bank_transfer,2,False,EUR,False,0.0,,0,0,0.0,24.95,551.06,473.36,False,2024-06-15
SYN-03269,SYN-CUST-2949,2024-05-13,2024-07-10,Zanzibar,DeltaSun,standard,3278.19,2446.59,0.12,Manager 2,partner,family,new,4,4,58,wallet,1,False,EUR,False,0.0,,0,0,0.0,32.55,438.22,366.34,True,2024-08-06
SYN-03270,SYN-CUST-0310,2025-11-29,2026-02-22,Reykjavik,Atlas,premium,5143.43,3539.19,0.03,Manager 8,paid_search,family,returning,6,7,85,card,2,False,EUR,False,0.0,,0,0,0.0,108.83,1449.94,1238.24,True,2026-03-09
SYN-03271,SYN-CUST-0871,16/10/2025,2025-12-11,Rome,Cedar,premium,3077.48,2037.3,0.12,Manager 1,direct,leisure,returning,2,9,56,card,3,False,EUR,False,0.0,,0,0,0.0,1.82,670.88,582.9,False,2026-01-20
SYN-03272,SYN-CUST-1432,2025-04-03,2025-05-16,Rome,BlueWing,standard,2587.69,1806.85,0.0,Manager 3,paid_search,family,returning,3,10,43,card,1,False,EUR,False,0.0,,0,0,0.0,2.21,780.84,747.58,True,2025-07-03
SYN-03273,SYN-CUST-1993,2024-04-19,2024-05-24,Tokyo,BlueWing,standard,4049.69,2886.73,0.03,Manager 2,direct,family,new,5,11,35,card,3,False,EUR,False,0.0,,0,0,0.0,30.61,1041.48,897.48,False,2024-07-06
SYN-03274,SYN-CUST-2554,2025-05-05,2025-08-09,Zanzibar,Cedar,premium,4444.96,3056.46,0.12,Manager 2,partner,family,new,4,3,96,bank_transfer,1,False,EUR,False,0.0,,0,0,0.0,0.0,855.11,801.77,True,2025-08-18
SYN-03275,SYN-CUST-3115,2024-07-23,2024-11-21,Zanzibar,Cedar,premium,2742.35,1996.37,0.08,Manager 2,referral,leisure,new,2,5,121,card,1,False,EUR,False,0.0,,0,0,0.0,51.29,526.59,442.4,False,2024-10-24
SYN-03276,SYN-CUST-0476,2024-01-15,2024-02-08,Lisbon,DeltaSun,premium,1681.3,1256.37,0.05,Manager 8,direct,corporate,returning,3,6,24,card,1,False,EUR,False,0.0,,0,0,0.0,96.38,340.86,224.3,True,2024-03-07
SYN-03277,SYN-CUST-1037,2024-01-04,2024-02-06,Tokyo,BlueWing,premium,4088.92,2982.6,0.03,Manager 5,partner,leisure,returning,1,11,33,card,1,False,EUR,False,0.0,,0,0,0.0,89.7,983.65,844.88,False,2024-03-20
SYN-03278,SYN-CUST-1598,2024-08-03,2024-10-22,Zanzibar,Cedar,premium,4074.1,2844.49,0.18,Manager 2,direct,leisure,new,2,4,80,bank_transfer,1,False,EUR,False,0.0,,0,0,0.0,47.02,496.27,400.36,True,2024-08-25
SYN-03279,SYN-CUST-2159,2024-07-31,2024-08-14,Zanzibar,Atlas,STANDARD,2027.65,1491.39,0.03,Manager 7,partner,corporate,new,2,4,14,card,2,False,EUR,False,0.0,,0,0,0.0,22.48,475.44,412.4,False,2024-10-10
SYN-03280,SYN-CUST-2720,2024-12-26,2025-01-28,Rome,BlueWing,premium,3226.83,2159.21,0.08,Manager 6,direct,leisure,new,2,11,33,wallet,2,False,EUR,True,2581.69,2025-02-14,0,0,0.0,26.4,-1772.22,-1863.16,False,2025-01-10
SYN-03281,SYN-CUST-0081,2025-01-27,2025-04-03,Lisbon,Cedar,standard,1765.48,1317.45,0.0,Manager 1,direct,leisure,returning,1,5,66,bank_transfer,2,False,EUR,False,0.0,,0,0,0.0,27.58,448.03,385.14,False,2025-05-21
SYN-03282,SYN-CUST-0642,2024-05-05,2024-06-26,Reykjavik,Atlas,premium,4333.59,3212.62,0.18,Manager 2,direct,leisure,new,2,10,52,bank_transfer,3,False,EUR,False,0.0,,0,0,0.0,142.94,340.92,76.64,True,2024-05-31
SYN-03283,SYN-CUST-1203,2025-03-02,2025-04-08,Reykjavik,BlueWing,standard,2816.62,1864.96,0.0,Manager 1,partner,leisure,returning,3,8,37,bank_transfer,1,False,EUR,False,0.0,,0,0,0.0,44.82,951.66,873.04,False,2025-06-17
SYN-03284,SYN-CUST-1764,2025-06-16,2025-08-26,Lisbon,Cedar,standard,1483.72,1176.53,0.08,Manager 6,partner,family,new,7,2,71,card,1,False,EUR,False,0.0,,0,0,0.0,93.83,188.5,76.86,False,2025-07-19
SYN-03285,SYN-CUST-2325,2024-02-12,2024-04-18,Reykjavik,Atlas,standard,2191.01,1563.12,0.08,Manager 5,paid_search,family,returning,3,8,66,card,2,False,EUR,False,0.0,,0,0,0.0,0.0,452.61,408.79,True,2024-04-20
SYN-03286,SYN-CUST-2886,2025-08-26,2025-08-28,Tokyo,Atlas,standard,3855.7,2716.87,0.12,Manager 3,paid_search,corporate,returning,2,8,2,bank_transfer,1,False,EUR,False,0.0,,0,0,0.0,449.71,676.15,180.17,,2025-09-07
SYN-03287,SYN-CUST-0247,2025-11-16,2026-01-20,Lisbon,DeltaSun,premium,3296.9,2205.3,0.05,Manager 3,partner,leisure,returning,2,11,65,card,1,False,EUR,False,0.0,,0,0,0.0,29.83,926.76,857.37,False,2026-02-06
SYN-03288,SYN-CUST-0808,2025-11-26,2025-12-12,Rome,DeltaSun,premium,2442.65,1617.44,0.12,Manager 5,paid_search,corporate,new,1,2,16,card,1,False,EUR,False,0.0,,0,0,0.0,72.36,532.09,430.42,False,2026-01-07
SYN-03289,SYN-CUST-1369,2024-07-19,2024-09-19,Lisbon,BlueWing,standard,2131.54,1417.23,0.0,Manager 7,paid_search,leisure,new,1,6,62,card,2,False,EUR,False,0.0,,0,0,0.0,18.38,714.31,653.3,False,2024-09-03
SYN-03290,SYN-CUST-1930,2024-06-25,2024-07-29,Tokyo,BlueWing,standard,3608.82,2868.69,0.0,Manager 7,partner,family,returning,7,13,34,card,1,True,EUR,False,0.0,,0,0,0.0,0.0,740.13,696.83,True,2024-10-16
SYN-03291,SYN-CUST-2491,2025-07-14,2025-10-12,Zanzibar,Cedar,standard,2859.71,2040.25,0.08,Manager 5,partner,leisure,new,3,9,90,card,3,False,EUR,False,0.0,,0,0,0.0,80.85,590.68,429.76,True,2025-09-03
SYN-03292,SYN-CUST-3052,2024-08-19,2024-10-18,Zanzibar,DeltaSun,standard,2474.63,1722.46,0.18,Manager 2,direct,leisure,new,1,7,60,card,1,False,EUR,False,0.0,,0,0,0.0,0.0,306.74,277.04,False,2024-09-26
SYN-03293,SYN-CUST-0413,2025-07-29,2025-10-26,Zanzibar,DeltaSun,standard,2941.22,2199.17,0.05,Manager 2,partner,family,new,3,5,89,card,2,False,EUR,False,0.0,,0,0,0.0,0.0,594.99,536.16,False,2025-11-10
SYN-03294,SYN-CUST-0974,2025-11-04,2025-12-05,Lisbon,DeltaSun,luxury,3407.54,2471.96,0.0,Manager 4,direct,corporate,returning,1,9,31,bank_transfer,1,False,EUR,False,0.0,,0,0,0.0,4.4,935.58,890.29,False,2025-12-02
SYN-03295,SYN-CUST-1535,2025-01-26,2025-01-28,Tokyo,Cedar,standard,4005.6,2913.38,0.05, Manager 3 ,partner,family,new,5,9,2,card,3,False,EUR,False,0.0,,0,0,0.0,74.03,891.94,705.75,False,2025-02-25
SYN-03296,SYN-CUST-2096,2024-03-19,2024-05-22,Rome,Cedar,premium,2513.33,1958.98,0.12, Manager 2 ,referral,leisure,new,3,6,64,card,1,False,EUR,False,0.0,,0,0,0.0,97.15,252.75,125.44,True,2024-04-18
SYN-03297,SYN-CUST-2657,2024-09-30,2025-01-13,Tokyo,BlueWing,standard,2984.56,2121.07,0.08,Manager 2,paid_search,leisure,new,1,12,105,card,1,False,EUR,False,0.0,,0,0,0.0,0.0,624.72,588.91,False,2024-10-27
SYN-03298,SYN-CUST-0018,2024-07-03,2024-08-20,Lisbon,DeltaSun,premium,€1342.89,977.49,0.12,Manager 7,direct,leisure,new,2,7,48,card,1,True,EUR,False,0.0,,0,0,0.0,3.38,204.25,184.76,False,2024-10-07
SYN-03299,SYN-CUST-0579,2025-09-11,2025-10-29,Lisbon,DeltaSun,premium,2224.09,1485.37,0.18,Manager 1,paid_search,leisure,returning,1,8,48,bank_transfer,2,False,EUR,False,0.0,,0,0,0.0,16.77,338.39,277.14,False,2025-11-06
SYN-03300,SYN-CUST-1140,2025-06-24,2025-08-18,Tokyo,BlueWing,standard,4578.28,3635.17,0.18,Manager 6,paid_search,leisure,new,1,10,55,card,1,False,EUR,False,0.0,,0,0,0.0,83.26,119.02,-19.17,False,2025-09-04
SYN-03301,SYN-CUST-1701,2024-01-25,2024-02-23,Zanzibar,Atlas,standard,3395.81,2550.83,0.08,Manager 5,partner,family,new,3,7,29,card,3,False,EUR,False,0.0,,0,0,0.0,37.75,573.32,440.49,False,2024-03-18
SYN-03302,SYN-CUST-2262,2025-08-08,2025-10-16,Zanzibar,BlueWing,standard,2731.43,2103.54,0.12,Manager 3,partner,leisure,new,1,5,69,card,3,True,EUR,False,0.0,,0,0,0.0,152.14,300.11,71.49,False,2025-11-07
SYN-03303,SYN-CUST-2823,2024-07-23,2024-09-08,Zanzibar,Cedar,standard,2459.52,1930.02,0.03,Manager 1,direct,family,returning,4,5,47,card,1,False,EUR,False,0.0,,0,0,0.0,27.05,455.71,399.14,True,2024-10-08
SYN-03304,SYN-CUST-0184,2024-02-22,2024-04-25,Lisbon,Atlas,standard,2349.82,1708.91,0.0,Manager 6,direct,leisure,new,2,18,63,card,1,False,EUR,False,0.0,,0,0,0.0,606.0,640.91,6.71,True,2024-06-19
SYN-03305,SYN-CUST-0745,2024-01-09,2024-03-18,Tokyo,Atlas,luxury,7003.8,4906.02,0.03,Manager 7,partner,leisure,returning,1,15,69,bank_transfer,2,False,EUR,False,0.0,,0,1,70.78,490.01,1887.67,1186.8,False,2024-03-13
SYN-03306,SYN-CUST-1306,2024-05-01,2024-06-05,Rome,DeltaSun,premium,2368.41,1761.71,0.05,Manager 3,direct,family,new,3,6,35,card,1,False,EUR,False,0.0,,0,0,0.0,70.31,488.28,389.55,True,2024-06-10
SYN-03307,SYN-CUST-1867,2024-08-13,2024-12-01,Zanzibar,Atlas,standard,2103.67,1510.36,0.0,Manager 1,paid_search,leisure,returning,1,10,110,bank_transfer,3,False,EUR,False,0.0,,1,0,0.0,0.0,593.31,534.41,True,2024-12-11
SYN-03308,SYN-CUST-2428,2025-03-19,2025-05-15,Rome,BlueWing,standard,1682.93,1262.01,0.08,Manager 5,direct,leisure,new,3,2,57,card,1,False,EUR,False,0.0,,0,0,0.0,22.31,286.28,243.78,,2025-07-05
SYN-03309,SYN-CUST-2989,2025-05-28,2025-09-05,Rome,Atlas,standard,2364.27,1747.37,0.0,Manager 4,direct,family,new,5,6,100,card,3,False,EUR,False,0.0,,0,0,0.0,74.17,616.9,476.53,False,2025-07-09
SYN-03310,SYN-CUST-0350,2025-12-06,2026-02-28,Tokyo,DeltaSun,standard,3725.18,3026.66,0.0,Manager 2,partner,family,returning,5,11,84,card,1,False,EUR,False,0.0,,0,0,0.0,130.77,698.52,523.05,True,2026-01-11
SYN-03311,SYN-CUST-0911,2024-04-10,2024-06-21,Lisbon,Atlas,standard,1983.02,1465.71,0.12,Manager 8,direct,leisure,new,1,8,72,bank_transfer,1,False,EUR,False,0.0,,0,0,0.0,64.28,279.34,191.27,False,2024-04-29
SYN-03312,SYN-CUST-1472,2024-12-13,2025-02-12,Reykjavik,DeltaSun,premium,4159.59,2957.6,0.12,Manager 6,partner,family,new,3,10,61,bank_transfer,3,False,EUR,False,0.0,,0,0,0.0,144.14,702.85,442.23,,2024-12-30
SYN-03313,SYN-CUST-2033,2024-10-20,2024-11-29,Tokyo,BlueWing,standard,2581.31,1899.46,0.05,Manager 6,referral,leisure,returning,2,6,40,wallet,1,False,EUR,False,0.0,,0,0,0.0,30.67,552.79,491.14,True,2025-01-27
SYN-03314,SYN-CUST-2594,2024-01-13,2024-02-26,Reykjavik,Atlas,standard,2505.7,1927.94,0.05,Manager 8,direct,leisure,new,2,5,44,wallet,4,False,EUR,False,0.0,,0,0,0.0,61.58,452.47,300.68,False,2024-04-23
SYN-03315,SYN-CUST-3155,2024-05-16,2024-08-05,Rome,BlueWing,premium,2645.44,1994.48,0.08,Manager 2,partner,leisure,new,3,5,81,bank_transfer,1,False,EUR,False,0.0,,0,0,0.0,0.0,439.33,407.59,False,2024-08-31
SYN-03316,SYN-CUST-0516,2024-09-13,2024-11-22,Reykjavik,BlueWing,premium,4109.06,3040.69,0.0,Manager 3,partner,family,new,4,6,70,bank_transfer,1,False,EUR,True,3671.04,2024-11-18,0,0,0.0,0.0,-2602.67,-2651.98,,2024-11-19
SYN-03317,SYN-CUST-1077,2025-05-25,2025-07-27,Tokyo,BlueWing,standard,2761.12,2174.63,0.03,Manager 3,referral,leisure,returning,3,11,63,wallet,1,False,EUR,False,0.0,,0,0,0.0,71.98,503.66,398.54,True,2025-08-13
SYN-03318,SYN-CUST-1638,2024-02-16,2024-07-11,Rome,Cedar,standard,2999.42,2281.01,0.08,Manager 5,paid_search,family,new,6,3,146,wallet,1,False,EUR,False,0.0,,0,0,0.0,29.66,478.45,412.79,False,2024-05-04
SYN-03319,SYN-CUST-2199,2025-06-25,2025-08-19,Rome,Cedar,standard,2311.2,1688.81,0.05,Manager 6,paid_search,leisure,returning,3,4,55,card,1,False,EUR,False,0.0,,0,0,0.0,94.07,506.83,385.03,False,2025-09-07
SYN-03320,SYN-CUST-2760,2025-09-22,2025-12-25,Tokyo,DeltaSun,premium,3735.76,2728.99,0.08,Manager 2,direct,leisure,returning,3,7,94,bank_transfer,1,False,EUR,False,0.0,,0,0,0.0,18.32,707.9,644.76,True,2025-10-02
SYN-03321,SYN-CUST-0121,2024-07-02,2024-08-31,Tokyo,BlueWing,premium,3064.47,2175.5,0.08,Manager 2,partner,corporate,returning,1,6,60,card,1,False,EUR,False,0.0,,0,0,0.0,0.0,643.81,607.04,False,2024-10-19
SYN-03322,SYN-CUST-0682,2024-06-20,2024-08-20,Tokyo,Atlas,premium,4295.14,3370.98,0.12,Manager 2,partner,leisure,returning,1,16,61,bank_transfer,3,False,EUR,False,0.0,,0,0,0.0,118.87,408.75,169.61,True,2024-08-10
SYN-03323,SYN-CUST-1243,2025-06-18,2025-10-22,Zanzibar,DeltaSun,standard,3533.9,2444.88,0.05,Manager 8,paid_search,family,new,5,7,126,card,2,False,EUR,False,0.0,,1,1,67.98,761.81,912.32,11.85,True,2025-09-27
SYN-03324,SYN-CUST-1804,2025-01-18,2025-03-18,Zanzibar,DeltaSun,standard,2880.44,1981.52,0.12,Manager 4,direct,leisure,new,3,5,59,bank_transfer,2,False,EUR,False,0.0,,0,0,0.0,96.84,553.27,398.82,False,2025-04-24
SYN-03325,SYN-CUST-2365,2024-06-18,2024-07-05,Lisbon,BlueWing,premium,2632.47,1849.97,0.0,Manager 6,direct,leisure,new,3,17,17,bank_transfer,1,False,EUR,False,0.0,,0,0,0.0,0.0,782.5,750.91,False,2024-09-27
SYN-03326,SYN-CUST-2926,2024-07-22,2024-08-16,Tokyo,BlueWing,standard,3019.08,2304.38,0.0,Manager 3,direct,leisure,new,2,4,25,card,2,False,EUR,False,0.0,,0,0,0.0,97.58,714.7,556.74,False,2024-08-09
SYN-03327,SYN-CUST-0287,2024-02-01,2024-04-09,Lisbon,BlueWing,standard,2119.97,1619.22,0.05,Manager 8,paid_search,leisure,new,3,6,68,card,1,False,EUR,False,0.0,,0,0,0.0,96.67,394.75,272.64,False,2024-05-02
SYN-03328,SYN-CUST-0848,2024-07-27,2024-09-08,Rome,Cedar,standard,2488.31,1684.89,0.05,Manager 7,paid_search,family,returning,3,10,43,bank_transfer,1,False,EUR,False,0.0,,0,0,0.0,0.0,679.01,649.15,False,2024-07-27
SYN-03329,SYN-CUST-1409,2025-02-11,2025-02-23,Lisbon,Cedar,standard,2498.3,1908.35,0.05,Manager 2,partner,leisure,new,3,12,12,card,2,False,EUR,False,0.0,,0,0,0.0,29.05,465.04,386.02,True,2025-03-15
SYN-03330,SYN-CUST-1970,2024-09-12,2024-09-14,Reykjavik,BlueWing,standard,2329.12,1870.94,0.08,Manager 5,direct,corporate,returning,3,5,2,bank_transfer,3,False,EUR,False,0.0,,0,0,0.0,0.0,271.86,206.64,False,2024-09-24
SYN-03331,SYN-CUST-2531,2025-06-17,2025-09-27,Zanzibar,DeltaSun,premium,3855.75,2757.17,0.08,Manager 4,paid_search,leisure,new,3,3,102,card,2,False,EUR,False,0.0,,0,0,0.0,0.0,790.12,713.0,False,2025-07-24
SYN-03332,SYN-CUST-3092,2025-09-28,2025-11-16,Lisbon,DeltaSun,premium,3095.14,2344.93,0.12,Manager 7,partner,leisure,new,3,6,49,card,3,False,EUR,False,0.0,,0,0,0.0,63.75,378.78,228.37,False,2025-12-27
SYN-03333,SYN-CUST-0453,2025-11-29,2026-01-16,Reykjavik,Cedar,standard,2940.2,2120.45,0.05,Manager 6,partner,family,returning,6,5,48,card,1,False,EUR,False,0.0,,0,0,0.0,423.53,672.75,213.94,False,2026-03-27
SYN-03334,SYN-CUST-1014,2024-01-30,2024-03-12,Rome,DeltaSun,premium,3557.8,2481.75,0.03,Manager 4,direct,family,returning,7,6,42,card,4,False,EUR,True,2941.52,2024-03-27,0,0,0.0,23.13,-1972.2,-2123.42,,2024-04-21
SYN-03335,SYN-CUST-1575,2025-03-21,2025-05-17,Lisbon,BlueWing,standard,3030.21,2342.42,0.08, Manager 3 ,direct,corporate,returning,3,5,57,card,1,False,EUR,False,0.0,,0,0,0.0,0.0,445.38,409.01,True,2025-04-04
SYN-03336,SYN-CUST-2136,2024-03-11,2024-05-25,Tokyo,BlueWing,standard,2668.78,2077.05,0.05,Manager 2,direct,corporate,new,3,2,75,card,2,False,EUR,False,0.0,,0,0,0.0,40.45,458.29,364.46,False,2024-07-01
SYN-03337,SYN-CUST-2697,2024-11-10,2024-12-07,Reykjavik,DeltaSun,standard,3022.46,2420.23,0.03,Manager 2,direct,family,new,6,12,27,wallet,1,False,EUR,False,0.0,,0,0,0.0,290.58,511.55,184.7,False,2025-01-09
SYN-03338,SYN-CUST-0058,2025-07-05,2025-09-30,Rome,,premium,2942.54,1951.17,0.08,Manager 8,paid_search,leisure,returning,1,2,87,bank_transfer,1,False,EUR,False,0.0,,0,0,0.0,70.93,755.97,649.73,False,2025-07-26
SYN-03339,SYN-CUST-0619,2025-04-11,2025-06-26,Lisbon,BlueWing,standard,2209.84,1587.8,0.0,Manager 3,direct,leisure,new,1,10,76,card,4,False,EUR,True,1937.76,2025-05-06,0,0,0.0,57.27,-1315.72,-1452.54,,2025-05-20
SYN-03340,SYN-CUST-1180,2024-03-14,2024-05-09,Rome,Cedar,luxury,3056.96,2129.48,0.03,Manager 8,partner,corporate,new,1,2,56,wallet,3,False,EUR,False,0.0,,0,0,0.0,22.24,835.77,727.94,False,2024-03-17
SYN-03341,SYN-CUST-1741,2025-03-26,2025-06-15,Lisbon,Atlas,premium,2300.19,1688.9,0.18,Manager 7,direct,leisure,new,3,2,81,bank_transfer,2,False,EUR,False,0.0,,0,0,0.0,18.86,197.25,132.38,False,2025-05-18
SYN-03342,SYN-CUST-2302,2025-10-01,2026-01-23,Lisbon,BlueWing,premium,4255.19,3096.29,0.03,Manager 5,paid_search,family,new,7,8,114,card,3,False,EUR,False,0.0,,0,0,0.0,265.23,1031.24,646.87,False,2025-11-26
SYN-03343,SYN-CUST-2863,2025-04-22,2025-07-10,Rome,Cedar,luxury,3484.99,2606.04,0.08,Manager 7,partner,leisure,returning,3,4,79,card,1,False,EUR,True,3156.79,2025-05-02,0,0,0.0,382.95,-2556.64,-2981.41,False,2025-08-16
SYN-03344,SYN-CUST-0224,2024-04-14,2024-06-29,Zanzibar,BlueWing,standard,3503.05,2787.46,0.05,Manager 8,paid_search,leisure,new,3,6,76,card,1,False,EUR,False,0.0,,0,0,0.0,64.22,540.43,434.18,False,2024-08-01
SYN-03345,SYN-CUST-0785,2025-01-27,2025-04-16,Lisbon,Cedar,standard,2069.48,1501.57,0.12,Manager 2,partner,leisure,returning,3,10,79,card,1,False,EUR,False,0.0,,0,0,0.0,582.3,319.57,-287.56,False,2025-03-21
SYN-03346,SYN-CUST-1346,2024-08-25,2024-11-22,Zanzibar,Atlas,standard,1507.58,1106.23,0.0,Manager 3,direct,leisure,new,1,12,89,wallet,1,False,EUR,False,0.0,,0,0,0.0,24.66,401.34,358.59,False,2024-10-28
SYN-03347,SYN-CUST-1907,2024-03-08,2024-04-14,Rome,DeltaSun,standard,2348.16,1682.76,0.05,Manager 4,direct,leisure,new,2,13,37,bank_transfer,1,False,EUR,False,0.0,,0,0,0.0,66.44,547.99,453.37,True,2024-03-25
SYN-03348,SYN-CUST-2468,2025-04-04,2025-04-06,Tokyo,Cedar,premium,3102.32,2341.17,0.18,Manager 7,paid_search,leisure,new,3,11,2,bank_transfer,1,False,EUR,False,0.0,,1,0,0.0,385.69,202.74,-220.18,False,2025-05-18
SYN-03349,SYN-CUST-3029,2025-01-10,2025-04-12,Rome,BlueWing,standard,2554.45,1790.18,0.03,Manager 6,referral,leisure,returning,3,12,92,bank_transfer,3,False,EUR,False,0.0,,0,0,0.0,117.56,687.64,498.55,False,2025-03-15
SYN-03350,SYN-CUST-0390,2025-05-27,2025-07-08,Zanzibar,BlueWing,premium,2851.72,2264.92,0.12,Manager 2,partner,family,returning,3,4,42,bank_transfer,1,False,EUR,True,2310.77,2025-06-05,0,0,0.0,118.46,-2066.18,-2218.86,False,2025-08-09
SYN-03351,SYN-CUST-0951,2025-07-25,2025-09-11,Zanzibar,DeltaSun,premium,3471.9,2438.21,0.05,Manager 6,paid_search,leisure,returning,1,9,48,card,1,False,EUR,False,0.0,,0,1,62.58,0.0,860.09,755.85,True,2025-11-15
SYN-03352,SYN-CUST-1512,2025-12-29,2026-04-08,Reykjavik,DeltaSun,standard,1930.65,1354.89,0.05,Manager 2,partner,family,new,3,7,100,card,1,False,EUR,False,0.0,,0,0,0.0,31.39,479.23,424.67,False,2026-03-01
SYN-03353,SYN-CUST-2073,2024-01-21,2024-04-22,Reykjavik,Atlas,standard,3464.93,2676.92,0.0,Manager 5,paid_search,family,returning,5,9,92,card,2,True,EUR,False,0.0,,0,0,0.0,51.17,788.01,667.54,False,2024-03-22
SYN-03354,SYN-CUST-2634,2025-06-13,2025-10-25,Rome,Cedar,standard,2098.48,1460.5,0.08,Manager 8,partner,leisure,returning,3,4,134,card,1,False,EUR,False,0.0,,0,0,0.0,343.58,470.1,101.35,True,2025-07-24
SYN-03355,SYN-CUST-3195,2025-07-23,2025-08-30,Tokyo,DeltaSun,standard,3084.15,2192.73,0.03,Manager 6,referral,leisure,new,1,5,38,bank_transfer,2,False,EUR,False,0.0,,0,0,0.0,45.52,798.9,691.7,True,2025-08-08
SYN-03356,SYN-CUST-0556,2024-12-22,2025-03-05,Rome,,standard,2108.91,1411.55,0.0,Manager 4,direct,leisure,new,3,6,73,card,1,False,EUR,False,0.0,,0,0,0.0,64.04,697.36,608.01,False,2024-12-23
SYN-03357,SYN-CUST-1117,2025-08-15,2025-12-06,Tokyo,Cedar,luxury,6758.78,4626.12,0.05,Manager 2,direct,leisure,new,1,3,113,wallet,2,False,EUR,False,0.0,,0,0,0.0,623.49,1794.71,1036.05,True,2025-11-24
SYN-03358,SYN-CUST-1678,2025-09-10,2025-10-22,Tokyo,BlueWing,standard,3593.34,2765.97,0.05,Manager 8,partner,corporate,returning,1,7,42,card,2,False,EUR,False,0.0,,0,0,0.0,0.0,647.7,575.84,False,2025-11-11
SYN-03359,SYN-CUST-2239,2025-07-28,2025-08-18,Tokyo,BlueWing,premium,3856.41,2846.13,0.08,Manager 4,paid_search,family,returning,4,12,21,card,1,False,EUR,False,0.0,,1,0,0.0,61.67,701.77,593.82,False,2025-10-01
SYN-03360,SYN-CUST-2800,2024-05-10,2024-06-11,Lisbon,Atlas,standard,1495.89,1119.26,0.05,Manager 4,direct,leisure,returning,2,5,32,card,1,False,EUR,False,0.0,,0,0,0.0,82.49,301.84,201.4,False,2024-07-21
SYN-03361,SYN-CUST-0161,2024-04-03,2024-08-13,Rome,,premium,2361.28,1730.43,0.08,Manager 2,partner,leisure,returning,1,6,132,card,4,False,EUR,False,0.0,,0,0,0.0,37.33,441.95,319.61,False,2024-05-02
SYN-03362,SYN-CUST-0722,2025-09-16,2025-11-03,Zanzibar,Atlas,premium,3739.16,2704.36,0.05,Manager 2,paid_search,leisure,returning,3,5,48,card,1,False,EUR,False,0.0,,0,0,0.0,17.55,847.85,785.43,False,2026-01-06
