batch_id,production_line_id,batch_date,product_line,raw_material_supplier,shift,batch_size_units,operator,machine_id,planned_cycle_time_min,material_grade,humidity_pct,temperature_c,rush_order,currency,defective,scrap_cost_usd,rework_cost_usd,downtime_cost_usd,yield_loss_usd,total_quality_cost_usd,recurrence_90d,inspection_completed_date,quality_notes_count,last_modified_at
MFG-00914,MFG-PL-794,2024-12-07,Line D,Supplier 5,day,138,Operator 4,Machine 5,49.7,standard,56.2,11.6,False,USD,False,15.37,17.17,20.22,7.22,59.99,False,,0,2025-01-14
MFG-00915,MFG-PL-855,2025-06-03,Line C,Supplier 1,night,1244,Operator 2,Machine 5,31.25,standard,70.3,14.81,False,USD,False,39.14,7.72,22.37,18.26,87.48,True,,0,2025-07-24
MFG-00916,MFG-PL-016,2024-12-17,Line D,Supplier 2,day,1352,Operator 4,Machine 5,38.33,standard,81.78,14.86,False,USD,False,60.19,5.14,6.63,1.86,73.82,False,,0,2025-01-31
MFG-00917,MFG-PL-077,2024-06-08,Line D,Supplier 3,evening,687,Operator 4,Machine 1,26.74,premium,35.34,20.08,False,USD,False,4.39,13.88,0.95,8.14,27.36,,,0,2024-08-02
MFG-00918,MFG-PL-138,2025-09-02,Line C,Supplier 3,day,374,Operator 3,Machine 6,45.2,premium,67.19,26.45,False,USD,False,14.16,16.72,0.0,11.49,42.36,False,,0,2025-09-07
MFG-00919,MFG-PL-199,2024-01-12,Line D,Supplier 3,night,798,Operator 3,Machine 6,7.49,standard,52.59,22.86,True,USD,False,22.17,1.45,46.51,5.64,75.76,True,,0,2024-01-22
MFG-00920,MFG-PL-260,2025-12-27,Line B,Supplier 5,evening,195,Operator 3,Machine 5,22.18,premium,28.36,24.81,False,USD,False,23.6,16.57,31.06,9.48,80.71,False,,0,2026-01-18
MFG-00921,MFG-PL-321,2025-01-30,Line B,Supplier 5,night,137,Operator 7,Machine 5,28.06,premium,53.03,8.16,False,USD,False,1.67,28.16,10.48,8.1,48.41,False,,0,2025-02-22
MFG-00922,MFG-PL-382,2024-07-21,Line A,Supplier 3,night,50,Operator 5,Machine 5,18.97,standard,53.92,28.04,True,USD,False,26.37,6.79,30.44,13.32,76.91,False,,0,2024-07-27
MFG-00923,MFG-PL-443,2025-09-10,Line A,Supplier 4,night,1080,Operator 2,Machine 3,42.21,standard,80.57,18.56,False,USD,False,56.64,36.01,0.0,9.76,102.41,False,,0,2025-11-08
MFG-00924,MFG-PL-504,2024-02-13,Line A,Supplier 5,evening,635,Operator 2,Machine 3,22.59,premium,43.88,27.66,True,USD,False,19.72,12.33,39.42,0.0,71.47,False,,0,2024-04-11
MFG-00925,MFG-PL-565,2025-05-08,Line B,Supplier 2,day,237,Operator 3,Machine 2,25.68,premium,41.98,16.1,False,USD,False,7.17,8.92,28.99,3.3,48.39,False,,0,2025-05-15
MFG-00926,MFG-PL-626,2025-12-18,Line A,Supplier 3,day,305,Operator 4,Machine 1,14.4,premium,20.0,16.96,False,USD,False,11.38,10.07,37.83,10.89,70.16,True,,0,2026-02-16
MFG-00927,MFG-PL-687,2024-10-13,Line D,Supplier 5,evening,814,Operator 6,Machine 3,43.38,standard,56.14,29.33,True,USD,False,167.55,0.0,93.77,7.53,268.85,,,1,2024-12-12
MFG-00928,MFG-PL-748,2024-02-21,Line A,Supplier 4,day,1160,Operator 2,Machine 1,26.34,premium,28.83,24.63,False,USD,False,32.29,31.57,14.87,25.88,104.61,False,,0,2024-04-18
MFG-00929,MFG-PL-809,2024-10-25,Line D,Supplier 1,evening,1312,Operator 2,Machine 3,32.16,premium,32.78,14.78,True,USD,False,46.46,21.38,40.13,0.0,107.97,False,,1,2024-12-07
MFG-00930,MFG-PL-870,2025-02-27,Line A,Supplier 3,night,444,Operator 7,Machine 1,32.49,premium,61.92,26.93,False,USD,False,7.98,39.38,9.65,9.18,66.19,False,,0,2025-04-02
MFG-00931,MFG-PL-031,2024-08-02,Line D,Supplier 1,evening,510,Operator 5,Machine 1,19.81,premium,45.39,12.21,False,USD,False,25.27,23.8,8.7,0.0,57.78,True,,0,2024-08-18
MFG-00932,MFG-PL-092,2024-12-03,Line A,Supplier 3,night,157,Operator 3,Machine 5,5.0,standard,71.9,35.03,True,USD,False,27.83,8.78,65.23,4.95,106.8,False,,0,2024-12-11
MFG-00933,MFG-PL-153,2024-01-23,Line D,Supplier 3,day,629,Operator 5,Machine 6,18.18,premium,36.86,31.17,False,USD,False,27.2,39.23,27.51,10.69,104.63,False,,0,2024-01-24
MFG-00934,MFG-PL-214,2024-02-01,Line C,Supplier 5,evening,183,Operator 1,Machine 5,27.19,standard,78.62,17.08,False,USD,False,50.59,5.21,35.63,15.36,106.79,False,,0,2024-02-06
MFG-00935,MFG-PL-275,2024-02-22,Line C,Supplier 3,day,541,Operator 5,Machine 4,11.84,standard,81.16,22.79,False,USD,False,40.43,6.77,18.42,9.17,74.8,False,,0,2024-04-14
MFG-00936,MFG-PL-336,2025-10-07,Line C,Supplier 3,day,459,Operator 4,Machine 6,12.28,premium,41.42,17.13,True,USD,False,31.68,19.6,40.96,2.25,94.5,False,,2,2025-12-01
MFG-00937,MFG-PL-397,2024-07-17,Line C,Supplier 1,day,270,Operator 5,Machine 4,45.96,premium,31.45,25.71,False,USD,True,2.9,33.45,0.0,5.55,41.9,True,2024-07-18,0,2024-07-29
MFG-00938,MFG-PL-458,2025-11-17,Line A,Supplier 5,day,50,Operator 1,Machine 2,38.98,standard,54.06,26.31,False,USD,True,10.26,0.0,0.0,4.18,14.44,False,2025-11-20,1,2025-11-30
MFG-00939,MFG-PL-519,2024-06-23,Line D,Supplier 3,evening,134,Operator 2,Machine 4,36.67,premium,43.44,29.57,False,USD,False,16.13,5.35,0.0,3.5,24.98,False,,0,2024-07-04
MFG-00940,MFG-PL-580,2024-04-25,Line B,Supplier 5,evening,699,Operator 1,Machine 6,29.91,premium,47.45,15.6,False,USD,False,38.52,3.51,0.0,4.49,46.51,False,,0,2024-04-30
MFG-00941,MFG-PL-641,2024-11-10,Line D,Supplier 2,night,831,Operator 2,Machine 5,34.41,standard,51.25,12.64,False,USD,False,21.9,31.45,26.63,7.74,87.72,True,,0,2025-01-01
MFG-00942,MFG-PL-702,2024-01-21,Line D,Supplier 4,day,998,Operator 2,Machine 6,23.74,standard,75.45,40.0,False,USD,False,29.87,9.83,12.84,6.23,58.77,False,,0,2024-02-14
MFG-00943,MFG-PL-763,2025-02-21,Line C,Supplier 3,night,1015,Operator 2,Machine 6,15.71,premium,22.48,7.04,False,USD,True,9.2,23.64,40.96,13.49,87.28,False,2025-02-21,0,2025-04-11
MFG-00944,MFG-PL-824,2025-08-29,Line B,Supplier 1,night,970,Operator 2,Machine 3,38.93,standard,62.43,20.06,True,USD,True,182.69,20.29,110.23,14.18,327.38,False,2025-08-29,0,2025-10-04
MFG-00945,MFG-PL-885,2025-03-05,Line A,Supplier 1,evening,383,Operator 7,Machine 1,31.71,standard,53.75,20.15,False,USD,False,21.96,16.45,8.56,7.44,54.42,False,,0,2025-04-01
MFG-00946,MFG-PL-046,2024-07-26,Line B,Supplier 5,day,810,Operator 5,Machine 4,44.4,premium,50.26,10.99,False,USD,False,43.85,19.0,0.0,0.0,62.85,False,,0,2024-08-01
MFG-00947,MFG-PL-107,2024-06-23,Line B,Supplier 4,day,526,Operator 2,Machine 5,36.17,premium,55.24,11.04,False,USD,False,31.1,20.31,13.15,10.08,74.64,True,,0,2024-08-20
MFG-00948,MFG-PL-168,2025-02-22,Line D,Supplier 2,night,698,Operator 4,Machine 6,43.77,premium,20.0,17.48,False,USD,False,18.53,1.25,1.66,15.09,36.54,False,,0,2025-03-05
MFG-00949,MFG-PL-229,2024-04-29,Line C,Supplier 5,night,50,Operator 2,Machine 5,22.94,standard,52.98,9.69,False,USD,False,20.35,12.13,5.13,24.51,62.12,True,,0,2024-06-15
MFG-00950,MFG-PL-290,2024-08-07,Line A,Supplier 3,evening,781,Operator 6,Machine 5,42.16,premium,44.71,28.51,False,USD,False,16.92,34.73,1.37,11.62,64.64,True,,0,2024-09-13
MFG-00951,MFG-PL-351,2024-05-10,Line A,Supplier 5,evening,608,Operator 8,Machine 2,43.23,premium,65.51,31.51,False,USD,False,54.61,16.8,5.5,0.0,76.91,False,,0,2024-07-04
MFG-00952,MFG-PL-412,2024-07-03,Line B,Supplier 1,day,630,Operator 4,Machine 4,35.32,premium,57.09,31.27,False,USD,True,19.58,16.14,15.98,7.11,58.82,False,2024-07-05,0,2024-07-17
MFG-00953,MFG-PL-473,2024-04-05,Line B,Supplier 1,night,50,Operator 7,Machine 5,28.89,premium,37.6,25.02,False,USD,False,13.79,0.0,0.0,3.42,17.21,False,,2,2024-05-25
MFG-00954,MFG-PL-534,2024-06-26,Line B,Supplier 4,day,658,Operator 8,Machine 1,48.88,premium,65.63,24.65,False,USD,False,47.53,54.04,20.8,0.0,122.37,True,,0,2024-06-28
MFG-00955,MFG-PL-595,2025-05-27,Line D,Supplier 2,day,735,Operator 3,Machine 2,34.08,standard,88.62,28.95,False,USD,False,68.29,67.1,0.71,0.0,136.09,False,,0,2025-06-10
MFG-00956,MFG-PL-656,2025-01-24,Line C,Supplier 1,day,589,Operator 4,Machine 6,49.67,premium,35.56,11.45,False,USD,False,32.42,11.67,22.97,8.81,75.87,False,,0,2025-02-18
MFG-00957,MFG-PL-717,2025-03-11,Line B,Supplier 3,day,612,Operator 4,Machine 6,51.03,premium,64.97,16.78,False,USD,False,8.24,10.53,1.01,5.11,24.89,False,,0,2025-05-02
MFG-00958,MFG-PL-778,2025-07-01,Line C,Supplier 1,night,756,Operator 1,Machine 4,46.51,premium,78.6,13.37,True,USD,False,118.29,14.47,151.8,0.0,284.56,False,,0,2025-08-03
MFG-00959,MFG-PL-839,2024-08-28,Line C,Supplier 4,night,824,Operator 2,Machine 1,34.49,standard,95.0,33.72,False,USD,False,55.15,24.6,2.68,3.25,85.67,False,,0,2024-09-01
MFG-00960,MFG-PL-900,2025-10-22,Line A,Supplier 2,night,989,Operator 2,Machine 6,39.56,standard,61.07,23.29,True,USD,False,180.79,15.95,90.76,8.29,295.79,True,,1,2025-11-23
MFG-00961,MFG-PL-061,2025-05-10,Line A,Supplier 3,day,535,Operator 8,Machine 5,48.24,premium,36.4,8.14,True,USD,False,11.33,13.56,49.41,12.59,86.88,False,,0,2025-05-10
MFG-00962,MFG-PL-122,2025-03-11,Line D,Supplier 4,evening,1104,Operator 2,Machine 6,42.81,premium,42.25,16.51,True,USD,False,115.95,84.02,37.91,10.98,248.87,False,,0,2025-03-31
MFG-00963,MFG-PL-183,2024-04-28,Line B,Supplier 3,day,782,Operator 5,Machine 2,43.97,standard,62.18,25.35,False,USD,False,39.05,12.63,11.64,8.38,71.69,True,,0,2024-06-20
MFG-00964,MFG-PL-244,2024-03-31,Line D,Supplier 3,day,561,Operator 1,Machine 6,35.86,standard,53.93,22.01,True,USD,False,20.49,15.24,34.3,7.53,77.55,False,,0,2024-04-22
MFG-00965,MFG-PL-305,2025-04-28,Line C,Supplier 3,day,375,Operator 3,Machine 1,5.0,standard,55.55,31.37,False,USD,False,3.05,7.41,47.8,20.09,78.35,False,,0,2025-06-24
MFG-00966,MFG-PL-366,2024-06-20,Line D,Supplier 1,evening,1345,Operator 2,Machine 1,37.54,premium,26.78,17.1,False,USD,False,30.44,27.17,3.69,5.8,67.09,False,,0,2024-08-16
MFG-00967,MFG-PL-427,2025-10-04,Line B,Supplier 3,day,229,Operator 1,Machine 6,18.64,premium,44.99,23.24,False,USD,False,0.0,24.63,8.9,10.16,43.7,False,,0,2025-10-22
MFG-00968,MFG-PL-488,2024-10-17,Line B,Supplier 4,day,830,Operator 3,Machine 4,28.0,premium,72.68,13.37,False,USD,False,44.8,4.03,1.27,19.53,69.64,,,0,2024-11-28
MFG-00969,MFG-PL-549,2025-12-18,Line B,Supplier 3,evening,288,Operator 1,Machine 5,17.08,standard,73.05,17.75,False,USD,True,31.68,9.32,11.09,13.14,65.24,True,2025-12-18,0,2025-12-26
MFG-00970,MFG-PL-610,2025-07-21,Line A,Supplier 1,evening,419,Operator 5,Machine 1,34.32,standard,84.55,7.72,False,USD,False,46.38,26.12,2.14,0.01,74.64,False,,0,2025-08-13
MFG-00971,MFG-PL-671,2024-10-17,Line A,Supplier 5,night,527,Operator 6,Machine 6,26.42,premium,30.51,21.92,True,USD,False,16.53,6.69,34.31,5.51,63.03,False,,0,2024-11-13
MFG-00972,MFG-PL-732,2024-03-06,Line C,Supplier 5,evening,529,Operator 7,Machine 4,26.9,premium,55.2,20.04,False,USD,False,13.92,13.96,0.0,0.0,27.88,False,,0,2024-04-10
MFG-00973,MFG-PL-793,2025-03-26,Line C,Supplier 3,day,1693,Operator 2,Machine 3,50.53,premium,20.0,17.64,False,USD,False,49.97,11.79,8.48,24.53,94.77,False,,1,2025-05-09
MFG-00974,MFG-PL-854,2025-02-24,Line C,Supplier 4,day,906,Operator 2,Machine 4,38.35,standard,56.27,25.65,True,USD,False,164.07,32.62,74.4,4.17,275.25,False,,0,2025-03-17
MFG-00975,MFG-PL-015,2024-05-22,Line A,Supplier 3,night,50,Operator 2,Machine 6,30.67,premium,65.73,17.64,True,USD,True,26.79,14.05,31.15,8.5,80.49,False,2024-05-24,0,2024-07-21
MFG-00976,MFG-PL-076,2024-04-17,Line A,Supplier 3,evening,1282,Operator 2,Machine 2,33.8,premium,64.56,28.89,False,USD,False,39.72,17.1,0.0,0.0,56.83,False,,1,2024-04-29
MFG-00977,MFG-PL-137,2024-03-01,Line B,Supplier 3,evening,584,Operator 6,Machine 4,16.85,premium,46.24,22.11,False,USD,True,41.31,11.77,11.42,0.0,64.5,True,2024-03-01,0,2024-04-29
MFG-00978,MFG-PL-198,2024-05-28,Line A,Supplier 5,day,327,Operator 7,Machine 5,26.21,premium,24.87,26.69,False,USD,False,30.31,30.11,0.0,0.0,60.41,False,,0,2024-06-17
MFG-00979,MFG-PL-259,2024-05-18,Line D,Supplier 3,day,361,Operator 1,Machine 2,54.24,standard,58.0,24.29,False,USD,True,13.09,14.23,15.24,0.0,42.57,False,2024-05-18,0,2024-06-21
MFG-00980,MFG-PL-320,2024-04-28,Line B,Supplier 5,day,483,Operator 6,Machine 4,31.56,standard,66.91,27.19,False,USD,False,21.37,24.14,12.71,14.21,72.43,False,,0,2024-06-13
MFG-00981,MFG-PL-381,2024-03-15,Line B,Supplier 3,evening,767,Operator 6,Machine 2,43.73,premium,46.15,19.25,True,USD,False,34.0,6.4,25.11,11.3,76.82,False,,0,2024-04-30
MFG-00982,MFG-PL-442,2024-10-14,Line C,Supplier 1,night,226,Operator 7,Machine 6,27.15,premium,39.21,23.99,False,USD,False,11.33,12.19,17.37,0.0,40.89,False,,0,2024-12-02
MFG-00983,MFG-PL-503,2025-01-31,Line B,Supplier 3,night,825,Operator 3,Machine 5,51.34,premium,81.28,13.68,True,USD,False,34.48,26.8,48.89,5.38,115.55,True,,1,2025-03-11
MFG-00984,MFG-PL-564,2024-02-02,Line A,Supplier 3,night,315,Operator 2,Machine 2,29.82,premium,46.63,22.42,True,USD,False,0.0,20.05,22.0,0.9,42.95,True,,1,2024-03-19
MFG-00985,MFG-PL-625,2024-03-25,Line A,Supplier 3,night,538,Operator 4,Machine 2,38.43,premium,52.17,21.75,True,USD,False,18.37,13.2,43.39,17.84,92.81,False,,1,2024-04-11
MFG-00986,MFG-PL-686,2024-06-12,Line B,Supplier 2,evening,159,Operator 7,Machine 6,38.48,standard,73.41,27.53,False,USD,False,79.66,90.69,6.46,8.72,185.52,False,,0,2024-06-24
MFG-00987,MFG-PL-747,2025-08-17,Line D,Supplier 5,night,971,Operator 2,Machine 3,30.49,premium,31.31,23.33,False,USD,False,13.41,15.02,29.09,0.0,57.52,False,,0,2025-09-04
MFG-00988,MFG-PL-808,2024-09-19,Line C,Supplier 3,day,471,Operator 4,Machine 6,24.68,standard,76.32,14.28,False,USD,False,34.78,9.87,22.27,8.97,75.89,False,,0,2024-10-12
MFG-00989,MFG-PL-869,2025-01-05,Line A,Supplier 2,day,887,Operator 6,Machine 4,39.23,premium,37.81,23.12,False,USD,False,32.18,210.79,18.95,4.37,266.28,True,,0,2025-03-02
MFG-00990,MFG-PL-030,2024-10-28,Line A,Supplier 1,day,845,Operator 4,Machine 3,55.32,standard,54.54,29.45,False,USD,False,26.04,24.82,8.38,0.17,59.41,False,,0,2024-11-18
MFG-00991,MFG-PL-091,2024-12-06,Line A,Supplier 4,night,538,Operator 2,Machine 2,36.52,premium,55.45,23.49,True,USD,True,10.48,6.87,36.63,0.44,54.41,False,2024-12-10,1,2025-01-01
MFG-00992,MFG-PL-152,2025-11-18,Line A,Supplier 4,day,1215,Operator 4,Machine 6,8.12,standard,60.85,25.26,False,USD,True,32.45,18.84,29.26,3.74,84.29,,2025-11-20,0,2025-12-04
MFG-00993,MFG-PL-213,2025-11-15,Line B,Supplier 1,evening,621,Operator 5,Machine 1,28.37,premium,51.55,27.5,False,USD,False,29.4,7.91,22.57,15.95,75.83,False,,0,2025-11-23
MFG-00994,MFG-PL-274,2025-07-15,Line A,Supplier 4,evening,58,Operator 3,Machine 5,40.81,premium,26.85,26.2,True,USD,False,95.07,71.59,47.28,15.92,229.86,False,,2,2025-08-07
MFG-00995,MFG-PL-335,2025-11-01,Line C,Supplier 4,evening,656,Operator 1,Machine 1,48.4,standard,72.12,20.67,False,USD,False,48.47,26.47,21.57,3.41,99.92,False,,0,2025-12-17
MFG-00996,MFG-PL-396,2025-03-07,Line D,Supplier 1,day,626,Operator 6,Machine 6,33.92,premium,31.36,12.03,False,USD,False,25.43,2.76,11.57,28.14,67.89,True,,0,2025-04-24
MFG-00997,MFG-PL-457,2024-12-28,Line B,Supplier 3,night,1322,Operator 1,Machine 1,13.7,standard,57.37,19.3,False,USD,False,79.25,16.5,29.92,125.82,251.49,False,,0,2025-01-22
MFG-00998,MFG-PL-518,2024-08-29,Line D,Supplier 3,evening,944,Operator 2,Machine 1,19.45,premium,27.64,23.89,False,USD,False,12.12,17.26,18.2,19.28,66.85,False,,0,2024-10-26
MFG-00999,MFG-PL-579,2025-08-09,Line A,Supplier 1,day,608,Operator 7,Machine 2,24.58,standard,69.02,3.59,False,USD,False,33.24,10.53,0.59,2.75,47.1,False,,0,2025-09-09
MFG-01000,MFG-PL-640,2025-04-26,Line A,Supplier 3,day,901,Operator 2,Machine 5,47.14,premium,68.65,8.46,False,USD,False,38.79,9.73,4.56,2.48,55.56,True,,0,2025-06-05
MFG-01001,MFG-PL-701,2025-05-30,Line B,Supplier 4,night,678,Operator 1,Machine 3,32.14,premium,30.99,5.88,True,USD,False,114.17,82.18,22.66,6.3,225.32,False,,1,2025-06-16
MFG-01002,MFG-PL-762,2025-01-14,Line A,Supplier 1,evening,597,Operator 7,Machine 4,34.17,standard,62.92,10.45,False,USD,False,37.92,20.88,19.52,11.46,89.79,True,,0,2025-01-25
MFG-01003,MFG-PL-823,2024-08-25,Line A,Supplier 3,night,789,Operator 2,Machine 3,40.43,standard,90.51,18.22,True,USD,False,43.72,19.37,22.0,0.0,85.09,False,,0,2024-09-16
MFG-01004,MFG-PL-884,2025-11-27,Line C,Supplier 2,night,125,Operator 8,Machine 5,42.98,standard,61.43,9.77,True,USD,False,55.96,7.81,165.41,6.39,235.57,,,0,2026-01-12
MFG-01005,MFG-PL-045,2024-07-31,Line A,Supplier 3,evening,317,Operator 7,Machine 3,16.82,premium,43.2,21.31,False,USD,False,1.61,17.73,23.99,7.47,50.8,False,,0,2024-08-20
MFG-01006,MFG-PL-106,2024-03-21,Line C,Supplier 5,day,392,Operator 7,Machine 6,43.8,premium,40.76,18.57,False,USD,False,23.68,2.71,23.67,21.39,71.44,False,,0,2024-05-19
MFG-01007,MFG-PL-167,2024-12-25,Line A,Supplier 4,evening,50,Operator 1,Machine 5,32.61,premium,50.18,26.91,True,USD,False,0.1,12.97,27.32,4.19,44.58,False,,0,2025-02-12
MFG-01008,MFG-PL-228,2024-07-14,Line C,Supplier 1,day,462,Operator 8,Machine 6,32.95,standard,63.48,25.65,False,USD,False,39.27,16.21,0.0,0.0,55.48,False,,0,2024-08-17
MFG-01009,MFG-PL-289,2024-12-08,Line B,Supplier 3,evening,934,Operator 2,Machine 1,42.0,standard,55.21,18.49,True,USD,False,152.6,0.0,89.9,17.2,259.7,,,0,2025-01-20
MFG-01010,MFG-PL-350,2025-01-26,Line B,Supplier 2,evening,812,Operator 8,Machine 3,34.12,premium,66.31,22.56,True,USD,False,33.67,25.38,27.41,6.72,93.18,False,,0,2025-03-17
MFG-01011,MFG-PL-411,2024-08-02,Line C,Supplier 3,day,397,Operator 5,Machine 3,37.09,premium,48.72,28.75,False,USD,False,16.25,1.97,6.41,17.68,42.31,,,0,2024-09-16
MFG-01012,MFG-PL-472,2025-02-07,Line C,Supplier 2,day,171,Operator 7,Machine 5,33.12,premium,56.32,25.49,False,USD,False,19.95,7.28,7.92,0.0,35.15,False,,0,2025-03-07
MFG-01013,MFG-PL-533,2025-12-19,Line C,Supplier 2,night,1077,Operator 2,Machine 5,48.68,standard,56.65,29.4,False,USD,False,46.67,22.5,0.0,2.37,71.54,,,1,2026-01-30
MFG-01014,MFG-PL-594,2024-11-06,Line A,Supplier 2,evening,677,Operator 4,Machine 2,38.71,standard,78.76,25.67,False,USD,False,22.06,18.57,25.7,4.11,70.44,False,,0,2024-11-13
MFG-01015,MFG-PL-655,2024-05-18,Line A,Supplier 2,evening,1011,Operator 2,Machine 3,30.58,premium,56.02,20.31,False,USD,False,41.97,16.74,8.08,2.62,69.41,False,,0,2024-07-10
MFG-01016,MFG-PL-716,2025-07-28,Line C,Supplier 4,day,270,Operator 4,Machine 5,25.45,premium,44.88,24.85,False,USD,False,101.54,82.64,34.22,0.0,218.4,False,,0,2025-08-08
MFG-01017,MFG-PL-777,2024-12-31,Line A,Supplier 2,evening,678,Operator 5,Machine 6,27.06,premium,47.18,30.17,True,USD,False,36.94,18.02,22.0,12.2,89.17,False,,0,2025-02-20
MFG-01018,MFG-PL-838,2025-02-04,Line B,Supplier 2,evening,310,Operator 7,Machine 5,27.47,premium,31.44,19.89,False,USD,True,0.0,18.62,6.57,14.07,39.26,True,2025-02-04,0,2025-04-05
MFG-01019,MFG-PL-899,2025-10-15,Line D,Supplier 5,day,50,Operator 5,Machine 5,13.76,premium,45.49,33.85,False,USD,False,0.0,2.49,17.56,22.47,42.52,False,,0,2025-11-17
MFG-01020,MFG-PL-060,2024-11-13,Line A,Supplier 5,evening,1198,Operator 2,Machine 6,21.51,premium,49.02,18.0,True,USD,True,50.79,17.18,27.01,11.86,106.84,False,2024-11-17,0,2024-11-16
MFG-01021,MFG-PL-121,2025-04-23,Line C,Supplier 2,evening,947,Operator 2,Machine 6,55.66,premium,47.05,18.98,True,USD,True,33.0,17.29,28.92,0.0,79.2,False,2025-04-28,0,2025-05-25
MFG-01022,MFG-PL-182,2024-02-05,Line C,Supplier 3,day,833,Operator 4,Machine 2,44.09,premium,22.8,16.69,False,USD,False,35.36,7.24,4.43,12.26,59.29,False,,1,2024-04-03
MFG-01023,MFG-PL-243,2024-02-29,Line A,Supplier 4,night,919,Operator 2,Machine 2,39.44,premium,20.0,12.35,True,USD,False,30.89,18.65,25.56,12.21,87.32,False,,0,2024-03-06
MFG-01024,MFG-PL-304,2024-01-28,Line A,Supplier 1,evening,233,Operator 4,Machine 5,20.93,premium,56.55,27.02,False,USD,False,17.03,0.0,29.86,12.07,58.97,False,,0,2024-03-05
MFG-01025,MFG-PL-365,2025-09-19,Line D,Supplier 4,night,717,Operator 6,Machine 6,47.01,premium,37.14,14.85,False,USD,True,118.81,89.36,8.1,0.0,216.26,False,2025-09-20,0,2025-10-23
MFG-01026,MFG-PL-426,2024-06-14,Line C,Supplier 2,evening,177,Operator 8,Machine 5,34.95,premium,40.63,9.69,True,USD,False,0.01,4.56,22.0,1.38,27.95,False,,0,2024-07-31
MFG-01027,MFG-PL-487,2025-11-17,Line A,Supplier 2,evening,663,Operator 5,Machine 6,11.56,premium,49.62,14.38,False,USD,True,26.93,16.48,21.84,0.31,65.56,False,2025-11-21,0,2026-01-07
MFG-01028,MFG-PL-548,2024-01-21,Line C,Supplier 3,day,304,Operator 1,Machine 1,29.29,standard,78.28,20.02,False,USD,False,17.75,13.05,0.0,21.48,52.27,True,,0,2024-01-21
MFG-01029,MFG-PL-609,2025-05-30,Line B,Supplier 1,evening,882,Operator 8,Machine 2,38.64,premium,35.84,10.73,False,USD,False,7.29,23.27,6.44,2.9,39.91,False,,0,2025-06-14
MFG-01030,MFG-PL-670,2025-07-31,Line D,Supplier 3,evening,1191,Operator 2,Machine 3,28.08,standard,57.61,27.73,False,USD,False,33.18,0.0,23.21,0.0,56.39,False,,0,2025-09-13
MFG-01031,MFG-PL-731,2024-10-09,Line A,Supplier 4,day,602,Operator 2,Machine 3,23.73,premium,30.26,20.32,False,USD,False,25.32,11.53,8.88,3.22,48.94,False,,1,2024-11-30
MFG-01032,MFG-PL-792,2025-01-26,Line A,Supplier 4,evening,607,Operator 4,Machine 4,24.09,standard,58.36,19.72,False,USD,False,20.06,15.91,8.88,0.0,44.85,True,,0,2025-02-12
MFG-01033,MFG-PL-853,2025-08-12,Line C,Supplier 1,night,740,Operator 3,Machine 6,27.99,standard,79.09,18.29,True,USD,False,82.52,26.49,160.9,14.3,284.21,,,0,2025-10-11
MFG-01034,MFG-PL-014,2024-01-23,Line A,Supplier 5,day,476,Operator 5,Machine 2,47.63,premium,48.3,15.77,False,USD,False,0.0,27.07,15.44,6.94,49.45,True,,2,2024-02-17
MFG-01035,MFG-PL-075,2025-10-24,Line D,Supplier 3,night,445,Operator 1,Machine 1,55.31,standard,57.56,24.79,False,USD,False,36.59,12.06,0.0,23.69,72.34,False,,0,2025-11-03
MFG-01036,MFG-PL-136,2024-08-24,Line A,Supplier 2,evening,1122,Operator 2,Machine 3,28.97,premium,42.28,25.29,False,USD,False,67.61,0.35,11.47,0.0,79.43,False,,0,2024-08-26
MFG-01037,MFG-PL-197,2024-10-17,Line D,Supplier 4,day,414,Operator 8,Machine 5,45.94,standard,74.63,20.79,False,USD,False,30.41,11.07,19.3,0.0,60.79,True,,0,2024-10-31
MFG-01038,MFG-PL-258,2025-08-08,Line B,Supplier 3,evening,326,Operator 5,Machine 6,11.41,premium,49.29,31.67,False,USD,False,15.76,18.38,29.34,23.75,87.22,False,,1,2025-08-18
MFG-01039,MFG-PL-319,2024-03-14,Line C,Supplier 5,day,553,Operator 7,Machine 5,41.22,premium,38.05,8.72,False,USD,False,11.59,14.03,21.87,7.28,54.76,False,,1,2024-04-03
MFG-01040,MFG-PL-380,2024-02-11,Line A,Supplier 3,night,754,Operator 4,Machine 1,26.58,premium,43.37,18.33,False,USD,True,9.95,24.59,10.22,0.0,44.76,,2024-02-14,0,2024-02-20
MFG-01041,MFG-PL-441,2025-10-14,Line D,Supplier 2,evening,742,Operator 4,Machine 3,42.55,standard,54.06,14.94,False,USD,False,2.79,20.26,5.51,11.77,40.33,True,,0,2025-11-15
MFG-01042,MFG-PL-502,2024-04-27,Line D,Supplier 5,day,730,Operator 2,Machine 2,44.36,premium,49.83,28.57,False,USD,False,36.02,31.09,2.56,19.49,89.16,False,,0,2024-05-12
MFG-01043,MFG-PL-563,2025-02-04,Line A,Supplier 5,day,326,Operator 4,Machine 2,34.85,premium,44.03,11.8,True,USD,False,22.25,19.39,35.22,13.45,90.31,False,,0,2025-03-11
MFG-01044,MFG-PL-624,2025-04-21,Line C,Supplier 5,day,557,Operator 3,Machine 5,33.92,premium,49.75,19.4,False,USD,False,0.0,27.61,14.9,0.0,42.51,False,,0,2025-04-29
