deal_id,account_id,deal_created_date,lead_source,industry,company_size_band,deal_size_usd,sales_rep,sales_region,product_line,discount_requested_pct,competitor_involved,lead_score,decision_maker_engaged,currency,lost,won_amount_usd,sales_cost_usd,discount_leakage_usd,gross_deal_margin_usd,net_deal_contribution_usd,expansion_180d,close_date,notes_count,last_modified_at
DEAL-01414,DEAL-ACC-1094,2024-10-25,organic,retail,enterprise,152006.62,Rep 4,Region West,Standalone,11.13,True,76,True,USD,True,0.0,6976.64,16912.99,-6976.64,-23889.63,True,,0,2024-10-26
DEAL-01415,DEAL-ACC-0655,2024-09-24,organic,retail,large,53528.43,Rep 3,Region East,Standalone,27.62,False,73,False,USD,False,53528.43,4467.68,14787.21,49060.75,34273.54,,2024-12-17,0,2024-11-23
DEAL-01416,DEAL-ACC-0216,2025-02-14,paid,finance,small,7107.51,Rep 4,Region East,Standalone,21.38,False,39,False,USD,True,0.0,1401.09,1519.59,-1401.09,-2920.68,,2025-04-18,0,2025-03-11
DEAL-01417,DEAL-ACC-2377,2024-09-08,organic,retail,large,61991.12,Rep 5,Region South,Platform,8.98,False,55,False,USD,False,61991.12,990.6,5568.96,61000.52,55431.56,True,,0,2024-10-13
DEAL-01418,DEAL-ACC-1938,2025-09-19,cold_call,retail,medium,25875.9,Rep 4,Region West,Standalone,11.11,False,59,False,USD,False,25875.9,2338.81,2873.74,23537.08,20663.34,False,2025-12-03,0,2025-10-05
DEAL-01419,DEAL-ACC-1499,2024-12-04,cold_call,finance,large,62587.62,Rep 6,Region Central,Standalone,11.07,False,65,True,USD,False,62587.62,15509.18,6927.7,47078.45,40150.75,True,2025-02-04,0,2024-12-18
DEAL-01420,DEAL-ACC-1060,2024-11-01,organic,finance,small,9417.93,Rep 3,Region East,Standalone,4.98,True,57,False,USD,False,9417.93,3938.05,469.25,5479.88,5010.63,False,2025-01-24,1,2024-11-01
DEAL-01421,DEAL-ACC-0621,2024-08-07,cold_call,healthcare,small,7689.36,Rep 5,Region South,Platform,19.16,False,53,False,USD,False,7689.36,970.55,1473.49,6718.81,5245.31,True,2024-08-14,0,2024-09-14
DEAL-01422,DEAL-ACC-0182,2025-12-15,paid,tech,large,64090.13,Rep 5,Region South,Platform,0.0,False,73,False,USD,False,64090.13,10114.73,0.0,53975.4,53975.4,False,2026-03-03,0,2025-12-29
DEAL-01423,DEAL-ACC-2343,2024-12-24,organic,finance,medium,23420.29,Rep 8,Region East,Platform,4.12,False,60,False,USD,True,0.0,4286.8,965.95,-4286.8,-5252.76,,,1,2025-01-07
DEAL-01424,DEAL-ACC-1904,2025-03-04,paid,tech,small,10086.62,Rep 6,Region West,Suite,7.03,False,25,True,USD,False,10086.62,1403.97,709.52,8682.66,7973.14,False,2025-03-17,0,2025-03-20
DEAL-01425,DEAL-ACC-1465,2024-06-06,webinar,healthcare,medium,25379.12,Rep 2,Region West,Suite,6.51,False,58,False,USD,True,0.0,2426.88,1652.41,-2426.88,-4079.29,,2024-06-15,0,2024-06-28
DEAL-01426,DEAL-ACC-1026,2025-03-29,webinar,finance,medium,35146.19,Rep 6,Region Central,Platform,10.26,False,43,True,USD,False,35146.19,12898.2,3606.05,22247.99,18641.94,False,2025-04-04,0,2025-04-03
DEAL-01427,DEAL-ACC-0587,2024-05-24,webinar,tech,medium,29268.34,Rep 5,Region West,Suite,22.01,False,35,False,USD,True,0.0,9035.19,6441.2,-9035.19,-15476.39,,2024-07-04,0,2024-06-04
DEAL-01428,DEAL-ACC-0148,2024-10-27,webinar,healthcare,medium,27529.39,Rep 4,Region East,Platform,10.89,True,83,True,USD,False,27529.39,2086.94,2996.97,25442.45,22445.48,False,2024-12-03,1,2024-10-27
DEAL-01429,DEAL-ACC-2309,2024-08-10,paid,manufacturing,small,7489.44,Rep 5,Region East,Standalone,2.25,True,69,False,USD,False,7489.44,1375.24,168.27,6114.2,5945.93,False,2024-08-26,2,2024-08-29
DEAL-01430,DEAL-ACC-1870,2024-03-10,webinar,finance,small,8763.14,Rep 2,Region South,Suite,9.51,True,61,False,USD,False,8763.14,2056.4,833.49,6706.74,5873.25,False,2024-03-18,1,2024-03-25
DEAL-01431,DEAL-ACC-1431,2025-11-05,referral,tech,small,6744.75,Rep 8,Region West,Suite,18.64,False,81,False,USD,False,6744.75,0.0,1257.25,6744.75,5487.51,True,2026-01-13,0,2025-12-30
DEAL-01432,DEAL-ACC-0992,2024-08-02,referral,tech,large,57754.17,Rep 8,Region Central,Suite,13.45,False,63,False,USD,False,57754.17,12243.86,7766.78,45510.32,37743.54,True,,0,2024-08-17
DEAL-01433,DEAL-ACC-0553,2024-09-15,webinar,retail,large,60672.84,Rep 1,Region Central,Platform,0.0,True,39,False,USD,False,60672.84,13652.81,0.0,47020.03,47020.03,True,2024-11-23,0,2024-09-22
DEAL-01434,DEAL-ACC-0114,2024-06-06,cold_call,manufacturing,large,70744.1,Rep 1,Region East,Platform,7.34,False,42,False,USD,False,70744.1,18815.55,5189.51,51928.55,46739.04,False,2024-07-30,0,2024-06-19
DEAL-01435,DEAL-ACC-2275,2024-10-08,paid,tech,enterprise,127431.66,Rep 7,Region East,Standalone,10.77,False,51,False,USD,False,127431.66,19790.04,13726.31,107641.61,93915.3,True,2024-12-11,0,2024-11-06
DEAL-01436,DEAL-ACC-1836,2025-06-13,paid,manufacturing,large,59333.54,Rep 7,Region Central,Platform,10.03,True,54,False,USD,False,59333.54,12062.42,5954.06,47271.11,41317.05,True,,2,2025-06-18
DEAL-01437,DEAL-ACC-1397,2025-12-06,cold_call,manufacturing,large,60026.29,Rep 4,Region South,Platform,5.4,False,11,False,USD,False,60026.29,16621.78,3240.9,43404.51,40163.61,False,2026-02-01,0,2026-01-24
DEAL-01438,DEAL-ACC-0958,2024-01-16,referral,manufacturing,large,54905.01,Rep 2,Region East,Suite,0.61,False,53,True,USD,False,54905.01,9331.77,332.53,45573.23,45240.7,,2024-02-21,0,2024-02-20
DEAL-01439,DEAL-ACC-0519,2024-04-29,referral,healthcare,large,50153.04,Rep 6,Region South,Suite,19.5,False,99,True,USD,False,50153.04,0.0,9782.08,50153.04,40370.96,True,2024-05-23,0,2024-05-01
DEAL-01440,DEAL-ACC-0080,2025-07-09,organic,tech,medium,24316.8,Rep 7,Region South,Suite,19.42,True,71,True,USD,False,24316.8,66.74,4723.42,24250.07,19526.65,False,2025-08-27,0,2025-08-26
DEAL-01441,DEAL-ACC-2241,2025-01-12,webinar,healthcare,large,82302.58,Rep 6,Region West,Platform,14.11,False,89,False,USD,False,82302.58,24503.94,11613.51,57798.64,46185.13,False,2025-02-21,0,2025-02-08
DEAL-01442,DEAL-ACC-1802,2024-08-13,webinar,finance,medium,26807.8,Rep 3,Region Central,Platform,8.35,False,44,False,USD,False,26807.8,5708.65,2237.34,21099.14,18861.8,True,2024-09-14,0,2024-09-27
DEAL-01443,DEAL-ACC-1363,2025-12-15,organic,tech,medium,28064.32,Rep 4,Region South,Platform,12.01,False,55,False,USD,False,28064.32,3876.97,3371.2,24187.36,20816.16,False,2026-02-07,0,2026-02-06
DEAL-01444,DEAL-ACC-0924,2024-10-16,cold_call,retail,small,7077.34,Rep 1,Region South,Standalone,7.42,True,69,False,USD,False,7077.34,0.0,524.82,7077.34,6552.51,True,2025-01-02,0,2024-11-19
DEAL-01445,DEAL-ACC-0485,2025-09-15,organic,tech,large,72393.8,Rep 4,Region West,Standalone,18.62,True,88,False,USD,False,72393.8,1642.67,13476.99,70751.12,57274.13,False,2025-10-11,0,2025-10-09
DEAL-01446,DEAL-ACC-0046,2024-08-11,paid,retail,small,8234.11,Rep 7,Region East,Platform,11.58,True,87,False,USD,True,0.0,1170.68,953.82,-1170.68,-2124.5,,2024-08-31,0,2024-09-12
DEAL-01447,DEAL-ACC-2207,2024-10-03,organic,tech,medium,22441.74,Rep 1,Region South,Standalone,14.05,False,67,True,USD,False,22441.74,3480.03,3153.17,18961.71,15808.54,False,,0,2024-10-30
DEAL-01448,DEAL-ACC-1768,2024-03-24,cold_call,tech,small,7834.76,Rep 5,Region South,Standalone,15.39,False,48,False,USD,False,7834.76,1597.62,1205.47,6237.14,5031.67,False,,1,2024-04-04
DEAL-01449,DEAL-ACC-1329,2025-10-14,webinar,tech,large,60366.69,Rep 4,Region East,Platform,13.53,False,74,False,USD,False,60366.69,3005.35,8169.37,57361.34,49191.98,False,2026-01-10,0,2025-12-08
DEAL-01450,DEAL-ACC-0890,2025-11-12,webinar,manufacturing,medium,28921.25,Rep 7,Region Central,Standalone,32.02,True,46,False,USD,False,28921.25,4037.7,9260.84,24883.54,15622.71,True,2026-01-15,1,2025-12-28
DEAL-01451,DEAL-ACC-0451,2025-11-05,organic,tech,large,56370.69,Rep 2,Region East,Suite,10.95,False,84,False,USD,False,56370.69,10732.1,6170.96,45638.59,39467.62,True,2026-01-12,0,2025-11-27
DEAL-01452,DEAL-ACC-0012,2024-03-24,cold_call,healthcare,small,8916.87,Rep 1,Region Central,Standalone,9.38,True,46,False,USD,True,0.0,2954.9,836.32,-2954.9,-3791.23,,2024-04-23,0,2024-03-31
DEAL-01453,DEAL-ACC-2173,2025-04-29,organic,retail,medium,21756.55,Rep 5,Region East,Standalone,17.36,False,87,False,USD,True,0.0,647.32,3777.6,-647.32,-4424.92,False,2025-06-28,0,2025-04-30
DEAL-01454,DEAL-ACC-1734,2025-06-17,cold_call,retail,small,8057.38,Rep 5,Region Central,Platform,3.65,False,63,False,USD,False,8057.38,0.0,293.75,8057.38,7763.63,True,2025-06-23,0,2025-06-24
DEAL-01455,DEAL-ACC-1295,2025-10-18,paid,healthcare,medium,31146.43,Rep 8,Region South,Suite,6.46,True,26,False,USD,False,31146.43,6104.8,2012.85,25041.63,23028.78,True,2025-12-14,1,2025-12-14
DEAL-01456,DEAL-ACC-0856,2024-02-18,paid,manufacturing,enterprise,163518.25,Rep 3,Region West,Standalone,10.98,True,41,False,USD,False,163518.25,33954.14,17948.48,129564.1,111615.62,True,2024-04-30,0,2024-03-07
DEAL-01457,DEAL-ACC-0417,2024-03-15,paid,retail,large,43284.0,Rep 3,Region East,Platform,10.34,False,75,False,USD,False,43284.0,1803.94,4473.65,41480.07,37006.41,False,2024-03-23,0,2024-04-15
DEAL-01458,DEAL-ACC-2578,2024-05-20,cold_call,tech,small,8329.11,Rep 5,Region East,Standalone,0.0,False,40,False,USD,False,8329.11,2415.56,0.0,5913.55,5913.55,,2024-07-01,1,2024-06-16
DEAL-01459,DEAL-ACC-2139,2024-02-19,organic,tech,medium,29010.02,Rep 7,Region West,Standalone,15.15,True,94,False,USD,False,29010.02,1362.24,4393.74,27647.78,23254.05,False,,0,2024-03-30
DEAL-01460,DEAL-ACC-1700,2025-05-28,cold_call,retail,medium,29040.35,Rep 1,Region West,Standalone,7.6,False,55,False,USD,False,29040.35,7384.95,2206.44,21655.4,19448.96,False,2025-06-18,1,2025-05-31
DEAL-01461,DEAL-ACC-1261,2025-12-10,referral,tech,medium,34245.89,Rep 4,Region Central,Suite,21.68,False,46,False,USD,False,34245.89,6697.64,7424.04,27548.24,20124.2,,2026-01-29,0,2025-12-12
DEAL-01462,DEAL-ACC-0822,2025-10-23,referral,tech,medium,24613.67,Rep 2,Region West,Standalone,11.97,False,43,False,USD,True,0.0,5749.8,2947.11,-5749.8,-8696.91,,2025-11-25,0,2025-12-21
DEAL-01463,DEAL-ACC-0383,2024-02-26,cold_call,finance,small,5572.54,Rep 5,Region Central,Standalone,16.55,True,40,False,USD,False,5572.54,1245.48,922.26,4327.07,3404.81,True,2024-05-24,0,2024-03-25
DEAL-01464,DEAL-ACC-2544,2025-08-09,paid,tech,medium,22023.22,Rep 3,Region West,Platform,0.0,False,66,True,USD,False,22023.22,5640.85,0.0,16382.37,16382.37,True,2025-10-02,0,2025-09-06
DEAL-01465,DEAL-ACC-2105,2024-06-28,cold_call,finance,large,65896.3,Rep 4,Region South,Platform,11.21,False,47,True,USD,False,65896.3,19391.94,7388.27,46504.36,39116.1,True,2024-08-21,0,2024-08-07
DEAL-01466,DEAL-ACC-1666,2024-04-30,paid,tech,enterprise,147789.72,Rep 7,Region South,Standalone,12.53,False,34,False,USD,False,147789.72,48457.78,18513.08,99331.94,80818.86,,2024-06-26,2,2024-05-12
DEAL-01467,DEAL-ACC-1227,2024-01-05,organic,tech,small,7057.72,Rep 8,Region Central,Standalone,16.99,True,64,False,USD,False,7057.72,927.18,1198.89,6130.55,4931.66,True,2024-04-04,1,2024-02-14
DEAL-01468,DEAL-ACC-0788,2025-10-12,referral,retail,large,63529.02,Rep 5,Region East,Standalone,20.69,False,28,False,USD,False,63529.02,13894.96,13142.83,49634.06,36491.23,True,2025-12-02,1,2025-10-17
DEAL-01469,DEAL-ACC-0349,2024-05-31,referral,healthcare,small,10079.16,Rep 6,Region East,Platform,8.66,False,63,False,USD,False,10079.16,1403.68,873.01,8675.48,7802.47,True,2024-08-01,0,2024-06-24
DEAL-01470,DEAL-ACC-2510,2024-04-09,webinar,tech,medium,26418.1,Rep 1,Region Central,Platform,9.17,False,82,False,USD,False,26418.1,0.0,2422.79,26418.1,23995.31,True,2024-05-06,0,2024-06-02
DEAL-01471,DEAL-ACC-2071,2024-02-25,referral,retail,small,10151.54,Rep 4,Region Central,Platform,13.17,False,70,False,USD,False,10151.54,2273.14,1337.44,7878.4,6540.96,,2024-04-23,0,2024-04-21
DEAL-01472,DEAL-ACC-1632,2024-06-08,paid,healthcare,small,8494.28,Rep 5,Region West,Suite,18.82,False,66,False,USD,False,8494.28,1872.42,1598.31,6621.86,5023.55,,2024-08-05,0,2024-08-03
DEAL-01473,DEAL-ACC-1193,2025-06-15,referral,retail,medium,25280.56,Rep 5,Region West,Platform,12.44,False,33,False,USD,True,0.0,5010.02,3144.66,-5010.02,-8154.67,,2025-08-05,0,2025-07-01
DEAL-01474,DEAL-ACC-0754,2024-10-04,cold_call,manufacturing,medium,28825.49,Rep 5,Region Central,Standalone,0.36,True,58,True,USD,False,28825.49,5185.1,103.1,23640.4,23537.29,True,,0,2024-11-19
DEAL-01475,DEAL-ACC-0315,2025-02-17,cold_call,finance,large,58145.17,Rep 3,Region West,Standalone,8.95,False,71,True,USD,False,58145.17,14934.6,5205.97,43210.57,38004.61,,2025-05-10,0,2025-03-15
DEAL-01476,DEAL-ACC-2476,2025-03-25,organic,manufacturing,small,6387.66,Rep 4,Region West,Suite,16.93,True,65,False,USD,False,6387.66,233.2,1081.51,6154.47,5072.96,False,2025-04-16,0,2025-05-17
DEAL-01477,DEAL-ACC-2037,2025-10-30,organic,tech,small,8454.8,Rep 3,Region Central,Suite,0.0,True,40,True,USD,True,0.0,319.91,0.0,-319.91,-319.91,False,2026-01-09,0,2025-11-09
DEAL-01478,DEAL-ACC-1598,2024-10-08,webinar,tech,enterprise,167509.29,Rep 2,Region East,Platform,10.31,True,64,False,USD,True,0.0,13928.5,17262.64,-13928.5,-31191.14,,2024-12-02,1,2024-10-21
DEAL-01479,DEAL-ACC-1159,2024-04-14,paid,tech,small,6694.49,Rep 5,Region South,Platform,18.73,True,88,False,USD,False,6694.49,606.11,1253.97,6088.37,4834.41,True,2024-06-05,0,2024-05-12
DEAL-01480,DEAL-ACC-0720,2025-04-24,referral,manufacturing,small,10322.53,Rep 3,Region Central,Platform,24.5,False,62,False,USD,False,10322.53,0.0,2528.86,10322.53,7793.67,True,2025-05-31,0,2025-05-10
DEAL-01481,DEAL-ACC-0281,2025-09-29,cold_call,retail,small,7383.67,Rep 8,Region East,Suite,22.02,True,75,True,USD,False,7383.67,581.74,1625.7,6801.93,5176.22,True,2025-10-08,0,2025-11-18
DEAL-01482,DEAL-ACC-2442,2025-05-24,webinar,retail,small,8455.26,Rep 4,Region South,Suite,15.53,False,73,False,USD,False,8455.26,578.29,1313.27,7876.97,6563.7,False,2025-08-08,0,2025-05-26
DEAL-01483,DEAL-ACC-2003,2024-05-24,cold_call,healthcare,medium,23259.49,Rep 4,Region South,Platform,27.95,True,64,False,USD,False,23259.49,5403.29,6501.14,17856.2,11355.06,True,,0,2024-06-20
DEAL-01484,DEAL-ACC-1564,2025-04-09,webinar,tech,large,43400.5,Rep 2,Region East,Standalone,0.0,False,71,False,USD,False,43400.5,5689.26,0.0,37711.24,37711.24,True,2025-05-23,0,2025-06-04
DEAL-01485,DEAL-ACC-1125,2024-12-23,webinar,manufacturing,small,10321.95,Rep 7,Region West,Standalone,6.05,True,65,True,USD,True,0.0,1827.85,624.41,-1827.85,-2452.26,False,2024-12-28,0,2025-01-18
DEAL-01486,DEAL-ACC-0686,2024-10-02,organic,healthcare,large,48037.75,Rep 2,Region Central,Standalone,22.4,True,69,False,USD,False,48037.75,1644.16,10759.49,46393.59,35634.1,True,2024-10-28,0,2024-11-26
DEAL-01487,DEAL-ACC-0247,2025-09-15,paid,healthcare,enterprise,177238.38,Rep 3,Region East,Platform,10.89,True,66,False,USD,False,177238.38,23381.83,19301.67,153856.55,134554.88,False,2025-11-12,0,2025-09-25
DEAL-01488,DEAL-ACC-2408,2024-01-09,cold_call,healthcare,medium,23464.5,Rep 6,Region Central,Platform,0.0,False,71,True,USD,False,23464.5,4115.86,0.0,19348.64,19348.64,False,2024-03-06,0,2024-03-01
DEAL-01489,DEAL-ACC-1969,2024-10-17,webinar,retail,medium,28710.14,Rep 7,Region West,Suite,30.14,False,81,False,USD,False,28710.14,0.0,8654.61,28710.14,20055.53,True,2024-11-19,1,2024-12-13
DEAL-01490,DEAL-ACC-1530,2025-07-12,referral,tech,large,69709.22,Rep 6,Region West,Standalone,14.04,True,51,True,USD,False,69709.22,7588.19,9787.29,62121.04,52333.74,False,2025-08-17,0,2025-08-29
DEAL-01491,DEAL-ACC-1091,2025-03-31,organic,finance,medium,23531.06,Rep 5,Region East,Suite,22.31,True,78,True,USD,False,23531.06,4256.68,5250.53,19274.38,14023.85,True,2025-06-25,0,2025-05-05
DEAL-01492,DEAL-ACC-0652,2025-04-04,cold_call,tech,medium,29043.29,Rep 4,Region South,Standalone,26.98,False,55,True,USD,False,29043.29,4660.37,7835.65,24382.93,16547.28,True,,0,2025-04-21
DEAL-01493,DEAL-ACC-0213,2024-11-23,cold_call,manufacturing,small,7441.66,Rep 1,Region West,Standalone,16.68,False,60,False,USD,False,7441.66,1719.12,1241.63,5722.54,4480.91,True,2025-02-03,0,2024-12-01
DEAL-01494,DEAL-ACC-2374,2024-07-09,organic,tech,enterprise,174916.59,Rep 2,Region West,Suite,20.0,False,78,False,USD,False,174916.59,15282.37,34986.92,159634.21,124647.29,False,2024-08-11,0,2024-07-29
DEAL-01495,DEAL-ACC-1935,2025-05-14,organic,retail,medium,24540.23,Rep 8,Region South,Suite,22.13,False,39,True,USD,False,24540.23,7016.68,5431.89,17523.56,12091.67,True,2025-06-10,0,2025-05-14
DEAL-01496,DEAL-ACC-1496,2024-03-31,cold_call,manufacturing,medium,20033.97,Rep 4,Region Central,Standalone,12.63,True,29,False,USD,False,20033.97,4083.08,2530.08,15950.89,13420.81,True,2024-05-15,0,2024-04-03
DEAL-01497,DEAL-ACC-1057,2024-05-14,webinar,retail,small,6471.56,Rep 6,Region South,Standalone,8.84,False,40,False,USD,False,6471.56,1867.48,572.17,4604.08,4031.91,False,2024-06-16,0,2024-06-13
DEAL-01498,DEAL-ACC-0618,2024-09-28,webinar,retail,enterprise,132034.51,Rep 1,Region Central,Suite,22.94,False,75,True,USD,True,0.0,8478.47,30283.05,-8478.47,-38761.53,False,2024-11-16,1,2024-10-22
DEAL-01499,DEAL-ACC-0179,2025-02-23,referral,finance,small,6066.82,Rep 3,Region Central,Standalone,8.59,True,81,True,USD,True,0.0,806.62,521.16,-806.62,-1327.78,,2025-04-07,0,2025-03-17
DEAL-01500,DEAL-ACC-2340,2025-08-08,paid,retail,large,56167.86,Rep 6,Region South,Standalone,13.04,False,79,False,USD,False,56167.86,1733.24,7326.54,54434.62,47108.08,False,2025-09-13,0,2025-08-10
DEAL-01501,DEAL-ACC-1901,2024-04-27,paid,healthcare,medium,26570.74,Rep 6,Region East,Platform,0.43,False,81,False,USD,False,26570.74,2279.57,113.57,24291.18,24177.61,True,,0,2024-05-29
DEAL-01502,DEAL-ACC-1462,2025-05-24,cold_call,retail,large,60748.79,Rep 8,Region West,Platform,16.99,True,30,False,USD,False,60748.79,9655.28,10323.69,51093.51,40769.81,False,2025-07-11,0,2025-06-22
DEAL-01503,DEAL-ACC-1023,2024-03-03,organic,finance,medium,27057.47,Rep 6,Region Central,Suite,16.03,False,85,False,USD,False,27057.47,4858.37,4337.41,22199.09,17861.68,True,2024-04-26,1,2024-04-18
DEAL-01504,DEAL-ACC-0584,2025-07-21,paid,healthcare,medium,26868.27,Rep 1,Region Central,Standalone,6.47,False,24,True,USD,False,26868.27,10984.94,1738.77,15883.33,14144.57,False,,0,2025-09-19
DEAL-01505,DEAL-ACC-0145,2025-12-31,organic,tech,large,52964.54,Rep 4,Region West,Standalone,3.06,False,72,False,USD,False,52964.54,4075.83,1620.56,48888.72,47268.16,True,2026-01-27,0,2026-02-18
DEAL-01506,DEAL-ACC-2306,2025-05-10,cold_call,finance,small,8298.81,Rep 3,Region West,Standalone,15.71,True,44,False,USD,False,8298.81,2295.71,1303.4,6003.1,4699.71,True,2025-07-15,0,2025-06-14
DEAL-01507,DEAL-ACC-1867,2024-05-06,cold_call,finance,medium,32635.9,Rep 1,Region South,Standalone,25.86,True,67,True,USD,False,32635.9,6025.01,8440.06,26610.89,18170.83,True,2024-06-07,0,2024-06-27
DEAL-01508,DEAL-ACC-1428,2024-03-07,cold_call,healthcare,medium,19779.99,Rep 1,Region West,Suite,21.58,False,56,True,USD,False,19779.99,2542.57,4268.14,17237.42,12969.28,True,,0,2024-03-17
DEAL-01509,DEAL-ACC-0989,2024-02-27,webinar,finance,small,11437.57,Rep 2,Region West,Suite,18.24,False,65,True,USD,False,11437.57,3458.97,2086.49,7978.6,5892.11,True,2024-04-25,0,2024-04-06
DEAL-01510,DEAL-ACC-0550,2024-09-20,organic,retail,small,7963.23,Rep 7,Region East,Platform,5.8,False,99,False,USD,False,7963.23,1131.16,461.9,6832.06,6370.16,True,2024-11-25,0,2024-10-11
DEAL-01511,DEAL-ACC-0111,2024-01-10,webinar,retail,medium,27482.9,Rep 4,Region Central,Standalone,6.33,False,67,False,USD,True,0.0,3672.0,1738.55,-3672.0,-5410.56,False,2024-02-18,0,2024-02-06
DEAL-01512,DEAL-ACC-2272,2025-06-09,cold_call,manufacturing,medium,33463.53,Rep 8,Region East,Suite,15.19,False,62,False,USD,False,33463.53,2584.49,5083.66,30879.05,25795.39,False,,0,2025-08-08
DEAL-01513,DEAL-ACC-1833,2025-09-13,organic,healthcare,medium,29310.1,Rep 2,Region South,Standalone,9.91,False,49,False,USD,False,29310.1,5262.95,2906.07,24047.16,21141.09,False,2025-11-30,0,2025-10-15
DEAL-01514,DEAL-ACC-1394,2025-05-08,organic,finance,enterprise,121204.96,Rep 2,Region East,Suite,10.0,True,80,False,USD,True,0.0,26219.63,12120.52,-26219.63,-38340.15,True,2025-06-06,0,2025-05-13
DEAL-01515,DEAL-ACC-0955,2025-05-11,paid,manufacturing,medium,23229.17,Rep 4,Region West,Platform,10.4,True,32,False,USD,False,23229.17,7830.99,2415.78,15398.19,12982.41,False,2025-05-22,0,2025-06-05
DEAL-01516,DEAL-ACC-0516,2024-02-22,paid,manufacturing,medium,22472.04,Rep 2,Region Central,Suite,9.81,False,80,True,USD,False,22472.04,1016.5,2203.41,21455.54,19252.13,False,2024-04-15,0,2024-02-24
DEAL-01517,DEAL-ACC-0077,2024-08-08,cold_call,healthcare,large,72532.54,Rep 5,Region West,Suite,13.99,False,55,True,USD,True,0.0,20217.38,10149.44,-20217.38,-30366.82,False,2024-09-06,0,2024-09-24
DEAL-01518,DEAL-ACC-2238,2024-12-27,webinar,retail,small,9155.06,Rep 7,Region Central,Standalone,23.57,True,59,False,USD,False,9155.06,2473.15,2157.77,6681.9,4524.13,False,2025-01-20,1,2025-01-17
DEAL-01519,DEAL-ACC-1799,2025-07-07,paid,tech,small,7549.5,Rep 4,Region Central,Standalone,4.89,False,44,True,USD,False,7549.5,1168.1,368.87,6381.41,6012.53,False,2025-09-19,0,2025-07-14
DEAL-01520,DEAL-ACC-1360,2025-05-17,referral,healthcare,small,7259.1,Rep 6,Region South,Platform,9.29,False,91,False,USD,False,7259.1,1115.17,674.18,6143.92,5469.74,False,2025-07-20,0,2025-07-15
DEAL-01521,DEAL-ACC-0921,2025-11-16,organic,healthcare,small,9467.37,Rep 1,Region South,Standalone,3.64,True,39,False,USD,True,0.0,2666.53,345.05,-2666.53,-3011.58,False,2025-11-26,0,2025-11-21
DEAL-01522,DEAL-ACC-0482,2025-08-18,organic,healthcare,enterprise,178500.48,Rep 8,Region East,Standalone,11.8,False,60,True,USD,True,0.0,50770.01,21064.61,-50770.01,-71834.62,,2025-11-14,2,2025-10-08
DEAL-01523,DEAL-ACC-0043,2024-11-28,webinar,tech,large,55134.9,Rep 3,Region West,Standalone,10.55,False,62,False,USD,False,55134.9,8542.56,5816.6,46592.33,40775.73,False,2025-01-22,0,2024-12-21
DEAL-01524,DEAL-ACC-2204,2025-05-19,webinar,manufacturing,small,8238.61,Rep 5,Region East,Platform,7.88,False,83,False,USD,False,8238.61,439.48,649.57,7799.13,7149.56,False,2025-06-17,0,2025-05-24
DEAL-01525,DEAL-ACC-1765,2024-04-25,cold_call,tech,medium,27166.21,Rep 2,Region West,Platform,19.04,False,70,True,USD,False,27166.21,0.0,5171.64,27166.21,21994.57,True,2024-05-29,1,2024-05-03
DEAL-01526,DEAL-ACC-1326,2025-08-27,referral,manufacturing,medium,18387.61,Rep 2,Region West,Suite,15.4,False,86,True,USD,False,18387.61,781.12,2830.83,17606.49,14775.66,False,,1,2025-10-03
DEAL-01527,DEAL-ACC-0887,2025-11-12,organic,retail,medium,24492.16,Rep 6,Region East,Standalone,3.3,True,60,False,USD,False,24492.16,2574.22,807.66,21917.94,21110.28,True,2025-12-23,0,2025-12-29
DEAL-01528,DEAL-ACC-0448,2025-06-28,cold_call,manufacturing,medium,31189.39,Rep 7,Region Central,Standalone,26.04,False,22,False,USD,True,0.0,6800.48,8122.87,-6800.48,-14923.36,False,2025-09-16,1,2025-07-21
DEAL-01529,DEAL-ACC-0009,2025-02-22,referral,healthcare,large,65494.3,Rep 3,Region West,Suite,5.86,False,67,False,USD,True,0.0,5591.88,3834.87,-5591.88,-9426.75,False,2025-03-16,0,2025-03-04
DEAL-01530,DEAL-ACC-2170,2024-01-21,cold_call,manufacturing,small,9822.53,Rep 6,Region Central,Suite,5.44,True,64,False,USD,False,9822.53,1248.05,534.66,8574.48,8039.82,,2024-04-06,0,2024-02-25
DEAL-01531,DEAL-ACC-1731,2025-02-07,organic,healthcare,medium,30583.22,Rep 8,Region South,Platform,0.02,False,100,False,USD,False,30583.22,0.0,5.85,30583.22,30577.36,False,2025-04-05,0,2025-03-03
DEAL-01532,DEAL-ACC-1292,2025-11-15,paid,healthcare,small,10664.63,Rep 3,Region West,Platform,16.43,True,43,True,USD,False,10664.63,2922.32,1751.74,7742.31,5990.57,True,2026-01-22,1,2025-11-25
DEAL-01533,DEAL-ACC-0853,2025-05-29,paid,healthcare,enterprise,138573.19,Rep 8,Region Central,Standalone,12.89,True,53,True,USD,False,138573.19,25043.66,17857.56,113529.53,95671.97,True,2025-08-15,0,2025-06-15
DEAL-01534,DEAL-ACC-0414,2024-02-08,referral,tech,large,44361.89,Rep 4,Region South,Suite,2.65,False,75,True,USD,False,44361.89,7352.93,1174.95,37008.95,35834.0,False,2024-03-26,0,2024-03-17
