deal_id,deal_created_date,split_label,outcomes_final
DEAL-02930,2024-02-06,development,true
DEAL-02931,2024-05-26,development,true
DEAL-02932,2025-07-21,future_holdout,true
DEAL-02933,2024-04-20,development,true
DEAL-02934,2025-12-04,future_holdout,true
DEAL-02935,2025-06-20,validation,true
DEAL-02936,2024-11-09,development,true
DEAL-02937,2025-12-01,future_holdout,true
DEAL-02938,2025-07-04,future_holdout,true
DEAL-02939,2024-05-31,development,true
DEAL-02940,2025-07-31,future_holdout,true
DEAL-02941,2025-10-04,future_holdout,true
DEAL-02942,2025-06-25,validation,true
DEAL-02943,2024-04-30,development,true
DEAL-02944,2024-05-27,development,true
DEAL-02945,2025-11-07,future_holdout,true
DEAL-02946,2025-02-22,validation,true
DEAL-02947,2024-03-23,development,true
DEAL-02948,2025-11-29,future_holdout,true
DEAL-02949,2025-04-09,validation,true
DEAL-02950,2024-08-28,development,true
DEAL-02951,2025-11-03,future_holdout,true
DEAL-02952,2025-07-14,future_holdout,true
DEAL-02953,2024-10-22,development,true
DEAL-02954,2024-07-06,development,true
DEAL-02955,2024-06-19,development,true
DEAL-02956,2024-07-02,development,true
DEAL-02957,2025-03-11,validation,true
DEAL-02958,2024-10-16,development,true
DEAL-02959,2025-02-23,validation,true
DEAL-02960,2025-03-12,validation,true
DEAL-02961,2024-12-12,development,true
DEAL-02962,2024-12-04,development,true
DEAL-02963,2024-05-02,development,true
DEAL-02964,2024-01-17,development,true
DEAL-02965,2024-06-20,development,true
DEAL-02966,2025-10-01,future_holdout,true
DEAL-02967,2024-12-19,development,true
DEAL-02968,2025-07-23,future_holdout,true
DEAL-02969,2024-08-04,development,true
DEAL-02970,2025-06-08,validation,true
DEAL-02971,2025-05-22,validation,true
DEAL-02972,2025-06-24,validation,true
DEAL-02973,2025-09-16,future_holdout,true
DEAL-02974,2025-08-02,future_holdout,true
DEAL-02975,2024-02-18,development,true
DEAL-02976,2024-07-11,development,true
DEAL-02977,2024-10-07,development,true
DEAL-02978,2025-02-19,validation,true
DEAL-02979,2025-09-25,future_holdout,true
DEAL-02980,2024-07-26,development,true
DEAL-02981,2024-12-19,development,true
DEAL-02982,2024-08-12,development,true
DEAL-02983,2025-04-01,validation,true
DEAL-02984,2024-12-10,development,true
DEAL-02985,2025-03-03,validation,true
DEAL-02986,2025-11-24,future_holdout,true
DEAL-02987,2024-05-29,development,true
DEAL-02988,2024-06-27,development,true
DEAL-02989,2024-07-23,development,true
DEAL-02990,2025-08-12,future_holdout,true
DEAL-02991,2024-01-31,development,true
DEAL-02992,2025-03-29,validation,true
DEAL-02993,2025-10-07,future_holdout,true
DEAL-02994,2024-12-25,development,true
DEAL-02995,2024-12-04,development,true
DEAL-02996,2024-09-03,development,true
DEAL-02997,2025-06-06,validation,true
DEAL-02998,2024-10-08,development,true
DEAL-02999,2024-05-26,development,true
DEAL-03000,2025-01-28,validation,true
DEAL-03001,2024-01-06,development,true
DEAL-03002,2025-12-23,future_holdout,true
DEAL-03003,2024-05-14,development,true
DEAL-03004,2024-08-20,development,true
DEAL-03005,2024-04-16,development,true
DEAL-03006,2025-02-08,validation,true
DEAL-03007,2025-02-28,validation,true
DEAL-03008,2025-05-16,validation,true
DEAL-03009,2025-10-17,future_holdout,true
DEAL-03010,2024-10-04,development,true
DEAL-03011,2025-07-17,future_holdout,true
DEAL-03012,2025-01-11,validation,true
DEAL-03013,2024-09-27,development,true
DEAL-03014,2024-09-04,development,true
DEAL-03015,2024-02-20,development,true
DEAL-03016,2024-07-11,development,true
DEAL-03017,2024-09-28,development,true
DEAL-03018,2024-09-05,development,true
DEAL-03019,2024-01-07,development,true
DEAL-03020,2024-09-21,development,true
DEAL-03021,2024-12-26,development,true
DEAL-03022,2025-12-18,future_holdout,true
DEAL-03023,2024-08-03,development,true
DEAL-03024,2024-06-02,development,true
DEAL-03025,2024-10-16,development,true
DEAL-03026,2025-06-02,validation,true
DEAL-03027,2024-07-27,development,true
DEAL-03028,2025-01-03,validation,true
DEAL-03029,2024-12-27,development,true
DEAL-03030,2024-05-25,development,true
DEAL-03031,2025-03-05,validation,true
DEAL-03032,2025-01-25,validation,true
DEAL-03033,2024-10-01,development,true
DEAL-03034,2024-08-10,development,true
DEAL-03035,2024-06-13,development,true
DEAL-03036,2025-02-14,validation,true
DEAL-03037,2024-07-17,development,true
DEAL-03038,2024-12-05,development,true
DEAL-03039,2025-07-01,future_holdout,true
DEAL-03040,2025-12-12,future_holdout,true
DEAL-03041,2025-12-28,future_holdout,true
DEAL-03042,2024-07-21,development,true
DEAL-03043,2024-11-27,development,true
DEAL-03044,2025-12-02,future_holdout,true
DEAL-03045,2024-12-07,development,true
DEAL-03046,2025-12-18,future_holdout,true
DEAL-03047,2024-02-12,development,true
DEAL-03048,2025-04-02,validation,true
DEAL-03049,2024-08-17,development,true
DEAL-03050,2024-05-08,development,true
DEAL-03051,2025-08-11,future_holdout,true
DEAL-03052,2025-11-23,future_holdout,true
DEAL-03053,2024-05-10,development,true
DEAL-03054,2024-01-18,development,true
DEAL-03055,2024-02-01,development,true
DEAL-03056,2024-07-20,development,true
DEAL-03057,2025-07-21,future_holdout,true
DEAL-03058,2024-10-13,development,true
DEAL-03059,2024-08-29,development,true
DEAL-03060,2024-12-07,development,true
DEAL-03061,2024-10-04,development,true
DEAL-03062,2025-09-16,future_holdout,true
DEAL-03063,2024-03-12,development,true
DEAL-03064,2025-02-22,validation,true
DEAL-03065,2024-06-03,development,true
DEAL-03066,2024-04-18,development,true
DEAL-03067,2025-02-05,validation,true
DEAL-03068,2025-05-11,validation,true
DEAL-03069,2025-04-06,validation,true
DEAL-03070,2025-09-07,future_holdout,true
DEAL-03071,2024-06-01,development,true
DEAL-03072,2025-08-15,future_holdout,true
DEAL-03073,2025-01-13,validation,true
DEAL-03074,2025-06-10,validation,true
DEAL-03075,2024-01-03,development,true
DEAL-03076,2025-09-30,future_holdout,true
DEAL-03077,2025-04-27,validation,true
DEAL-03078,2025-03-02,validation,true
DEAL-03079,2024-02-07,development,true
DEAL-03080,2025-01-17,validation,true
DEAL-03081,2025-06-03,validation,true
DEAL-03082,2025-07-02,future_holdout,true
DEAL-03083,2025-04-11,validation,true
DEAL-03084,2025-07-14,future_holdout,true
DEAL-03085,2025-01-10,validation,true
DEAL-03086,2025-06-01,validation,true
DEAL-03087,2024-09-04,development,true
DEAL-03088,2025-11-24,future_holdout,true
DEAL-03089,2024-09-02,development,true
DEAL-03090,2025-04-11,validation,true
DEAL-03091,2025-02-15,validation,true
DEAL-03092,2025-07-21,future_holdout,true
DEAL-03093,2025-08-16,future_holdout,true
DEAL-03094,2025-12-19,future_holdout,true
DEAL-03095,2024-02-10,development,true
DEAL-03096,2025-12-05,future_holdout,true
DEAL-03097,2025-06-11,validation,true
DEAL-03098,2025-10-17,future_holdout,true
DEAL-03099,2024-01-24,development,true
DEAL-03100,2025-11-04,future_holdout,true
DEAL-03101,2025-10-30,future_holdout,true
DEAL-03102,2025-08-20,future_holdout,true
DEAL-03103,2025-12-08,future_holdout,true
DEAL-03104,2024-06-13,development,true
DEAL-03105,2025-04-16,validation,true
DEAL-03106,2025-04-01,validation,true
DEAL-03107,2024-08-03,development,true
DEAL-03108,2024-05-17,development,true
DEAL-03109,2024-02-19,development,true
DEAL-03110,2025-01-20,validation,true
DEAL-03111,2024-11-27,development,true
DEAL-03112,2025-05-04,validation,true
DEAL-03113,2024-06-03,development,true
DEAL-03114,2025-10-26,future_holdout,true
DEAL-03115,2025-12-16,future_holdout,true
DEAL-03116,2025-02-07,validation,true
DEAL-03117,2025-10-28,future_holdout,true
DEAL-03118,2024-05-30,development,true
DEAL-03119,2025-08-22,future_holdout,true
DEAL-03120,2024-07-22,development,true
DEAL-03121,2025-07-21,future_holdout,true
DEAL-03122,2024-03-24,development,true
DEAL-03123,2025-08-09,future_holdout,true
DEAL-03124,2024-09-03,development,true
DEAL-03125,2024-07-30,development,true
DEAL-03126,2025-06-19,validation,true
DEAL-03127,2025-07-07,future_holdout,true
DEAL-03128,2024-11-30,development,true
DEAL-03129,2025-12-29,future_holdout,true
DEAL-03130,2024-02-12,development,true
DEAL-03131,2024-01-28,development,true
DEAL-03132,2025-08-04,future_holdout,true
DEAL-03133,2025-07-23,future_holdout,true
DEAL-03134,2025-12-23,future_holdout,true
DEAL-03135,2025-05-30,validation,true
DEAL-03136,2025-05-03,validation,true
DEAL-03137,2024-06-07,development,true
DEAL-03138,2024-09-22,development,true
DEAL-03139,2024-02-24,development,true
DEAL-03140,2025-10-09,future_holdout,true
DEAL-03141,2025-05-28,validation,true
DEAL-03142,2024-01-17,development,true
DEAL-03143,2025-05-07,validation,true
DEAL-03144,2024-08-03,development,true
DEAL-03145,2025-12-29,future_holdout,true
DEAL-03146,2025-02-03,validation,true
DEAL-03147,2024-01-12,development,true
DEAL-03148,2024-06-17,development,true
DEAL-03149,2025-04-17,validation,true
DEAL-03150,2025-02-21,validation,true
DEAL-03151,2024-10-07,development,true
DEAL-03152,2025-08-16,future_holdout,true
DEAL-03153,2024-12-05,development,true
DEAL-03154,2025-09-09,future_holdout,true
DEAL-03155,2024-07-14,development,true
DEAL-03156,2024-11-12,development,true
DEAL-03157,2025-04-18,validation,true
DEAL-03158,2024-09-28,development,true
DEAL-03159,2025-05-24,validation,true
DEAL-03160,2024-07-24,development,true
DEAL-03161,2024-11-08,development,true
DEAL-03162,2024-12-04,development,true
DEAL-03163,2025-10-06,future_holdout,true
DEAL-03164,2024-04-26,development,true
DEAL-03165,2024-05-10,development,true
DEAL-03166,2024-10-17,development,true
DEAL-03167,2024-03-17,development,true
DEAL-03168,2024-05-28,development,true
DEAL-03169,2024-07-31,development,true
DEAL-03170,2024-06-26,development,true
DEAL-03171,2025-03-03,validation,true
DEAL-03172,2025-03-19,validation,true
DEAL-03173,2025-05-17,validation,true
DEAL-03174,2024-11-05,development,true
DEAL-03175,2025-01-09,validation,true
DEAL-03176,2025-07-25,future_holdout,true
DEAL-03177,2025-06-07,validation,true
DEAL-03178,2024-07-14,development,true
DEAL-03179,2024-10-03,development,true
DEAL-03180,2025-07-26,future_holdout,true
DEAL-03181,2025-05-12,validation,true
DEAL-03182,2025-01-14,validation,true
DEAL-03183,2024-12-06,development,true
DEAL-03184,2025-09-09,future_holdout,true
DEAL-03185,2025-09-09,future_holdout,true
DEAL-03186,2024-10-05,development,true
DEAL-03187,2025-06-13,validation,true
DEAL-03188,2025-10-14,future_holdout,true
DEAL-03189,2024-04-23,development,true
DEAL-03190,2025-03-11,validation,true
DEAL-03191,2024-03-14,development,true
DEAL-03192,2025-02-14,validation,true
DEAL-03193,2025-02-03,validation,true
DEAL-03194,2025-11-25,future_holdout,true
DEAL-03195,2024-07-07,development,true
DEAL-03196,2025-05-10,validation,true
DEAL-03197,2024-03-30,development,true
DEAL-03198,2025-11-17,future_holdout,true
DEAL-03199,2024-05-17,development,true
DEAL-03200,2024-06-14,development,true
DEAL-03201,2024-01-22,development,true
DEAL-03202,2025-09-21,future_holdout,true
DEAL-03203,2024-08-09,development,true
DEAL-03204,2025-03-05,validation,true
DEAL-03205,2025-10-08,future_holdout,true
DEAL-03206,2025-07-03,future_holdout,true
DEAL-03207,2025-04-16,validation,true
DEAL-03208,2025-04-23,validation,true
DEAL-03209,2024-05-08,development,true
DEAL-03210,2024-10-23,development,true
DEAL-03211,2024-07-17,development,true
DEAL-03212,2025-03-13,validation,true
DEAL-03213,2025-07-21,future_holdout,true
DEAL-03214,2025-04-21,validation,true
DEAL-03215,2025-09-11,future_holdout,true
DEAL-03216,2025-07-19,future_holdout,true
DEAL-03217,2025-06-13,validation,true
DEAL-03218,2024-07-02,development,true
DEAL-03219,2024-08-28,development,true
DEAL-03220,2024-08-31,development,true
DEAL-03221,2025-05-05,validation,true
DEAL-03222,2024-04-05,development,true
DEAL-03223,2025-09-24,future_holdout,true
DEAL-03224,2025-06-22,validation,true
DEAL-03225,2024-01-04,development,true
DEAL-03226,2025-09-01,future_holdout,true
DEAL-03227,2025-03-28,validation,true
DEAL-03228,2024-07-06,development,true
DEAL-03229,2025-11-17,future_holdout,true
DEAL-03230,2024-03-05,development,true
DEAL-03231,2024-09-08,development,true
DEAL-03232,2024-11-13,development,true
DEAL-03233,2025-03-17,validation,true
DEAL-03234,2024-06-22,development,true
DEAL-03235,2025-03-02,validation,true
DEAL-03236,2025-02-09,validation,true
DEAL-03237,2024-02-16,development,true
DEAL-03238,2025-11-28,future_holdout,true
DEAL-03239,2024-08-26,development,true
DEAL-03240,2025-02-18,validation,true
DEAL-03241,2024-12-03,development,true
DEAL-03242,2024-02-26,development,true
DEAL-03243,2025-03-08,validation,true
DEAL-03244,2025-07-24,future_holdout,true
DEAL-03245,2025-09-17,future_holdout,true
DEAL-03246,2024-08-28,development,true
DEAL-03247,2024-05-17,development,true
DEAL-03248,2024-09-19,development,true
DEAL-03249,2024-10-05,development,true
DEAL-03250,2025-12-30,future_holdout,true
DEAL-03251,2024-05-13,development,true
DEAL-03252,2025-02-04,validation,true
DEAL-03253,2025-12-03,future_holdout,true
DEAL-03254,2025-08-30,future_holdout,true
DEAL-03255,2025-05-07,validation,true
DEAL-03256,2025-02-23,validation,true
DEAL-03257,2024-04-17,development,true
DEAL-03258,2025-09-23,future_holdout,true
DEAL-03259,2024-07-24,development,true
DEAL-03260,2025-04-24,validation,true
DEAL-03261,2024-09-03,development,true
DEAL-03262,2024-05-12,development,true
DEAL-03263,2024-12-04,development,true
DEAL-03264,2024-04-21,development,true
DEAL-03265,2025-09-20,future_holdout,true
DEAL-03266,2025-06-04,validation,true
DEAL-03267,2025-02-07,validation,true
DEAL-03268,2024-03-08,development,true
DEAL-03269,2025-02-05,validation,true
DEAL-03270,2025-03-15,validation,true
DEAL-03271,2024-08-22,development,true
DEAL-03272,2024-02-21,development,true
DEAL-03273,2024-08-25,development,true
DEAL-03274,2024-09-12,development,true
DEAL-03275,2025-10-13,future_holdout,true
DEAL-03276,2024-08-20,development,true
DEAL-03277,2025-02-23,validation,true
DEAL-03278,2025-02-09,validation,true
DEAL-03279,2025-09-11,future_holdout,true
DEAL-03280,2024-12-12,development,true
DEAL-03281,2025-10-16,future_holdout,true
DEAL-03282,2024-12-18,development,true
DEAL-03283,2024-01-04,development,true
DEAL-03284,2025-12-19,future_holdout,true
DEAL-03285,2025-09-05,future_holdout,true
DEAL-03286,2025-01-03,validation,true
DEAL-03287,2025-10-31,future_holdout,true
DEAL-03288,2024-03-02,development,true
DEAL-03289,2025-04-21,validation,true
DEAL-03290,2024-12-14,development,true
DEAL-03291,2024-09-16,development,true
DEAL-03292,2024-01-16,development,true
DEAL-03293,2024-06-07,development,true
DEAL-03294,2025-03-15,validation,true
DEAL-03295,2024-07-13,development,true
DEAL-03296,2025-07-27,future_holdout,true
DEAL-03297,2025-04-28,validation,true
DEAL-03298,2025-12-12,future_holdout,true
DEAL-03299,2025-07-01,future_holdout,true
DEAL-03300,2024-05-03,development,true
DEAL-03301,2024-03-12,development,true
DEAL-03302,2024-08-11,development,true
DEAL-03303,2024-07-13,development,true
DEAL-03304,2025-05-05,validation,true
DEAL-03305,2024-03-22,development,true
DEAL-03306,2025-07-05,future_holdout,true
DEAL-03307,2024-12-20,development,true
DEAL-03308,2024-06-19,development,true
DEAL-03309,2025-05-14,validation,true
DEAL-03310,2024-11-17,development,true
DEAL-03311,2024-03-22,development,true
DEAL-03312,2024-09-09,development,true
DEAL-03313,2025-07-30,future_holdout,true
DEAL-03314,2025-03-13,validation,true
DEAL-03315,2025-12-10,future_holdout,true
DEAL-03316,2024-08-29,development,true
DEAL-03317,2025-07-05,future_holdout,true
DEAL-03318,2024-04-29,development,true
DEAL-03319,2025-02-22,validation,true
DEAL-03320,2025-05-24,validation,true
DEAL-03321,2025-11-18,future_holdout,true
DEAL-03322,2024-10-03,development,true
DEAL-03323,2024-10-30,development,true
DEAL-03324,2024-06-04,development,true
DEAL-03325,2025-10-31,future_holdout,true
DEAL-03326,2024-05-18,development,true
DEAL-03327,2025-06-06,validation,true
DEAL-03328,2025-10-09,future_holdout,true
DEAL-03329,2024-11-15,development,true
DEAL-03330,2025-09-16,future_holdout,true
DEAL-03331,2025-08-23,future_holdout,true
DEAL-03332,2024-02-11,development,true
DEAL-03333,2024-02-19,development,true
DEAL-03334,2024-10-03,development,true
DEAL-03335,2025-09-08,future_holdout,true
DEAL-03336,2025-07-25,future_holdout,true
DEAL-03337,2024-01-06,development,true
DEAL-03338,2024-05-13,development,true
DEAL-03339,2024-02-01,development,true
DEAL-03340,2024-01-28,development,true
DEAL-03341,2024-04-20,development,true
DEAL-03342,2024-02-21,development,true
DEAL-03343,2025-12-02,future_holdout,true
DEAL-03344,2024-12-23,development,true
DEAL-03345,2024-09-03,development,true
DEAL-03346,2024-10-04,development,true
DEAL-03347,2024-08-22,development,true
DEAL-03348,2024-04-05,development,true
DEAL-03349,2024-07-11,development,true
DEAL-03350,2024-06-01,development,true
DEAL-03351,2024-03-28,development,true
DEAL-03352,2024-10-01,development,true
DEAL-03353,2024-04-21,development,true
DEAL-03354,2025-11-28,future_holdout,true
DEAL-03355,2024-06-02,development,true
DEAL-03356,2025-07-30,future_holdout,true
DEAL-03357,2025-05-31,validation,true
DEAL-03358,2024-09-25,development,true
DEAL-03359,2024-09-21,development,true
DEAL-03360,2024-08-20,development,true
DEAL-03361,2025-12-20,future_holdout,true
DEAL-03362,2025-05-31,validation,true
DEAL-03363,2025-09-19,future_holdout,true
DEAL-03364,2025-07-01,future_holdout,true
DEAL-03365,2024-12-10,development,true
DEAL-03366,2024-09-08,development,true
DEAL-03367,2024-10-31,development,true
DEAL-03368,2024-04-25,development,true
DEAL-03369,2024-03-11,development,true
DEAL-03370,2024-09-23,development,true
DEAL-03371,2025-06-30,validation,true
DEAL-03372,2024-02-02,development,true
DEAL-03373,2024-08-10,development,true
DEAL-03374,2024-12-05,development,true
DEAL-03375,2025-05-14,validation,true
DEAL-03376,2025-05-26,validation,true
DEAL-03377,2025-02-06,validation,true
DEAL-03378,2025-12-30,future_holdout,true
DEAL-03379,2024-12-03,development,true
DEAL-03380,2024-04-05,development,true
DEAL-03381,2024-12-06,development,true
DEAL-03382,2025-02-15,validation,true
DEAL-03383,2025-03-29,validation,true
DEAL-03384,2024-02-10,development,true
DEAL-03385,2025-05-07,validation,true
DEAL-03386,2024-06-22,development,true
DEAL-03387,2024-10-27,development,true
DEAL-03388,2025-02-22,validation,true
DEAL-03389,2024-05-22,development,true
DEAL-03390,2024-10-16,development,true
DEAL-03391,2024-05-26,development,true
DEAL-03392,2025-02-19,validation,true
DEAL-03393,2025-07-21,future_holdout,true
DEAL-03394,2025-02-05,validation,true
DEAL-03395,2025-02-05,validation,true
DEAL-03396,2024-10-23,development,true
DEAL-03397,2024-03-12,development,true
DEAL-03398,2024-03-01,development,true
DEAL-03399,2025-05-18,validation,true
DEAL-03400,2025-07-27,future_holdout,true
DEAL-03401,2024-09-09,development,true
DEAL-03402,2025-01-31,validation,true
DEAL-03403,2025-07-16,future_holdout,true
DEAL-03404,2025-01-19,validation,true
DEAL-03405,2024-02-02,development,true
DEAL-03406,2025-09-08,future_holdout,true
DEAL-03407,2024-06-27,development,true
DEAL-03408,2024-04-30,development,true
DEAL-03409,2024-06-17,development,true
DEAL-03410,2024-04-28,development,true
DEAL-03411,2024-02-14,development,true
DEAL-03412,2024-01-03,development,true
DEAL-03413,2025-04-03,validation,true
DEAL-03414,2024-09-26,development,true
DEAL-03415,2024-07-21,development,true
DEAL-03416,2025-03-31,validation,true
DEAL-03417,2024-03-30,development,true
DEAL-03418,2024-01-12,development,true
DEAL-03419,2024-09-11,development,true
DEAL-03420,2024-12-10,development,true
DEAL-03421,2025-06-05,validation,true
DEAL-03422,2024-11-24,development,true
DEAL-03423,2025-05-14,validation,true
DEAL-03424,2024-09-03,development,true
DEAL-03425,2024-12-12,development,true
DEAL-03426,2025-09-15,future_holdout,true
DEAL-03427,2024-07-15,development,true
DEAL-03428,2024-10-08,development,true
DEAL-03429,2024-10-13,development,true
DEAL-03430,2024-03-10,development,true
DEAL-03431,2024-11-10,development,true
DEAL-03432,2024-03-03,development,true
DEAL-03433,2025-08-30,future_holdout,true
DEAL-03434,2024-02-06,development,true
DEAL-03435,2025-06-25,validation,true
DEAL-03436,2025-03-12,validation,true
DEAL-03437,2025-12-01,future_holdout,true
DEAL-03438,2024-08-31,development,true
DEAL-03439,2025-07-06,future_holdout,true
DEAL-03440,2025-04-16,validation,true
DEAL-03441,2024-07-29,development,true
DEAL-03442,2025-10-28,future_holdout,true
DEAL-03443,2024-11-26,development,true
DEAL-03444,2024-11-01,development,true
DEAL-03445,2024-06-17,development,true
DEAL-03446,2024-03-20,development,true
DEAL-03447,2024-11-02,development,true
DEAL-03448,2024-12-03,development,true
DEAL-03449,2024-07-16,development,true
DEAL-03450,2025-01-15,validation,true
DEAL-03451,2024-06-27,development,true
DEAL-03452,2025-03-11,validation,true
DEAL-03453,2025-10-25,future_holdout,true
DEAL-03454,2025-10-06,future_holdout,true
DEAL-03455,2024-07-31,development,true
DEAL-03456,2025-07-07,future_holdout,true
DEAL-03457,2025-11-28,future_holdout,true
DEAL-03458,2024-10-11,development,true
DEAL-03459,2025-07-24,future_holdout,true
DEAL-03460,2024-11-06,development,true
DEAL-03461,2024-01-24,development,true
DEAL-03462,2025-02-02,validation,true
DEAL-03463,2024-08-16,development,true
DEAL-03464,2024-10-11,development,true
DEAL-03465,2025-01-18,validation,true
DEAL-03466,2025-01-29,validation,true
DEAL-03467,2024-12-17,development,true
DEAL-03468,2025-03-06,validation,true
DEAL-03469,2025-11-13,future_holdout,true
DEAL-03470,2025-08-13,future_holdout,true
DEAL-03471,2025-08-17,future_holdout,true
DEAL-03472,2025-04-16,validation,true
DEAL-03473,2024-07-22,development,true
DEAL-03474,2024-03-01,development,true
DEAL-03475,2025-08-28,future_holdout,true
DEAL-03476,2025-05-05,validation,true
DEAL-03477,2024-12-16,development,true
DEAL-03478,2024-10-25,development,true
DEAL-03479,2024-01-23,development,true
DEAL-03480,2024-03-24,development,true
DEAL-03481,2024-06-28,development,true
DEAL-03482,2024-05-12,development,true
DEAL-03483,2024-01-07,development,true
DEAL-03484,2025-05-29,validation,true
DEAL-03485,2024-08-28,development,true
DEAL-03486,2024-06-28,development,true
DEAL-03487,2025-08-19,future_holdout,true
DEAL-03488,2025-12-06,future_holdout,true
DEAL-03489,2024-06-14,development,true
DEAL-03490,2024-11-24,development,true
DEAL-03491,2025-03-01,validation,true
DEAL-03492,2025-01-04,validation,true
DEAL-03493,2024-05-31,development,true
DEAL-03494,2024-05-28,development,true
DEAL-03495,2024-05-09,development,true
DEAL-03496,2024-07-07,development,true
DEAL-03497,2024-07-22,development,true
DEAL-03498,2025-12-04,future_holdout,true
DEAL-03499,2024-09-13,development,true
DEAL-03500,2024-07-17,development,true
DEAL-03501,2025-01-16,validation,true
DEAL-03502,2024-12-20,development,true
DEAL-03503,2025-12-08,future_holdout,true
DEAL-03504,2024-01-08,development,true
DEAL-03505,2025-04-08,validation,true
DEAL-03506,2024-02-03,development,true
DEAL-03507,2024-05-30,development,true
DEAL-03508,2025-09-20,future_holdout,true
DEAL-03509,2024-08-03,development,true
DEAL-03510,2025-04-23,validation,true
DEAL-03511,2024-09-12,development,true
DEAL-03512,2024-01-13,development,true
DEAL-03513,2025-10-24,future_holdout,true
DEAL-03514,2024-04-13,development,true
DEAL-03515,2025-06-10,validation,true
DEAL-03516,2024-06-18,development,true
DEAL-03517,2025-11-16,future_holdout,true
DEAL-03518,2024-05-24,development,true
DEAL-03519,2025-08-19,future_holdout,true
DEAL-03520,2024-12-04,development,true
DEAL-03521,2024-01-17,development,true
DEAL-03522,2025-08-12,future_holdout,true
DEAL-03523,2024-11-24,development,true
DEAL-03524,2025-11-26,future_holdout,true
DEAL-03525,2025-03-29,validation,true
DEAL-03526,2025-12-26,future_holdout,true
DEAL-03527,2025-07-14,future_holdout,true
DEAL-03528,2024-01-27,development,true
DEAL-03529,2025-07-03,future_holdout,true
DEAL-03530,2024-07-21,development,true
DEAL-03531,2025-08-19,future_holdout,true
DEAL-03532,2025-02-26,validation,true
DEAL-03533,2025-08-19,future_holdout,true
DEAL-03534,2024-06-14,development,true
DEAL-03535,2024-04-11,development,true
DEAL-03536,2025-09-11,future_holdout,true
DEAL-03537,2025-08-07,future_holdout,true
DEAL-03538,2024-06-03,development,true
DEAL-03539,2025-06-25,validation,true
DEAL-03540,2024-08-21,development,true
DEAL-03541,2024-05-06,development,true
DEAL-03542,2024-11-06,development,true
DEAL-03543,2025-09-25,future_holdout,true
DEAL-03544,2025-01-22,validation,true
DEAL-03545,2025-05-25,validation,true
DEAL-03546,2024-02-12,development,true
DEAL-03547,2025-09-11,future_holdout,true
DEAL-03548,2025-02-19,validation,true
DEAL-03549,2025-09-16,future_holdout,true
DEAL-03550,2024-08-23,development,true
DEAL-03551,2025-12-31,future_holdout,true
DEAL-03552,2024-11-04,development,true
DEAL-03553,2025-04-11,validation,true
DEAL-03554,2024-11-04,development,true
DEAL-03555,2025-12-09,future_holdout,true
DEAL-03556,2025-03-01,validation,true
DEAL-03557,2024-11-22,development,true
DEAL-03558,2025-01-24,validation,true
DEAL-03559,2024-10-12,development,true
DEAL-03560,2024-12-29,development,true
DEAL-03561,2025-04-14,validation,true
DEAL-03562,2024-01-16,development,true
DEAL-03563,2025-05-28,validation,true
DEAL-03564,2025-03-23,validation,true
DEAL-03565,2025-11-05,future_holdout,true
DEAL-03566,2025-12-18,future_holdout,true
DEAL-03567,2024-08-17,development,true
DEAL-03568,2024-09-26,development,true
DEAL-03569,2024-10-22,development,true
DEAL-03570,2025-10-28,future_holdout,true
DEAL-03571,2025-08-11,future_holdout,true
DEAL-03572,2024-03-13,development,true
DEAL-03573,2024-03-22,development,true
DEAL-03574,2024-06-15,development,true
DEAL-03575,2025-12-19,future_holdout,true
DEAL-03576,2025-01-31,validation,true
DEAL-03577,2025-06-12,validation,true
DEAL-03578,2024-03-28,development,true
DEAL-03579,2024-02-12,development,true
DEAL-03580,2024-12-18,development,true
DEAL-03581,2025-09-02,future_holdout,true
DEAL-03582,2025-03-24,validation,true
DEAL-03583,2025-01-23,validation,true
DEAL-03584,2024-08-28,development,true
DEAL-03585,2025-12-30,future_holdout,true
DEAL-03586,2024-09-15,development,true
DEAL-03587,2025-08-02,future_holdout,true
DEAL-03588,2024-05-30,development,true
DEAL-03589,2025-04-20,validation,true
DEAL-03590,2024-07-11,development,true
DEAL-03591,2024-06-22,development,true
DEAL-03592,2025-08-28,future_holdout,true
DEAL-03593,2024-08-19,development,true
DEAL-03594,2024-08-08,development,true
DEAL-03595,2025-06-02,validation,true
DEAL-03596,2025-07-29,future_holdout,true
DEAL-03597,2024-08-09,development,true
DEAL-03598,2024-03-25,development,true
DEAL-03599,2025-05-08,validation,true
DEAL-03600,2025-11-26,future_holdout,true
DEAL-03601,2025-08-18,future_holdout,true
DEAL-03602,2025-10-26,future_holdout,true
DEAL-03603,2024-02-14,development,true
DEAL-03604,2024-08-19,development,true
DEAL-03605,2025-01-29,validation,true
DEAL-03606,2024-03-16,development,true
DEAL-03607,2025-03-27,validation,true
DEAL-03608,2025-12-14,future_holdout,true
DEAL-03609,2025-12-22,future_holdout,true
DEAL-03610,2024-08-08,development,true
DEAL-03611,2025-05-21,validation,true
DEAL-03612,2024-01-24,development,true
DEAL-03613,2025-05-09,validation,true
DEAL-03614,2025-12-31,future_holdout,true
DEAL-03615,2024-05-15,development,true
DEAL-03616,2025-07-04,future_holdout,true
DEAL-03617,2025-03-17,validation,true
DEAL-03618,2025-12-20,future_holdout,true
DEAL-03619,2025-03-18,validation,true
