deal_id,account_id
DEAL-02681,DEAL-ACC-1281
DEAL-02682,DEAL-ACC-0842
DEAL-02683,DEAL-ACC-0403
DEAL-02684,DEAL-ACC-2564
DEAL-02685,DEAL-ACC-2125
DEAL-02686,DEAL-ACC-1686
DEAL-02687,DEAL-ACC-1247
DEAL-02688,DEAL-ACC-0808
DEAL-02689,DEAL-ACC-0369
DEAL-02690,DEAL-ACC-2530
DEAL-02691,DEAL-ACC-2091
DEAL-02692,DEAL-ACC-1652
DEAL-02693,DEAL-ACC-1213
DEAL-02694,DEAL-ACC-0774
DEAL-02695,DEAL-ACC-0335
DEAL-02696,DEAL-ACC-2496
DEAL-02697,DEAL-ACC-2057
DEAL-02698,DEAL-ACC-1618
DEAL-02699,DEAL-ACC-1179
DEAL-02700,DEAL-ACC-0740
DEAL-02701,DEAL-ACC-0301
DEAL-02702,DEAL-ACC-2462
DEAL-02703,DEAL-ACC-2023
DEAL-02704,DEAL-ACC-1584
DEAL-02705,DEAL-ACC-1145
DEAL-02706,DEAL-ACC-0706
DEAL-02707,DEAL-ACC-0267
DEAL-02708,DEAL-ACC-2428
DEAL-02709,DEAL-ACC-1989
DEAL-02710,DEAL-ACC-1550
DEAL-02711,DEAL-ACC-1111
DEAL-02712,DEAL-ACC-0672
DEAL-02713,DEAL-ACC-0233
DEAL-02714,DEAL-ACC-2394
DEAL-02715,DEAL-ACC-1955
DEAL-02716,DEAL-ACC-1516
DEAL-02717,DEAL-ACC-1077
DEAL-02718,DEAL-ACC-0638
DEAL-02719,DEAL-ACC-0199
DEAL-02720,DEAL-ACC-2360
DEAL-02721,DEAL-ACC-1921
DEAL-02722,DEAL-ACC-1482
DEAL-02723,DEAL-ACC-1043
DEAL-02724,DEAL-ACC-0604
DEAL-02725,DEAL-ACC-0165
DEAL-02726,DEAL-ACC-2326
DEAL-02727,DEAL-ACC-1887
DEAL-02728,DEAL-ACC-1448
DEAL-02729,DEAL-ACC-1009
DEAL-02730,DEAL-ACC-0570
DEAL-02731,DEAL-ACC-0131
DEAL-02732,DEAL-ACC-2292
DEAL-02733,DEAL-ACC-1853
DEAL-02734,DEAL-ACC-1414
DEAL-02735,DEAL-ACC-0975
DEAL-02736,DEAL-ACC-0536
DEAL-02737,DEAL-ACC-0097
DEAL-02738,DEAL-ACC-2258
DEAL-02739,DEAL-ACC-1819
DEAL-02740,DEAL-ACC-1380
DEAL-02741,DEAL-ACC-0941
DEAL-02742,DEAL-ACC-0502
DEAL-02743,DEAL-ACC-0063
DEAL-02744,DEAL-ACC-2224
DEAL-02745,DEAL-ACC-1785
DEAL-02746,DEAL-ACC-1346
DEAL-02747,DEAL-ACC-0907
DEAL-02748,DEAL-ACC-0468
DEAL-02749,DEAL-ACC-0029
DEAL-02750,DEAL-ACC-2190
DEAL-02751,DEAL-ACC-1751
DEAL-02752,DEAL-ACC-1312
DEAL-02753,DEAL-ACC-0873
DEAL-02754,DEAL-ACC-0434
DEAL-02755,DEAL-ACC-2595
DEAL-02756,DEAL-ACC-2156
DEAL-02757,DEAL-ACC-1717
DEAL-02758,DEAL-ACC-1278
DEAL-02759,DEAL-ACC-0839
DEAL-02760,DEAL-ACC-0400
DEAL-02761,DEAL-ACC-2561
DEAL-02762,DEAL-ACC-2122
DEAL-02763,DEAL-ACC-1683
DEAL-02764,DEAL-ACC-1244
DEAL-02765,DEAL-ACC-0805
DEAL-02766,DEAL-ACC-0366
DEAL-02767,DEAL-ACC-2527
DEAL-02768,DEAL-ACC-2088
DEAL-02769,DEAL-ACC-1649
DEAL-02770,DEAL-ACC-1210
DEAL-02771,DEAL-ACC-0771
DEAL-02772,DEAL-ACC-0332
DEAL-02773,DEAL-ACC-2493
DEAL-02774,DEAL-ACC-2054
DEAL-02775,DEAL-ACC-1615
DEAL-02776,DEAL-ACC-1176
DEAL-02777,DEAL-ACC-0737
DEAL-02778,DEAL-ACC-0298
DEAL-02779,DEAL-ACC-2459
DEAL-02780,DEAL-ACC-2020
DEAL-02781,DEAL-ACC-1581
DEAL-02782,DEAL-ACC-1142
DEAL-02783,DEAL-ACC-0703
DEAL-02784,DEAL-ACC-0264
DEAL-02785,DEAL-ACC-2425
DEAL-02786,DEAL-ACC-1986
DEAL-02787,DEAL-ACC-1547
DEAL-02788,DEAL-ACC-1108
DEAL-02789,DEAL-ACC-0669
DEAL-02790,DEAL-ACC-0230
DEAL-02791,DEAL-ACC-2391
DEAL-02792,DEAL-ACC-1952
DEAL-02793,DEAL-ACC-1513
DEAL-02794,DEAL-ACC-1074
DEAL-02795,DEAL-ACC-0635
DEAL-02796,DEAL-ACC-0196
DEAL-02797,DEAL-ACC-2357
DEAL-02798,DEAL-ACC-1918
DEAL-02799,DEAL-ACC-1479
DEAL-02800,DEAL-ACC-1040
DEAL-02801,DEAL-ACC-0601
DEAL-02802,DEAL-ACC-0162
DEAL-02803,DEAL-ACC-2323
DEAL-02804,DEAL-ACC-1884
DEAL-02805,DEAL-ACC-1445
DEAL-02806,DEAL-ACC-1006
DEAL-02807,DEAL-ACC-0567
DEAL-02808,DEAL-ACC-0128
DEAL-02809,DEAL-ACC-2289
DEAL-02810,DEAL-ACC-1850
DEAL-02811,DEAL-ACC-1411
DEAL-02812,DEAL-ACC-0972
DEAL-02813,DEAL-ACC-0533
DEAL-02814,DEAL-ACC-0094
DEAL-02815,DEAL-ACC-2255
DEAL-02816,DEAL-ACC-1816
DEAL-02817,DEAL-ACC-1377
DEAL-02818,DEAL-ACC-0938
DEAL-02819,DEAL-ACC-0499
DEAL-02820,DEAL-ACC-0060
DEAL-02821,DEAL-ACC-2221
DEAL-02822,DEAL-ACC-1782
DEAL-02823,DEAL-ACC-1343
DEAL-02824,DEAL-ACC-0904
DEAL-02825,DEAL-ACC-0465
DEAL-02826,DEAL-ACC-0026
DEAL-02827,DEAL-ACC-2187
DEAL-02828,DEAL-ACC-1748
DEAL-02829,DEAL-ACC-1309
DEAL-02830,DEAL-ACC-0870
DEAL-02831,DEAL-ACC-0431
DEAL-02832,DEAL-ACC-2592
DEAL-02833,DEAL-ACC-2153
DEAL-02834,DEAL-ACC-1714
DEAL-02835,DEAL-ACC-1275
DEAL-02836,DEAL-ACC-0836
DEAL-02837,DEAL-ACC-0397
DEAL-02838,DEAL-ACC-2558
DEAL-02839,DEAL-ACC-2119
DEAL-02840,DEAL-ACC-1680
DEAL-02841,DEAL-ACC-1241
DEAL-02842,DEAL-ACC-0802
DEAL-02843,DEAL-ACC-0363
DEAL-02844,DEAL-ACC-2524
DEAL-02845,DEAL-ACC-2085
DEAL-02846,DEAL-ACC-1646
DEAL-02847,DEAL-ACC-1207
DEAL-02848,DEAL-ACC-0768
DEAL-02849,DEAL-ACC-0329
DEAL-02850,DEAL-ACC-2490
DEAL-02851,DEAL-ACC-2051
DEAL-02852,DEAL-ACC-1612
DEAL-02853,DEAL-ACC-1173
DEAL-02854,DEAL-ACC-0734
DEAL-02855,DEAL-ACC-0295
DEAL-02856,DEAL-ACC-2456
DEAL-02857,DEAL-ACC-2017
DEAL-02858,DEAL-ACC-1578
DEAL-02859,DEAL-ACC-1139
DEAL-02860,DEAL-ACC-0700
DEAL-02861,DEAL-ACC-0261
DEAL-02862,DEAL-ACC-2422
DEAL-02863,DEAL-ACC-1983
DEAL-02864,DEAL-ACC-1544
DEAL-02865,DEAL-ACC-1105
DEAL-02866,DEAL-ACC-0666
DEAL-02867,DEAL-ACC-0227
DEAL-02868,DEAL-ACC-2388
DEAL-02869,DEAL-ACC-1949
DEAL-02870,DEAL-ACC-1510
DEAL-02871,DEAL-ACC-1071
DEAL-02872,DEAL-ACC-0632
DEAL-02873,DEAL-ACC-0193
DEAL-02874,DEAL-ACC-2354
DEAL-02875,DEAL-ACC-1915
DEAL-02876,DEAL-ACC-1476
DEAL-02877,DEAL-ACC-1037
DEAL-02878,DEAL-ACC-0598
DEAL-02879,DEAL-ACC-0159
DEAL-02880,DEAL-ACC-2320
DEAL-02881,DEAL-ACC-1881
DEAL-02882,DEAL-ACC-1442
DEAL-02883,DEAL-ACC-1003
DEAL-02884,DEAL-ACC-0564
DEAL-02885,DEAL-ACC-0125
DEAL-02886,DEAL-ACC-2286
DEAL-02887,DEAL-ACC-1847
DEAL-02888,DEAL-ACC-1408
DEAL-02889,DEAL-ACC-0969
DEAL-02890,DEAL-ACC-0530
DEAL-02891,DEAL-ACC-0091
DEAL-02892,DEAL-ACC-2252
DEAL-02893,DEAL-ACC-1813
DEAL-02894,DEAL-ACC-1374
DEAL-02895,DEAL-ACC-0935
DEAL-02896,DEAL-ACC-0496
DEAL-02897,DEAL-ACC-0057
DEAL-02898,DEAL-ACC-2218
DEAL-02899,DEAL-ACC-1779
DEAL-02900,DEAL-ACC-1340
DEAL-02901,DEAL-ACC-0901
DEAL-02902,DEAL-ACC-0462
DEAL-02903,DEAL-ACC-0023
DEAL-02904,DEAL-ACC-2184
DEAL-02905,DEAL-ACC-1745
DEAL-02906,DEAL-ACC-1306
DEAL-02907,DEAL-ACC-0867
DEAL-02908,DEAL-ACC-0428
DEAL-02909,DEAL-ACC-2589
DEAL-02910,DEAL-ACC-2150
DEAL-02911,DEAL-ACC-1711
DEAL-02912,DEAL-ACC-1272
DEAL-02913,DEAL-ACC-0833
DEAL-02914,DEAL-ACC-0394
DEAL-02915,DEAL-ACC-2555
DEAL-02916,DEAL-ACC-2116
DEAL-02917,DEAL-ACC-1677
DEAL-02918,DEAL-ACC-1238
DEAL-02919,DEAL-ACC-0799
DEAL-02920,DEAL-ACC-0360
DEAL-02921,DEAL-ACC-2521
DEAL-02922,DEAL-ACC-2082
DEAL-02923,DEAL-ACC-1643
DEAL-02924,DEAL-ACC-1204
DEAL-02925,DEAL-ACC-0765
DEAL-02926,DEAL-ACC-0326
DEAL-02927,DEAL-ACC-2487
DEAL-02928,DEAL-ACC-2048
DEAL-02929,DEAL-ACC-1609
DEAL-02930,DEAL-ACC-1170
DEAL-02931,DEAL-ACC-0731
DEAL-02932,DEAL-ACC-0292
DEAL-02933,DEAL-ACC-2453
DEAL-02934,DEAL-ACC-2014
DEAL-02935,DEAL-ACC-1575
DEAL-02936,DEAL-ACC-1136
DEAL-02937,DEAL-ACC-0697
DEAL-02938,DEAL-ACC-0258
DEAL-02939,DEAL-ACC-2419
DEAL-02940,DEAL-ACC-1980
DEAL-02941,DEAL-ACC-1541
DEAL-02942,DEAL-ACC-1102
DEAL-02943,DEAL-ACC-0663
DEAL-02944,DEAL-ACC-0224
DEAL-02945,DEAL-ACC-2385
DEAL-02946,DEAL-ACC-1946
DEAL-02947,DEAL-ACC-1507
DEAL-02948,DEAL-ACC-1068
DEAL-02949,DEAL-ACC-0629
DEAL-02950,DEAL-ACC-0190
DEAL-02951,DEAL-ACC-2351
DEAL-02952,DEAL-ACC-1912
DEAL-02953,DEAL-ACC-1473
DEAL-02954,DEAL-ACC-1034
DEAL-02955,DEAL-ACC-0595
DEAL-02956,DEAL-ACC-0156
DEAL-02957,DEAL-ACC-2317
DEAL-02958,DEAL-ACC-1878
DEAL-02959,DEAL-ACC-1439
DEAL-02960,DEAL-ACC-1000
DEAL-02961,DEAL-ACC-0561
DEAL-02962,DEAL-ACC-0122
DEAL-02963,DEAL-ACC-2283
DEAL-02964,DEAL-ACC-1844
DEAL-02965,DEAL-ACC-1405
DEAL-02966,DEAL-ACC-0966
DEAL-02967,DEAL-ACC-0527
DEAL-02968,DEAL-ACC-0088
DEAL-02969,DEAL-ACC-2249
DEAL-02970,DEAL-ACC-1810
DEAL-02971,DEAL-ACC-1371
DEAL-02972,DEAL-ACC-0932
DEAL-02973,DEAL-ACC-0493
DEAL-02974,DEAL-ACC-0054
DEAL-02975,DEAL-ACC-2215
DEAL-02976,DEAL-ACC-1776
DEAL-02977,DEAL-ACC-1337
DEAL-02978,DEAL-ACC-0898
DEAL-02979,DEAL-ACC-0459
DEAL-02980,DEAL-ACC-0020
DEAL-02981,DEAL-ACC-2181
DEAL-02982,DEAL-ACC-1742
DEAL-02983,DEAL-ACC-1303
DEAL-02984,DEAL-ACC-0864
DEAL-02985,DEAL-ACC-0425
DEAL-02986,DEAL-ACC-2586
DEAL-02987,DEAL-ACC-2147
DEAL-02988,DEAL-ACC-1708
DEAL-02989,DEAL-ACC-1269
DEAL-02990,DEAL-ACC-0830
DEAL-02991,DEAL-ACC-0391
DEAL-02992,DEAL-ACC-2552
DEAL-02993,DEAL-ACC-2113
DEAL-02994,DEAL-ACC-1674
DEAL-02995,DEAL-ACC-1235
DEAL-02996,DEAL-ACC-0796
DEAL-02997,DEAL-ACC-0357
DEAL-02998,DEAL-ACC-2518
DEAL-02999,DEAL-ACC-2079
DEAL-03000,DEAL-ACC-1640
DEAL-03001,DEAL-ACC-1201
DEAL-03002,DEAL-ACC-0762
DEAL-03003,DEAL-ACC-0323
DEAL-03004,DEAL-ACC-2484
DEAL-03005,DEAL-ACC-2045
DEAL-03006,DEAL-ACC-1606
DEAL-03007,DEAL-ACC-1167
DEAL-03008,DEAL-ACC-0728
DEAL-03009,DEAL-ACC-0289
DEAL-03010,DEAL-ACC-2450
DEAL-03011,DEAL-ACC-2011
DEAL-03012,DEAL-ACC-1572
DEAL-03013,DEAL-ACC-1133
DEAL-03014,DEAL-ACC-0694
DEAL-03015,DEAL-ACC-0255
DEAL-03016,DEAL-ACC-2416
DEAL-03017,DEAL-ACC-1977
DEAL-03018,DEAL-ACC-1538
DEAL-03019,DEAL-ACC-1099
DEAL-03020,DEAL-ACC-0660
DEAL-03021,DEAL-ACC-0221
DEAL-03022,DEAL-ACC-2382
DEAL-03023,DEAL-ACC-1943
DEAL-03024,DEAL-ACC-1504
DEAL-03025,DEAL-ACC-1065
DEAL-03026,DEAL-ACC-0626
DEAL-03027,DEAL-ACC-0187
DEAL-03028,DEAL-ACC-2348
DEAL-03029,DEAL-ACC-1909
DEAL-03030,DEAL-ACC-1470
DEAL-03031,DEAL-ACC-1031
DEAL-03032,DEAL-ACC-0592
DEAL-03033,DEAL-ACC-0153
DEAL-03034,DEAL-ACC-2314
DEAL-03035,DEAL-ACC-1875
DEAL-03036,DEAL-ACC-1436
DEAL-03037,DEAL-ACC-0997
DEAL-03038,DEAL-ACC-0558
DEAL-03039,DEAL-ACC-0119
DEAL-03040,DEAL-ACC-2280
DEAL-03041,DEAL-ACC-1841
DEAL-03042,DEAL-ACC-1402
DEAL-03043,DEAL-ACC-0963
DEAL-03044,DEAL-ACC-0524
DEAL-03045,DEAL-ACC-0085
DEAL-03046,DEAL-ACC-2246
DEAL-03047,DEAL-ACC-1807
DEAL-03048,DEAL-ACC-1368
DEAL-03049,DEAL-ACC-0929
DEAL-03050,DEAL-ACC-0490
DEAL-03051,DEAL-ACC-0051
DEAL-03052,DEAL-ACC-2212
DEAL-03053,DEAL-ACC-1773
DEAL-03054,DEAL-ACC-1334
DEAL-03055,DEAL-ACC-0895
DEAL-03056,DEAL-ACC-0456
DEAL-03057,DEAL-ACC-0017
DEAL-03058,DEAL-ACC-2178
DEAL-03059,DEAL-ACC-1739
DEAL-03060,DEAL-ACC-1300
DEAL-03061,DEAL-ACC-0861
DEAL-03062,DEAL-ACC-0422
DEAL-03063,DEAL-ACC-2583
DEAL-03064,DEAL-ACC-2144
DEAL-03065,DEAL-ACC-1705
DEAL-03066,DEAL-ACC-1266
DEAL-03067,DEAL-ACC-0827
DEAL-03068,DEAL-ACC-0388
DEAL-03069,DEAL-ACC-2549
DEAL-03070,DEAL-ACC-2110
DEAL-03071,DEAL-ACC-1671
DEAL-03072,DEAL-ACC-1232
DEAL-03073,DEAL-ACC-0793
DEAL-03074,DEAL-ACC-0354
DEAL-03075,DEAL-ACC-2515
DEAL-03076,DEAL-ACC-2076
DEAL-03077,DEAL-ACC-1637
DEAL-03078,DEAL-ACC-1198
DEAL-03079,DEAL-ACC-0759
DEAL-03080,DEAL-ACC-0320
DEAL-03081,DEAL-ACC-2481
DEAL-03082,DEAL-ACC-2042
DEAL-03083,DEAL-ACC-1603
DEAL-03084,DEAL-ACC-1164
DEAL-03085,DEAL-ACC-0725
DEAL-03086,DEAL-ACC-0286
DEAL-03087,DEAL-ACC-2447
DEAL-03088,DEAL-ACC-2008
DEAL-03089,DEAL-ACC-1569
DEAL-03090,DEAL-ACC-1130
DEAL-03091,DEAL-ACC-0691
DEAL-03092,DEAL-ACC-0252
DEAL-03093,DEAL-ACC-2413
DEAL-03094,DEAL-ACC-1974
DEAL-03095,DEAL-ACC-1535
DEAL-03096,DEAL-ACC-1096
DEAL-03097,DEAL-ACC-0657
DEAL-03098,DEAL-ACC-0218
DEAL-03099,DEAL-ACC-2379
DEAL-03100,DEAL-ACC-1940
DEAL-03101,DEAL-ACC-1501
DEAL-03102,DEAL-ACC-1062
DEAL-03103,DEAL-ACC-0623
DEAL-03104,DEAL-ACC-0184
DEAL-03105,DEAL-ACC-2345
DEAL-03106,DEAL-ACC-1906
DEAL-03107,DEAL-ACC-1467
DEAL-03108,DEAL-ACC-1028
DEAL-03109,DEAL-ACC-0589
DEAL-03110,DEAL-ACC-0150
DEAL-03111,DEAL-ACC-2311
DEAL-03112,DEAL-ACC-1872
DEAL-03113,DEAL-ACC-1433
DEAL-03114,DEAL-ACC-0994
DEAL-03115,DEAL-ACC-0555
DEAL-03116,DEAL-ACC-0116
DEAL-03117,DEAL-ACC-2277
DEAL-03118,DEAL-ACC-1838
DEAL-03119,DEAL-ACC-1399
DEAL-03120,DEAL-ACC-0960
DEAL-03121,DEAL-ACC-0521
DEAL-03122,DEAL-ACC-0082
DEAL-03123,DEAL-ACC-2243
DEAL-03124,DEAL-ACC-1804
DEAL-03125,DEAL-ACC-1365
DEAL-03126,DEAL-ACC-0926
DEAL-03127,DEAL-ACC-0487
DEAL-03128,DEAL-ACC-0048
DEAL-03129,DEAL-ACC-2209
DEAL-03130,DEAL-ACC-1770
DEAL-03131,DEAL-ACC-1331
DEAL-03132,DEAL-ACC-0892
DEAL-03133,DEAL-ACC-0453
DEAL-03134,DEAL-ACC-0014
DEAL-03135,DEAL-ACC-2175
DEAL-03136,DEAL-ACC-1736
DEAL-03137,DEAL-ACC-1297
DEAL-03138,DEAL-ACC-0858
DEAL-03139,DEAL-ACC-0419
DEAL-03140,DEAL-ACC-2580
DEAL-03141,DEAL-ACC-2141
DEAL-03142,DEAL-ACC-1702
DEAL-03143,DEAL-ACC-1263
DEAL-03144,DEAL-ACC-0824
DEAL-03145,DEAL-ACC-0385
DEAL-03146,DEAL-ACC-2546
DEAL-03147,DEAL-ACC-2107
DEAL-03148,DEAL-ACC-1668
DEAL-03149,DEAL-ACC-1229
DEAL-03150,DEAL-ACC-0790
DEAL-03151,DEAL-ACC-0351
DEAL-03152,DEAL-ACC-2512
DEAL-03153,DEAL-ACC-2073
DEAL-03154,DEAL-ACC-1634
DEAL-03155,DEAL-ACC-1195
DEAL-03156,DEAL-ACC-0756
DEAL-03157,DEAL-ACC-0317
DEAL-03158,DEAL-ACC-2478
DEAL-03159,DEAL-ACC-2039
DEAL-03160,DEAL-ACC-1600
DEAL-03161,DEAL-ACC-1161
DEAL-03162,DEAL-ACC-0722
DEAL-03163,DEAL-ACC-0283
DEAL-03164,DEAL-ACC-2444
DEAL-03165,DEAL-ACC-2005
DEAL-03166,DEAL-ACC-1566
DEAL-03167,DEAL-ACC-1127
DEAL-03168,DEAL-ACC-0688
DEAL-03169,DEAL-ACC-0249
DEAL-03170,DEAL-ACC-2410
DEAL-03171,DEAL-ACC-1971
DEAL-03172,DEAL-ACC-1532
DEAL-03173,DEAL-ACC-1093
DEAL-03174,DEAL-ACC-0654
DEAL-03175,DEAL-ACC-0215
DEAL-03176,DEAL-ACC-2376
DEAL-03177,DEAL-ACC-1937
DEAL-03178,DEAL-ACC-1498
DEAL-03179,DEAL-ACC-1059
DEAL-03180,DEAL-ACC-0620
DEAL-03181,DEAL-ACC-0181
DEAL-03182,DEAL-ACC-2342
DEAL-03183,DEAL-ACC-1903
DEAL-03184,DEAL-ACC-1464
DEAL-03185,DEAL-ACC-1025
DEAL-03186,DEAL-ACC-0586
DEAL-03187,DEAL-ACC-0147
DEAL-03188,DEAL-ACC-2308
DEAL-03189,DEAL-ACC-1869
DEAL-03190,DEAL-ACC-1430
DEAL-03191,DEAL-ACC-0991
DEAL-03192,DEAL-ACC-0552
DEAL-03193,DEAL-ACC-0113
DEAL-03194,DEAL-ACC-2274
DEAL-03195,DEAL-ACC-1835
DEAL-03196,DEAL-ACC-1396
DEAL-03197,DEAL-ACC-0957
DEAL-03198,DEAL-ACC-0518
DEAL-03199,DEAL-ACC-0079
DEAL-03200,DEAL-ACC-2240
DEAL-03201,DEAL-ACC-1801
DEAL-03202,DEAL-ACC-1362
DEAL-03203,DEAL-ACC-0923
DEAL-03204,DEAL-ACC-0484
DEAL-03205,DEAL-ACC-0045
DEAL-03206,DEAL-ACC-2206
DEAL-03207,DEAL-ACC-1767
DEAL-03208,DEAL-ACC-1328
DEAL-03209,DEAL-ACC-0889
DEAL-03210,DEAL-ACC-0450
DEAL-03211,DEAL-ACC-0011
DEAL-03212,DEAL-ACC-2172
DEAL-03213,DEAL-ACC-1733
DEAL-03214,DEAL-ACC-1294
DEAL-03215,DEAL-ACC-0855
DEAL-03216,DEAL-ACC-0416
DEAL-03217,DEAL-ACC-2577
DEAL-03218,DEAL-ACC-2138
DEAL-03219,DEAL-ACC-1699
DEAL-03220,DEAL-ACC-1260
DEAL-03221,DEAL-ACC-0821
DEAL-03222,DEAL-ACC-0382
DEAL-03223,DEAL-ACC-2543
DEAL-03224,DEAL-ACC-2104
DEAL-03225,DEAL-ACC-1665
DEAL-03226,DEAL-ACC-1226
DEAL-03227,DEAL-ACC-0787
DEAL-03228,DEAL-ACC-0348
DEAL-03229,DEAL-ACC-2509
DEAL-03230,DEAL-ACC-2070
DEAL-03231,DEAL-ACC-1631
DEAL-03232,DEAL-ACC-1192
DEAL-03233,DEAL-ACC-0753
DEAL-03234,DEAL-ACC-0314
DEAL-03235,DEAL-ACC-2475
DEAL-03236,DEAL-ACC-2036
DEAL-03237,DEAL-ACC-1597
DEAL-03238,DEAL-ACC-1158
DEAL-03239,DEAL-ACC-0719
DEAL-03240,DEAL-ACC-0280
DEAL-03241,DEAL-ACC-2441
DEAL-03242,DEAL-ACC-2002
DEAL-03243,DEAL-ACC-1563
DEAL-03244,DEAL-ACC-1124
DEAL-03245,DEAL-ACC-0685
DEAL-03246,DEAL-ACC-0246
DEAL-03247,DEAL-ACC-2407
DEAL-03248,DEAL-ACC-1968
DEAL-03249,DEAL-ACC-1529
DEAL-03250,DEAL-ACC-1090
DEAL-03251,DEAL-ACC-0651
DEAL-03252,DEAL-ACC-0212
DEAL-03253,DEAL-ACC-2373
DEAL-03254,DEAL-ACC-1934
DEAL-03255,DEAL-ACC-1495
DEAL-03256,DEAL-ACC-1056
DEAL-03257,DEAL-ACC-0617
DEAL-03258,DEAL-ACC-0178
DEAL-03259,DEAL-ACC-2339
DEAL-03260,DEAL-ACC-1900
DEAL-03261,DEAL-ACC-1461
DEAL-03262,DEAL-ACC-1022
DEAL-03263,DEAL-ACC-0583
DEAL-03264,DEAL-ACC-0144
DEAL-03265,DEAL-ACC-2305
DEAL-03266,DEAL-ACC-1866
DEAL-03267,DEAL-ACC-1427
DEAL-03268,DEAL-ACC-0988
DEAL-03269,DEAL-ACC-0549
DEAL-03270,DEAL-ACC-0110
DEAL-03271,DEAL-ACC-2271
DEAL-03272,DEAL-ACC-1832
DEAL-03273,DEAL-ACC-1393
DEAL-03274,DEAL-ACC-0954
DEAL-03275,DEAL-ACC-0515
DEAL-03276,DEAL-ACC-0076
DEAL-03277,DEAL-ACC-2237
DEAL-03278,DEAL-ACC-1798
DEAL-03279,DEAL-ACC-1359
DEAL-03280,DEAL-ACC-0920
DEAL-03281,DEAL-ACC-0481
DEAL-03282,DEAL-ACC-0042
DEAL-03283,DEAL-ACC-2203
DEAL-03284,DEAL-ACC-1764
DEAL-03285,DEAL-ACC-1325
DEAL-03286,DEAL-ACC-0886
DEAL-03287,DEAL-ACC-0447
DEAL-03288,DEAL-ACC-0008
DEAL-03289,DEAL-ACC-2169
DEAL-03290,DEAL-ACC-1730
DEAL-03291,DEAL-ACC-1291
DEAL-03292,DEAL-ACC-0852
DEAL-03293,DEAL-ACC-0413
DEAL-03294,DEAL-ACC-2574
DEAL-03295,DEAL-ACC-2135
DEAL-03296,DEAL-ACC-1696
DEAL-03297,DEAL-ACC-1257
DEAL-03298,DEAL-ACC-0818
DEAL-03299,DEAL-ACC-0379
DEAL-03300,DEAL-ACC-2540
DEAL-03301,DEAL-ACC-2101
DEAL-03302,DEAL-ACC-1662
DEAL-03303,DEAL-ACC-1223
DEAL-03304,DEAL-ACC-0784
DEAL-03305,DEAL-ACC-0345
DEAL-03306,DEAL-ACC-2506
DEAL-03307,DEAL-ACC-2067
DEAL-03308,DEAL-ACC-1628
DEAL-03309,DEAL-ACC-1189
DEAL-03310,DEAL-ACC-0750
DEAL-03311,DEAL-ACC-0311
DEAL-03312,DEAL-ACC-2472
DEAL-03313,DEAL-ACC-2033
DEAL-03314,DEAL-ACC-1594
DEAL-03315,DEAL-ACC-1155
DEAL-03316,DEAL-ACC-0716
DEAL-03317,DEAL-ACC-0277
DEAL-03318,DEAL-ACC-2438
DEAL-03319,DEAL-ACC-1999
DEAL-03320,DEAL-ACC-1560
DEAL-03321,DEAL-ACC-1121
DEAL-03322,DEAL-ACC-0682
DEAL-03323,DEAL-ACC-0243
DEAL-03324,DEAL-ACC-2404
DEAL-03325,DEAL-ACC-1965
DEAL-03326,DEAL-ACC-1526
DEAL-03327,DEAL-ACC-1087
DEAL-03328,DEAL-ACC-0648
DEAL-03329,DEAL-ACC-0209
DEAL-03330,DEAL-ACC-2370
DEAL-03331,DEAL-ACC-1931
DEAL-03332,DEAL-ACC-1492
DEAL-03333,DEAL-ACC-1053
DEAL-03334,DEAL-ACC-0614
DEAL-03335,DEAL-ACC-0175
DEAL-03336,DEAL-ACC-2336
DEAL-03337,DEAL-ACC-1897
DEAL-03338,DEAL-ACC-1458
DEAL-03339,DEAL-ACC-1019
DEAL-03340,DEAL-ACC-0580
DEAL-03341,DEAL-ACC-0141
DEAL-03342,DEAL-ACC-2302
DEAL-03343,DEAL-ACC-1863
DEAL-03344,DEAL-ACC-1424
DEAL-03345,DEAL-ACC-0985
DEAL-03346,DEAL-ACC-0546
DEAL-03347,DEAL-ACC-0107
DEAL-03348,DEAL-ACC-2268
DEAL-03349,DEAL-ACC-1829
DEAL-03350,DEAL-ACC-1390
DEAL-03351,DEAL-ACC-0951
DEAL-03352,DEAL-ACC-0512
DEAL-03353,DEAL-ACC-0073
DEAL-03354,DEAL-ACC-2234
DEAL-03355,DEAL-ACC-1795
DEAL-03356,DEAL-ACC-1356
DEAL-03357,DEAL-ACC-0917
DEAL-03358,DEAL-ACC-0478
DEAL-03359,DEAL-ACC-0039
DEAL-03360,DEAL-ACC-2200
DEAL-03361,DEAL-ACC-1761
DEAL-03362,DEAL-ACC-1322
DEAL-03363,DEAL-ACC-0883
DEAL-03364,DEAL-ACC-0444
DEAL-03365,DEAL-ACC-0005
DEAL-03366,DEAL-ACC-2166
DEAL-03367,DEAL-ACC-1727
DEAL-03368,DEAL-ACC-1288
DEAL-03369,DEAL-ACC-0849
DEAL-03370,DEAL-ACC-0410
DEAL-03371,DEAL-ACC-2571
DEAL-03372,DEAL-ACC-2132
DEAL-03373,DEAL-ACC-1693
DEAL-03374,DEAL-ACC-1254
DEAL-03375,DEAL-ACC-0815
DEAL-03376,DEAL-ACC-0376
DEAL-03377,DEAL-ACC-2537
DEAL-03378,DEAL-ACC-2098
DEAL-03379,DEAL-ACC-1659
