lost,won_amount_usd,sales_cost_usd,discount_leakage_usd,gross_deal_margin_usd,net_deal_contribution_usd,expansion_180d
false,22708.08,3765.01,6090.66,18943.07,12852.42,true
false,50266.75,7685.19,881.61,42581.56,41699.94,false
false,26079.51,759.81,2761.83,25319.7,22557.87,false
false,64422.37,5802.45,1482.05,58619.92,57137.86,true
false,8563.71,2125.91,400.0,6437.79,6037.79,true
false,59811.65,19714.48,5793.63,40097.17,34303.54,false
true,0.0,0.0,8883.71,0.0,-8883.71,false
true,0.0,580.66,38485.07,-580.66,-39065.73,
false,19462.79,4819.63,1914.17,14643.16,12728.99,true
false,27822.9,3525.61,3356.98,24297.29,20940.31,true
false,23409.18,2944.85,4614.38,20464.33,15849.95,false
true,0.0,5921.39,2037.08,-5921.39,-7958.48,false
false,65494.69,26171.94,5339.9,39322.75,33982.85,false
false,152165.76,12420.29,0.0,139745.47,139745.47,false
false,62068.37,30120.9,17369.82,31947.47,14577.65,false
false,27207.28,0.0,2484.5,27207.28,24722.78,true
false,43009.97,6426.51,3311.28,36583.46,33272.18,true
true,0.0,4410.87,2423.47,-4410.87,-6834.34,false
false,49972.56,0.0,0.0,49972.56,49972.56,true
true,0.0,18009.36,16916.7,-18009.36,-34926.06,false
false,154149.28,28505.45,28862.16,125643.83,96781.67,false
true,0.0,344.77,0.0,-344.77,-344.77,true
false,7540.77,863.13,1056.42,6677.64,5621.22,false
false,17126.22,3411.73,1811.11,13714.49,11903.37,true
false,8549.65,1573.0,400.0,6976.65,6576.65,true
false,59510.46,14096.78,5977.94,45413.68,39435.74,false
false,8321.41,2063.17,1069.75,6258.24,5188.5,false
false,9123.43,2370.2,1824.94,6753.24,4928.3,false
false,23062.8,7024.91,1855.25,16037.89,14182.64,true
false,8367.24,0.0,2071.26,8367.24,6295.97,false
true,0.0,21992.05,30740.11,-21992.05,-52732.16,true
false,28984.87,7848.78,5220.87,21136.09,15915.22,
false,63911.17,6423.63,0.0,57487.54,57487.54,true
false,26429.26,2411.75,3141.58,24017.5,20875.92,false
false,7732.08,1271.53,564.79,6460.55,5895.76,true
false,27596.53,2300.24,2845.74,25296.29,22450.54,
false,33167.83,0.0,5671.62,33167.83,27496.21,true
false,6719.28,306.61,165.43,6412.67,6247.24,true
true,0.0,4401.18,3922.75,-4401.18,-8323.93,false
false,68087.35,3758.73,11500.08,64328.63,52828.55,false
false,64010.27,7489.3,17069.38,56520.97,39451.59,
false,26455.03,4700.18,3016.95,21754.86,18737.91,false
false,53336.71,14480.89,256.0,38855.82,38599.82,false
false,8198.8,3433.24,494.36,4765.56,4271.2,true
false,26562.13,0.0,4355.82,26562.13,22206.32,true
false,65224.59,0.0,9716.2,65224.59,55508.39,false
true,0.0,1904.5,2329.8,-1904.5,-4234.3,false
false,144775.35,41507.99,0.0,103267.37,103267.37,true
false,50113.55,13349.18,4513.73,36764.37,32250.65,true
false,21759.64,5832.04,2889.5,15927.59,13038.09,false
false,9075.76,1670.83,82.44,7404.93,7322.48,
true,0.0,4668.13,3601.68,-4668.13,-8269.8,true
true,0.0,1464.29,0.0,-1464.29,-1464.29,false
false,8788.45,171.29,1119.75,8617.16,7497.41,false
false,189223.81,41930.33,39025.81,147293.48,108267.67,
false,23875.12,4638.14,2040.24,19236.98,17196.75,true
false,24088.15,4755.86,3844.83,19332.28,15487.45,true
false,30367.9,5440.44,4882.73,24927.45,20044.72,false
false,5387.46,989.25,764.82,4398.21,3633.39,false
false,7765.01,115.51,671.66,7649.5,6977.84,true
false,22525.53,4619.99,4474.91,17905.53,13430.63,false
true,0.0,88.27,986.42,-88.27,-1074.69,false
false,24265.85,4464.3,3348.63,19801.54,16452.91,
false,7067.45,322.7,955.95,6744.74,5788.79,
false,6712.06,2234.05,624.63,4478.01,3853.39,true
false,8697.3,1228.13,0.0,7469.16,7469.16,true
false,49337.42,3151.73,5190.49,46185.68,40995.19,true
false,18927.49,9344.16,1804.4,9583.33,7778.93,
false,52060.2,15222.04,9939.75,36838.17,26898.41,false
true,0.0,17207.4,9927.21,-17207.4,-27134.6,false
false,155745.01,31950.65,17677.9,123794.36,106116.46,false
false,28484.86,5633.36,8213.38,22851.49,14638.11,false
false,9231.06,1481.14,1877.19,7749.92,5872.74,true
false,20285.9,4827.92,1202.95,15457.98,14255.03,true
false,23422.89,5928.99,6219.62,17493.89,11274.27,false
false,9292.78,314.28,0.0,8978.5,8978.5,false
false,67110.86,7602.77,578.03,59508.08,58930.05,false
false,10289.9,2763.37,1934.02,7526.53,5592.5,true
true,0.0,340.47,770.47,-340.47,-1110.94,
false,76855.19,5950.56,0.0,70904.63,70904.63,true
false,175607.14,35090.72,12115.9,140516.43,128400.53,true
false,77061.73,1873.92,9976.38,75187.81,65211.43,false
false,5354.26,2020.43,0.0,3333.83,3333.83,true
true,0.0,717.24,0.0,-717.24,-717.24,false
false,33304.3,9251.84,5571.74,24052.46,18480.73,
false,21984.07,5500.29,2697.81,16483.78,13785.97,false
true,0.0,888.29,904.5,-888.29,-1792.79,
true,0.0,8122.43,12099.91,-8122.43,-20222.33,
true,0.0,5754.24,4355.19,-5754.24,-10109.43,false
true,0.0,1151.61,1066.52,-1151.61,-2218.13,true
false,5184.38,1517.42,766.0,3666.96,2900.96,true
false,4523.98,1303.44,435.04,3220.54,2785.49,false
false,7426.68,0.0,429.29,7426.68,6997.39,true
true,0.0,4971.07,604.47,-4971.07,-5575.53,
false,6265.57,803.3,1291.41,5462.27,4170.85,true
true,0.0,401.6,8635.61,-401.6,-9037.22,false
false,22116.27,2143.44,3887.68,19972.83,16085.15,true
false,44837.21,14689.13,2426.16,30148.07,27721.91,true
false,6256.02,946.88,192.69,5309.14,5116.45,true
true,0.0,4633.39,12026.48,-4633.39,-16659.86,
false,151549.47,2449.88,11157.63,149099.59,137941.97,true
true,0.0,13194.86,3523.02,-13194.86,-16717.88,false
false,28461.43,12689.5,2234.48,15771.93,13537.45,true
false,26268.29,3726.71,3465.82,22541.59,19075.77,false
true,0.0,657.74,1445.56,-657.74,-2103.3,false
false,55732.3,6230.52,5191.74,49501.79,44310.05,true
false,7040.56,1227.82,783.53,5812.74,5029.21,true
false,6921.47,1623.85,879.44,5297.62,4418.17,false
false,17306.62,1407.68,1020.93,15898.94,14878.01,false
false,4951.49,1417.07,1010.28,3534.42,2524.14,false
false,24318.9,3414.45,1463.64,20904.45,19440.81,false
false,26337.94,6084.78,7262.68,20253.16,12990.48,false
true,0.0,5039.73,1542.5,-5039.73,-6582.23,false
false,28336.11,84.24,5646.1,28251.88,22605.78,
true,0.0,29805.98,24187.26,-29805.98,-53993.24,false
false,46358.35,295.38,9786.86,46062.97,36276.12,true
false,54380.11,6383.38,1626.38,47996.73,46370.36,true
false,27906.42,1566.86,6967.37,26339.56,19372.19,false
false,7927.85,1763.09,1218.53,6164.77,4946.24,true
false,9429.95,671.63,1506.19,8758.31,7252.13,false
false,8840.19,247.29,615.68,8592.9,7977.22,
true,0.0,1533.34,1360.2,-1533.34,-2893.54,
false,151086.86,30450.66,8612.1,120636.2,112024.09,false
false,156319.35,13867.98,15164.81,142451.36,127286.55,false
true,0.0,1637.47,854.39,-1637.47,-2491.86,false
false,55358.85,9929.41,400.0,45429.44,45029.44,
false,24495.18,6996.93,1702.91,17498.25,15795.35,true
false,6135.88,1632.67,307.42,4503.21,4195.79,false
false,171192.27,27723.5,15543.37,143468.77,127925.4,true
false,65470.93,11305.21,7007.91,54165.72,47157.81,false
false,139809.97,25223.92,19717.46,114586.05,94868.59,true
false,70448.91,14844.69,5850.98,55604.21,49753.24,true
false,28233.48,3564.27,1310.77,24669.21,23358.43,true
true,0.0,10257.3,9620.55,-10257.3,-19877.85,false
false,53012.13,19889.49,5249.93,33122.64,27872.72,false
false,45529.06,6438.21,8169.97,39090.86,30920.89,true
false,7531.73,833.33,556.48,6698.39,6141.91,false
true,0.0,9810.03,5445.38,-9810.03,-15255.4,true
false,7459.62,35.04,65.13,7424.57,7359.44,true
true,0.0,1489.65,0.0,-1489.65,-1489.65,
true,0.0,6048.75,1136.06,-6048.75,-7184.81,true
false,4155.91,745.48,308.88,3410.43,3101.55,true
false,23394.46,5539.79,2177.79,17854.66,15676.87,false
false,25833.72,3688.17,356.74,22145.55,21788.81,false
true,0.0,6835.36,4063.94,-6835.36,-10899.3,true
false,48204.76,1342.96,4857.2,46861.79,42004.59,true
false,79034.8,19010.66,23293.56,60024.14,36730.58,true
false,9483.39,2331.86,400.0,7151.53,6751.53,false
false,6258.27,2583.92,52.41,3674.35,3621.94,true
true,0.0,5831.5,4909.18,-5831.5,-10740.69,true
false,56793.49,11904.46,11691.38,44889.03,33197.65,true
false,27539.14,3008.16,6138.43,24530.98,18392.55,true
false,63896.91,12599.31,1400.0,51297.6,49897.6,true
false,8855.33,478.54,1657.51,8376.79,6719.28,
false,24789.98,6050.27,5254.56,18739.71,13485.15,false
false,52662.69,11826.28,5790.83,40836.4,35045.58,false
false,7147.0,721.13,0.0,6425.88,6425.88,
false,22311.8,108.65,1518.12,22203.16,20685.03,true
true,0.0,40018.01,28647.8,-40018.01,-68665.81,false
false,69279.99,24439.71,2773.04,44840.28,42067.25,false
false,31125.07,0.0,7532.2,31125.07,23592.87,false
false,7703.44,2081.75,929.72,5621.68,4691.97,false
false,64437.51,16470.95,13717.07,47966.56,34249.49,false
false,75090.89,12774.36,7714.84,62316.53,54601.7,true
true,0.0,5080.94,27.17,-5080.94,-5108.1,
false,23245.47,2907.74,3859.23,20337.73,16478.5,false
false,62045.59,3332.45,5447.62,58713.14,53265.51,true
true,0.0,659.6,713.94,-659.6,-1373.54,false
true,0.0,1328.29,254.83,-1328.29,-1583.12,false
true,0.0,2286.9,400.0,-2286.9,-2686.9,
true,0.0,13633.26,4369.61,-13633.26,-18002.87,false
false,8044.8,787.57,1364.25,7257.23,5892.98,false
true,0.0,1978.55,859.61,-1978.55,-2838.16,
false,196832.76,88121.82,29687.81,108710.95,79023.14,true
false,22909.92,6862.33,3069.82,16047.59,12977.78,true
true,0.0,2818.38,1336.06,-2818.38,-4154.44,false
false,72598.29,19978.05,1306.46,52620.24,51313.78,false
true,0.0,89.45,480.55,-89.45,-570.0,false
true,0.0,1418.98,1740.51,-1418.98,-3159.49,false
false,21585.49,2213.14,2284.99,19372.35,17087.37,false
true,0.0,8960.29,5498.19,-8960.29,-14458.48,
false,54993.65,11377.88,8374.07,43615.77,35241.7,true
false,25128.09,5441.66,3178.32,19686.43,16508.11,false
false,7112.98,2399.4,621.83,4713.58,4091.75,true
false,51081.19,7739.37,7360.55,43341.82,35981.28,true
false,24489.47,4219.57,2786.76,20269.9,17483.14,
true,0.0,1389.81,1419.01,-1389.81,-2808.82,false
false,8323.03,1623.02,2626.35,6700.01,4073.66,true
false,7917.73,207.64,1462.22,7710.09,6247.86,
false,19992.41,4568.89,3264.71,15423.52,12158.81,false
false,23650.62,5612.33,67.58,18038.28,17970.7,false
false,63470.56,9288.95,10209.47,54181.62,43972.15,false
true,0.0,321.67,0.0,-321.67,-321.67,
false,18091.36,4133.5,539.18,13957.86,13418.68,
false,21353.56,2786.12,3899.52,18567.45,14667.92,false
true,0.0,548.37,5147.07,-548.37,-5695.44,false
false,26536.58,3840.68,4091.73,22695.91,18604.17,true
true,0.0,2240.5,2290.46,-2240.5,-4530.97,
false,10142.27,647.08,1799.56,9495.19,7695.63,
false,22629.78,5300.4,4270.08,17329.39,13059.3,true
false,8144.81,1223.85,154.41,6920.96,6766.55,false
false,9930.89,652.63,2343.37,9278.26,6934.89,true
false,6114.06,1462.4,273.06,4651.66,4378.6,false
false,7166.72,1668.61,911.54,5498.11,4586.56,false
false,5695.6,1425.41,1165.56,4270.19,3104.63,false
false,62363.5,5481.96,2922.72,56881.55,53958.83,false
false,19541.96,363.64,2340.96,19178.32,16837.36,false
false,24007.51,267.08,400.0,23740.43,23340.43,true
false,12114.37,1145.42,248.4,10968.94,10720.54,false
false,45680.13,2757.75,4735.77,42922.38,38186.61,false
false,47839.13,7672.65,3828.95,40166.47,36337.53,false
false,125071.02,12019.49,8075.48,113051.54,104976.05,false
false,7976.13,1051.19,1000.0,6924.94,5924.94,false
false,25211.02,2895.65,0.0,22315.37,22315.37,false
false,7543.45,905.59,314.27,6637.86,6323.59,false
false,207937.14,26202.63,39328.28,181734.51,142406.23,true
false,81811.6,14410.89,3769.12,67400.71,63631.59,false
false,25447.52,5489.22,3894.36,19958.3,16063.93,false
false,7119.9,1975.73,312.68,5144.18,4831.5,false
false,5965.79,1053.21,1274.92,4912.58,3637.66,false
false,170997.67,27051.95,22829.17,143945.71,121116.54,
true,0.0,14109.17,3942.71,-14109.17,-18051.89,false
false,29240.14,6242.98,6429.88,22997.17,16567.29,false
true,0.0,4274.1,2045.16,-4274.1,-6319.26,true
false,177480.09,44096.63,9140.77,133383.46,124242.69,false
false,7831.67,778.95,2444.45,7052.72,4608.27,
true,0.0,4193.8,609.69,-4193.8,-4803.5,false
false,25217.32,3642.38,2029.16,21574.93,19545.77,true
false,7834.24,2576.71,1798.6,5257.54,3458.94,true
false,10147.35,2114.7,1825.16,8032.65,6207.49,false
false,58776.14,14542.74,7294.54,44233.41,36938.87,true
false,51517.22,0.0,4359.71,51517.22,47157.51,true
false,21272.43,0.0,3429.69,21272.43,17842.74,true
false,20031.49,2695.07,2626.69,17336.42,14709.72,false
false,55362.61,3709.26,4229.09,51653.35,47424.26,true
false,6072.67,905.92,690.82,5166.75,4475.93,true
true,0.0,3082.67,1287.59,-3082.67,-4370.25,false
false,4511.06,1313.82,276.31,3197.24,2920.93,true
false,25278.37,2799.34,608.31,22479.03,21870.73,false
false,146764.54,19297.12,36005.82,127467.42,91461.61,
false,6082.28,1557.95,1412.39,4524.34,3111.95,false
true,0.0,12909.87,11166.45,-12909.87,-24076.32,false
false,8372.88,771.04,860.71,7601.84,6741.13,true
false,48721.1,3189.78,3531.89,45531.33,41999.44,true
false,8052.9,1499.05,607.51,6553.86,5946.34,true
true,0.0,1870.47,2486.09,-1870.47,-4356.56,
false,8744.15,795.83,2713.3,7948.32,5235.02,false
true,0.0,653.33,1224.7,-653.33,-1878.04,false
false,55182.98,6453.25,11354.81,48729.73,37374.92,true
true,0.0,1954.28,1001.54,-1954.28,-2955.82,
false,60168.34,8453.51,4862.02,51714.83,46852.8,
true,0.0,6166.74,8308.24,-6166.74,-14474.99,
false,10006.38,581.49,2531.51,9424.89,6893.38,false
true,0.0,6064.86,15594.48,-6064.86,-21659.34,
true,0.0,977.02,1600.11,-977.02,-2577.13,
false,16730.18,10048.19,3889.96,6681.98,2792.03,false
true,0.0,7219.64,7722.27,-7219.64,-14941.91,
false,6831.01,70.13,978.23,6760.89,5782.66,true
true,0.0,0.0,4152.04,0.0,-4152.04,
false,22189.11,362.78,1806.94,21826.33,20019.39,true
true,0.0,10490.43,3236.01,-10490.43,-13726.44,
true,0.0,4327.41,3975.27,-4327.41,-8302.68,false
false,126799.43,18689.2,20953.82,108110.23,87156.4,
false,27196.76,0.0,0.0,27196.76,27196.76,false
false,21206.6,3413.18,1490.84,17793.42,16302.59,true
false,73764.27,1557.02,3241.78,72207.24,68965.46,false
false,8781.67,820.43,716.08,7961.24,7245.15,true
false,8289.38,1331.43,2934.43,6957.95,4023.52,true
true,0.0,1355.74,3687.95,-1355.74,-5043.69,false
true,0.0,1398.12,0.0,-1398.12,-1398.12,false
false,9234.37,29.52,970.22,9204.84,8234.63,
false,10710.1,409.73,893.54,10300.36,9406.82,false
false,28732.47,10186.81,1973.94,18545.66,16571.72,true
true,0.0,3539.55,4189.08,-3539.55,-7728.63,
false,64742.54,8745.21,6024.24,55997.34,49973.1,true
false,50533.4,11990.72,12042.16,38542.68,26500.51,true
false,60289.5,6312.49,3791.99,53977.01,50185.02,true
true,0.0,1695.0,1796.07,-1695.0,-3491.07,
false,19327.78,1782.86,2773.1,17544.92,14771.81,false
false,5108.66,744.66,1270.58,4364.0,3093.42,true
true,0.0,4099.41,2928.63,-4099.41,-7028.05,true
false,165091.44,50136.64,14021.77,114954.8,100933.03,true
false,6287.07,2134.52,1066.62,4152.55,3085.93,true
true,0.0,12843.41,1636.49,-12843.41,-14479.9,
false,8508.16,3379.38,1744.1,5128.78,3384.68,false
false,26263.92,5337.55,1937.64,20926.37,18988.72,false
false,13374.43,2574.06,2561.94,10800.37,8238.42,true
true,0.0,3473.12,1571.26,-3473.12,-5044.39,true
false,26387.3,0.0,4385.86,26387.3,22001.44,false
false,30074.17,4837.48,6822.69,25236.69,18414.0,true
false,10401.83,940.09,2542.69,9461.74,6919.06,false
true,0.0,3633.99,1141.85,-3633.99,-4775.84,false
false,54335.94,0.0,12066.04,54335.94,42269.89,
true,0.0,377.99,735.06,-377.99,-1113.05,
true,0.0,2022.71,770.22,-2022.71,-2792.93,true
false,126270.63,31708.76,9430.86,94561.86,85131.01,false
true,0.0,0.0,0.0,0.0,0.0,true
false,21105.94,2266.63,4703.56,18839.31,14135.75,true
false,8106.51,1167.61,174.74,6938.9,6764.16,true
false,8153.18,453.29,612.77,7699.89,7087.12,false
true,0.0,19840.64,5633.47,-19840.64,-25474.11,false
false,147960.02,15004.32,0.0,132955.7,132955.7,true
true,0.0,522.6,834.43,-522.6,-1357.03,
false,22069.18,6721.51,2151.35,15347.68,13196.32,false
false,7848.94,1460.08,1583.38,6388.86,4805.48,false
true,0.0,9056.72,4479.0,-9056.72,-13535.72,false
false,7875.79,1353.66,382.73,6522.13,6139.4,true
false,26246.96,6138.13,3918.74,20108.83,16190.09,true
false,9346.01,2467.07,1574.29,6878.94,5304.65,false
false,69351.48,4448.46,14090.91,64903.02,50812.12,false
false,70393.91,17136.7,713.23,53257.2,52543.98,true
true,0.0,3884.14,8098.26,-3884.14,-11982.4,false
false,62120.75,13581.6,11726.57,48539.14,36812.57,false
false,26789.22,4766.48,7408.07,22022.74,14614.67,true
true,0.0,34733.89,23909.18,-34733.89,-58643.07,
false,7603.54,0.0,942.69,7603.54,6660.85,true
true,0.0,5093.16,9273.93,-5093.16,-14367.09,
true,0.0,18498.84,14360.38,-18498.84,-32859.23,
true,0.0,1280.01,12515.81,-1280.01,-13795.82,false
true,0.0,8295.71,4359.16,-8295.71,-12654.87,
true,0.0,14942.59,48231.09,-14942.59,-63173.68,
false,55590.06,4089.27,3332.07,51500.79,48168.73,true
true,0.0,6580.29,0.0,-6580.29,-6580.29,false
false,26361.84,2946.41,1563.06,23415.44,21852.38,false
false,22005.31,3223.83,808.96,18781.48,17972.52,true
false,33700.85,7047.64,2033.68,26653.22,24619.53,true
true,0.0,10813.72,11689.78,-10813.72,-22503.5,false
false,54207.27,18754.15,6418.4,35453.12,29034.73,false
true,0.0,1923.18,1075.56,-1923.18,-2998.73,false
true,0.0,5557.94,2359.11,-5557.94,-7917.05,true
false,66640.92,13737.62,9665.48,52903.3,43237.82,true
false,41365.55,7128.77,1300.28,34236.78,32936.49,false
false,9310.98,607.26,2263.89,8703.72,6439.83,false
false,7488.48,2472.64,0.0,5015.84,5015.84,false
false,11343.15,2781.01,961.34,8562.15,7600.8,false
true,0.0,5080.04,1495.14,-5080.04,-6575.18,true
false,32159.36,13238.5,5983.09,18920.86,12937.77,true
false,156461.06,25112.36,36662.6,131348.7,94686.11,false
true,0.0,0.0,947.36,0.0,-947.36,false
true,0.0,14333.61,5236.91,-14333.61,-19570.53,
false,7906.77,3026.51,1686.85,4880.25,3193.41,false
false,62591.18,9259.54,14423.88,53331.63,38907.75,false
false,25834.04,2499.01,413.76,23335.03,22921.27,true
false,22088.83,1306.69,2411.35,20782.14,18370.79,false
false,64793.25,10259.14,11437.72,54534.1,43096.38,
false,74234.32,1057.29,1248.71,73177.04,71928.33,false
false,8486.79,1224.55,761.06,7262.24,6501.18,
false,6679.6,865.79,0.0,5813.81,5813.81,
false,81950.67,25566.11,14359.63,56384.57,42024.94,true
false,22692.56,283.93,3685.01,22408.63,18723.62,true
false,27471.57,3584.55,2589.02,23887.02,21298.0,true
true,0.0,3099.47,603.55,-3099.47,-3703.02,
false,146550.69,23068.25,20998.8,123482.44,102483.63,true
true,0.0,5785.93,61.52,-5785.93,-5847.45,
false,125120.3,2033.18,0.0,123087.13,123087.13,false
true,0.0,4395.01,4655.25,-4395.01,-9050.27,
false,199898.37,26667.22,14868.79,173231.15,158362.36,false
false,119670.72,10192.95,22269.3,109477.77,87208.48,true
false,25664.24,3724.22,5587.65,21940.03,16352.37,false
false,69703.53,5627.96,19161.66,64075.56,44913.91,false
true,0.0,44223.12,33017.49,-44223.12,-77240.61,
false,186383.46,63549.47,15293.3,122833.99,107540.69,true
false,5981.94,1801.63,2620.03,4180.32,1560.28,true
false,189887.17,43920.25,37181.59,145966.92,108785.33,false
false,162672.71,27161.89,22932.11,135510.82,112578.72,
false,9936.87,0.0,1703.02,9936.87,8233.86,false
false,8321.95,1717.1,1464.14,6604.84,5140.71,true
false,48845.35,8662.29,8365.26,40183.07,31817.81,false
true,0.0,0.0,765.09,0.0,-765.09,false
true,0.0,0.0,0.0,0.0,0.0,
false,8995.56,2262.61,1042.84,6732.94,5690.11,true
false,23797.16,1293.15,3354.94,22504.0,19149.06,false
false,16994.7,2054.27,1859.43,14940.43,13081.0,false
true,0.0,1432.65,522.92,-1432.65,-1955.57,
false,67740.89,14123.06,16837.64,53617.83,36780.19,true
false,22497.2,4300.96,1312.02,18196.23,16884.21,true
false,26027.48,5542.16,5153.18,20485.32,15332.15,true
false,5886.92,1640.11,0.0,4246.81,4246.81,false
true,0.0,1690.25,234.0,-1690.25,-1924.26,
false,170834.03,44436.96,21757.8,126397.07,104639.27,false
false,9078.23,1477.31,291.97,7600.92,7308.95,false
false,5839.23,838.67,844.76,5000.56,4155.8,true
false,8433.8,127.42,152.27,8306.38,8154.11,false
false,180113.78,22833.55,9070.36,157280.23,148209.87,false
false,22409.81,1125.65,3276.21,21284.17,18007.96,true
false,31647.17,2006.74,4501.19,29640.42,25139.24,
false,23115.29,7381.31,2281.83,15733.98,13452.15,true
true,0.0,3825.68,5624.27,-3825.68,-9449.95,false
true,0.0,1368.87,1409.87,-1368.87,-2778.74,false
false,8597.38,695.02,506.9,7902.35,7395.45,true
false,6405.03,1426.29,842.58,4978.73,4136.15,false
false,5891.39,1034.81,685.04,4856.58,4171.55,false
false,8118.87,3252.39,1462.45,4866.48,3404.04,true
true,0.0,0.0,6857.42,0.0,-6857.42,false
false,7599.29,2129.04,1967.65,5470.25,3502.6,true
false,115229.27,14157.71,15875.43,101071.56,85196.13,false
false,8459.14,3065.95,1783.87,5393.2,3609.33,false
false,22678.85,8737.23,4815.53,13941.62,9126.09,false
false,23173.61,0.0,4442.6,23173.61,18731.01,true
false,3788.69,596.74,131.26,3191.95,3060.7,false
true,0.0,593.63,666.22,-593.63,-1259.85,
false,72092.2,13723.06,10100.2,58369.14,48268.94,false
false,8161.58,1058.55,1620.12,7103.03,5482.91,true
false,8911.64,2671.09,0.0,6240.55,6240.55,false
false,6500.21,1763.05,1784.68,4737.16,2952.48,true
false,43726.41,805.78,5959.64,42920.62,36960.98,true
false,8755.72,1634.97,836.39,7120.74,6284.35,false
false,85353.98,17401.69,12421.57,67952.29,55530.72,false
false,54025.55,3127.75,13189.66,50897.8,37708.14,false
true,0.0,3917.49,4398.18,-3917.49,-8315.66,false
false,8641.77,214.06,234.38,8427.71,8193.32,true
false,10365.18,224.53,0.0,10140.65,10140.65,false
true,0.0,1749.74,1507.98,-1749.74,-3257.72,
false,137158.42,21205.96,16941.42,115952.47,99011.05,
false,148457.15,0.0,12115.56,148457.15,136341.59,true
false,6680.17,1175.92,1420.05,5504.25,4084.19,true
false,17269.38,1840.41,3019.74,15428.97,12409.24,true
false,61328.12,7400.25,6098.59,53927.87,47829.28,true
false,7758.7,2029.36,1010.56,5729.34,4718.78,true
true,0.0,354.97,892.67,-354.97,-1247.64,false
false,5690.29,1801.64,1580.27,3888.66,2308.38,false
false,22009.85,1206.35,1916.26,20803.51,18887.24,false
false,28396.04,3934.15,4606.17,24461.89,19855.72,
false,8392.36,968.79,869.27,7423.57,6554.31,false
false,138521.05,47959.29,11515.73,90561.76,79046.03,false
false,21976.59,2797.51,2954.91,19179.08,16224.17,false
false,48156.54,3986.1,8529.59,44170.44,35640.86,true
false,6580.68,1245.93,943.42,5334.75,4391.34,false
false,60064.6,8555.91,600.0,51508.69,50908.69,false
false,66271.6,9926.51,6184.37,56345.09,50160.71,
true,0.0,11915.33,1860.6,-11915.33,-13775.93,false
false,5892.41,1337.06,831.03,4555.35,3724.32,
false,6706.1,1532.7,1089.99,5173.39,4083.41,false
false,6649.99,627.09,1555.66,6022.89,4467.24,true
true,0.0,6988.38,3443.37,-6988.38,-10431.75,true
false,59693.17,17407.26,5229.22,42285.91,37056.68,true
false,8944.97,1569.63,0.0,7375.34,7375.34,false
true,0.0,7329.95,1380.84,-7329.95,-8710.79,
false,22510.39,7749.1,701.3,14761.29,14059.99,false
false,56830.57,2301.17,8488.02,54529.4,46041.38,false
false,6949.0,1724.22,1254.93,5224.78,3969.85,false
true,0.0,4995.07,736.51,-4995.07,-5731.58,
false,10679.14,3381.09,1911.47,7298.05,5386.58,true
false,46304.69,7356.82,4042.82,38947.87,34905.06,
true,0.0,1561.72,774.38,-1561.72,-2336.11,false
true,0.0,838.63,239.22,-838.63,-1077.85,
false,7709.6,0.0,1451.66,7709.6,6257.94,false
true,0.0,3420.96,4303.05,-3420.96,-7724.02,
false,72516.34,16965.25,7575.02,55551.09,47976.08,true
false,8166.59,2386.44,624.52,5780.15,5155.63,true
false,62901.69,2983.32,12113.34,59918.37,47805.03,false
false,24922.04,2249.74,0.0,22672.3,22672.3,true
false,7836.81,1956.61,2844.02,5880.21,3036.19,
false,7705.44,1643.13,574.42,6062.31,5487.89,true
false,23419.21,0.0,1983.65,23419.21,21435.57,false
false,174765.19,50845.29,24135.09,123919.9,99784.81,false
true,0.0,2138.61,2351.09,-2138.61,-4489.71,false
false,83166.97,8291.53,4122.25,74875.44,70753.19,false
false,6177.76,655.78,1908.98,5521.98,3613.0,true
false,35969.91,10704.68,8221.81,25265.23,17043.42,false
true,0.0,1371.03,1169.25,-1371.03,-2540.28,
false,14402.21,0.0,1041.27,14402.21,13360.94,true
false,8601.34,879.35,1527.01,7721.99,6194.98,true
false,8269.28,281.92,1552.36,7987.36,6435.0,true
true,0.0,6346.22,5430.79,-6346.22,-11777.01,false
false,11570.46,3046.43,2474.87,8524.03,6049.16,true
true,0.0,2167.21,0.0,-2167.21,-2167.21,
false,21561.06,142.15,1530.24,21418.91,19888.68,true
false,6366.15,479.5,213.37,5886.65,5673.28,true
true,0.0,623.92,1379.46,-623.92,-2003.38,
false,8706.5,2008.35,1211.99,6698.15,5486.16,false
false,7945.52,2294.79,1180.85,5650.73,4469.89,true
false,8512.13,2385.69,214.33,6126.44,5912.11,false
false,26054.93,3695.67,5533.5,22359.25,16825.76,false
false,73144.52,20922.18,0.0,52222.33,52222.33,false
false,21461.48,3548.57,4158.87,17912.91,13754.04,false
true,0.0,3777.02,4040.39,-3777.02,-7817.41,
false,7178.11,3544.17,660.73,3633.94,2973.21,true
false,7379.37,859.55,790.3,6519.81,5729.51,true
false,31103.88,4062.93,2076.29,27040.95,24964.66,false
true,0.0,4524.44,2570.99,-4524.44,-7095.43,
false,28449.45,4036.98,1436.88,24412.47,22975.59,true
false,5156.7,1192.67,280.86,3964.02,3683.16,true
false,9687.25,0.0,683.87,9687.25,9003.39,false
false,63499.98,7824.75,0.0,55675.23,55675.23,true
true,0.0,680.87,1329.59,-680.87,-2010.45,true
false,7902.86,2858.49,654.54,5044.36,4389.82,
false,33149.76,6683.65,3301.31,26466.11,23164.8,true
false,5613.34,570.96,643.0,5042.38,4399.38,false
