deal_created_date,lead_source,industry,company_size_band,deal_size_usd,sales_rep,sales_region,product_line,discount_requested_pct,competitor_involved,lead_score,decision_maker_engaged
2025-04-12,organic,tech,large,53948.18,Rep 8,Region East,Platform,15.6,false,71,true
2024-11-13,cold_call,manufacturing,small,10169.6,Rep 5,Region East,Platform,0.0,true,47,false
2024-06-04,webinar,manufacturing,small,8308.82,Rep 5,Region East,Platform,0.0,false,50,true
2025-11-18,cold_call,finance,large,55782.85,Rep 1,Region East,Standalone,10.13,true,59,false
2024-06-17,referral,tech,small,12643.63,Rep 8,Region South,Platform,3.25,false,58,false
2024-07-02,organic,finance,small,7417.72,Rep 6,Region East,Platform,8.52,false,64,true
2025-01-31,referral,manufacturing,medium,28068.5,Rep 4,Region South,Suite,9.01,false,96,true
2025-05-11,referral,retail,medium,20156.3,Rep 6,Region West,Platform,21.16,true,49,false
2024-02-01,referral,manufacturing,large,59696.09,Rep 4,Region South,Suite,20.02,false,90,true
2025-12-17,webinar,retail,enterprise,132345.73,Rep 2,Region Central,Standalone,15.6,true,53,false
2024-07-04,referral,retail,medium,25469.35,Rep 8,Region West,Platform,8.0,false,28,false
2024-02-26,referral,manufacturing,large,58386.67,Rep 3,Region Central,Platform,8.29,true,76,true
2025-09-14,cold_call,tech,medium,25381.44,Rep 8,Region Central,Platform,17.8,false,64,true
2024-12-30,webinar,healthcare,medium,27023.92,Rep 8,Region South,Platform,12.99,false,100,true
2025-02-18,referral,retail,enterprise,146614.7,Rep 2,Region West,Platform,19.9,false,45,false
2025-01-23,cold_call,finance,medium,20661.04,Rep 1,Region East,Standalone,16.6,false,46,true
2025-05-29,organic,retail,small,6790.62,Rep 7,Region West,Platform,14.13,false,76,true
2024-11-22,webinar,retail,medium,26419.92,Rep 7,Region Central,Platform,4.86,false,70,true
2025-10-07,cold_call,tech,medium,22229.46,Rep 5,Region Central,Suite,12.0,false,68,true
2024-09-19,organic,retail,large,68753.37,Rep 1,Region West,Standalone,14.87,false,52,false
2025-08-13,paid,healthcare,large,59554.54,Rep 8,Region East,Platform,9.56,false,46,true
2024-04-08,referral,finance,large,49805.45,Rep 5,Region East,Platform,5.65,false,86,true
2025-02-18,cold_call,retail,small,9397.97,Rep 3,Region South,Platform,3.06,false,54,true
2024-06-10,organic,retail,enterprise,137448.87,Rep 2,Region Central,Standalone,9.75,true,41,false
2025-02-08,referral,finance,medium,25793.02,Rep 7,Region East,Platform,11.05,false,86,true
2025-06-08,webinar,finance,medium,21477.75,Rep 1,Region East,Platform,13.4,true,61,false
2024-02-09,referral,tech,small,6839.59,Rep 8,Region Central,Platform,26.8,true,37,false
2025-09-08,organic,healthcare,medium,24684.64,Rep 6,Region Central,Standalone,16.52,false,74,true
2024-10-26,referral,tech,small,7993.25,Rep 8,Region South,Platform,8.29,true,54,false
2024-06-04,webinar,tech,enterprise,98099.72,Rep 2,Region West,Platform,16.85,false,60,false
2024-11-11,referral,finance,small,8782.41,Rep 3,Region East,Platform,11.83,false,78,true
2024-07-07,organic,retail,large,63283.4,Rep 1,Region West,Suite,24.26,false,63,false
2024-05-01,cold_call,finance,medium,30057.71,Rep 6,Region East,Platform,5.13,false,51,true
2024-06-14,paid,tech,small,8464.42,Rep 1,Region Central,Platform,11.15,false,76,false
2024-11-07,cold_call,finance,medium,25537.49,Rep 4,Region East,Suite,13.65,true,66,true
2025-11-10,organic,retail,large,65084.5,Rep 3,Region South,Suite,13.43,false,82,true
2024-02-24,cold_call,retail,medium,29426.29,Rep 1,Region Central,Standalone,15.12,false,65,false
2025-11-03,webinar,retail,enterprise,145727.91,Rep 2,Region West,Standalone,15.42,false,54,false
2025-06-10,referral,healthcare,medium,25071.69,Rep 3,Region Central,Suite,4.33,true,52,false
2025-05-11,referral,manufacturing,small,7971.78,Rep 6,Region East,Platform,10.31,false,77,true
2024-10-07,cold_call,tech,medium,15586.29,Rep 4,Region Central,Standalone,1.37,true,80,true
2024-11-21,organic,manufacturing,small,8644.91,Rep 4,Region East,Platform,3.24,false,63,false
2024-10-11,referral,tech,medium,26592.14,Rep 1,Region South,Platform,15.96,false,53,true
2024-10-04,paid,finance,small,4818.52,Rep 4,Region East,Platform,16.07,false,71,true
2024-06-22,referral,finance,small,11029.45,Rep 5,Region East,Platform,17.87,false,55,false
2025-02-26,webinar,retail,small,5528.66,Rep 3,Region East,Platform,27.94,false,82,false
2025-09-02,cold_call,healthcare,small,8598.09,Rep 3,Region West,Platform,15.36,true,62,false
2024-05-12,cold_call,manufacturing,small,7703.01,Rep 2,Region East,Platform,16.97,false,49,false
2025-02-07,referral,finance,large,60019.75,Rep 8,Region East,Platform,24.86,false,66,true
2025-12-06,organic,finance,medium,19292.07,Rep 7,Region East,Platform,2.91,false,24,false
2025-02-04,paid,healthcare,enterprise,152635.45,Rep 2,Region West,Suite,0.0,true,73,true
2024-11-08,webinar,tech,enterprise,153129.99,Rep 2,Region South,Standalone,14.53,false,62,false
2025-01-04,referral,manufacturing,medium,26127.59,Rep 1,Region South,Suite,6.08,true,38,false
2025-05-03,cold_call,healthcare,medium,20219.81,Rep 6,Region East,Platform,17.01,true,70,true
2024-08-10,cold_call,finance,large,52238.59,Rep 4,Region East,Suite,12.89,false,52,false
2025-06-14,webinar,healthcare,enterprise,170510.91,Rep 2,Region East,Platform,11.02,false,21,false
2025-07-26,organic,finance,medium,21726.08,Rep 3,Region East,Suite,2.74,false,47,false
2024-12-11,organic,tech,medium,25846.3,Rep 4,Region Central,Suite,17.01,false,48,true
2024-06-08,referral,healthcare,medium,30192.42,Rep 7,Region West,Standalone,8.51,true,60,false
2025-03-21,referral,retail,small,8012.79,Rep 7,Region Central,Platform,15.06,false,63,false
2025-09-17,referral,finance,medium,23537.2,Rep 5,Region East,Suite,12.24,true,83,true
2025-08-10,referral,finance,medium,25682.88,Rep 8,Region East,Platform,5.69,false,78,true
2025-12-23,referral,retail,enterprise,151639.03,Rep 2,Region West,Suite,19.77,true,61,false
2024-10-01,cold_call,tech,small,6222.31,Rep 6,Region South,Platform,8.75,false,82,true
2024-02-16,referral,retail,small,9057.18,Rep 6,Region South,Platform,24.48,false,27,false
2024-08-05,cold_call,manufacturing,medium,27817.53,Rep 6,Region West,Suite,0.01,true,49,false
2024-07-20,paid,finance,small,7229.34,Rep 6,Region East,Platform,5.71,true,57,false
2024-06-27,referral,tech,large,65603.22,Rep 7,Region East,Suite,24.23,false,42,false
2025-02-28,paid,finance,medium,20626.49,Rep 4,Region East,Standalone,12.67,false,95,true
2025-04-21,paid,healthcare,small,7496.06,Rep 7,Region South,Platform,11.92,true,50,true
2024-05-21,cold_call,manufacturing,small,8071.09,Rep 6,Region West,Platform,12.12,false,33,false
2024-11-13,referral,manufacturing,medium,20224.09,Rep 6,Region South,Standalone,20.16,false,32,false
2024-01-12,cold_call,tech,large,53979.87,Rep 4,Region South,Standalone,10.87,false,33,true
2025-12-23,referral,tech,small,8153.11,Rep 6,Region South,Platform,13.5,false,91,true
2025-01-20,organic,retail,small,8685.99,Rep 4,Region South,Platform,13.9,false,65,true
2024-04-08,referral,retail,small,6589.16,Rep 7,Region West,Platform,19.98,false,45,false
2025-08-31,webinar,tech,medium,23905.32,Rep 6,Region Central,Standalone,5.7,false,59,false
2024-03-21,referral,tech,enterprise,117321.4,Rep 2,Region East,Standalone,8.58,true,27,false
2025-12-26,referral,manufacturing,small,8777.73,Rep 5,Region South,Platform,18.5,false,65,true
2025-07-07,webinar,tech,small,7970.93,Rep 6,Region West,Platform,13.87,false,40,false
2025-07-09,referral,tech,medium,25375.06,Rep 1,Region South,Standalone,19.72,false,70,true
2024-06-01,paid,tech,small,7849.35,Rep 1,Region East,Platform,9.22,false,68,true
2024-08-22,cold_call,manufacturing,small,8463.36,Rep 7,Region South,Platform,13.19,true,47,false
2024-10-22,webinar,healthcare,small,6888.89,Rep 1,Region Central,Platform,15.58,true,100,true
2025-01-20,paid,manufacturing,small,9438.77,Rep 3,Region Central,Platform,7.92,false,66,true
2024-12-06,paid,tech,medium,25997.08,Rep 7,Region South,Standalone,14.91,false,81,true
2025-10-29,webinar,tech,enterprise,126723.53,Rep 2,Region West,Platform,7.5,true,55,false
2024-07-27,cold_call,tech,medium,31298.32,Rep 2,Region Central,Platform,6.27,false,36,false
2025-10-22,paid,finance,small,8659.15,Rep 1,Region East,Platform,10.68,false,94,true
2025-04-16,referral,retail,large,58777.66,Rep 6,Region South,Suite,19.55,true,90,true
2024-09-09,referral,healthcare,small,8540.27,Rep 6,Region Central,Platform,19.56,false,58,false
2024-02-12,cold_call,retail,large,48140.49,Rep 6,Region West,Standalone,3.37,false,100,true
2025-05-13,paid,healthcare,enterprise,151738.41,Rep 8,Region South,Suite,5.27,true,26,false
2024-11-30,cold_call,manufacturing,medium,24492.81,Rep 6,Region South,Standalone,11.31,false,52,true
2024-10-22,cold_call,tech,medium,26519.1,Rep 5,Region Central,Platform,15.33,false,64,false
2024-10-16,webinar,retail,large,62078.79,Rep 6,Region East,Suite,13.36,false,65,true
2025-01-11,referral,finance,enterprise,162748.02,Rep 4,Region East,Standalone,22.85,true,59,false
2025-10-21,referral,finance,large,46922.44,Rep 1,Region East,Platform,18.81,false,58,false
2025-07-06,paid,manufacturing,large,63051.52,Rep 5,Region West,Suite,9.24,false,67,true
2024-03-03,paid,healthcare,small,6483.82,Rep 7,Region West,Platform,8.21,false,100,true
2024-01-23,webinar,tech,enterprise,159174.77,Rep 7,Region Central,Platform,11.96,true,35,true
2024-04-12,webinar,finance,medium,36555.16,Rep 3,Region East,Platform,14.22,true,74,true
2024-11-28,cold_call,retail,medium,26592.23,Rep 8,Region East,Platform,7.47,false,58,false
2024-02-08,cold_call,tech,large,59805.35,Rep 6,Region East,Suite,3.78,true,44,true
2024-03-01,webinar,tech,small,7529.98,Rep 1,Region South,Platform,9.8,true,69,true
2025-03-15,paid,finance,enterprise,170642.11,Rep 2,Region East,Suite,17.59,true,67,true
2025-08-28,paid,retail,small,10777.1,Rep 7,Region West,Platform,15.61,false,60,true
2025-12-08,referral,finance,medium,25767.06,Rep 3,Region East,Suite,6.07,true,52,false
2025-11-21,referral,retail,small,7161.17,Rep 4,Region West,Platform,26.47,true,22,false
2024-05-06,organic,finance,small,9074.0,Rep 6,Region East,Platform,21.65,true,41,false
2025-07-14,cold_call,finance,enterprise,121411.87,Rep 8,Region East,Platform,4.51,false,69,true
2025-10-29,organic,healthcare,medium,19899.95,Rep 1,Region South,Platform,0.0,false,63,false
2024-05-28,paid,retail,enterprise,154468.21,Rep 2,Region South,Platform,16.65,false,63,false
2025-09-24,paid,manufacturing,large,63738.73,Rep 5,Region South,Suite,11.38,false,61,true
2025-10-05,referral,tech,large,57743.15,Rep 3,Region West,Standalone,15.96,true,64,true
2024-08-29,webinar,manufacturing,medium,27907.15,Rep 3,Region West,Suite,14.57,true,74,true
2025-07-11,cold_call,healthcare,medium,22548.91,Rep 7,Region Central,Standalone,7.12,false,68,true
2024-10-29,webinar,healthcare,enterprise,139403.77,Rep 2,Region South,Suite,3.06,false,62,true
2024-10-06,referral,retail,enterprise,136049.94,Rep 2,Region East,Suite,21.24,false,87,true
2025-05-26,organic,tech,medium,28058.36,Rep 3,Region South,Standalone,5.35,false,71,true
2025-06-19,cold_call,healthcare,medium,25143.48,Rep 4,Region Central,Platform,0.0,false,69,true
2025-05-27,referral,tech,large,60057.28,Rep 5,Region Central,Standalone,19.15,false,36,true
2024-11-21,referral,manufacturing,medium,31462.0,Rep 5,Region South,Suite,19.27,false,87,true
2024-10-24,organic,healthcare,large,55152.26,Rep 6,Region Central,Standalone,1.91,false,81,true
2024-01-22,referral,healthcare,small,8164.3,Rep 2,Region East,Platform,11.31,true,32,false
2025-07-02,cold_call,healthcare,small,7193.65,Rep 6,Region East,Platform,13.97,false,67,true
2024-02-18,referral,healthcare,medium,23204.82,Rep 7,Region Central,Suite,25.94,true,63,false
2024-02-21,cold_call,finance,small,9927.7,Rep 6,Region East,Platform,14.76,true,98,true
2024-01-28,referral,retail,small,7136.01,Rep 4,Region Central,Platform,20.14,true,35,false
2024-03-19,organic,manufacturing,medium,21350.77,Rep 6,Region East,Platform,0.0,true,51,false
2024-05-14,paid,retail,large,44505.71,Rep 8,Region Central,Platform,3.16,false,84,true
2024-05-20,paid,retail,large,44079.92,Rep 7,Region West,Suite,15.08,true,70,true
2024-03-08,referral,finance,large,72866.94,Rep 6,Region East,Suite,21.48,true,64,false
2024-06-25,cold_call,tech,large,42114.15,Rep 4,Region East,Standalone,9.13,false,42,false
2025-01-09,referral,finance,large,60356.66,Rep 4,Region East,Platform,22.44,true,57,false
2025-01-02,webinar,manufacturing,small,9844.97,Rep 8,Region East,Platform,10.81,false,40,false
2025-12-01,referral,finance,large,59760.96,Rep 5,Region East,Platform,0.0,true,52,true
2025-07-26,webinar,healthcare,small,8199.85,Rep 8,Region Central,Platform,17.3,false,88,true
2024-08-21,cold_call,retail,small,8894.22,Rep 6,Region Central,Platform,12.32,false,39,false
2024-04-24,referral,tech,large,50746.13,Rep 3,Region South,Platform,9.22,true,58,false
2024-03-17,referral,retail,medium,32410.58,Rep 8,Region Central,Standalone,20.57,true,46,false
2024-10-13,paid,manufacturing,medium,21009.49,Rep 2,Region Central,Standalone,13.77,false,85,true
2025-01-03,referral,manufacturing,small,8030.73,Rep 5,Region West,Platform,25.4,false,77,true
2025-09-05,cold_call,healthcare,small,5269.58,Rep 2,Region South,Platform,8.47,false,61,false
2025-10-13,paid,finance,medium,27201.71,Rep 2,Region East,Standalone,31.32,false,71,true
2024-11-22,referral,finance,small,7471.22,Rep 1,Region East,Platform,19.84,false,48,false
2025-11-20,webinar,healthcare,medium,28135.98,Rep 8,Region East,Platform,10.8,true,90,true
2025-11-24,paid,retail,medium,26954.95,Rep 4,Region East,Standalone,4.42,false,75,true
2025-07-18,referral,retail,large,74851.09,Rep 7,Region West,Platform,28.89,false,74,true
2024-02-25,cold_call,tech,small,8463.05,Rep 6,Region Central,Platform,14.74,false,79,true
2024-11-27,cold_call,tech,medium,28269.55,Rep 5,Region South,Platform,7.46,false,67,true
2025-09-20,paid,retail,medium,18372.17,Rep 4,Region West,Suite,8.2,false,55,true
2025-03-11,referral,tech,medium,16812.06,Rep 5,Region Central,Standalone,24.41,false,79,true
2025-06-17,referral,healthcare,medium,24807.6,Rep 3,Region East,Suite,4.94,false,36,false
2025-02-21,organic,tech,large,62428.83,Rep 7,Region East,Suite,19.17,false,29,false
2025-03-12,referral,manufacturing,large,65251.08,Rep 7,Region West,Platform,16.03,false,9,true
2024-01-13,referral,tech,small,8653.26,Rep 5,Region Central,Platform,26.81,true,29,false
2024-05-06,webinar,manufacturing,medium,20913.02,Rep 1,Region Central,Suite,3.44,false,92,true
2024-06-19,referral,retail,small,8963.35,Rep 3,Region East,Platform,21.16,false,76,true
2024-06-27,webinar,healthcare,large,77250.75,Rep 6,Region Central,Standalone,16.19,false,81,true
2024-02-28,referral,tech,medium,18401.61,Rep 3,Region South,Suite,17.48,false,30,true
2024-12-08,cold_call,tech,medium,26670.79,Rep 2,Region East,Platform,13.73,true,87,true
2024-11-11,referral,healthcare,enterprise,141050.64,Rep 2,Region East,Standalone,15.66,false,36,false
2024-09-16,webinar,tech,large,51529.56,Rep 2,Region South,Platform,9.7,false,42,false
2024-04-14,cold_call,manufacturing,small,7951.16,Rep 1,Region South,Platform,6.42,false,71,true
2025-01-31,organic,healthcare,small,9985.46,Rep 4,Region East,Platform,17.46,false,21,false
2024-01-12,paid,healthcare,medium,35444.14,Rep 3,Region South,Standalone,2.18,true,59,false
2024-09-19,organic,manufacturing,medium,29615.48,Rep 5,Region Central,Suite,16.65,false,71,true
2025-07-06,referral,manufacturing,small,7971.82,Rep 7,Region South,Platform,18.68,false,70,true
2025-11-02,organic,retail,small,6029.92,Rep 8,Region West,Platform,11.71,false,69,true
2025-02-05,cold_call,finance,small,6371.39,Rep 2,Region East,Platform,17.42,true,37,false
2024-02-07,referral,finance,large,64257.45,Rep 3,Region East,Suite,14.64,true,48,false
2024-07-07,referral,retail,medium,26017.26,Rep 5,Region West,Platform,26.13,true,16,false
2025-12-14,cold_call,healthcare,large,68775.15,Rep 3,Region Central,Standalone,10.39,false,65,true
2024-03-17,webinar,finance,small,9075.12,Rep 5,Region East,Platform,7.6,false,55,false
2024-07-21,cold_call,finance,small,8207.36,Rep 8,Region East,Platform,0.0,false,63,false
2024-01-31,webinar,manufacturing,small,6747.23,Rep 7,Region Central,Platform,14.52,false,60,true
2024-05-26,referral,retail,medium,28870.64,Rep 5,Region West,Standalone,26.31,false,40,true
2024-07-08,cold_call,tech,small,7012.15,Rep 1,Region Central,Platform,13.18,true,35,false
2025-05-03,cold_call,finance,enterprise,157239.76,Rep 2,Region East,Platform,17.26,false,53,true
2025-07-07,paid,healthcare,medium,26071.71,Rep 4,Region Central,Platform,11.62,true,98,true
2025-10-12,paid,finance,medium,32079.71,Rep 1,Region East,Suite,0.0,true,83,true
2025-10-05,cold_call,tech,medium,25501.4,Rep 1,Region East,Platform,13.82,false,54,false
2024-06-24,referral,tech,small,9125.02,Rep 7,Region West,Platform,22.72,false,83,true
2025-04-06,organic,healthcare,small,7146.66,Rep 6,Region East,Platform,14.25,false,100,true
2025-04-25,referral,retail,small,7260.37,Rep 3,Region West,Platform,17.19,false,30,true
2024-11-12,referral,tech,small,8318.54,Rep 1,Region South,Platform,13.83,false,100,true
2025-04-17,webinar,tech,medium,19505.35,Rep 3,Region East,Platform,15.92,false,86,true
2025-06-07,referral,finance,enterprise,112152.86,Rep 7,Region East,Standalone,4.23,true,50,false
2025-06-17,referral,healthcare,large,55221.84,Rep 1,Region South,Platform,24.59,true,59,false
2024-05-08,referral,manufacturing,large,54427.59,Rep 5,Region West,Platform,24.61,false,64,true
2025-04-14,organic,retail,medium,24288.5,Rep 6,Region Central,Standalone,5.02,false,53,false
2025-12-30,referral,healthcare,small,7274.14,Rep 5,Region Central,Platform,21.81,true,54,true
2024-01-14,paid,finance,large,59369.19,Rep 5,Region East,Platform,0.0,false,35,true
2024-06-02,webinar,retail,enterprise,134290.99,Rep 2,Region Central,Standalone,12.89,true,69,true
2024-04-28,paid,tech,small,7822.26,Rep 5,Region West,Platform,5.88,true,50,true
2024-04-19,cold_call,retail,enterprise,128214.31,Rep 2,Region West,Suite,16.85,true,69,true
2024-08-14,organic,finance,small,9568.51,Rep 6,Region East,Platform,0.0,true,63,false
2024-11-04,referral,retail,large,62258.37,Rep 2,Region West,Standalone,18.98,false,59,false
2025-11-24,cold_call,manufacturing,medium,26726.92,Rep 8,Region Central,Platform,16.57,false,67,true
2024-10-22,paid,retail,small,11521.78,Rep 1,Region East,Platform,13.26,true,80,true
2025-03-23,referral,tech,large,61925.65,Rep 3,Region Central,Standalone,8.65,true,68,true
2025-02-09,paid,finance,large,53939.95,Rep 5,Region East,Platform,0.0,false,31,false
2025-04-18,referral,retail,large,75741.99,Rep 5,Region Central,Standalone,21.03,false,65,true
2025-10-27,cold_call,manufacturing,medium,32003.34,Rep 3,Region South,Standalone,3.41,false,53,true
2025-07-05,cold_call,retail,large,74473.06,Rep 6,Region Central,Standalone,17.91,false,57,true
2025-05-14,cold_call,retail,small,6303.09,Rep 8,Region West,Platform,13.92,false,52,true
2024-10-08,webinar,finance,small,8737.64,Rep 7,Region East,Platform,8.8,false,86,true
2024-05-13,organic,healthcare,small,8484.2,Rep 5,Region Central,Platform,0.66,true,66,true
2025-09-08,paid,healthcare,medium,23583.0,Rep 7,Region West,Platform,8.29,false,64,false
2024-05-28,organic,tech,large,77213.08,Rep 6,Region Central,Platform,14.95,true,25,false
2024-05-19,webinar,healthcare,small,8476.01,Rep 7,Region Central,Platform,11.93,true,33,false
2025-05-28,referral,tech,small,7046.74,Rep 6,Region West,Platform,16.76,true,92,true
2025-01-26,referral,tech,medium,21600.13,Rep 3,Region West,Standalone,21.78,false,25,true
2024-07-13,referral,finance,medium,24721.23,Rep 5,Region East,Platform,25.68,true,73,true
2025-02-21,webinar,healthcare,medium,24953.65,Rep 5,Region South,Suite,15.59,false,84,true
2024-08-02,paid,retail,large,56171.04,Rep 8,Region East,Suite,14.29,false,89,true
2024-04-05,cold_call,manufacturing,medium,32048.83,Rep 2,Region West,Suite,10.14,false,85,true
2025-01-21,webinar,retail,large,59614.22,Rep 1,Region East,Standalone,10.73,true,55,false
2025-09-30,organic,retail,large,53046.92,Rep 2,Region East,Suite,12.08,false,57,true
2025-06-07,organic,healthcare,medium,24209.03,Rep 2,Region East,Platform,11.26,true,42,true
2025-06-21,referral,retail,large,43583.52,Rep 8,Region South,Platform,12.06,false,72,true
2024-09-22,organic,tech,medium,23796.01,Rep 7,Region West,Standalone,12.21,false,63,true
2024-08-25,referral,finance,small,8205.33,Rep 8,Region East,Platform,10.15,false,81,true
2024-03-27,cold_call,healthcare,medium,18507.99,Rep 3,Region Central,Standalone,20.71,false,50,false
2025-03-20,cold_call,retail,medium,18223.8,Rep 4,Region South,Platform,8.13,false,54,true
2024-08-27,referral,tech,enterprise,172484.42,Rep 2,Region West,Platform,18.21,false,54,false
2024-10-08,webinar,finance,enterprise,139167.9,Rep 2,Region East,Suite,3.1,false,79,true
2025-12-28,referral,tech,small,9115.81,Rep 8,Region West,Platform,0.0,true,94,true
2025-05-08,webinar,tech,large,60126.93,Rep 4,Region South,Platform,1.1,false,32,false
2024-04-24,cold_call,healthcare,medium,24888.19,Rep 1,Region Central,Suite,12.62,false,57,false
2025-07-26,referral,retail,medium,25119.84,Rep 6,Region East,Suite,20.25,false,93,true
2024-10-31,referral,finance,medium,24770.83,Rep 7,Region East,Platform,21.14,false,64,false
2024-09-13,referral,finance,large,39547.07,Rep 6,Region East,Standalone,12.1,false,71,true
2024-03-22,organic,retail,medium,18353.26,Rep 7,Region East,Suite,14.98,true,100,true
2024-05-10,paid,tech,large,79241.74,Rep 2,Region Central,Platform,21.19,false,59,true
2025-04-18,webinar,retail,small,11027.32,Rep 6,Region Central,Platform,17.41,true,33,true
2024-10-10,referral,retail,medium,21352.15,Rep 2,Region East,Suite,26.41,false,7,false
2025-02-04,webinar,tech,medium,23883.69,Rep 5,Region South,Platform,3.73,false,67,true
2024-08-21,referral,retail,small,8598.67,Rep 8,Region Central,Platform,21.41,true,78,true
2024-10-15,paid,healthcare,small,5059.15,Rep 8,Region Central,Platform,15.36,false,67,true
2024-01-31,paid,healthcare,medium,29396.47,Rep 2,Region East,Platform,0.0,false,82,true
2024-10-30,organic,finance,small,8725.98,Rep 7,Region East,Platform,7.94,true,32,true
2025-02-04,referral,tech,small,6932.0,Rep 2,Region West,Platform,12.75,false,57,false
2024-01-28,webinar,retail,small,6845.99,Rep 3,Region Central,Platform,4.25,true,41,false
2024-02-24,cold_call,healthcare,small,6060.76,Rep 2,Region South,Platform,11.0,true,73,true
2025-12-13,referral,healthcare,enterprise,143193.06,Rep 3,Region Central,Standalone,22.01,false,24,false
2024-12-05,cold_call,retail,medium,26746.17,Rep 5,Region Central,Standalone,8.53,false,62,true
2024-11-12,paid,tech,medium,22485.13,Rep 6,Region East,Suite,12.36,false,59,false
2025-02-01,paid,finance,large,60988.31,Rep 7,Region East,Platform,22.83,true,60,false
2024-10-22,paid,tech,medium,23459.75,Rep 1,Region South,Suite,3.51,false,72,true
2025-07-27,referral,retail,small,6231.65,Rep 8,Region East,Platform,17.66,false,80,true
2025-01-01,cold_call,finance,large,57677.48,Rep 1,Region South,Suite,17.47,false,57,true
2025-10-05,referral,manufacturing,enterprise,158898.81,Rep 2,Region South,Standalone,22.01,false,61,false
2024-09-17,referral,retail,medium,17965.33,Rep 3,Region West,Suite,24.06,true,64,false
2024-10-07,referral,finance,large,56906.67,Rep 4,Region East,Platform,24.66,true,46,true
2025-04-03,referral,tech,small,6517.46,Rep 1,Region East,Platform,16.08,true,98,true
2024-03-24,paid,manufacturing,small,8859.04,Rep 1,Region South,Platform,17.02,false,57,false
2025-06-23,referral,manufacturing,small,6214.83,Rep 3,Region South,Platform,8.73,false,68,true
2025-10-11,cold_call,tech,small,7562.14,Rep 6,Region South,Platform,0.0,false,61,false
2024-12-10,paid,tech,small,9767.17,Rep 6,Region West,Platform,13.43,false,57,false
2025-02-27,referral,healthcare,large,70924.94,Rep 7,Region Central,Platform,17.88,false,41,false
2025-11-20,cold_call,tech,enterprise,160062.68,Rep 2,Region South,Suite,16.77,true,25,false
2024-06-09,cold_call,tech,small,7355.42,Rep 1,Region East,Platform,7.18,false,86,true
2025-08-30,paid,finance,small,10650.81,Rep 2,Region East,Platform,8.72,false,35,true
2024-03-31,webinar,manufacturing,medium,25580.31,Rep 1,Region Central,Standalone,8.99,true,63,false
2025-02-13,webinar,finance,medium,24573.35,Rep 2,Region East,Platform,15.35,false,54,true
2025-02-08,paid,manufacturing,medium,24572.94,Rep 6,Region East,Platform,11.72,false,71,true
2024-01-19,referral,finance,small,7904.19,Rep 7,Region East,Platform,8.31,false,32,false
2024-01-14,referral,tech,small,4814.7,Rep 8,Region South,Platform,22.51,false,40,true
2024-07-22,cold_call,tech,large,64880.72,Rep 5,Region Central,Standalone,8.87,true,30,false
2024-03-10,referral,tech,small,11278.42,Rep 1,Region East,Platform,28.28,false,67,true
2024-07-07,referral,retail,enterprise,165973.51,Rep 2,Region South,Suite,27.02,true,76,true
2025-09-05,paid,manufacturing,medium,25018.71,Rep 6,Region Central,Suite,10.62,true,51,false
2025-01-17,cold_call,finance,small,10671.35,Rep 3,Region East,Platform,16.22,false,50,false
2025-04-03,webinar,retail,medium,30598.45,Rep 2,Region East,Suite,17.2,false,35,true
2024-06-21,webinar,manufacturing,small,8878.54,Rep 7,Region Central,Platform,3.63,true,69,true
2025-12-05,referral,finance,large,50745.52,Rep 6,Region East,Standalone,19.2,true,75,true
2024-05-17,webinar,retail,small,7659.46,Rep 6,Region Central,Platform,11.58,true,85,true
2025-06-24,paid,manufacturing,small,7968.48,Rep 4,Region South,Platform,1.61,false,64,false
2024-12-07,organic,manufacturing,enterprise,142431.25,Rep 5,Region South,Standalone,12.66,false,52,true
2025-02-14,paid,healthcare,medium,19214.66,Rep 4,Region East,Platform,10.63,false,44,true
2024-07-08,referral,finance,medium,24381.29,Rep 6,Region East,Standalone,0.07,false,87,true
2024-07-26,paid,finance,large,76101.27,Rep 2,Region East,Standalone,22.53,true,44,false
2025-08-01,cold_call,tech,medium,22292.57,Rep 6,Region East,Platform,11.29,false,100,true
2024-10-25,referral,tech,small,9238.13,Rep 4,Region West,Platform,21.83,true,44,true
2025-10-21,webinar,manufacturing,large,55308.93,Rep 4,Region West,Platform,17.81,false,56,true
2024-02-05,referral,retail,small,6992.55,Rep 2,Region East,Platform,18.98,false,53,true
2024-01-22,organic,tech,small,7871.55,Rep 2,Region East,Platform,5.55,false,34,false
2025-08-28,referral,retail,small,8989.36,Rep 2,Region South,Platform,2.62,true,69,true
2025-09-27,webinar,healthcare,medium,27715.79,Rep 1,Region East,Suite,14.38,false,54,false
2024-08-28,cold_call,healthcare,medium,29731.38,Rep 4,Region West,Standalone,9.26,true,41,true
2025-10-08,cold_call,healthcare,small,9335.14,Rep 2,Region South,Platform,11.71,false,46,true
2024-11-21,referral,retail,large,71860.14,Rep 6,Region East,Suite,40.0,false,60,false
2025-10-02,referral,finance,large,75525.21,Rep 7,Region East,Standalone,18.79,true,75,true
2024-02-20,referral,tech,large,71760.47,Rep 5,Region East,Platform,11.02,false,44,true
2025-11-09,organic,healthcare,large,54075.14,Rep 3,Region Central,Standalone,3.93,true,48,false
2024-01-12,organic,finance,enterprise,169830.41,Rep 2,Region East,Suite,6.33,false,71,true
2024-10-14,organic,healthcare,large,47722.98,Rep 2,Region West,Platform,11.94,false,68,true
