order_date,product_category,product_tier,product_price_usd,quantity,items_in_cart,discount_pct,payment_method,shipping_method,customer_segment,acquisition_channel,device_type,warehouse_id,fulfillment_agent,coupon_used,days_since_last_visit
2025-08-15,electronics,premium,45.58,4,3,0.15,card,standard,new,affiliate,mobile,WH2,Agent 2,false,6
2025-04-14,home_goods,premium,133.03,1,3,0.3,card,standard,new,social,desktop,WH1,Agent 7,true,0
2025-03-29,home_goods,standard,61.57,1,5,0.15,buy_now_pay_later,standard,returning,social,mobile,WH3,Agent 2,false,0
2025-01-03,electronics,standard,42.19,2,1,0.0,card,standard,returning,email,mobile,WH1,Agent 2,false,0
2024-07-15,beauty,standard,24.85,1,4,0.15,buy_now_pay_later,standard,returning,paid_search,mobile,WH1,Agent 4,false,0
2025-12-14,electronics,standard,43.87,3,1,0.3,card,express,new,paid_search,desktop,WH1,Agent 2,false,0
2024-04-13,toys,luxury,107.27,1,3,0.3,paypal,standard,new,email,mobile,WH4,Agent 3,false,63
2025-12-25,apparel,standard,22.2,5,1,0.05,paypal,express,new,social,desktop,WH2,Agent 7,false,0
2025-01-02,apparel,premium,103.22,2,2,0.05,buy_now_pay_later,standard,new,social,desktop,WH2,Agent 5,false,35
2025-10-17,home_goods,standard,35.99,7,6,0.05,paypal,next_day,returning,social,mobile,WH3,Agent 2,false,33
2024-03-04,toys,premium,48.38,1,2,0.05,card,next_day,new,social,mobile,WH4,Agent 1,true,0
2025-07-27,electronics,luxury,188.58,1,6,0.1,gift_card,standard,returning,organic,mobile,WH3,Agent 5,false,16
2025-05-02,toys,premium,75.82,2,3,0.0,paypal,standard,returning,email,mobile,WH4,Agent 5,false,13
2024-02-15,apparel,premium,97.64,1,3,0.2,card,express,new,organic,tablet,WH3,Agent 4,false,50
2025-07-07,home_goods,premium,163.24,1,4,0.3,card,standard,returning,paid_search,tablet,WH1,Agent 8,true,8
2025-03-22,electronics,standard,53.78,4,6,0.0,buy_now_pay_later,express,returning,organic,mobile,WH2,Agent 2,false,12
2025-10-12,beauty,standard,47.38,1,2,0.05,card,express,returning,paid_search,mobile,WH4,Agent 1,true,0
2025-06-28,electronics,standard,68.12,1,5,0.2,card,standard,returning,organic,desktop,WH1,Agent 5,false,0
2024-03-25,apparel,premium,63.39,5,2,0.1,buy_now_pay_later,standard,new,organic,mobile,WH1,Agent 2,false,7
2025-11-21,apparel,standard,59.43,1,1,0.2,paypal,standard,returning,organic,mobile,WH1,Agent 7,false,6
2025-07-17,electronics,standard,69.74,5,1,0.1,gift_card,standard,vip,paid_search,mobile,WH1,Agent 2,false,0
2024-03-06,beauty,standard,46.88,2,2,0.2,paypal,next_day,new,organic,mobile,WH1,Agent 7,false,0
2024-12-07,electronics,standard,120.56,2,2,0.1,paypal,express,vip,email,mobile,WH2,Agent 2,false,2
2024-01-13,beauty,premium,65.05,2,1,0.0,card,standard,returning,social,desktop,WH2,Agent 2,false,41
2025-09-01,electronics,standard,165.64,1,1,0.3,paypal,standard,returning,paid_search,mobile,WH4,Agent 8,true,1
2025-09-29,home_goods,standard,46.66,1,1,0.1,buy_now_pay_later,standard,returning,organic,mobile,WH1,Agent 2,false,0
2025-05-05,toys,standard,36.8,1,1,0.05,paypal,standard,new,organic,desktop,WH4,Agent 2,true,68
2024-03-24,electronics,standard,114.74,1,3,0.15,gift_card,standard,new,email,mobile,WH1,Agent 5,true,19
2024-04-15,apparel,standard,46.7,1,1,0.05,paypal,express,new,social,mobile,WH1,Agent 8,false,20
2024-08-31,toys,premium,53.41,5,1,0.2,paypal,express,new,social,mobile,WH1,Agent 4,false,44
2024-09-27,apparel,standard,50.01,4,2,0.05,buy_now_pay_later,express,new,paid_search,desktop,WH2,Agent 7,false,28
2024-11-11,electronics,standard,134.94,1,5,0.1,card,standard,vip,social,desktop,WH2,Agent 6,false,58
2025-09-24,home_goods,standard,83.17,4,2,0.0,card,standard,returning,email,desktop,WH4,Agent 2,false,7
2025-07-26,apparel,standard,54.27,6,2,0.1,card,express,new,paid_search,desktop,WH1,Agent 3,true,4
2025-02-07,beauty,standard,51.14,3,5,0.4,card,standard,returning,paid_search,mobile,WH4,Agent 2,false,10
2024-05-11,toys,premium,29.66,1,2,0.0,card,express,returning,paid_search,desktop,WH1,Agent 5,false,18
2024-08-26,toys,premium,49.24,1,1,0.15,paypal,next_day,returning,organic,mobile,WH1,Agent 1,false,12
2024-01-16,beauty,premium,70.6,2,3,0.15,card,express,new,affiliate,mobile,WH3,Agent 7,true,0
2025-03-03,beauty,standard,42.43,1,5,0.4,card,next_day,returning,organic,mobile,WH2,Agent 2,true,41
2024-05-25,electronics,luxury,201.43,2,1,0.1,paypal,next_day,returning,organic,desktop,WH4,Agent 2,false,0
2024-09-28,electronics,premium,222.11,1,3,0.15,card,standard,new,paid_search,desktop,WH1,Agent 2,true,37
2024-09-08,toys,standard,56.07,3,3,0.0,buy_now_pay_later,express,new,paid_search,mobile,WH3,Agent 8,false,0
2024-07-18,home_goods,standard,40.33,5,1,0.3,paypal,standard,new,paid_search,mobile,WH4,Agent 2,false,0
2024-09-04,home_goods,premium,197.7,2,2,0.1,paypal,express,new,affiliate,desktop,WH1,Agent 4,false,17
2025-07-11,toys,standard,33.28,1,2,0.0,card,standard,returning,organic,desktop,WH1,Agent 3,true,18
2025-08-16,home_goods,standard,47.25,6,3,0.05,card,standard,new,paid_search,desktop,WH1,Agent 2,false,0
2025-02-03,home_goods,premium,84.16,2,3,0.15,card,standard,returning,paid_search,desktop,WH1,Agent 2,false,8
2024-01-09,toys,standard,29.41,5,2,0.1,buy_now_pay_later,standard,new,organic,mobile,WH2,Agent 8,false,9
2025-04-15,home_goods,standard,68.33,1,2,0.05,paypal,standard,new,email,mobile,WH1,Agent 2,true,41
2024-04-10,beauty,premium,71.56,1,6,0.0,paypal,standard,vip,paid_search,mobile,WH1,Agent 7,true,39
2025-07-24,electronics,premium,150.52,1,1,0.05,card,next_day,returning,paid_search,mobile,WH4,Agent 2,true,16
2024-02-11,toys,standard,50.93,5,3,0.3,paypal,standard,new,organic,desktop,WH3,Agent 2,false,3
2025-04-29,electronics,standard,106.77,4,5,0.4,buy_now_pay_later,standard,returning,social,mobile,WH1,Agent 7,false,14
2024-06-07,beauty,premium,72.48,1,2,0.05,card,standard,new,paid_search,tablet,WH3,Agent 1,false,19
2024-03-13,apparel,standard,32.25,4,6,0.2,buy_now_pay_later,express,returning,paid_search,mobile,WH2,Agent 2,false,0
2024-07-19,beauty,standard,31.79,1,6,0.2,card,next_day,returning,paid_search,desktop,WH1,Agent 2,false,41
2024-10-22,electronics,standard,88.44,1,2,0.0,card,next_day,new,paid_search,tablet,WH1,Agent 2,false,32
2024-11-09,electronics,standard,134.73,1,2,0.0,paypal,standard,new,organic,mobile,WH4,Agent 6,false,26
2024-03-25,home_goods,standard,45.59,2,4,0.1,card,standard,vip,social,mobile,WH1,Agent 1,true,8
2024-03-07,home_goods,premium,97.3,1,2,0.1,card,standard,new,paid_search,desktop,WH2,Agent 2,true,22
2024-08-08,home_goods,premium,82.84,4,1,0.05,gift_card,standard,vip,paid_search,mobile,WH2,Agent 2,false,15
2025-11-04,electronics,standard,63.25,5,2,0.3,buy_now_pay_later,standard,new,paid_search,mobile,WH1,Agent 2,true,25
2025-07-31,apparel,standard,46.83,5,3,0.15,card,next_day,new,organic,tablet,WH1,Agent 4,true,0
2025-08-18,apparel,premium,63.73,7,5,0.3,buy_now_pay_later,express,returning,affiliate,desktop,WH1,Agent 7,false,21
2025-01-21,toys,luxury,67.46,1,1,0.2,paypal,express,new,paid_search,mobile,WH1,Agent 4,true,37
2024-08-27,home_goods,standard,40.77,2,3,0.2,paypal,express,new,email,mobile,WH3,Agent 4,false,2
2025-06-27,electronics,luxury,208.8,4,3,0.0,card,express,new,paid_search,mobile,WH1,Agent 6,true,36
2024-09-25,beauty,luxury,148.41,1,1,0.0,card,standard,new,social,mobile,WH1,Agent 8,false,0
2024-01-22,beauty,standard,17.12,1,3,0.2,buy_now_pay_later,next_day,returning,organic,mobile,WH2,Agent 8,true,1
2025-02-28,electronics,standard,100.61,2,1,0.1,card,next_day,returning,email,desktop,WH1,Agent 2,false,37
2024-12-06,electronics,premium,140.0,5,1,0.05,paypal,express,new,organic,mobile,WH1,Agent 1,false,63
2025-12-03,electronics,standard,115.79,2,4,0.0,card,express,returning,affiliate,mobile,WH3,Agent 2,false,34
2025-09-07,home_goods,premium,53.87,2,2,0.05,card,standard,vip,organic,desktop,WH1,Agent 2,true,27
2025-08-16,apparel,premium,96.37,1,2,0.2,card,standard,new,email,mobile,WH3,Agent 3,false,27
2025-08-30,apparel,standard,49.07,1,3,0.1,gift_card,express,returning,paid_search,tablet,WH3,Agent 4,false,34
2025-02-08,electronics,standard,43.09,3,2,0.05,card,express,new,organic,desktop,WH1,Agent 4,false,70
2025-01-04,toys,premium,56.92,2,4,0.05,card,standard,vip,paid_search,desktop,WH1,Agent 1,false,55
2025-06-10,electronics,premium,120.89,1,3,0.1,card,standard,vip,organic,desktop,WH3,Agent 2,false,8
2024-02-22,electronics,luxury,344.13,1,2,0.2,card,standard,new,social,desktop,WH3,Agent 1,true,48
2024-04-11,toys,standard,44.23,4,6,0.1,paypal,standard,returning,organic,desktop,WH3,Agent 2,false,23
2025-03-21,toys,standard,49.15,3,3,0.2,buy_now_pay_later,standard,new,organic,desktop,WH3,Agent 4,false,9
2025-06-13,apparel,standard,37.63,4,3,0.1,card,standard,new,email,mobile,WH2,Agent 4,false,40
2025-03-06,home_goods,premium,48.85,2,6,0.0,card,standard,returning,organic,tablet,WH1,Agent 1,false,42
2025-12-05,apparel,standard,25.07,1,2,0.2,gift_card,express,returning,paid_search,mobile,WH1,Agent 4,false,19
2024-04-17,apparel,standard,46.88,1,2,0.4,card,next_day,new,social,mobile,WH2,Agent 5,false,49
2025-05-12,electronics,standard,58.02,2,3,0.3,card,standard,returning,paid_search,mobile,WH1,Agent 2,true,0
2025-12-13,beauty,standard,19.38,4,3,0.15,buy_now_pay_later,standard,returning,paid_search,mobile,WH3,Agent 6,false,39
2025-01-19,apparel,luxury,166.87,5,1,0.1,card,standard,vip,email,mobile,WH4,Agent 7,false,30
2024-01-31,home_goods,standard,59.43,1,3,0.1,paypal,standard,new,organic,mobile,WH1,Agent 2,true,42
2024-04-29,apparel,standard,42.02,4,6,0.05,card,standard,returning,social,mobile,WH1,Agent 6,false,23
2025-04-28,home_goods,standard,22.57,2,3,0.05,card,standard,new,paid_search,desktop,WH4,Agent 2,true,0
2024-09-25,beauty,premium,77.76,5,3,0.2,gift_card,next_day,new,paid_search,desktop,WH4,Agent 4,false,32
2024-08-07,apparel,standard,59.16,2,3,0.2,paypal,standard,new,email,mobile,WH2,Agent 4,false,31
2025-03-27,home_goods,premium,46.23,1,3,0.1,card,next_day,new,email,desktop,WH3,Agent 5,true,0
2024-09-16,electronics,standard,38.44,1,3,0.05,paypal,next_day,new,affiliate,tablet,WH4,Agent 4,false,0
2024-05-02,toys,luxury,108.94,1,1,0.1,buy_now_pay_later,standard,new,organic,mobile,WH1,Agent 3,true,0
2025-04-21,electronics,standard,51.15,4,3,0.0,card,express,vip,paid_search,mobile,WH2,Agent 5,true,43
2025-02-23,toys,standard,27.87,2,1,0.0,card,standard,new,organic,desktop,WH3,Agent 6,false,0
2025-10-26,toys,standard,36.78,1,5,0.2,card,standard,returning,organic,desktop,WH4,Agent 2,false,12
2025-07-16,beauty,luxury,53.91,4,1,0.1,card,express,new,organic,mobile,WH2,Agent 5,false,0
2025-09-09,toys,standard,13.23,1,1,0.0,buy_now_pay_later,next_day,new,paid_search,mobile,WH3,Agent 8,true,0
2024-06-25,apparel,standard,60.3,2,1,0.05,card,next_day,new,email,mobile,WH1,Agent 5,false,42
2025-07-02,apparel,standard,30.08,3,3,0.15,paypal,standard,new,affiliate,desktop,WH3,Agent 6,false,26
2024-08-17,toys,standard,30.21,1,2,0.0,buy_now_pay_later,standard,new,social,desktop,WH3,Agent 8,true,21
2024-07-28,beauty,standard,43.32,4,1,0.0,card,standard,new,social,mobile,WH2,Agent 2,false,0
2025-05-21,toys,standard,9.82,6,3,0.2,card,standard,new,paid_search,desktop,WH3,Agent 7,false,32
2025-06-22,toys,premium,70.6,3,1,0.1,card,express,new,paid_search,mobile,WH1,Agent 3,false,20
2024-08-11,apparel,luxury,131.23,3,2,0.0,card,standard,vip,email,desktop,WH2,Agent 6,true,11
2025-07-23,toys,standard,44.41,1,3,0.15,paypal,standard,new,organic,mobile,WH3,Agent 6,true,47
2025-06-10,toys,premium,47.48,1,3,0.1,paypal,standard,new,paid_search,mobile,WH2,Agent 5,true,34
2025-03-08,toys,premium,41.0,2,4,0.05,card,standard,returning,paid_search,mobile,WH1,Agent 7,false,31
2024-11-13,electronics,standard,110.69,2,2,0.1,card,express,new,affiliate,desktop,WH4,Agent 2,false,0
2024-09-11,beauty,standard,27.72,1,2,0.2,card,standard,new,organic,mobile,WH4,Agent 7,true,16
2025-11-25,electronics,premium,88.56,4,2,0.0,card,standard,new,organic,mobile,WH1,Agent 8,false,53
2025-06-13,beauty,standard,39.81,1,3,0.15,card,standard,new,email,mobile,WH1,Agent 3,true,15
2024-02-28,apparel,standard,40.0,1,2,0.15,paypal,express,returning,organic,mobile,WH3,Agent 5,false,0
2024-10-26,electronics,standard,95.08,3,3,0.2,gift_card,standard,returning,paid_search,tablet,WH3,Agent 2,false,25
2025-01-12,toys,premium,53.83,2,6,0.1,gift_card,express,returning,social,mobile,WH4,Agent 2,false,0
2024-07-10,electronics,premium,79.66,3,1,0.2,card,standard,new,organic,desktop,WH1,Agent 2,false,10
2025-03-18,beauty,premium,40.24,3,3,0.1,paypal,standard,new,email,mobile,WH2,Agent 2,false,13
2024-03-20,home_goods,standard,57.42,1,1,0.0,paypal,standard,new,paid_search,desktop,WH1,Agent 2,false,10
2024-10-16,home_goods,standard,80.15,6,3,0.0,paypal,next_day,vip,paid_search,mobile,WH1,Agent 1,false,25
2025-12-02,home_goods,standard,21.94,3,1,0.1,card,standard,new,organic,mobile,WH1,Agent 2,false,0
2025-02-11,toys,luxury,153.4,2,4,0.4,card,standard,returning,organic,mobile,WH4,Agent 8,false,25
2024-03-23,apparel,standard,12.29,1,3,0.3,card,standard,new,paid_search,desktop,WH4,Agent 6,true,65
2025-08-05,toys,luxury,121.22,1,6,0.0,card,next_day,returning,social,desktop,WH1,Agent 2,false,9
2025-05-25,electronics,luxury,205.58,2,2,0.15,paypal,standard,returning,paid_search,desktop,WH2,Agent 2,false,43
2025-12-20,apparel,standard,14.34,1,2,0.1,card,standard,new,paid_search,mobile,WH4,Agent 1,false,0
2024-05-09,home_goods,luxury,185.03,4,1,0.15,card,standard,vip,social,desktop,WH1,Agent 2,false,26
2025-09-30,beauty,standard,58.63,2,6,0.4,card,next_day,returning,email,tablet,WH4,Agent 8,false,13
2024-12-29,apparel,standard,8.0,6,3,0.2,card,next_day,new,social,desktop,WH4,Agent 7,false,40
2025-06-07,beauty,luxury,92.1,1,2,0.1,paypal,express,returning,email,mobile,WH3,Agent 6,false,0
2025-04-21,beauty,premium,66.15,1,4,0.1,paypal,standard,vip,organic,desktop,WH4,Agent 1,false,27
2025-05-10,home_goods,standard,80.44,1,3,0.2,card,standard,new,social,mobile,WH1,Agent 2,true,33
2024-08-17,beauty,luxury,82.92,2,4,0.1,buy_now_pay_later,standard,returning,social,mobile,WH1,Agent 3,true,19
2024-07-17,apparel,premium,82.6,4,1,0.15,buy_now_pay_later,standard,new,email,mobile,WH3,Agent 4,false,23
2024-10-15,beauty,premium,53.32,1,2,0.15,buy_now_pay_later,standard,new,paid_search,mobile,WH2,Agent 7,false,3
2024-06-16,home_goods,premium,79.06,1,2,0.15,buy_now_pay_later,express,new,organic,desktop,WH1,Agent 1,true,0
2024-07-06,electronics,standard,104.48,1,3,0.05,card,standard,returning,social,desktop,WH3,Agent 7,true,38
2025-06-13,home_goods,luxury,208.71,5,6,0.2,buy_now_pay_later,standard,returning,paid_search,mobile,WH2,Agent 2,false,0
2024-10-28,electronics,standard,85.56,4,1,0.0,buy_now_pay_later,standard,new,social,mobile,WH1,Agent 2,false,74
2024-02-20,home_goods,premium,160.4,2,3,0.2,paypal,standard,new,organic,mobile,WH3,Agent 5,false,0
2024-11-09,home_goods,standard,65.89,1,2,0.2,buy_now_pay_later,standard,vip,organic,mobile,WH2,Agent 2,false,50
2025-06-16,toys,standard,35.22,1,3,0.3,paypal,express,new,email,mobile,WH1,Agent 4,true,29
2024-08-19,toys,standard,16.25,1,3,0.2,card,standard,new,organic,mobile,WH4,Agent 8,true,50
2025-07-16,home_goods,standard,101.34,4,2,0.0,card,standard,new,paid_search,desktop,WH1,Agent 2,false,44
2025-10-25,apparel,standard,58.62,3,2,0.05,paypal,standard,new,affiliate,mobile,WH4,Agent 1,false,82
2025-02-02,apparel,standard,37.8,5,1,0.3,buy_now_pay_later,standard,new,affiliate,mobile,WH1,Agent 2,false,41
2024-07-15,beauty,premium,11.66,1,5,0.05,card,standard,returning,affiliate,mobile,WH1,Agent 2,true,29
2024-03-10,apparel,premium,108.64,1,3,0.2,gift_card,express,vip,paid_search,mobile,WH1,Agent 8,false,40
2025-05-04,home_goods,standard,54.3,3,2,0.15,paypal,standard,new,organic,mobile,WH1,Agent 2,false,15
2025-09-07,home_goods,standard,37.95,2,1,0.2,buy_now_pay_later,express,new,paid_search,tablet,WH2,Agent 2,false,25
2024-11-13,electronics,premium,153.49,1,1,0.0,card,next_day,vip,organic,desktop,WH1,Agent 2,true,0
2024-03-12,apparel,standard,51.91,1,1,0.3,buy_now_pay_later,express,returning,affiliate,desktop,WH4,Agent 3,true,13
2025-11-14,toys,standard,40.48,2,3,0.15,card,next_day,returning,organic,mobile,WH3,Agent 7,false,0
2025-12-11,home_goods,standard,84.99,2,3,0.05,buy_now_pay_later,standard,new,social,mobile,WH1,Agent 2,false,15
2024-03-18,beauty,premium,57.97,3,2,0.1,card,standard,returning,organic,mobile,WH3,Agent 3,false,26
2025-05-05,toys,standard,32.26,1,3,0.0,card,next_day,new,organic,tablet,WH4,Agent 2,true,46
2025-07-20,home_goods,standard,60.95,4,2,0.0,card,standard,new,paid_search,mobile,WH1,Agent 2,true,28
2025-12-03,electronics,premium,126.16,1,2,0.4,card,standard,new,organic,desktop,WH1,Agent 2,false,46
2025-02-11,apparel,standard,36.0,3,2,0.1,card,standard,new,paid_search,mobile,WH3,Agent 2,false,0
2025-07-06,apparel,premium,46.36,3,2,0.05,paypal,standard,returning,social,desktop,WH4,Agent 8,false,38
2025-03-31,electronics,standard,87.41,4,1,0.1,buy_now_pay_later,standard,new,social,mobile,WH1,Agent 2,false,3
2024-02-02,toys,standard,30.52,5,2,0.1,buy_now_pay_later,express,new,email,mobile,WH4,Agent 6,false,0
2025-10-27,beauty,standard,47.15,1,5,0.4,paypal,express,vip,paid_search,desktop,WH1,Agent 3,false,25
2025-11-21,electronics,luxury,278.48,2,2,0.05,card,standard,new,affiliate,mobile,WH1,Agent 2,false,11
2025-11-08,toys,standard,44.65,1,2,0.05,card,next_day,new,affiliate,desktop,WH3,Agent 2,true,0
2024-12-17,toys,standard,27.05,1,3,0.15,gift_card,standard,new,organic,tablet,WH1,Agent 2,false,4
2025-07-22,apparel,standard,58.18,4,1,0.4,paypal,standard,returning,organic,mobile,WH3,Agent 6,false,14
2025-05-20,beauty,standard,24.05,5,6,0.15,buy_now_pay_later,standard,returning,paid_search,desktop,WH1,Agent 2,false,34
2025-09-13,electronics,luxury,324.47,1,3,0.3,card,standard,new,paid_search,mobile,WH2,Agent 5,true,15
2025-01-01,home_goods,standard,77.12,2,3,0.05,gift_card,standard,new,paid_search,mobile,WH1,Agent 2,true,19
2024-08-09,home_goods,standard,93.31,4,1,0.2,card,standard,new,social,desktop,WH1,Agent 2,false,26
2024-09-16,toys,standard,37.0,2,3,0.05,card,standard,new,affiliate,desktop,WH1,Agent 1,false,0
2024-03-29,electronics,luxury,236.62,1,2,0.1,card,standard,new,affiliate,desktop,WH1,Agent 2,true,5
2024-06-01,toys,standard,17.14,1,3,0.0,card,standard,returning,organic,tablet,WH3,Agent 5,false,38
2025-11-14,home_goods,premium,122.45,1,3,0.15,gift_card,express,new,affiliate,desktop,WH2,Agent 4,false,26
2025-06-24,home_goods,standard,99.97,2,1,0.15,paypal,express,new,organic,tablet,WH3,Agent 2,false,33
2025-01-18,electronics,standard,78.66,1,6,0.3,paypal,standard,returning,paid_search,mobile,WH1,Agent 2,true,40
2024-07-25,electronics,standard,122.6,1,4,0.0,buy_now_pay_later,standard,vip,email,tablet,WH3,Agent 2,true,27
2025-12-21,home_goods,standard,65.09,1,2,0.15,card,standard,vip,paid_search,mobile,WH4,Agent 2,false,24
2024-12-13,apparel,standard,59.54,5,2,0.1,card,standard,new,organic,desktop,WH3,Agent 3,false,10
2024-11-02,electronics,premium,146.34,2,3,0.0,gift_card,standard,new,email,desktop,WH4,Agent 2,true,42
2024-09-27,beauty,luxury,92.79,3,1,0.15,paypal,standard,new,email,desktop,WH1,Agent 4,false,12
2024-12-05,electronics,standard,118.97,2,1,0.15,card,standard,new,organic,tablet,WH2,Agent 2,false,3
2025-02-11,toys,standard,19.2,4,5,0.0,buy_now_pay_later,standard,returning,paid_search,mobile,WH4,Agent 4,false,49
2025-01-22,electronics,premium,110.33,1,3,0.15,card,express,returning,paid_search,desktop,WH2,Agent 2,true,7
2025-10-02,electronics,premium,168.91,4,2,0.0,card,express,new,paid_search,tablet,WH1,Agent 2,false,35
2024-02-20,beauty,premium,23.0,1,3,0.05,gift_card,next_day,vip,paid_search,desktop,WH3,Agent 3,false,39
2025-10-25,home_goods,premium,68.13,1,2,0.2,card,standard,new,affiliate,mobile,WH1,Agent 5,true,0
2024-11-28,beauty,standard,32.28,4,2,0.3,buy_now_pay_later,standard,new,paid_search,mobile,WH3,Agent 7,false,27
2025-05-13,electronics,standard,69.21,1,6,0.0,card,express,vip,email,desktop,WH4,Agent 2,false,51
2024-11-26,beauty,standard,31.4,1,1,0.0,paypal,next_day,new,paid_search,mobile,WH4,Agent 1,false,19
2024-05-05,electronics,standard,44.8,1,2,0.4,card,next_day,vip,organic,desktop,WH1,Agent 2,true,0
2024-12-15,home_goods,standard,133.49,3,1,0.15,card,express,vip,organic,tablet,WH4,Agent 2,false,1
2024-04-02,home_goods,luxury,82.3,1,1,0.15,card,standard,returning,email,mobile,WH1,Agent 2,true,1
2025-08-20,home_goods,standard,31.92,1,1,0.0,gift_card,standard,new,paid_search,desktop,WH4,Agent 2,false,0
2024-03-19,electronics,premium,158.28,1,6,0.0,paypal,standard,returning,organic,desktop,WH4,Agent 5,true,7
2024-07-10,home_goods,standard,72.61,4,3,0.4,card,standard,new,organic,mobile,WH1,Agent 8,false,54
2024-11-07,beauty,standard,15.34,3,3,0.2,paypal,next_day,new,social,desktop,WH1,Agent 5,false,0
2024-09-14,home_goods,standard,60.71,1,2,0.2,card,next_day,new,paid_search,desktop,WH1,Agent 2,false,0
2024-11-11,home_goods,standard,39.96,1,2,0.0,card,next_day,new,paid_search,mobile,WH4,Agent 3,false,0
2024-04-19,toys,standard,17.86,1,2,0.1,buy_now_pay_later,standard,returning,email,mobile,WH1,Agent 6,true,37
2025-01-06,apparel,standard,15.1,4,6,0.15,paypal,standard,returning,social,desktop,WH2,Agent 1,false,35
2024-10-16,toys,premium,64.86,1,2,0.1,gift_card,standard,new,affiliate,mobile,WH2,Agent 8,true,26
2024-10-07,toys,standard,31.79,1,3,0.3,card,standard,new,organic,mobile,WH3,Agent 8,false,0
2024-11-24,apparel,standard,41.39,3,6,0.1,buy_now_pay_later,standard,returning,organic,mobile,WH1,Agent 2,false,28
2025-12-26,apparel,standard,63.5,2,4,0.1,paypal,express,vip,paid_search,mobile,WH4,Agent 6,true,10
2024-01-07,apparel,standard,30.87,5,5,0.1,paypal,next_day,returning,paid_search,mobile,WH2,Agent 2,false,38
2024-10-22,home_goods,premium,103.84,2,3,0.4,gift_card,standard,returning,organic,mobile,WH3,Agent 2,false,0
2025-02-03,electronics,premium,146.69,1,2,0.2,gift_card,express,vip,paid_search,tablet,WH3,Agent 4,false,28
2024-04-28,electronics,standard,17.79,1,2,0.05,gift_card,standard,vip,social,mobile,WH1,Agent 2,false,7
2024-06-21,electronics,standard,96.07,2,1,0.0,card,standard,new,organic,desktop,WH1,Agent 2,false,12
2025-01-03,electronics,standard,55.16,3,1,0.15,card,standard,new,organic,mobile,WH2,Agent 3,false,1
2024-07-26,apparel,luxury,60.74,5,3,0.4,card,standard,new,paid_search,tablet,WH2,Agent 8,false,49
2025-05-20,toys,premium,19.91,5,2,0.05,gift_card,standard,returning,paid_search,mobile,WH3,Agent 4,false,33
2025-05-13,electronics,standard,93.33,2,5,0.2,card,standard,vip,organic,desktop,WH3,Agent 2,false,0
2025-08-21,beauty,standard,33.69,3,1,0.3,card,express,vip,paid_search,mobile,WH4,Agent 7,false,40
2025-05-27,beauty,premium,66.48,1,1,0.05,card,standard,new,social,tablet,WH3,Agent 5,true,27
2024-09-21,home_goods,premium,126.38,2,3,0.15,buy_now_pay_later,next_day,new,paid_search,mobile,WH3,Agent 2,false,9
2024-04-16,home_goods,premium,83.53,1,3,0.4,gift_card,express,new,paid_search,desktop,WH1,Agent 2,false,3
2025-07-16,beauty,standard,67.75,2,2,0.1,gift_card,next_day,new,paid_search,mobile,WH3,Agent 4,false,42
2024-01-26,home_goods,standard,86.59,1,1,0.1,card,express,returning,email,mobile,WH3,Agent 2,false,24
2025-12-13,electronics,standard,112.52,1,1,0.4,card,standard,new,paid_search,mobile,WH1,Agent 6,false,0
2024-03-13,home_goods,standard,75.38,1,1,0.15,card,next_day,new,organic,desktop,WH2,Agent 2,true,0
2025-11-24,apparel,premium,96.94,4,1,0.0,buy_now_pay_later,next_day,new,email,tablet,WH3,Agent 3,false,0
2024-10-18,apparel,premium,48.97,6,5,0.05,card,express,vip,email,mobile,WH3,Agent 7,false,21
2024-12-17,toys,premium,88.72,4,3,0.2,card,standard,new,affiliate,mobile,WH2,Agent 1,false,33
2025-01-07,beauty,standard,24.52,4,1,0.15,card,next_day,new,paid_search,tablet,WH2,Agent 6,false,17
2025-10-20,home_goods,premium,112.23,4,3,0.15,card,next_day,returning,email,mobile,WH3,Agent 7,false,23
2025-02-24,toys,standard,16.19,2,3,0.05,paypal,express,vip,paid_search,mobile,WH3,Agent 2,true,0
2024-07-26,apparel,premium,110.21,3,1,0.1,gift_card,standard,new,paid_search,mobile,WH4,Agent 2,false,20
2024-12-01,toys,standard,23.83,1,1,0.3,card,standard,new,paid_search,desktop,WH3,Agent 4,true,31
2024-01-21,beauty,premium,41.34,1,3,0.0,paypal,standard,returning,organic,tablet,WH1,Agent 8,true,38
2024-07-06,apparel,standard,35.82,1,2,0.2,buy_now_pay_later,standard,new,social,mobile,WH3,Agent 7,true,29
2025-04-29,home_goods,luxury,208.32,2,1,0.15,card,express,new,paid_search,mobile,WH1,Agent 2,false,8
2025-01-05,electronics,premium,234.95,4,3,0.2,buy_now_pay_later,standard,new,social,desktop,WH2,Agent 2,false,0
2024-07-21,toys,standard,36.91,1,5,0.4,card,standard,returning,paid_search,mobile,WH1,Agent 2,true,8
2024-11-24,toys,standard,21.83,1,3,0.05,gift_card,standard,new,organic,mobile,WH3,Agent 6,true,29
2025-07-08,toys,luxury,73.82,1,2,0.1,buy_now_pay_later,express,new,affiliate,mobile,WH1,Agent 1,false,1
2025-06-06,toys,standard,51.56,3,2,0.1,paypal,standard,new,affiliate,desktop,WH1,Agent 6,true,50
2024-02-02,electronics,standard,29.58,5,2,0.1,card,standard,new,organic,mobile,WH1,Agent 2,false,33
