returned,return_amount_usd,refund_processing_cost_usd,restocking_cost_usd,gross_margin_usd,net_contribution_usd,repeat_purchase_90d
false,0.0,0.0,14.49,9.49,-6.07,false
true,75.59,0.0,25.64,-44.24,-71.78,false
false,0.0,0.0,11.55,190.87,168.63,false
false,0.0,0.0,7.32,29.37,20.03,false
false,0.0,0.0,13.55,13.41,-2.21,false
false,0.0,0.0,2.52,-0.92,-4.53,false
false,0.0,0.0,9.9,-6.69,-18.35,false
false,0.0,0.0,13.6,34.99,19.79,true
false,0.0,0.0,8.47,79.76,67.58,false
false,0.0,0.0,12.44,30.25,16.39,false
false,0.0,0.0,16.65,8.14,-10.74,true
false,0.0,0.0,44.75,37.19,-11.32,false
false,0.0,0.0,53.76,-1.94,-63.55,true
false,0.0,9.13,22.29,3.54,-29.54,false
false,0.0,0.0,32.84,92.45,54.4,true
true,7.29,0.0,6.17,-4.78,-11.19,false
false,0.0,0.0,8.91,59.6,47.08,false
false,0.0,0.0,13.71,1.18,-13.19,false
false,0.0,0.0,1.66,27.96,21.7,false
false,0.0,0.0,0.0,38.05,35.98,true
false,0.0,0.0,1.69,7.44,5.17,true
true,59.57,0.0,0.0,-43.19,-44.46,false
false,0.0,0.0,0.0,70.61,66.22,true
false,0.0,0.0,19.79,85.38,60.41,false
false,0.0,0.0,6.64,88.1,76.76,false
true,22.8,0.0,0.0,-13.79,-14.23,false
false,0.0,0.0,13.18,7.08,-6.88,false
false,0.0,0.0,2.32,6.76,1.46,true
false,0.0,0.0,4.59,32.83,26.02,false
false,0.0,0.0,0.0,130.22,123.9,false
false,0.0,0.0,18.95,21.79,-1.23,false
false,0.0,0.0,15.53,46.52,27.83,true
false,0.0,0.0,0.09,34.72,30.98,false
false,0.0,0.0,10.3,49.25,35.35,false
false,0.0,0.0,0.0,-16.02,-21.56,true
false,0.0,0.0,0.0,144.0,137.5,true
false,0.0,0.0,5.22,47.57,38.85,false
false,0.0,0.0,15.05,14.5,-2.23,false
false,0.0,0.0,64.67,12.17,-53.58,false
true,125.68,0.0,3.01,-97.8,-104.3,false
true,68.84,0.0,0.0,-45.91,-47.39,false
false,0.0,0.0,7.77,15.18,6.58,false
false,0.0,0.0,18.31,203.69,174.99,false
false,0.0,0.0,0.0,23.47,21.64,false
false,0.0,0.0,0.51,2.01,0.99,true
false,0.0,0.0,0.0,-11.72,-17.72,false
false,0.0,0.0,1.67,16.06,13.61,false
false,0.0,0.0,1.13,20.14,11.03,true
false,0.0,0.0,9.31,5.44,-4.87,false
false,0.0,0.0,0.0,14.23,13.54,false
false,0.0,0.0,1.24,4.62,1.72,true
true,38.11,0.0,18.13,-26.03,-45.21,false
false,0.0,0.0,26.27,33.94,5.91,true
false,0.0,0.0,0.0,25.69,24.2,false
false,0.0,0.0,16.26,65.66,45.36,
false,0.0,0.0,15.29,58.25,36.19,true
false,0.0,0.0,0.0,9.54,8.94,false
false,0.0,0.0,0.0,70.7,66.96,true
false,0.0,0.0,0.0,107.38,102.28,false
false,0.0,0.0,1.55,8.43,5.63,false
false,0.0,0.0,14.74,18.77,0.29,true
false,0.0,0.0,0.79,18.88,12.38,false
false,0.0,0.0,0.0,28.08,26.08,false
false,0.0,0.0,13.81,26.57,10.81,false
true,89.04,0.0,19.53,-40.42,-62.0,
false,0.0,0.0,4.72,123.42,105.43,true
false,0.0,0.0,0.0,56.99,54.12,false
false,0.0,0.0,20.55,70.82,41.24,true
false,0.0,0.0,0.0,6.68,6.25,true
false,0.0,0.0,1.49,142.36,128.61,true
false,0.0,0.0,1.19,11.16,9.1,false
false,0.0,0.0,0.0,16.78,15.86,true
false,0.0,0.0,3.87,2.27,-2.87,false
false,0.0,0.0,1.06,213.43,183.06,false
false,0.0,0.0,11.76,23.57,9.83,false
false,0.0,0.0,27.66,33.95,3.94,false
false,0.0,0.0,4.66,47.43,40.45,false
false,0.0,0.0,3.34,21.94,17.69,true
false,0.0,0.0,5.76,12.11,5.43,true
false,0.0,0.0,3.56,47.8,41.15,false
false,0.0,0.0,6.63,36.2,27.27,false
false,0.0,0.0,2.11,2.22,-1.25,false
false,0.0,0.0,1.44,44.42,40.24,true
false,0.0,0.0,4.68,114.93,104.8,true
false,0.0,0.0,0.0,-1.25,-1.81,true
false,0.0,0.0,10.7,32.92,20.76,false
false,0.0,0.0,9.74,11.5,0.82,true
false,0.0,0.0,10.27,92.48,72.09,false
false,0.0,0.0,5.04,9.85,4.17,false
false,0.0,0.0,11.49,29.19,15.39,true
false,0.0,0.0,20.47,17.34,-4.1,true
false,0.0,0.0,3.22,16.93,12.6,false
true,103.97,0.0,18.84,-67.37,-88.1,false
false,0.0,0.0,0.91,71.34,67.37,false
false,0.0,0.0,17.24,12.34,-5.5,false
false,0.0,0.0,11.57,23.82,11.28,false
false,0.0,0.0,0.55,29.03,25.56,false
false,0.0,0.0,2.64,43.73,39.0,true
false,0.0,0.0,4.86,18.76,12.35,false
false,0.0,0.0,10.52,16.79,3.67,false
false,0.0,0.0,8.46,2.05,-7.84,false
false,0.0,0.0,0.0,1.52,0.79,false
false,0.0,0.0,17.98,46.59,26.5,
false,0.0,0.0,14.71,55.36,37.33,true
false,0.0,0.0,0.0,22.18,20.2,false
false,0.0,27.39,3.36,102.88,66.95,false
false,0.0,0.0,6.41,9.78,2.96,false
false,0.0,0.0,0.3,22.18,20.56,false
true,59.22,0.0,7.17,-37.29,-46.03,
false,0.0,0.0,11.16,4.35,-9.11,false
false,0.0,0.0,10.43,95.74,79.93,false
false,0.0,0.0,0.0,24.79,23.14,false
false,0.0,0.0,0.42,4.76,1.68,false
false,0.0,0.0,40.08,12.76,-29.12,false
false,0.0,0.0,0.0,59.06,55.32,true
false,0.0,0.0,21.61,-1.91,-25.65,true
true,357.78,0.0,0.0,-216.18,-228.91,false
false,0.0,0.0,3.97,45.93,38.79,false
false,0.0,0.0,0.0,64.73,60.73,false
false,0.0,0.0,7.08,-1.37,-9.05,
false,0.0,0.0,0.0,22.67,21.05,false
false,0.0,0.0,0.0,12.41,11.81,false
false,0.0,0.0,11.83,5.35,-6.82,false
false,0.0,0.0,0.64,15.22,13.73,true
false,0.0,0.0,0.0,27.4,24.93,false
false,0.0,0.0,5.23,5.14,-0.39,true
false,0.0,0.0,7.21,26.85,18.15,false
false,0.0,0.0,3.17,112.77,103.74,true
false,0.0,0.0,5.14,126.57,116.2,true
false,0.0,0.0,5.32,25.3,18.49,true
false,0.0,0.0,32.34,36.17,0.83,true
false,0.0,0.0,0.0,39.24,36.7,false
true,90.64,0.0,6.76,-91.11,-100.72,false
false,0.0,0.0,13.99,-8.13,-24.24,false
false,0.0,0.0,14.75,15.64,-0.23,false
false,0.0,0.0,15.57,-10.17,-28.64,true
false,0.0,0.0,0.0,133.64,126.0,true
false,0.0,0.0,7.86,47.6,36.64,false
false,0.0,0.0,0.6,3.51,2.14,false
false,0.0,0.0,6.44,153.71,138.66,false
false,0.0,0.0,0.0,55.96,53.66,false
false,0.0,0.0,15.23,57.63,39.94,true
false,0.0,0.0,33.83,39.51,2.92,false
false,0.0,0.0,8.45,36.54,26.04,true
false,0.0,0.0,0.0,10.44,9.87,false
false,0.0,0.0,25.1,9.24,-16.59,false
false,0.0,0.0,24.03,12.64,-12.39,false
false,0.0,0.0,26.83,1.99,-25.62,true
false,0.0,0.0,6.5,32.83,24.72,true
false,0.0,0.0,5.96,16.72,6.4,false
false,0.0,0.0,5.85,25.33,17.76,false
false,0.0,0.0,5.98,20.66,12.3,false
false,0.0,0.0,0.0,39.28,37.17,true
false,0.0,0.0,0.0,14.68,8.17,false
false,0.0,0.0,16.33,28.08,9.32,false
false,0.0,0.0,3.49,63.13,52.74,false
false,0.0,0.0,9.9,5.05,-7.66,false
false,0.0,0.0,12.51,286.33,242.18,false
false,0.0,0.0,17.85,9.19,-9.37,false
false,0.0,0.0,10.21,44.4,32.26,false
false,0.0,0.0,8.56,13.65,4.12,true
false,0.0,0.0,9.52,80.51,63.59,false
false,0.0,0.0,5.9,27.54,19.54,true
false,0.0,0.0,4.87,23.61,15.27,true
false,0.0,0.0,0.0,9.49,8.93,
false,0.0,0.0,20.08,94.67,66.62,false
false,0.0,16.33,0.63,33.53,15.03,false
false,0.0,0.0,13.42,-11.11,-29.41,
false,0.0,0.0,7.1,96.71,78.06,false
false,0.0,0.0,53.15,12.2,-45.5,true
false,0.0,0.0,11.62,41.44,23.84,false
false,0.0,0.0,16.19,55.87,36.27,true
false,0.0,0.0,4.31,13.78,8.46,true
false,0.0,0.0,5.56,8.14,1.93,false
false,0.0,0.0,1.68,2.22,0.38,false
false,0.0,0.0,0.0,58.56,52.72,false
false,0.0,0.0,0.0,177.14,169.42,true
false,0.0,0.0,23.65,51.3,24.0,true
false,0.0,0.0,11.97,15.11,1.93,true
true,71.47,0.0,5.12,-40.68,-47.43,true
false,0.0,0.0,3.16,147.93,138.51,false
false,0.0,0.0,0.0,12.88,11.71,false
false,0.0,7.98,0.0,0.19,-9.24,true
false,0.0,0.0,23.12,13.83,-10.56,true
false,0.0,0.0,3.44,3.38,-3.29,true
false,0.0,0.0,3.08,8.0,4.18,false
false,0.0,0.0,2.33,95.68,88.69,
false,0.0,0.0,0.0,15.95,15.14,
false,0.0,0.0,0.0,13.68,11.87,false
false,0.0,0.0,6.18,122.0,108.82,false
true,24.98,0.0,6.85,-26.75,-34.57,
false,0.0,0.0,6.51,17.76,9.7,
false,0.0,0.0,1.21,34.67,28.94,false
false,0.0,0.0,0.0,87.68,80.91,true
false,0.0,0.0,2.72,35.43,31.07,
false,0.0,0.0,18.17,50.6,29.81,false
false,0.0,0.0,14.54,11.77,-4.23,false
false,0.0,0.0,4.75,38.66,30.9,false
false,0.0,0.0,11.08,6.8,-4.85,true
true,50.12,0.0,30.47,-31.81,-63.5,false
false,0.0,0.0,0.0,18.82,17.78,false
false,0.0,0.0,8.84,22.1,11.54,
false,0.0,0.0,0.0,6.67,6.16,true
false,0.0,0.0,4.45,103.47,93.28,false
false,0.0,0.0,14.25,8.69,-6.2,true
false,0.0,0.0,0.0,12.94,12.32,true
false,0.0,0.0,0.0,93.21,87.89,false
false,0.0,0.0,23.63,147.38,115.3,false
false,0.0,0.0,62.27,235.05,142.56,false
false,0.0,0.0,0.0,72.01,68.74,
false,0.0,0.0,1.54,-2.45,-5.17,true
false,0.0,0.0,19.54,12.82,-7.46,true
false,0.0,0.0,13.94,18.9,3.21,false
false,0.0,0.0,10.5,6.59,-4.27,true
true,126.6,0.0,0.0,-90.12,-92.53,true
false,0.0,0.0,10.48,-12.95,-26.64,true
false,0.0,0.0,11.69,14.0,1.67,true
false,0.0,0.0,25.44,29.81,-0.38,true
false,0.0,0.0,0.0,8.83,8.24,true
false,0.0,0.0,13.86,5.73,-8.8,true
false,0.0,0.0,0.0,12.84,12.08,false
false,0.0,0.0,7.11,5.84,-2.21,false
false,0.0,0.0,3.96,64.7,55.64,
false,0.0,0.0,10.94,-0.48,-11.57,false
false,0.0,0.0,17.6,28.46,7.62,true
false,0.0,0.0,9.37,-3.11,-13.77,false
false,0.0,0.0,0.0,45.25,41.21,false
false,0.0,0.0,9.04,7.55,-2.2,false
false,0.0,0.0,2.8,36.63,32.12,false
false,0.0,0.0,0.24,70.33,66.5,true
false,0.0,0.0,0.0,151.1,143.81,false
false,0.0,0.0,5.96,10.04,3.57,false
false,0.0,0.0,0.0,9.61,7.67,false
false,0.0,0.0,1.57,22.28,19.54,false
false,0.0,0.0,16.26,14.13,-4.74,false
false,0.0,0.0,3.8,143.24,126.65,false
false,0.0,0.0,7.46,32.42,23.42,true
false,0.0,0.0,14.32,30.7,14.6,true
false,0.0,0.0,15.45,43.8,25.11,false
false,0.0,0.0,11.36,48.63,34.96,false
false,0.0,0.0,8.26,244.96,223.42,true
false,0.0,0.0,3.46,0.64,-2.96,false
false,0.0,0.0,0.0,45.5,43.31,false
false,0.0,0.0,11.39,34.26,20.64,true
false,0.0,0.0,4.34,56.52,49.25,false
false,0.0,0.0,13.23,28.34,13.29,true
false,0.0,0.0,14.31,140.11,118.5,true
false,0.0,0.0,0.0,57.92,54.21,false
false,0.0,0.0,7.78,-2.3,-15.26,false
false,0.0,0.0,6.1,25.87,18.58,false
true,128.91,0.0,0.79,-86.93,-92.27,false
false,0.0,0.0,1.44,95.78,85.05,false
false,0.0,0.0,22.63,35.07,10.6,false
false,0.0,0.0,19.23,25.29,4.72,false
false,0.0,0.0,2.61,112.35,104.76,true
false,0.0,0.0,10.13,-5.4,-16.7,true
false,0.0,10.99,74.81,-10.58,-103.91,true
false,0.0,0.0,15.5,19.09,0.2,true
false,0.0,0.0,3.06,150.74,140.69,true
false,0.0,0.0,9.61,-5.31,-16.17,true
true,10.73,0.0,7.08,-7.3,-14.61,true
false,0.0,0.0,0.0,71.32,67.54,false
true,88.15,0.0,19.13,-68.63,-89.98,
false,0.0,0.0,5.14,31.66,24.61,true
false,0.0,0.0,5.01,5.63,-1.15,false
true,98.66,0.0,13.33,-62.8,-78.69,false
true,396.31,0.0,0.0,-331.37,-342.28,true
false,0.0,0.0,14.43,19.88,3.25,false
false,0.0,0.0,3.37,30.48,24.33,true
false,0.0,0.0,0.0,22.45,20.29,false
false,0.0,0.0,9.12,44.79,33.04,false
false,0.0,0.0,12.46,-0.88,-14.04,false
false,0.0,0.0,0.0,61.21,54.94,false
false,0.0,0.0,4.86,7.03,1.72,false
false,0.0,0.0,13.39,4.0,-10.06,false
false,0.0,0.0,9.05,20.5,9.59,true
false,0.0,0.0,0.0,15.06,14.08,true
true,261.83,0.0,3.12,-256.87,-271.72,false
false,0.0,0.0,12.6,72.14,54.4,true
false,0.0,0.0,14.41,10.73,-4.27,false
false,0.0,0.0,6.05,65.38,55.29,false
false,0.0,0.0,6.45,28.21,20.07,false
false,0.0,0.0,22.62,13.03,-11.1,true
false,0.0,0.0,23.71,36.86,10.97,false
true,316.1,0.0,24.64,-235.25,-271.86,false
false,0.0,0.0,9.6,9.82,-0.42,false
false,0.0,0.0,0.0,13.66,12.76,true
false,0.0,0.0,15.84,81.24,56.56,false
false,0.0,0.0,25.56,189.64,155.37,false
false,0.0,0.0,4.75,32.29,25.87,false
false,0.0,0.0,0.2,22.34,20.81,false
false,0.0,0.0,21.93,72.13,46.68,false
false,0.0,0.0,11.38,72.1,55.7,false
false,0.0,0.0,0.0,34.73,32.77,false
false,0.0,0.0,14.24,40.83,24.46,
false,0.0,0.0,3.97,-13.65,-21.39,
false,0.0,0.0,3.95,-0.75,-5.54,false
true,39.5,0.0,2.57,-22.56,-26.12,false
false,0.0,0.0,8.25,43.77,33.43,true
false,0.0,0.0,12.02,34.99,19.75,true
false,0.0,0.0,7.62,28.98,18.14,true
false,0.0,0.0,0.0,44.91,41.58,false
false,0.0,0.0,19.69,28.64,7.15,false
false,0.0,0.0,9.84,0.02,-11.07,false
false,0.0,0.0,2.03,33.48,29.95,true
false,0.0,0.0,9.07,95.26,78.22,true
false,0.0,0.0,15.57,247.41,217.67,false
false,0.0,0.0,0.35,21.77,19.84,true
false,0.0,0.0,10.15,14.7,3.34,false
false,0.0,0.0,19.15,34.54,13.53,true
false,0.0,0.0,1.02,61.34,55.54,true
false,0.0,0.0,0.46,1.72,0.51,false
false,0.0,0.0,0.0,-3.99,-4.83,false
false,0.0,0.0,0.0,118.52,109.14,true
false,0.0,0.0,19.33,11.74,-8.35,false
false,0.0,0.0,18.86,12.76,-6.88,true
false,0.0,0.0,0.0,55.6,47.74,true
false,0.0,0.0,0.79,34.31,29.8,false
false,0.0,0.0,10.98,11.93,-0.08,false
false,0.0,0.0,14.92,48.07,30.99,false
false,0.0,0.0,0.0,29.59,26.99,false
false,0.0,0.0,14.45,7.97,-7.11,false
false,0.0,0.0,0.31,16.7,15.23,true
false,0.0,0.0,12.46,19.9,5.28,false
false,0.0,0.0,12.29,58.86,43.13,false
true,270.56,0.0,0.0,-200.24,-206.24,
false,0.0,0.0,0.0,77.47,74.16,true
false,0.0,0.0,18.92,15.14,-4.59,false
false,0.0,0.0,19.22,40.68,18.59,true
false,0.0,0.0,0.0,47.59,45.49,true
false,0.0,0.0,0.0,7.26,6.56,false
false,0.0,0.0,0.0,28.68,26.6,false
false,0.0,0.0,7.25,79.64,65.2,false
false,0.0,0.0,8.36,104.41,91.22,false
false,0.0,0.0,16.5,44.02,21.68,false
false,0.0,0.0,3.54,7.14,3.18,true
false,0.0,0.0,17.51,32.45,11.17,true
false,0.0,0.0,12.52,5.32,-7.98,false
false,0.0,0.0,5.29,22.43,11.14,false
false,0.0,0.0,0.66,11.48,4.68,true
false,0.0,0.0,1.47,120.76,109.09,false
false,0.0,0.0,2.4,32.25,27.32,false
false,0.0,0.0,5.22,69.69,60.18,false
false,0.0,0.0,0.0,7.97,7.61,true
false,0.0,0.0,3.33,32.23,26.49,false
false,0.0,0.0,15.68,43.16,25.45,
false,0.0,0.0,0.0,17.19,15.89,false
false,0.0,0.0,16.09,15.53,-1.86,true
false,0.0,0.0,0.0,10.11,9.26,false
false,0.0,0.0,6.49,9.89,2.59,false
true,32.79,0.0,18.72,-27.63,-47.09,true
false,0.0,0.0,0.0,89.79,85.7,false
false,0.0,0.0,7.7,26.96,17.56,false
false,0.0,0.0,0.0,7.6,-4.9,false
false,0.0,0.0,3.27,29.56,22.86,true
false,0.0,0.0,0.0,16.17,14.9,false
false,0.0,16.04,40.67,16.68,-42.06,true
false,0.0,0.0,0.0,16.58,15.77,true
false,0.0,0.0,8.97,177.76,161.58,false
true,30.32,0.0,19.38,-22.03,-42.09,false
false,0.0,0.0,16.39,11.49,-5.92,true
true,47.3,0.0,16.65,-24.43,-42.08,true
false,0.0,0.0,0.0,71.06,60.57,false
false,0.0,0.0,25.19,29.82,1.51,false
false,0.0,0.0,2.81,19.15,14.44,true
false,0.0,0.0,5.54,100.12,88.07,false
false,0.0,0.0,0.29,75.75,71.31,false
false,0.0,0.0,6.83,-5.7,-14.03,true
false,0.0,0.0,19.56,11.11,-9.17,false
false,0.0,0.0,17.05,69.5,48.55,false
false,0.0,0.0,1.26,40.73,35.88,false
false,0.0,0.0,0.0,-12.5,-18.41,false
false,0.0,0.0,26.43,0.28,-26.46,true
false,0.0,0.0,20.07,9.58,-11.08,false
false,0.0,0.0,5.31,-6.7,-15.68,false
false,0.0,0.0,5.2,13.28,7.06,false
false,0.0,0.0,11.51,5.24,-6.83,false
false,0.0,0.0,3.43,65.98,55.72,false
false,0.0,0.0,15.53,8.73,-7.53,true
false,0.0,0.0,23.74,1.98,-22.02,true
false,0.0,0.0,0.79,7.76,5.91,false
false,0.0,0.0,0.0,19.84,18.5,true
false,0.0,0.0,4.35,43.21,34.82,
false,0.0,0.0,11.27,29.31,16.49,false
false,0.0,0.0,0.0,58.92,55.78,true
false,0.0,0.0,8.07,130.02,115.28,true
false,0.0,0.0,0.0,69.3,65.41,false
false,0.0,0.0,13.74,-3.95,-19.7,false
false,0.0,0.0,0.73,1.58,0.37,false
false,0.0,0.0,15.11,21.26,4.84,false
true,8.9,0.0,11.59,-9.21,-21.11,
false,0.0,0.0,11.34,28.08,14.78,false
false,0.0,0.0,0.0,26.79,25.33,true
false,0.0,0.0,10.31,152.25,133.76,true
false,0.0,0.0,9.44,36.04,25.05,false
false,0.0,0.0,0.0,12.95,9.33,true
false,0.0,0.0,8.0,29.84,18.72,true
false,0.0,0.0,0.0,28.93,27.62,true
true,28.84,0.0,11.11,-18.26,-30.16,
false,0.0,0.0,1.27,36.25,32.9,false
true,112.62,0.0,1.01,-58.99,-62.54,
false,0.0,0.0,6.22,-1.41,-8.09,true
false,0.0,0.0,0.0,14.42,13.44,false
false,0.0,0.0,6.9,27.04,17.52,false
true,48.38,0.0,12.06,-25.36,-38.48,false
false,0.0,0.0,8.46,41.02,30.3,false
false,0.0,0.0,16.77,73.97,52.41,false
false,0.0,0.0,13.56,6.56,-7.38,false
false,0.0,0.0,0.93,6.32,4.44,false
false,0.0,0.0,4.38,5.38,0.48,false
false,0.0,0.0,12.48,37.96,23.63,false
false,0.0,0.0,20.4,16.78,-6.54,false
false,0.0,0.0,9.51,145.24,121.38,false
false,0.0,0.0,0.0,18.73,16.97,true
false,0.0,0.0,13.41,-9.31,-24.89,false
false,0.0,0.0,0.0,36.04,33.34,false
false,0.0,0.0,4.88,-15.24,-23.69,false
false,0.0,0.0,13.14,42.47,27.12,false
false,0.0,0.0,10.68,35.22,20.45,false
false,0.0,0.0,0.0,9.89,8.5,false
false,0.0,0.0,1.08,130.21,122.05,true
false,0.0,0.0,15.13,62.39,43.91,true
false,0.0,0.0,3.19,111.93,101.17,true
false,0.0,0.0,8.3,5.68,-2.97,false
false,0.0,0.0,15.82,4.3,-14.95,false
false,0.0,0.0,0.0,200.64,191.02,true
false,0.0,0.0,0.0,22.81,21.35,true
false,0.0,0.0,0.0,5.33,4.49,
false,0.0,0.0,3.74,324.89,299.31,false
false,0.0,0.0,7.32,62.73,51.13,false
false,0.0,0.0,0.0,1.51,0.45,true
false,0.0,0.0,0.63,12.28,10.79,true
false,0.0,0.0,14.84,8.65,-7.23,false
false,0.0,0.0,9.09,25.33,15.02,false
false,0.0,0.0,3.7,155.51,138.74,true
false,0.0,0.0,21.09,14.26,-7.81,true
false,0.0,0.0,15.21,3.13,-14.05,false
false,0.0,0.0,0.0,74.58,68.23,
false,0.0,0.0,19.05,42.5,20.48,false
false,0.0,0.0,0.0,173.07,153.18,true
true,91.43,0.0,27.14,-43.42,-72.64,
false,0.0,0.0,8.24,6.5,-2.13,false
false,0.0,0.0,25.5,21.38,-5.01,false
false,0.0,0.0,6.87,143.75,127.79,false
false,0.0,0.0,0.0,83.2,78.81,false
true,72.01,0.0,17.94,-42.65,-62.23,
false,0.0,0.0,16.43,2.63,-14.19,false
false,0.0,7.69,0.0,-16.7,-27.6,false
false,0.0,0.0,5.23,25.27,18.65,false
false,0.0,0.0,7.98,70.1,54.15,false
true,71.58,15.15,35.85,-43.77,-97.42,false
false,0.0,0.0,5.51,22.2,14.9,false
false,0.0,0.0,3.53,41.9,35.09,true
false,0.0,0.0,3.74,6.93,2.38,false
false,0.0,0.0,10.34,-7.43,-23.35,false
false,0.0,0.0,11.98,71.43,55.55,false
false,0.0,0.0,4.59,17.53,12.0,true
false,0.0,0.0,12.78,24.65,10.47,false
false,0.0,0.0,0.0,183.68,172.95,true
false,0.0,0.0,15.2,4.63,-11.04,false
false,0.0,0.0,15.03,-16.82,-35.43,false
false,0.0,0.0,16.24,-0.36,-20.74,true
false,0.0,0.0,15.76,60.99,40.86,false
false,0.0,0.0,0.0,22.66,21.69,false
false,0.0,0.0,0.0,15.69,13.98,false
false,0.0,0.0,3.82,43.12,35.42,false
false,0.0,0.0,18.68,12.06,-7.25,false
false,0.0,0.0,9.41,6.4,-3.58,false
false,0.0,0.0,5.67,52.77,42.79,false
false,0.0,0.0,2.19,15.58,7.55,false
false,0.0,0.0,13.04,9.48,-4.63,true
false,0.0,0.0,23.53,102.32,73.67,true
false,0.0,8.11,0.0,16.78,7.23,true
false,0.0,0.0,7.58,42.11,32.39,true
false,0.0,0.0,0.0,15.65,14.67,
false,0.0,0.0,3.8,-11.68,-20.63,true
false,0.0,0.0,7.28,51.35,41.05,false
false,0.0,0.0,1.1,3.68,1.2,true
false,0.0,0.0,0.0,16.17,14.62,false
false,0.0,0.0,7.34,21.14,12.72,false
false,0.0,0.0,6.69,24.15,15.51,true
false,0.0,0.0,0.0,8.11,6.52,false
false,0.0,0.0,17.5,9.54,-9.52,false
false,0.0,0.0,9.0,22.76,12.32,false
false,0.0,0.0,1.7,18.72,15.91,true
false,0.0,0.0,1.56,5.69,3.1,true
false,0.0,0.0,11.36,48.57,34.79,false
false,0.0,0.0,29.81,2.73,-29.14,false
false,0.0,0.0,0.0,59.31,54.74,true
false,0.0,0.0,8.85,26.76,13.04,true
false,0.0,0.0,33.4,33.03,-5.28,true
false,0.0,0.0,0.0,4.99,3.53,false
false,0.0,0.0,0.0,38.02,34.61,false
false,0.0,0.0,8.46,17.69,7.47,true
false,0.0,0.0,0.0,91.19,87.5,false
false,0.0,0.0,0.0,18.67,17.36,false
false,0.0,0.0,27.99,30.99,0.49,true
false,0.0,0.0,0.0,10.04,9.27,false
false,0.0,0.0,0.0,10.21,9.07,false
false,0.0,0.0,0.0,5.73,0.86,false
false,0.0,0.0,14.06,346.83,312.72,false
false,0.0,0.0,18.78,0.52,-19.28,true
true,181.29,0.0,19.45,-145.08,-169.22,
false,0.0,0.0,19.01,88.28,65.04,false
false,0.0,0.0,10.04,-4.92,-17.08,true
false,0.0,0.0,0.0,8.48,7.19,false
false,0.0,0.0,13.73,5.7,-8.78,false
false,0.0,0.0,7.92,87.23,75.61,false
false,0.0,0.0,4.9,24.51,17.64,false
false,0.0,0.0,8.28,23.61,10.59,false
false,0.0,0.0,1.42,8.23,6.15,
false,0.0,0.0,0.0,28.62,24.79,false
false,0.0,0.0,6.39,25.37,17.63,true
false,0.0,0.0,2.11,33.76,29.16,false
false,0.0,0.0,20.09,3.32,-17.02,false
false,0.0,0.0,0.37,16.37,12.61,false
false,0.0,0.0,0.25,65.42,55.79,true
false,0.0,0.0,26.46,265.25,219.95,false
false,0.0,0.0,8.05,10.76,1.82,false
false,0.0,0.0,11.51,115.53,94.35,true
false,0.0,0.0,8.73,59.56,48.02,
false,0.0,0.0,2.75,52.6,42.99,false
false,0.0,0.0,1.68,72.13,64.79,true
false,0.0,0.0,0.0,17.66,14.44,true
false,0.0,13.01,29.46,83.94,31.48,false
false,0.0,0.0,10.79,27.07,14.7,false
false,0.0,0.0,0.0,19.29,18.02,false
false,0.0,0.0,21.23,39.66,16.54,false
false,0.0,0.0,0.0,15.76,14.26,
false,0.0,0.0,10.13,3.37,-7.53,false
false,0.0,0.0,17.9,26.34,6.81,false
false,0.0,0.0,15.45,30.17,13.5,false
false,0.0,0.0,0.0,-11.57,-15.25,false
false,0.0,0.0,2.87,74.25,64.4,true
true,73.71,0.0,0.0,-44.96,-46.65,
false,0.0,0.0,0.0,18.37,17.57,true
false,0.0,0.0,0.0,27.39,25.26,true
false,0.0,0.0,30.09,41.02,8.77,true
false,0.0,0.0,11.99,38.07,24.0,true
false,0.0,0.0,7.03,22.22,13.75,true
false,0.0,0.0,0.0,1.74,0.79,
false,0.0,0.0,17.0,45.58,26.68,false
true,51.07,15.49,48.72,-57.59,-123.35,false
false,0.0,0.0,0.82,96.04,88.28,false
false,0.0,0.0,0.0,30.1,28.24,true
false,0.0,0.0,38.28,15.72,-23.42,false
false,0.0,0.0,6.54,41.42,32.22,true
false,0.0,0.0,0.0,4.16,3.13,false
false,0.0,0.0,0.0,17.36,15.33,true
false,0.0,0.0,5.78,17.73,8.55,
false,0.0,0.0,0.0,17.91,12.88,false
false,0.0,0.0,19.31,98.72,70.49,false
false,0.0,0.0,13.03,12.04,-1.66,false
false,0.0,0.0,3.72,2.01,-1.92,false
false,0.0,0.0,4.7,16.18,10.22,false
false,0.0,0.0,9.11,5.78,-3.77,true
false,0.0,0.0,0.0,18.14,16.87,true
false,0.0,0.0,0.0,145.89,138.44,true
false,0.0,0.0,0.1,19.01,17.29,
false,0.0,0.0,11.23,82.71,67.31,true
false,0.0,0.0,6.57,61.47,51.65,false
false,0.0,0.0,13.74,20.6,5.89,false
false,0.0,0.0,8.37,23.89,13.89,true
false,0.0,0.0,0.0,46.1,43.05,true
false,0.0,0.0,12.96,19.82,5.38,false
true,59.85,0.0,10.35,-48.85,-60.78,
false,0.0,0.0,0.0,202.6,178.16,true
false,0.0,0.0,44.94,2.01,-44.65,false
false,0.0,0.0,14.36,14.98,-0.56,false
false,0.0,0.0,12.38,32.62,17.41,false
false,0.0,0.0,7.79,56.6,43.66,true
false,0.0,0.0,23.44,169.88,134.66,false
