defective,scrap_cost_usd,rework_cost_usd,downtime_cost_usd,yield_loss_usd,total_quality_cost_usd,recurrence_90d
false,4.72,25.72,6.74,9.73,46.92,false
true,6.28,15.97,23.37,6.99,52.62,false
false,52.92,17.94,4.96,3.32,79.13,true
false,14.56,0.0,11.79,4.69,31.04,
true,11.28,18.15,24.64,8.99,63.06,false
false,35.26,4.29,0.0,6.08,45.63,false
false,30.31,0.0,0.0,12.37,42.67,false
false,11.53,35.29,14.97,12.6,74.39,
false,6.6,15.24,3.85,10.53,36.22,
false,40.02,22.88,35.15,19.85,117.9,true
false,40.36,23.37,33.57,20.82,118.11,true
false,36.02,32.67,22.29,1.62,92.6,true
false,5.97,15.79,14.94,7.37,44.07,
true,11.0,7.73,0.0,0.0,18.73,false
true,42.69,2.31,25.25,0.0,70.25,true
false,15.88,13.7,16.83,0.0,46.41,false
false,32.98,37.38,26.93,10.37,107.65,false
false,49.15,29.8,12.39,8.93,100.27,false
false,43.9,16.97,33.55,6.01,100.43,false
false,13.72,17.36,20.2,14.87,66.15,
false,34.36,35.53,32.26,0.0,102.14,true
true,25.47,11.3,31.85,4.02,72.65,true
false,185.66,13.71,89.67,0.0,289.04,false
false,140.55,68.01,0.83,2.79,212.17,false
true,38.76,10.2,198.71,58.42,306.09,
true,0.29,24.0,26.85,10.91,62.05,
true,108.72,88.5,6.13,8.06,211.4,
false,54.26,3.54,27.51,14.26,99.56,
false,12.62,3.86,3.82,3.37,23.68,false
false,25.67,19.7,27.19,4.46,77.02,false
true,23.23,33.78,11.08,0.98,69.07,
false,22.44,15.21,28.92,17.73,84.29,
false,26.59,35.63,17.85,8.14,88.21,
false,20.16,9.99,9.28,15.43,54.87,
false,0.0,18.73,15.54,10.94,45.21,false
false,42.15,23.19,18.06,0.01,83.41,false
false,6.33,22.73,0.0,15.37,44.44,false
false,27.14,24.16,28.72,14.54,94.56,true
false,38.77,36.66,11.99,10.15,97.57,false
true,16.39,18.38,1.56,13.48,49.81,true
false,21.58,5.02,207.99,55.47,290.06,false
false,79.5,81.14,57.32,6.69,224.65,false
false,27.45,28.83,54.26,9.9,120.44,true
false,27.24,10.97,34.61,0.0,72.82,false
false,23.3,31.76,7.82,25.75,88.63,false
false,48.96,7.14,11.14,25.9,93.13,false
false,10.1,13.86,32.13,20.62,76.71,true
false,68.56,12.42,137.63,8.75,227.37,false
false,9.08,18.17,0.0,0.0,27.26,false
false,20.46,21.32,36.99,8.58,87.34,false
false,83.1,77.63,0.0,6.65,167.38,true
false,106.12,70.96,0.57,5.44,183.08,true
false,0.0,2.74,20.89,24.42,48.05,
false,24.09,11.76,1.76,3.16,40.78,false
false,46.1,0.35,0.0,0.0,46.46,true
true,90.74,22.85,176.71,0.0,290.29,true
false,26.92,12.35,26.66,0.0,65.93,
true,56.69,14.49,103.88,8.85,183.9,false
true,17.12,3.52,21.8,8.8,51.23,false
true,177.06,67.83,82.46,17.96,345.31,
false,25.39,23.62,34.04,14.13,97.17,false
false,15.27,35.18,0.0,0.73,51.18,
true,10.17,0.13,39.7,13.83,63.83,false
false,102.17,81.79,18.57,19.61,222.13,true
true,31.39,13.58,45.19,7.21,97.37,true
true,15.88,29.85,35.38,0.57,81.68,false
false,13.83,22.82,0.62,24.76,62.04,false
false,65.12,0.0,1.7,18.19,85.01,false
false,22.74,20.73,44.77,21.38,109.62,false
false,23.94,21.64,0.3,13.91,59.79,false
false,0.0,14.68,0.0,1.31,15.99,true
false,49.04,14.18,19.22,19.21,101.64,false
false,24.49,8.13,22.63,0.0,55.24,
true,0.0,18.09,8.39,11.28,37.76,true
true,149.87,32.43,102.02,0.0,284.32,
false,18.34,14.25,15.21,8.37,56.17,
false,30.96,15.64,26.78,7.42,80.8,false
false,33.25,23.4,5.99,0.0,62.64,false
false,52.94,20.25,21.63,15.76,110.59,true
false,19.03,16.6,25.22,2.78,63.63,false
false,17.52,19.58,13.34,5.94,56.39,false
false,132.77,74.11,0.0,0.15,207.04,false
false,29.76,12.09,39.72,19.87,101.45,true
false,8.47,22.98,11.39,4.81,47.64,false
false,24.09,3.37,15.52,10.0,52.97,false
true,32.7,15.83,0.0,3.79,52.33,
true,28.04,15.45,13.32,18.56,75.37,true
false,5.14,27.52,28.58,1.04,62.29,false
false,6.71,8.25,13.47,18.07,46.5,true
true,0.0,26.24,5.16,0.0,31.4,false
false,24.13,1.71,14.76,4.62,45.21,false
true,23.45,16.57,19.09,16.87,75.99,false
true,19.58,10.51,38.25,0.0,68.33,true
true,51.42,77.77,15.89,10.56,155.64,true
true,27.74,28.05,0.0,6.73,62.52,
false,15.91,0.0,12.11,18.8,46.82,false
false,3.64,21.16,0.48,17.71,42.99,false
true,35.46,5.55,3.34,17.7,62.05,true
false,159.57,3.92,272.75,50.06,486.3,true
false,128.76,42.01,8.15,11.51,190.42,true
false,30.15,18.98,50.08,1.85,101.06,
true,17.28,34.24,3.76,6.44,61.72,true
false,10.91,6.09,16.03,0.0,33.02,
false,17.65,36.43,0.0,0.0,54.08,false
true,32.87,5.46,16.14,8.19,62.67,false
false,35.79,31.71,2.71,16.95,87.16,false
true,10.72,15.82,9.37,11.5,47.41,
false,111.17,80.74,24.52,0.0,216.42,false
false,18.13,9.97,1.61,6.58,36.29,false
false,128.39,97.72,19.34,14.85,260.3,
false,28.08,17.13,232.74,42.26,320.21,true
false,13.16,0.0,0.0,7.03,20.2,false
false,46.5,17.39,41.02,15.72,120.63,false
false,29.56,2.73,13.66,12.98,58.92,false
true,20.0,0.0,38.36,5.52,63.89,false
true,108.88,68.3,17.78,15.0,209.96,true
false,75.37,2.3,107.92,4.66,190.25,false
false,5.76,19.28,4.95,9.0,38.99,false
false,206.57,33.51,12.97,181.29,434.34,false
false,8.19,16.1,3.87,2.14,30.3,false
false,16.99,24.39,18.8,5.6,65.79,false
false,17.58,14.0,11.79,2.08,45.45,false
false,9.17,11.17,19.96,0.0,40.3,false
false,31.08,23.79,28.73,8.32,91.91,
false,31.23,9.0,36.55,6.16,82.95,false
false,10.06,25.68,26.01,14.54,76.29,false
false,7.19,16.27,14.98,10.5,48.94,
true,82.27,25.42,178.04,14.38,300.1,false
false,0.0,19.42,29.79,0.98,50.19,false
false,31.58,17.44,45.29,23.23,117.55,false
false,20.82,15.52,16.46,2.73,55.54,false
false,41.3,16.94,30.59,8.15,96.98,false
false,1.61,8.71,14.8,4.82,29.94,
true,55.9,13.78,15.69,11.62,97.0,true
false,1.45,21.34,30.03,14.29,67.1,false
true,8.65,32.25,32.26,0.0,73.15,
true,9.7,23.61,16.08,13.8,63.2,false
false,21.79,18.32,0.0,0.0,40.11,false
false,25.14,3.95,4.61,19.03,52.73,false
false,59.29,14.53,22.0,11.61,107.44,false
false,48.34,10.85,3.25,14.67,77.11,false
false,51.9,8.08,16.4,4.36,80.75,false
false,12.82,0.0,0.0,3.66,16.48,false
false,24.57,31.09,23.4,5.3,84.37,false
false,131.84,79.82,0.38,0.0,212.04,false
false,22.86,18.08,29.67,0.0,70.61,false
true,10.71,12.45,4.8,14.18,42.14,
false,22.51,34.15,26.85,23.94,107.45,false
false,59.87,14.15,162.08,16.97,253.07,false
false,8.72,15.11,24.55,8.7,57.08,
false,32.93,17.69,22.62,0.0,73.24,false
false,40.66,27.96,4.65,0.0,73.26,false
true,33.22,19.59,11.31,10.91,75.02,
false,6.42,16.57,48.62,21.77,93.38,false
false,25.84,24.84,23.12,12.62,86.42,false
false,194.31,15.12,119.79,12.0,341.22,false
false,0.0,16.97,5.09,9.21,31.27,false
false,29.96,2.21,40.72,4.84,77.73,true
false,24.0,3.02,35.56,0.12,62.7,false
true,14.15,18.55,0.0,4.6,37.3,
false,41.16,16.27,25.47,16.6,99.5,false
false,9.02,15.9,13.82,0.0,38.74,false
false,5.33,11.93,27.98,10.5,55.75,false
true,15.24,40.6,22.0,16.2,94.04,false
true,14.55,18.92,22.0,15.11,70.58,false
false,4.31,0.0,14.68,6.97,25.96,false
false,12.41,18.69,20.12,16.51,67.73,false
false,22.37,26.93,0.0,5.31,54.61,true
false,39.79,18.41,13.64,10.41,82.26,false
false,93.79,11.8,104.18,14.82,224.58,
false,10.07,19.52,22.85,6.43,58.88,false
false,32.7,7.93,22.67,0.0,63.3,true
false,95.29,21.3,145.23,10.88,272.7,false
false,42.52,15.32,37.58,6.13,101.55,
false,6.09,31.09,25.75,0.0,62.93,false
false,44.25,17.75,18.38,10.74,91.12,false
true,46.27,19.8,0.0,15.49,81.56,true
true,7.42,25.16,6.71,15.37,54.65,
false,9.47,5.02,0.59,11.45,26.53,false
false,54.49,33.42,29.81,3.36,121.09,false
true,0.0,17.76,13.99,27.85,59.6,false
false,11.12,10.43,39.22,13.25,74.02,false
false,43.2,12.51,40.67,18.67,115.05,true
false,22.22,5.91,19.7,0.0,47.83,false
false,174.66,84.03,0.0,12.23,270.91,false
false,2.72,13.91,4.45,20.67,41.75,false
false,49.04,87.07,0.76,19.97,156.84,true
false,135.22,72.3,8.22,12.78,228.51,false
false,67.45,32.36,0.0,0.0,99.8,false
false,10.34,21.65,3.51,7.1,42.6,false
false,38.58,14.8,20.71,2.87,76.96,false
false,21.63,9.74,0.0,0.39,31.77,false
false,115.51,89.51,0.0,0.0,205.02,false
false,55.53,0.45,11.26,9.47,76.71,false
false,36.2,9.92,26.48,0.0,72.6,false
false,60.23,31.03,133.61,12.02,236.89,true
false,37.36,27.87,10.52,2.99,78.74,false
false,33.44,17.21,7.97,0.29,58.92,true
true,115.97,58.31,4.21,4.14,182.62,
false,99.23,44.57,14.06,22.27,180.12,false
true,7.99,30.11,42.35,1.38,81.84,
false,31.99,8.56,28.6,9.77,78.92,false
false,23.64,29.25,13.32,8.81,75.03,false
false,0.0,23.46,35.37,0.0,58.83,false
false,14.47,0.0,26.04,11.87,52.39,false
false,31.81,25.39,7.15,12.48,76.83,true
false,19.42,9.54,36.35,10.28,75.58,false
false,33.11,21.89,53.17,19.34,127.51,false
false,49.9,7.11,13.3,15.39,85.7,false
false,1.29,22.92,42.8,17.52,84.53,false
false,18.64,27.66,33.17,11.67,91.14,false
true,11.38,18.34,29.07,9.6,68.39,
false,178.26,23.91,48.08,8.04,258.29,false
false,3.67,10.4,20.61,17.75,52.42,false
false,7.46,12.97,0.0,12.06,32.49,false
false,12.32,21.48,7.04,12.94,53.78,false
false,5.31,16.79,0.0,13.64,35.75,false
false,27.19,24.16,11.89,9.94,73.18,false
false,42.64,8.81,6.26,6.89,64.61,false
false,2.88,32.15,7.17,10.96,53.16,false
false,37.33,38.68,16.14,17.04,109.19,true
false,306.48,30.05,164.61,158.15,659.28,false
false,16.75,8.84,37.25,5.03,67.87,false
false,26.43,17.73,0.53,7.69,52.38,true
true,47.79,38.46,17.62,5.87,109.73,false
false,23.71,17.75,13.22,5.25,59.92,true
true,49.38,10.61,9.54,2.89,72.41,
false,27.73,0.33,43.7,22.98,94.74,false
false,34.27,17.7,42.54,5.84,100.34,true
false,56.74,3.68,17.57,3.87,81.86,true
false,105.25,70.56,8.1,7.62,191.54,false
false,16.87,32.62,37.1,12.04,98.63,true
false,21.91,8.52,13.8,0.0,44.23,false
false,55.27,70.35,11.62,11.52,148.75,false
false,17.21,0.0,6.75,5.05,29.02,false
false,50.69,9.77,45.98,3.8,110.24,false
false,43.81,18.78,7.25,0.38,70.22,false
false,34.07,6.35,10.98,2.72,54.11,true
false,42.66,0.87,0.0,6.45,49.98,false
false,25.84,7.0,0.0,0.0,32.83,false
false,32.27,10.76,6.43,7.37,56.84,true
false,20.55,5.56,8.71,16.88,51.71,
false,19.28,0.0,173.45,59.33,252.06,false
false,10.25,0.0,45.27,17.5,73.02,false
true,13.5,22.73,3.3,7.49,47.03,
false,6.15,7.53,7.71,12.27,33.67,
false,38.68,7.78,21.96,0.0,68.41,false
false,49.13,14.11,17.94,11.7,92.88,false
false,164.74,100.88,22.98,18.83,307.43,
false,2.07,27.73,6.68,11.05,47.53,
false,22.36,13.35,4.03,2.98,42.71,true
false,33.45,21.35,23.67,2.07,80.54,false
true,43.69,2.16,0.0,14.88,60.72,false
false,30.36,18.83,1.69,14.71,65.59,false
false,33.67,1.59,32.58,4.37,72.21,false
false,47.53,9.14,16.06,5.81,78.54,true
false,32.24,16.1,1.85,12.77,62.96,true
false,87.99,13.16,134.79,5.38,241.31,true
false,101.56,91.92,20.39,19.15,233.01,false
false,7.57,26.71,18.72,19.08,72.08,false
false,46.62,23.61,131.1,4.76,206.09,false
false,67.37,33.65,23.14,0.0,124.15,false
false,40.88,11.16,23.49,11.85,87.39,true
false,34.56,11.64,18.48,0.0,64.68,false
true,12.98,2.94,9.35,7.49,32.76,false
false,14.58,0.0,8.16,8.84,31.58,false
false,41.28,23.0,42.19,1.1,107.57,false
true,155.6,49.24,0.0,15.0,219.84,true
false,3.28,17.37,44.15,0.0,64.8,false
true,7.92,0.0,33.2,10.34,51.46,false
true,10.92,20.98,31.38,12.67,75.95,false
false,0.0,19.71,35.36,18.6,73.67,true
false,4.12,26.63,8.38,2.97,42.1,true
false,11.65,12.1,32.14,3.0,58.89,false
false,48.75,8.75,14.81,0.66,72.98,false
false,27.3,8.47,20.54,12.99,69.3,false
false,12.4,3.3,34.92,11.88,62.5,true
true,183.58,8.78,122.06,0.0,314.42,false
false,2.3,24.14,35.3,7.77,69.51,true
false,6.91,16.53,11.02,5.82,40.28,false
false,12.68,3.94,34.31,0.0,50.94,true
false,39.26,11.99,36.56,5.7,93.51,
false,50.03,13.52,3.36,1.58,68.48,
true,0.0,29.07,8.27,11.86,49.2,true
false,37.61,23.33,9.93,0.0,70.88,false
true,35.43,21.88,9.68,0.0,66.99,false
true,0.0,25.35,6.74,8.59,40.69,false
false,78.02,3.53,132.7,16.47,230.73,false
false,41.96,25.08,48.43,22.31,137.79,
true,25.15,9.23,23.92,0.0,58.3,
false,46.76,2.83,9.42,12.88,71.9,false
false,17.93,24.64,13.05,3.99,59.61,true
false,25.14,4.39,3.05,8.31,40.9,false
false,27.07,26.37,9.68,0.0,63.13,false
false,0.0,16.41,25.2,14.07,55.68,
false,0.0,0.0,19.01,20.63,39.63,false
true,33.67,6.05,15.07,18.2,72.99,false
true,19.02,1.14,8.61,4.51,33.28,false
false,4.23,19.64,26.9,7.46,58.23,false
true,26.77,3.35,5.23,0.0,35.35,false
false,222.53,106.86,0.0,0.0,329.4,false
false,71.67,24.41,157.21,4.02,257.31,false
false,23.75,16.58,14.37,5.4,60.09,false
false,25.15,17.75,9.6,7.38,59.88,
false,12.05,6.82,229.09,49.23,297.2,false
false,25.67,10.47,8.42,16.2,60.75,false
false,37.18,13.68,10.06,21.41,82.32,false
false,19.27,20.82,37.91,12.85,90.84,false
true,14.79,15.61,17.36,1.47,49.23,false
false,144.05,53.97,50.54,13.03,261.59,false
false,27.06,27.15,0.0,0.0,54.22,false
false,25.96,25.51,7.85,16.96,76.27,false
true,17.99,15.96,33.08,7.6,74.63,false
true,26.34,27.97,26.49,3.67,84.47,
true,0.04,29.81,20.25,10.05,60.14,false
false,96.28,85.73,2.84,0.82,185.67,false
false,144.88,66.86,20.97,13.66,246.37,true
false,9.4,3.87,14.52,2.12,29.9,
false,140.67,35.41,27.19,16.24,219.51,false
false,1.79,39.57,28.0,0.0,69.36,false
false,5.93,10.86,37.25,16.27,70.31,true
false,14.98,40.55,22.0,7.71,85.24,false
false,24.63,18.17,11.82,2.66,57.28,
false,44.03,8.19,2.5,8.98,63.7,true
false,46.55,28.27,1.12,10.88,86.83,false
false,0.0,15.59,0.0,2.4,17.99,false
true,30.02,12.24,13.12,3.74,59.12,false
true,26.59,25.36,5.64,4.58,62.16,
false,17.32,22.21,17.27,1.43,58.23,false
false,41.28,19.86,0.0,5.37,66.5,false
false,9.52,0.0,7.87,0.0,17.39,false
true,16.96,4.7,0.0,20.55,42.21,false
false,31.15,18.7,3.63,11.58,65.06,
true,16.48,15.4,0.0,10.8,42.68,
false,29.81,25.2,1.92,0.99,57.92,false
false,1.79,0.0,13.53,5.68,21.0,false
false,40.18,18.51,25.3,4.51,88.5,false
true,39.85,27.08,58.22,7.6,132.75,true
false,112.6,58.14,24.75,3.4,198.89,false
true,32.13,21.35,20.57,4.39,78.43,
false,17.85,14.75,9.28,17.67,59.55,false
false,15.58,178.8,18.05,0.0,212.42,false
false,12.74,14.29,0.39,3.18,30.61,false
false,36.69,5.32,15.3,13.36,70.67,true
false,22.8,27.74,33.04,9.54,93.12,false
true,44.7,25.69,14.04,15.77,100.2,false
false,7.42,23.1,24.62,0.0,55.15,false
true,24.64,33.5,222.81,44.71,325.66,true
false,51.77,24.9,144.56,13.18,234.41,false
false,33.33,32.39,13.9,0.0,79.62,false
false,4.49,7.96,31.9,3.58,47.93,false
false,112.36,63.17,10.04,3.95,189.52,false
false,96.69,76.18,38.3,2.87,214.04,true
false,44.97,5.38,22.0,14.55,86.9,false
false,40.13,13.58,35.86,22.11,111.68,true
false,0.0,0.0,8.64,11.04,19.68,false
false,58.01,3.45,15.36,175.2,252.02,true
true,9.16,2.46,49.94,5.45,67.02,
false,120.52,76.3,8.01,1.03,205.87,false
false,27.71,0.0,1.73,17.38,46.82,false
false,36.34,38.41,13.31,12.35,100.4,true
true,26.71,20.92,3.06,7.59,58.28,
false,25.28,4.19,189.28,58.94,277.68,false
false,12.38,8.95,27.81,14.83,63.97,false
false,12.54,22.97,20.53,2.93,58.96,false
false,29.32,34.32,27.54,5.66,96.84,false
false,11.61,32.03,24.63,0.0,68.27,false
false,108.29,72.89,6.86,8.05,196.09,true
false,30.96,32.22,41.75,3.57,108.5,false
false,3.85,10.17,4.28,16.62,34.92,false
false,13.09,0.0,0.0,24.88,37.97,false
false,36.65,0.0,25.87,13.08,75.6,false
false,18.78,9.03,5.13,13.78,46.72,false
true,64.17,22.29,6.1,13.79,106.35,true
false,17.6,15.99,11.15,18.53,63.27,true
false,200.89,11.08,207.65,4.03,423.65,true
false,21.25,8.35,10.55,7.5,47.65,false
false,3.57,15.38,145.19,74.97,239.11,false
true,16.73,10.83,16.0,15.53,59.1,true
false,12.58,19.96,20.84,11.02,64.41,false
true,25.81,20.52,41.56,9.63,97.52,false
true,12.42,8.92,12.15,10.68,44.17,
false,15.03,9.61,1.73,14.88,41.24,
false,15.98,1.67,23.08,0.53,41.27,true
true,29.07,5.79,0.0,10.16,45.01,true
true,13.82,20.96,35.76,20.78,91.32,false
false,13.66,30.36,28.79,13.82,86.64,false
false,39.19,30.21,5.07,3.82,78.29,false
false,17.81,29.01,12.09,19.75,78.67,false
true,34.37,7.49,0.92,0.46,43.24,true
true,170.49,18.59,146.72,19.81,355.61,true
false,82.07,80.46,7.11,13.01,182.65,
false,70.44,60.39,10.3,0.0,141.13,false
false,6.25,7.55,7.91,22.01,43.71,true
false,15.58,10.55,20.35,19.23,65.71,false
false,29.77,21.57,0.0,13.83,65.17,
true,41.93,13.96,29.24,11.4,96.52,true
false,9.76,28.79,0.0,11.39,49.93,false
false,45.27,15.29,20.9,14.05,95.52,false
true,19.2,16.94,30.03,14.52,80.69,
true,57.55,10.21,34.81,13.21,115.77,true
true,125.7,73.82,13.2,11.88,224.61,
false,48.18,34.31,10.48,1.13,94.1,false
true,30.83,17.78,22.0,0.0,70.62,false
false,129.85,84.34,28.87,4.19,247.25,true
false,0.0,23.47,4.46,18.86,46.79,true
false,56.43,83.89,4.72,6.68,151.72,false
false,16.13,20.64,31.61,0.6,68.98,true
false,10.04,8.9,11.9,0.53,31.37,true
false,16.77,5.98,24.31,14.75,61.81,false
true,157.01,21.73,98.26,12.24,289.24,
false,31.18,15.27,25.96,18.39,90.81,false
true,17.47,12.71,7.37,5.67,43.22,true
true,19.39,23.26,29.2,15.12,86.97,false
false,74.1,25.38,131.05,0.0,230.53,
false,16.05,18.74,37.47,21.03,93.29,false
false,13.34,24.75,22.0,19.98,80.07,true
false,7.71,10.95,11.85,0.0,30.5,false
true,50.89,16.94,17.91,9.39,95.12,
true,5.82,18.5,38.13,0.01,62.47,false
false,3.9,32.56,18.36,0.0,54.82,
true,17.28,6.52,6.48,2.77,33.05,false
true,47.91,6.22,141.24,0.0,195.38,false
false,20.44,19.3,5.58,6.85,52.18,false
false,28.03,7.51,5.13,7.97,48.65,
false,20.37,27.57,10.11,8.7,66.75,
true,7.73,27.31,50.26,1.39,86.7,false
false,19.41,4.4,6.39,6.38,36.57,true
false,24.62,15.87,7.49,1.94,49.92,false
false,15.88,24.77,13.85,0.0,54.5,false
false,39.66,4.7,20.24,12.39,76.99,true
false,29.25,12.95,0.41,21.13,63.75,
false,13.04,17.37,0.0,0.0,30.41,false
false,6.08,5.89,8.31,7.78,28.06,
false,0.41,12.27,15.45,2.49,30.61,false
false,36.18,7.86,31.6,15.78,91.43,false
false,71.18,12.76,201.09,2.08,287.1,false
false,0.0,12.73,13.02,0.0,25.75,
false,45.79,15.05,18.87,0.0,79.7,false
true,20.28,22.42,0.0,11.98,54.68,false
false,0.0,7.61,2.37,0.0,9.98,false
false,36.7,22.8,4.76,6.96,71.21,false
false,138.49,77.07,6.6,2.06,224.21,false
true,282.91,24.33,96.82,110.38,514.44,false
false,7.45,15.67,5.67,0.0,28.8,false
false,187.18,11.59,168.37,7.74,374.89,false
true,38.57,19.83,23.74,0.0,82.15,false
false,63.86,23.39,176.18,27.34,290.78,false
false,28.69,10.93,14.76,0.0,54.38,false
false,13.47,6.08,8.27,20.26,48.09,false
false,25.07,23.43,20.52,7.18,76.21,false
false,29.11,19.73,8.64,13.99,71.47,false
true,34.8,10.27,23.68,10.76,79.5,true
false,137.88,115.66,13.0,8.2,274.74,true
false,30.28,21.7,13.06,2.94,67.98,false
false,20.4,19.08,18.66,13.5,71.63,false
false,28.84,21.66,22.0,9.61,82.1,true
false,110.05,85.58,0.0,0.0,195.63,false
false,54.08,7.66,27.0,6.0,94.75,false
false,14.09,22.58,58.41,15.94,111.02,false
false,8.87,13.71,27.06,14.6,64.24,false
false,5.4,17.01,13.94,14.89,51.25,
false,0.1,13.8,12.31,35.96,62.17,false
false,89.73,91.08,11.01,5.58,197.4,false
false,10.83,2.27,25.73,14.78,53.62,false
false,23.92,23.88,0.0,13.58,61.38,true
false,23.08,21.49,16.22,18.81,79.59,false
true,145.39,13.31,63.36,8.09,230.14,true
false,26.31,13.39,17.46,13.61,70.76,false
false,0.0,10.33,3.3,23.75,37.39,false
false,24.35,23.75,12.43,1.43,61.97,false
false,22.55,17.42,26.24,20.07,86.28,true
false,11.65,21.84,1.21,13.3,48.0,false
false,138.09,64.17,14.84,1.11,218.21,false
false,44.54,13.3,0.0,0.8,58.63,false
false,58.89,12.22,18.38,16.28,105.76,true
false,5.26,15.06,18.64,16.73,55.69,false
false,49.93,218.09,27.05,0.0,295.07,false
false,39.51,11.5,11.32,0.0,62.32,false
false,15.65,0.0,22.49,13.67,51.81,true
false,26.64,25.21,7.6,5.98,65.44,true
false,42.97,0.0,19.77,12.45,75.19,false
false,117.4,77.06,16.79,7.9,219.16,false
false,12.05,9.88,14.33,8.56,44.82,false
false,23.83,6.79,18.2,9.35,58.17,false
false,15.17,10.21,4.83,0.0,30.2,false
false,38.11,26.54,25.38,20.51,110.54,false
false,28.18,11.34,25.68,1.63,66.83,false
false,53.58,2.37,0.0,16.09,72.04,false
false,109.45,51.38,15.0,15.29,191.13,false
false,13.19,31.43,34.98,3.61,83.2,false
false,6.79,11.62,21.56,0.0,39.97,false
false,0.0,17.86,21.38,0.0,39.24,
false,26.48,18.62,12.4,20.77,78.27,false
false,0.0,18.06,11.29,21.07,50.42,false
true,31.35,23.3,5.32,0.0,59.96,true
false,68.8,16.29,27.0,9.19,121.27,false
false,38.4,22.81,0.98,17.03,79.23,false
false,4.59,0.0,34.04,6.96,45.59,false
false,21.87,17.75,0.0,23.23,62.85,false
false,21.4,17.01,30.59,26.75,95.74,false
false,2.34,12.01,6.65,15.15,36.15,false
false,40.31,23.96,38.65,22.19,125.11,true
false,16.54,15.37,4.05,12.08,48.03,
false,33.15,0.0,27.49,1.8,62.44,false
true,56.49,72.73,29.58,17.94,176.73,
true,0.0,10.05,36.2,10.43,56.69,false
true,29.62,0.0,2.3,0.0,31.92,
true,28.57,17.76,25.46,7.11,78.9,false
false,2.86,17.78,15.47,4.9,41.01,false
false,28.05,20.55,15.07,13.62,77.29,false
false,37.41,34.74,23.27,0.0,95.41,false
false,25.96,26.88,39.68,0.0,92.52,false
false,55.09,14.17,0.78,0.0,70.03,true
false,8.09,31.42,1.65,9.47,50.64,false
false,18.0,5.58,23.21,4.92,51.71,false
false,0.0,11.68,10.2,14.18,36.05,false
false,39.2,9.88,39.06,0.0,88.14,false
false,20.09,22.23,5.36,1.47,49.15,false
false,29.06,40.56,7.33,19.4,96.35,false
false,36.85,7.39,8.43,7.59,60.27,false
false,17.66,22.21,21.64,6.8,68.31,false
false,40.51,8.13,11.85,6.89,67.38,false
false,26.01,27.51,3.63,10.65,67.8,false
false,10.29,24.25,15.08,1.63,51.25,false
false,9.63,28.08,18.52,2.28,58.51,false
false,0.0,19.36,27.28,0.0,46.64,true
false,27.73,24.04,18.31,5.62,75.7,true
false,3.83,10.45,4.61,3.92,22.82,
false,39.22,19.74,19.55,5.51,84.02,false
false,126.35,70.18,34.54,8.08,239.15,false
false,11.27,14.87,0.0,11.58,37.72,false
false,0.0,14.52,21.46,13.67,49.64,
false,50.45,5.21,19.91,3.96,79.53,false
false,20.58,2.49,25.78,6.85,55.7,true
true,48.08,203.2,13.11,18.39,282.79,false
true,7.54,4.83,6.41,8.98,27.77,
false,25.46,36.83,6.2,8.44,76.93,false
false,9.63,19.41,0.0,1.21,30.25,false
true,43.28,18.44,0.0,8.97,70.69,false
false,36.45,13.1,8.13,3.46,61.15,false
true,12.98,1.38,6.54,7.6,28.5,false
false,14.06,26.08,14.55,3.73,58.42,true
true,21.67,14.96,30.64,5.61,72.88,true
false,60.91,22.3,33.95,8.63,125.79,false
false,3.32,21.75,8.91,0.0,33.98,false
false,32.48,13.16,33.52,6.41,85.57,false
false,10.93,0.0,6.21,0.0,17.14,false
false,33.86,14.66,13.97,0.0,62.49,false
false,23.12,15.13,24.83,2.62,65.71,false
false,34.82,21.88,33.2,17.72,107.62,false
false,37.39,20.2,7.63,13.76,78.98,true
false,33.94,4.11,0.0,0.0,38.05,false
true,23.65,3.74,0.0,0.0,27.38,true
false,29.18,11.75,10.29,0.0,51.22,true
false,17.32,193.33,11.25,0.0,221.89,false
false,20.7,10.52,14.14,0.0,45.35,false
false,51.33,7.21,9.49,0.0,68.04,false
false,33.48,17.37,29.51,6.32,86.69,
false,94.76,168.36,157.01,0.0,420.12,false
false,0.0,4.94,12.8,17.3,35.04,false
false,181.69,61.8,43.73,2.06,289.28,false
false,34.21,2.09,2.56,3.0,41.85,true
true,41.66,11.08,11.97,17.57,82.27,
false,42.64,16.83,5.38,3.92,68.78,
false,11.77,21.12,14.67,16.15,63.72,false
false,36.39,38.22,12.12,13.77,100.5,false
false,0.0,14.79,19.28,0.0,34.07,false
false,21.47,16.69,12.97,15.9,67.02,false
true,37.61,14.39,30.36,0.0,82.37,
false,18.05,6.85,8.58,0.0,33.49,
false,117.5,86.26,6.98,8.31,219.05,false
false,4.45,11.27,22.14,0.0,37.86,false
false,125.52,86.55,12.9,15.01,239.98,false
false,31.66,0.0,27.22,0.93,59.81,false
false,0.0,32.39,0.0,0.0,32.39,false
false,37.62,9.91,27.27,4.27,79.08,false
false,23.01,1.45,12.36,25.14,61.96,
false,145.52,78.23,31.8,11.27,266.82,false
false,17.13,7.36,11.32,7.69,43.5,
false,27.39,2.53,20.81,12.64,63.36,false
false,19.0,1.9,52.99,13.71,87.6,false
true,43.44,12.35,36.96,5.95,98.71,true
false,38.75,0.0,19.97,5.9,64.62,false
