churned,mrr_lost_usd,support_cost_usd,csm_intervention_cost_usd,gross_margin_usd,net_contribution_usd,expansion_90d
false,0.0,0.0,6.59,86.4,78.26,
false,0.0,0.0,8.3,26.14,17.41,false
false,0.0,0.0,10.95,77.33,64.82,true
false,0.0,0.0,22.36,17.75,-4.94,true
false,0.0,18.91,47.38,114.4,43.35,false
false,0.0,0.0,0.33,61.29,59.71,false
false,0.0,0.0,35.24,173.07,134.76,false
false,0.0,0.0,5.55,70.68,62.99,
false,0.0,0.0,1.22,23.99,22.35,false
true,109.29,0.0,11.16,-31.95,-44.47,false
false,0.0,0.0,0.0,51.09,49.26,false
false,0.0,0.0,18.73,74.28,54.36,false
false,0.0,0.0,17.34,8.06,-9.6,true
false,0.0,0.0,9.3,11.92,2.33,false
false,0.0,0.0,32.12,24.65,-7.87,
false,0.0,0.0,0.0,23.42,23.0,false
false,0.0,0.0,0.0,36.26,35.43,true
false,0.0,9.05,0.0,450.43,426.31,true
false,0.0,0.0,4.02,24.45,20.05,false
false,0.0,0.0,22.72,25.85,2.47,true
false,0.0,0.0,0.0,8.93,8.64,true
true,411.4,0.0,0.0,-72.1,-77.92,false
false,0.0,0.0,8.62,22.96,13.92,true
false,0.0,0.0,0.0,29.99,29.53,
false,0.0,0.0,0.0,28.62,28.12,true
false,0.0,0.0,11.3,24.77,12.98,false
false,0.0,0.0,5.5,14.99,9.05,false
false,0.0,0.0,13.28,24.66,10.98,true
false,0.0,0.0,5.63,12.47,6.27,true
false,0.0,0.0,3.53,23.65,19.66,true
false,0.0,0.0,3.65,18.29,14.28,false
false,0.0,0.0,1.67,15.04,13.09,false
false,0.0,0.0,12.95,81.07,66.71,false
false,0.0,0.0,21.6,106.95,83.62,false
false,0.0,0.0,10.82,58.4,46.55,false
false,0.0,0.0,0.0,26.03,25.52,false
false,0.0,0.0,13.52,12.96,-0.81,true
false,0.0,0.0,10.6,69.84,56.69,true
false,0.0,0.0,5.38,10.56,4.89,false
false,0.0,0.0,0.0,118.78,116.73,true
false,0.0,0.0,9.23,19.78,10.22,false
false,0.0,0.0,41.15,18.61,-23.76,true
false,0.0,13.35,45.14,391.19,325.03,false
false,0.0,0.0,19.17,23.83,4.11,true
false,0.0,0.0,0.52,19.51,18.58,true
false,0.0,0.0,27.41,18.04,-9.79,false
false,0.0,0.0,24.49,33.32,8.33,false
false,0.0,0.0,10.5,65.69,53.95,false
false,0.0,0.0,1.55,24.94,22.87,false
false,0.0,0.0,7.43,27.85,19.98,false
false,0.0,0.0,0.0,47.91,46.05,true
false,0.0,0.0,23.29,15.65,-8.06,false
false,0.0,0.0,8.25,35.19,26.37,false
false,0.0,0.0,10.24,62.09,50.31,false
false,0.0,0.0,4.48,81.77,76.05,true
false,0.0,0.0,12.08,82.13,68.8,false
false,0.0,0.0,3.58,19.24,15.22,false
false,0.0,16.64,14.1,15.79,-15.5,false
false,0.0,0.0,6.5,234.16,223.06,false
false,0.0,0.0,36.55,103.67,63.46,true
false,0.0,0.0,0.0,22.0,21.54,false
false,0.0,0.0,45.93,36.32,-11.06,false
false,0.0,0.0,0.0,20.45,20.1,false
false,0.0,0.0,3.29,60.73,56.42,false
false,0.0,0.0,2.12,26.72,24.1,true
false,0.0,0.0,4.4,15.33,10.58,true
false,0.0,0.0,0.0,25.73,25.23,false
false,0.0,0.0,4.08,347.04,337.56,true
false,0.0,0.0,11.91,97.69,83.8,false
false,0.0,0.0,15.96,71.49,53.87,
false,0.0,0.0,12.23,17.31,4.71,
false,0.0,0.0,8.63,315.23,301.47,false
false,0.0,0.0,0.0,84.47,82.98,
false,0.0,0.0,0.0,86.69,84.61,false
false,0.0,0.0,12.97,18.34,4.93,false
false,0.0,0.0,6.72,18.09,11.03,true
false,0.0,0.0,13.21,133.37,116.44,
false,0.0,0.0,6.99,16.16,8.76,true
false,0.0,0.0,15.02,56.45,39.87,
false,0.0,0.0,20.26,85.17,63.6,false
false,0.0,0.0,1.22,274.64,268.57,false
false,0.0,0.0,11.19,19.85,8.29,
false,0.0,0.0,44.85,375.43,321.77,true
false,0.0,0.0,2.35,88.35,84.11,
false,0.0,0.0,5.4,5.89,0.13,true
false,0.0,0.0,6.73,11.6,4.47,true
false,0.0,0.0,33.67,229.38,190.8,false
false,0.0,9.79,25.42,23.96,-11.65,false
false,0.0,0.0,7.43,74.86,66.2,true
false,0.0,0.0,0.0,19.99,19.66,true
false,0.0,0.0,12.57,61.22,47.56,false
false,0.0,0.0,0.0,94.75,92.92,true
false,0.0,0.0,12.58,20.96,7.99,true
false,0.0,0.0,1.72,11.85,9.85,
false,0.0,0.0,0.0,18.47,18.18,false
false,0.0,0.0,6.53,81.22,72.94,false
false,0.0,0.0,7.16,20.4,12.91,true
false,0.0,0.0,7.66,36.39,27.51,true
false,0.0,0.0,0.0,37.75,37.19,false
false,0.0,0.0,13.51,85.83,70.92,true
false,0.0,0.0,0.0,39.46,37.58,false
false,0.0,0.0,7.86,232.45,219.19,false
false,0.0,0.0,21.36,224.32,197.99,true
true,488.2,0.0,9.7,-202.99,-220.26,false
false,0.0,0.0,0.0,61.45,60.0,true
false,0.0,0.0,14.06,7.66,-6.69,true
true,31.84,0.0,0.0,-6.6,-7.05,
false,0.0,0.0,12.42,12.85,0.14,false
false,0.0,0.0,13.36,31.66,17.73,true
false,0.0,0.0,0.21,36.27,35.47,false
false,0.0,0.0,20.69,45.03,23.5,false
false,0.0,0.0,0.19,178.03,173.48,true
false,0.0,0.0,4.33,124.54,117.8,true
false,0.0,0.0,3.29,25.73,21.93,
false,0.0,0.0,0.0,12.06,11.76,false
false,0.0,0.0,0.0,27.2,26.67,true
false,0.0,0.0,0.0,90.94,89.23,false
true,34.6,0.0,29.72,-5.79,-35.98,
false,0.0,0.0,4.92,10.67,5.38,false
false,0.0,0.0,5.09,20.97,15.54,false
false,0.0,0.0,2.44,226.25,218.62,false
false,0.0,0.0,2.02,23.64,21.24,false
false,0.0,11.9,0.0,373.14,354.45,
false,0.0,0.0,3.16,16.46,12.8,
false,0.0,0.0,40.19,23.97,-16.65,false
false,0.0,0.0,13.63,57.58,42.67,
false,0.0,0.0,5.85,56.1,48.96,true
false,0.0,0.0,2.63,13.45,10.56,true
false,0.0,0.0,6.26,17.14,10.37,false
false,0.0,0.0,7.47,84.37,75.37,true
false,0.0,0.0,6.19,15.31,8.77,true
false,0.0,0.0,10.27,7.46,-3.11,true
false,0.0,0.0,19.82,21.44,1.15,true
false,0.0,0.0,6.97,68.23,60.03,true
false,0.0,0.0,3.29,68.81,64.21,false
false,0.0,0.0,8.75,22.52,13.39,false
false,0.0,0.0,0.0,12.0,11.69,false
false,0.0,0.0,5.09,27.62,22.11,true
false,0.0,0.0,16.4,143.01,123.23,false
false,0.0,0.0,9.27,92.85,81.87,false
false,0.0,0.0,10.39,15.62,4.97,true
false,0.0,0.0,0.0,22.02,21.63,true
true,134.52,0.0,9.63,-15.1,-26.71,false
false,0.0,0.0,2.03,261.69,254.32,true
false,0.0,0.0,8.83,21.55,10.74,false
false,0.0,0.0,24.09,7.85,-16.54,
false,0.0,0.0,0.47,32.25,31.29,
true,30.05,0.0,0.0,-14.71,-15.08,
false,0.0,0.0,4.05,16.52,12.11,true
false,0.0,0.0,0.0,16.43,15.95,
false,0.0,0.0,14.71,22.97,7.77,true
false,0.0,0.0,0.0,209.2,202.78,true
false,0.0,0.0,0.0,16.56,16.2,false
false,0.0,0.0,0.0,174.34,170.34,false
false,0.0,0.0,14.67,31.96,16.72,false
false,0.0,0.0,11.7,57.65,44.4,false
false,0.0,0.0,0.32,85.51,83.7,false
false,0.0,0.0,10.68,61.56,49.44,true
false,0.0,0.0,17.9,54.57,35.19,true
false,0.0,0.0,0.0,51.49,49.71,false
false,0.0,0.0,0.0,13.63,13.31,false
false,0.0,0.0,8.85,13.72,4.42,false
false,0.0,0.0,12.77,21.89,8.74,true
false,0.0,0.0,6.17,16.37,9.86,
false,0.0,0.0,7.21,126.73,116.8,
false,0.0,0.0,4.68,64.27,58.18,true
false,0.0,0.0,18.94,8.23,-11.01,true
false,0.0,0.0,4.95,19.88,14.62,false
false,0.0,0.0,7.45,19.33,11.45,false
false,0.0,0.0,13.06,24.86,11.41,false
true,634.49,0.0,9.72,-278.76,-294.97,false
false,0.0,0.0,16.03,96.85,79.39,false
false,0.0,0.0,3.82,191.61,182.69,false
false,0.0,0.0,0.0,92.21,90.6,false
false,0.0,0.0,6.11,22.75,16.24,false
false,0.0,0.0,12.91,82.55,68.17,false
false,0.0,0.0,4.44,13.84,9.08,true
false,0.0,0.0,23.97,332.69,303.34,false
false,0.0,0.0,0.0,49.01,48.0,false
false,0.0,0.0,31.99,53.73,20.23,true
false,0.0,0.0,8.45,63.56,52.02,false
false,0.0,0.0,8.45,299.68,286.03,true
false,0.0,0.0,11.1,180.02,164.16,false
true,61.48,0.0,24.57,-17.88,-43.66,
false,0.0,0.0,2.0,92.0,88.36,false
false,0.0,0.0,15.14,23.91,8.4,false
false,0.0,0.0,0.0,40.25,39.11,true
false,0.0,0.0,4.24,65.06,59.38,true
false,0.0,0.0,24.25,7.65,-16.89,true
false,0.0,0.0,17.61,30.08,11.89,false
false,0.0,0.0,6.69,49.39,41.86,true
false,0.0,0.0,5.32,18.53,12.87,false
false,0.0,0.0,19.02,251.29,223.65,true
false,0.0,0.0,4.03,85.12,79.46,false
false,0.0,0.0,0.0,83.16,81.71,false
false,0.0,0.0,6.39,56.11,48.09,true
false,0.0,0.0,12.6,14.88,1.88,true
false,0.0,0.0,16.45,105.04,86.88,true
false,0.0,0.0,17.61,18.52,0.36,false
false,0.0,12.96,35.66,7.65,-41.31,false
false,0.0,0.0,19.03,63.81,43.42,true
false,0.0,0.0,7.06,62.5,54.34,true
false,0.0,0.0,0.0,10.41,10.16,false
true,220.83,0.0,1.49,-87.16,-93.01,false
false,0.0,0.0,12.62,19.1,6.15,false
false,0.0,0.0,25.0,55.83,29.75,false
false,0.0,0.0,0.0,263.71,257.95,true
false,0.0,0.0,17.47,81.66,62.8,false
false,0.0,0.0,0.0,15.14,14.67,false
false,0.0,0.0,0.1,72.8,71.24,false
false,0.0,0.0,0.27,20.94,20.27,false
false,0.0,0.0,8.68,96.36,86.08,true
false,0.0,0.0,1.54,346.67,339.08,
false,0.0,0.0,15.88,8.5,-7.88,false
false,0.0,0.0,7.99,409.21,394.28,false
false,0.0,0.0,5.26,305.89,295.65,false
false,0.0,0.0,15.12,56.25,40.05,false
false,0.0,0.0,27.87,19.8,-8.49,true
false,0.0,0.0,24.5,423.79,391.52,false
false,0.0,0.0,15.75,197.86,178.77,false
false,0.0,0.0,16.81,27.75,9.73,true
false,0.0,0.0,17.22,308.4,286.1,true
false,0.0,0.0,2.8,89.4,84.83,false
false,0.0,0.0,0.0,192.78,189.24,false
false,0.0,14.93,37.67,106.82,51.64,false
false,0.0,0.0,17.14,25.04,7.47,true
false,0.0,0.0,19.82,16.5,-3.72,true
false,0.0,0.0,6.81,239.59,227.1,false
false,0.0,0.0,19.93,17.76,-2.59,false
true,16.32,15.54,63.89,-7.04,-86.82,false
false,0.0,0.0,32.47,12.28,-20.52,false
false,0.0,0.0,19.77,19.78,-0.35,false
false,0.0,0.0,21.88,26.05,3.44,false
false,0.0,0.0,15.09,78.69,61.75,
false,0.0,0.0,0.0,68.21,65.69,false
false,0.0,0.0,0.02,93.31,86.12,false
false,0.0,0.0,0.0,20.23,19.73,false
false,0.0,0.0,2.77,26.03,22.74,false
false,0.0,0.0,5.63,113.44,105.86,true
false,0.0,0.0,0.0,76.56,74.9,false
false,0.0,0.0,0.0,18.75,18.46,false
false,0.0,0.0,0.0,13.45,13.12,false
false,0.0,0.0,3.48,111.32,105.82,false
false,0.0,0.0,11.06,20.83,9.36,false
false,0.0,0.0,1.78,415.04,406.43,
false,0.0,0.0,9.46,98.84,87.15,true
false,0.0,0.0,17.03,17.31,-0.13,true
false,0.0,0.0,0.0,60.17,58.52,false
false,0.0,0.0,5.12,245.88,233.45,true
false,0.0,0.0,0.0,19.41,18.99,true
false,0.0,0.0,0.0,33.33,32.82,false
false,0.0,0.0,8.09,66.2,54.73,false
false,0.0,0.0,2.47,47.39,43.57,false
false,0.0,0.0,0.0,18.51,18.19,false
false,0.0,0.0,7.77,71.49,61.16,false
false,0.0,0.0,0.0,19.41,19.09,false
false,0.0,0.0,2.84,37.41,33.48,false
false,0.0,0.0,0.0,72.0,70.32,false
false,0.0,0.0,11.16,420.76,401.44,false
true,36.62,0.0,15.3,-15.49,-31.64,
false,0.0,0.0,0.0,56.38,54.88,true
true,120.96,0.0,10.27,-27.41,-39.35,false
false,0.0,0.0,0.0,13.87,13.5,false
false,0.0,0.0,24.25,50.38,24.32,false
false,0.0,0.0,16.36,89.03,70.77,false
false,0.0,0.0,14.85,24.99,9.68,false
false,0.0,0.0,12.5,25.19,12.26,false
false,0.0,0.0,14.82,24.29,9.0,false
false,0.0,0.0,2.81,19.29,16.07,
false,0.0,0.0,10.25,36.36,25.34,false
false,0.0,0.0,13.84,408.47,384.13,true
false,0.0,0.0,28.21,188.73,153.98,false
false,0.0,0.0,4.9,25.4,20.11,false
false,0.0,0.0,9.59,73.13,61.94,false
false,0.0,0.0,15.83,51.99,35.04,false
false,0.0,0.0,0.0,294.99,288.54,
false,0.0,0.0,2.38,109.98,105.98,false
false,0.0,0.0,11.14,296.81,281.0,true
false,0.0,0.0,12.27,416.59,397.11,false
false,0.0,0.0,0.0,39.64,38.59,false
false,0.0,0.0,0.0,25.9,25.45,true
false,0.0,0.0,22.21,82.41,58.73,true
false,0.0,0.0,41.22,16.21,-25.34,true
false,0.0,19.08,32.4,365.97,307.8,false
false,0.0,0.0,12.77,61.29,47.59,
false,0.0,0.0,8.81,18.25,9.08,false
false,0.0,0.0,14.8,20.42,5.2,false
false,0.0,0.0,0.3,78.43,76.86,true
false,0.0,0.0,0.0,19.5,19.06,true
true,26.01,0.0,12.68,-13.25,-26.28,false
false,0.0,0.0,9.22,26.2,16.56,false
false,0.0,0.0,7.18,15.27,7.75,false
false,0.0,0.0,0.0,17.67,17.3,
false,0.0,0.0,0.0,12.04,11.57,true
false,0.0,0.0,0.0,72.74,71.58,true
false,0.0,0.0,6.0,74.24,66.99,false
false,0.0,0.0,20.2,14.51,-5.97,false
false,0.0,0.0,0.0,68.69,66.76,true
false,0.0,0.0,4.75,51.91,46.11,false
false,0.0,0.0,10.06,28.22,17.73,false
true,463.82,0.0,4.29,-152.73,-161.78,false
false,0.0,0.0,17.83,60.61,41.46,true
false,0.0,0.0,3.44,9.31,5.61,false
false,0.0,0.0,3.02,10.07,6.72,false
false,0.0,0.0,36.89,27.48,-9.89,true
false,0.0,0.0,30.43,10.97,-19.86,false
false,0.0,0.0,38.26,280.81,235.12,false
false,0.0,0.0,14.75,88.77,71.46,
false,0.0,0.0,0.0,5.86,5.49,false
false,0.0,0.0,21.26,255.48,229.25,false
false,0.0,0.0,0.0,16.79,16.36,false
false,0.0,0.0,2.22,48.87,45.6,true
false,0.0,0.0,20.42,38.46,17.44,false
false,0.0,0.0,1.03,132.56,125.81,false
false,0.0,0.0,0.0,26.66,26.23,false
false,0.0,0.0,19.84,171.64,148.65,true
true,31.51,0.0,7.67,-8.76,-16.83,
false,0.0,0.0,3.56,17.02,13.13,true
false,0.0,0.0,0.0,23.37,22.91,true
false,0.0,0.0,1.33,17.62,15.85,false
false,0.0,0.0,8.32,143.28,131.56,true
false,0.0,14.34,9.98,189.06,160.94,false
false,0.0,0.0,0.0,324.62,317.64,false
false,0.0,0.0,29.92,15.07,-15.24,true
false,0.0,0.0,20.7,22.74,1.64,false
false,0.0,0.0,18.69,393.97,368.21,false
false,0.0,8.75,36.58,71.0,23.31,false
false,0.0,0.0,14.35,25.3,10.56,false
false,0.0,0.0,0.0,346.28,340.84,true
false,0.0,0.0,0.0,19.5,18.95,false
false,0.0,0.0,5.56,298.64,287.89,false
false,0.0,0.0,0.0,20.7,20.3,false
false,0.0,0.0,14.93,18.93,3.62,false
false,0.0,0.0,8.7,23.3,14.21,false
false,0.0,0.0,0.0,251.84,244.66,false
false,0.0,0.0,9.45,29.2,19.2,false
false,0.0,0.0,12.74,234.75,216.2,false
false,0.0,0.0,18.32,103.83,80.26,false
false,0.0,0.0,15.38,25.4,9.6,false
false,0.0,0.0,1.52,18.99,16.97,false
false,0.0,0.0,0.0,175.15,170.45,true
false,0.0,0.0,6.92,18.36,10.91,
false,0.0,0.0,8.89,68.58,58.39,false
true,57.71,0.0,11.68,-21.38,-33.68,
false,0.0,0.0,0.0,103.87,102.06,false
true,31.52,0.0,5.34,-15.13,-20.93,
false,0.0,0.0,5.37,392.85,380.73,false
false,0.0,0.0,12.56,301.62,283.2,false
false,0.0,0.0,25.86,158.97,128.42,false
false,0.0,0.0,3.18,105.77,100.69,false
false,0.0,0.0,13.36,338.8,318.66,true
false,0.0,0.0,11.24,83.65,70.81,false
false,0.0,0.0,3.54,17.83,13.79,false
false,0.0,0.0,0.74,23.15,21.98,true
false,0.0,0.0,1.17,12.85,11.36,false
false,0.0,0.0,33.26,177.49,139.24,true
false,0.0,0.0,26.32,281.28,249.27,false
false,0.0,16.7,13.41,28.31,-2.3,false
false,0.0,0.0,0.22,10.12,9.63,false
false,0.0,0.0,7.4,100.97,91.61,false
false,0.0,0.0,11.64,111.07,97.76,false
false,0.0,0.0,2.22,27.32,24.55,false
false,0.0,0.0,13.28,21.94,8.28,true
false,0.0,0.0,0.0,56.92,55.32,false
false,0.0,0.0,10.91,93.42,80.74,false
false,0.0,0.0,0.0,75.59,74.03,false
false,0.0,0.0,2.68,19.11,16.09,
false,0.0,0.0,5.99,20.96,14.56,false
false,0.0,0.0,68.25,261.92,189.2,true
true,28.42,0.0,0.0,-21.44,-21.92,true
false,0.0,0.0,0.0,85.0,83.07,false
true,139.21,0.0,27.41,-57.73,-86.64,
true,490.55,0.0,0.15,-162.1,-167.83,
false,0.0,0.0,8.87,24.11,14.81,false
false,0.0,0.0,19.22,22.13,2.51,false
false,0.0,0.0,23.14,267.34,239.38,false
false,0.0,0.0,54.42,337.42,276.85,false
false,0.0,7.58,35.7,200.43,149.8,false
false,0.0,0.0,5.45,18.28,12.45,false
false,0.0,0.0,0.12,41.78,40.13,true
false,0.0,0.0,0.41,9.39,8.62,true
false,0.0,0.0,30.53,122.05,87.7,false
false,0.0,0.0,17.11,22.9,5.38,false
false,0.0,0.0,19.33,327.39,302.97,false
false,0.0,0.0,11.08,104.92,92.04,false
false,0.0,0.0,27.24,23.34,-4.32,true
false,0.0,0.0,4.45,19.96,15.15,false
true,12.54,0.0,24.74,-5.13,-30.2,true
false,0.0,0.0,13.71,356.36,335.78,false
false,0.0,0.0,13.74,43.3,28.6,true
false,0.0,0.0,15.29,17.82,2.16,
false,0.0,0.0,7.93,88.03,78.61,false
false,0.0,0.0,8.13,15.1,6.65,false
false,0.0,13.01,105.77,181.87,57.43,false
false,0.0,0.0,10.88,10.0,-1.31,false
false,0.0,0.0,4.75,263.94,254.18,false
false,0.0,0.0,0.0,15.88,15.02,false
false,0.0,0.0,5.69,32.14,25.39,false
false,0.0,0.0,13.45,17.97,4.04,true
false,0.0,0.0,0.0,23.86,23.47,false
false,0.0,0.0,6.37,25.44,18.62,
true,28.35,0.0,40.24,-10.42,-50.96,false
false,0.0,0.0,13.22,8.41,-5.15,true
false,0.0,0.0,9.43,79.16,68.41,
false,0.0,0.0,13.85,17.33,3.17,true
false,0.0,0.0,7.21,70.12,61.47,true
false,0.0,0.0,0.72,25.53,24.35,false
false,0.0,0.0,4.56,94.83,88.67,false
false,0.0,0.0,13.39,15.43,1.75,true
false,0.0,0.0,29.32,123.63,92.27,false
false,0.0,0.0,3.95,17.6,13.26,false
true,83.09,0.0,19.55,-28.5,-49.06,
false,0.0,0.0,20.48,83.68,61.84,false
false,0.0,0.0,16.99,88.87,70.33,false
false,0.0,0.0,0.73,11.55,10.36,
false,0.0,0.0,9.05,80.28,68.43,true
false,0.0,0.0,11.3,272.99,255.56,false
false,0.0,0.0,23.06,26.39,2.89,true
false,0.0,0.0,18.88,15.96,-3.32,true
false,0.0,0.0,16.38,13.14,-3.53,true
false,0.0,0.0,5.08,30.27,24.72,false
false,0.0,0.0,0.0,61.66,60.51,false
false,0.0,0.0,0.0,12.87,12.52,true
false,0.0,0.0,8.65,21.68,12.59,false
true,101.12,0.0,24.65,-47.94,-73.77,true
false,0.0,0.0,7.42,26.78,18.83,true
false,0.0,0.0,11.02,36.45,24.89,true
false,0.0,0.0,14.36,70.16,54.42,true
false,0.0,0.0,2.78,77.08,73.02,false
true,18.86,0.0,23.81,-6.0,-30.09,false
false,0.0,0.0,0.0,32.84,32.32,true
false,0.0,0.0,32.59,20.87,-12.4,false
false,0.0,0.0,23.3,18.66,-5.02,false
true,119.0,0.0,14.63,-44.73,-60.74,
false,0.0,0.0,0.0,76.91,75.38,false
false,0.0,16.73,103.0,139.85,13.73,false
false,0.0,0.0,3.18,19.95,16.34,false
false,0.0,0.0,8.86,135.57,124.72,false
false,0.0,0.0,6.43,55.65,47.84,false
false,0.0,0.0,0.0,75.42,74.26,true
false,0.0,0.0,0.0,46.27,45.2,false
false,0.0,0.0,1.33,28.11,26.23,false
false,0.0,0.0,0.96,18.51,17.1,true
false,0.0,0.0,10.77,192.42,175.58,false
false,0.0,0.0,22.6,15.76,-7.22,true
false,0.0,0.0,3.88,15.25,10.98,true
false,0.0,0.0,9.79,21.48,11.34,true
true,43.71,0.0,0.0,-17.22,-17.72,false
false,0.0,0.0,22.09,19.8,-2.73,true
false,0.0,0.0,12.88,116.72,101.8,false
false,0.0,0.0,6.93,129.64,120.72,false
false,0.0,0.0,36.69,25.81,-12.14,
false,0.0,0.0,0.0,9.25,8.8,false
false,0.0,0.0,1.6,71.06,67.97,false
false,0.0,0.0,4.16,18.65,14.09,true
false,0.0,0.0,0.0,94.94,93.24,false
false,0.0,0.0,0.0,24.75,24.35,false
false,0.0,0.0,9.12,15.74,6.17,true
false,0.0,0.0,0.0,30.93,30.39,false
false,0.0,0.0,0.0,22.71,22.35,false
false,0.0,0.0,0.0,357.41,349.79,true
false,0.0,0.0,7.56,49.93,40.9,false
false,0.0,0.0,26.07,6.05,-20.36,false
false,0.0,0.0,0.0,17.93,17.42,true
false,0.0,0.0,24.86,30.2,4.84,false
false,0.0,0.0,17.32,68.79,49.84,false
false,0.0,0.0,3.63,24.15,20.01,false
false,0.0,0.0,0.0,21.52,21.16,false
false,0.0,0.0,12.34,27.19,14.41,false
false,0.0,0.0,3.31,20.78,17.16,true
false,0.0,0.0,13.67,16.28,2.23,true
false,0.0,0.0,0.0,14.93,14.66,true
true,329.62,0.0,132.17,-208.66,-351.74,false
false,0.0,0.0,12.85,13.26,0.15,true
false,0.0,0.0,31.8,91.44,58.08,true
false,0.0,0.0,14.97,17.45,2.12,false
false,0.0,0.0,11.07,236.72,220.3,false
false,0.0,0.0,8.78,12.14,2.99,true
false,0.0,0.0,0.0,22.58,22.2,false
true,400.89,0.0,5.27,-56.44,-67.54,
false,0.0,0.0,0.0,20.41,19.97,false
false,0.0,0.0,0.0,22.74,22.33,false
false,0.0,0.0,0.0,227.19,222.67,false
false,0.0,0.0,0.0,98.26,96.36,true
false,0.0,0.0,4.86,64.79,58.77,false
false,0.0,0.0,19.67,18.57,-1.51,false
false,0.0,0.0,8.75,16.79,7.61,true
false,0.0,0.0,36.2,32.02,-4.67,false
false,0.0,0.0,10.34,21.52,10.38,false
false,0.0,0.0,7.09,6.51,-0.92,true
true,70.89,0.0,1.93,-21.63,-24.63,false
false,0.0,0.0,0.0,17.0,15.99,false
false,0.0,0.0,18.89,64.29,44.17,true
false,0.0,0.0,0.0,31.57,31.05,false
false,0.0,0.0,3.91,5.91,1.77,true
false,0.0,0.0,2.92,92.56,88.09,true
false,0.0,0.0,6.4,320.31,307.91,true
false,0.0,0.0,0.0,140.16,136.75,true
false,0.0,0.0,4.27,16.11,11.46,false
true,36.85,0.0,5.95,-7.56,-14.01,false
false,0.0,0.0,21.42,9.98,-12.13,false
false,0.0,0.0,0.0,447.66,440.5,true
false,0.0,0.0,7.76,119.31,109.52,true
false,0.0,0.0,2.33,44.0,40.83,false
false,0.0,0.0,15.24,253.1,231.82,true
false,0.0,0.0,22.62,248.01,220.46,true
false,0.0,0.0,10.21,308.78,292.66,false
false,0.0,0.0,11.62,321.55,304.55,
false,0.0,0.0,24.91,8.63,-16.64,
false,0.0,0.0,0.0,245.38,240.75,false
false,0.0,0.0,18.69,14.4,-4.65,true
false,0.0,0.0,13.35,17.95,4.16,true
false,0.0,0.0,8.28,6.49,-2.16,false
false,0.0,0.0,14.84,22.43,7.17,true
false,0.0,0.0,4.86,17.19,11.97,true
false,0.0,0.0,0.0,33.96,32.22,false
false,0.0,0.0,7.71,17.5,9.39,true
false,0.0,0.0,7.19,165.03,153.08,false
false,0.0,0.0,19.37,14.73,-4.96,true
false,0.0,0.0,4.22,63.17,57.88,true
false,0.0,0.0,25.68,172.88,140.92,false
false,0.0,0.0,18.68,46.03,25.74,true
false,0.0,0.0,0.0,18.33,17.87,false
false,0.0,0.0,0.0,73.68,71.93,true
false,0.0,0.0,0.96,22.46,21.16,false
false,0.0,0.0,2.32,14.74,12.12,true
true,32.51,0.0,0.0,-8.94,-9.33,
false,0.0,0.0,0.0,84.48,83.16,false
false,0.0,0.0,0.0,34.64,34.08,false
true,785.09,0.0,0.0,-345.91,-354.04,false
false,0.0,0.0,10.68,276.74,259.47,false
false,0.0,0.0,0.0,67.68,66.51,true
false,0.0,0.0,9.6,19.92,9.92,false
false,0.0,0.0,3.38,105.96,100.66,false
false,0.0,0.0,5.68,13.31,7.2,
false,0.0,0.0,1.83,87.56,84.22,
false,0.0,0.0,15.82,76.73,59.55,
false,0.0,0.0,8.07,15.87,7.46,true
false,0.0,0.0,9.92,208.8,192.61,true
false,0.0,11.82,36.95,397.61,341.9,false
false,0.0,0.0,6.69,15.34,8.29,false
false,0.0,0.0,1.31,47.52,44.57,true
false,0.0,0.0,21.82,78.42,55.28,false
false,0.0,0.0,0.0,27.94,27.47,false
false,0.0,0.0,6.52,22.61,15.69,true
false,0.0,0.0,1.19,321.05,314.55,true
false,0.0,0.0,0.0,9.38,9.04,false
false,0.0,0.0,0.31,69.59,67.92,true
false,0.0,0.0,8.04,20.77,12.34,false
false,0.0,0.0,11.38,43.0,30.47,false
false,0.0,0.0,5.82,24.46,18.08,false
false,0.0,0.0,42.42,108.83,62.33,true
false,0.0,0.0,15.75,328.95,307.09,true
false,0.0,0.0,1.98,18.12,15.82,false
false,0.0,0.0,16.88,203.37,177.97,false
false,0.0,0.0,9.54,62.76,51.85,false
true,32.46,0.0,11.13,-14.06,-25.51,true
false,0.0,0.0,0.0,13.11,12.71,true
false,0.0,0.0,10.06,19.42,8.8,
false,0.0,0.0,12.86,15.16,2.01,true
false,0.0,0.0,24.29,23.98,-0.73,false
false,0.0,0.0,12.74,142.07,123.45,false
false,0.0,0.0,8.15,24.27,15.6,false
false,0.0,0.0,0.0,15.31,14.78,false
false,0.0,0.0,22.76,89.88,65.39,true
false,0.0,0.0,21.69,31.25,9.02,true
false,0.0,0.0,0.0,74.14,72.91,false
false,0.0,0.0,11.26,99.69,86.68,false
false,0.0,0.0,5.16,106.31,99.33,
false,0.0,0.0,4.7,24.88,19.67,false
false,0.0,0.0,37.0,272.56,228.37,false
false,0.0,0.0,6.14,19.95,13.34,false
false,0.0,0.0,27.93,15.43,-13.03,true
true,436.8,0.0,6.92,-183.08,-195.19,false
false,0.0,0.0,15.0,10.46,-4.73,false
false,0.0,39.61,82.52,192.57,62.93,false
false,0.0,0.0,2.11,49.61,46.09,false
false,0.0,0.0,16.76,9.95,-7.03,false
