signup_date,plan_tier,billing_cycle,seat_count,mrr_usd,discount_pct,acquisition_channel,signup_source_device,industry,company_size_band,account_owner,onboarding_track,trial_used,payment_method,integrations_connected
2025-05-24,pro,annual,23,157.58,0.05,outbound_sales,desktop,retail,small,Owner 1,guided,false,invoice,0
2024-05-18,enterprise,monthly,59,618.47,0.1,partner,desktop,finance,medium,Owner 3,self_serve,false,card,1
2025-05-28,enterprise,monthly,79,648.15,0.2,organic,desktop,retail,large,Owner 2,white_glove,true,invoice,0
2024-12-12,pro,monthly,3,99.0,0.0,paid,desktop,finance,small,Owner 8,guided,true,card,2
2025-11-19,starter,annual,2,33.72,0.1,organic,desktop,technology,small,Owner 1,self_serve,false,ach,3
2024-12-13,pro,annual,25,172.99,0.3,partner,desktop,healthcare,small,Owner 7,self_serve,false,invoice,2
2024-09-14,pro,monthly,4,137.17,0.1,partner,mobile,finance,small,Owner 1,white_glove,true,ach,2
2024-03-20,starter,monthly,4,52.46,0.15,paid,desktop,manufacturing,large,Owner 2,self_serve,true,invoice,4
2024-07-18,starter,monthly,2,47.3,0.15,organic,desktop,technology,medium,Owner 5,guided,false,ach,0
2025-10-12,starter,monthly,4,41.91,0.2,outbound_sales,mobile,manufacturing,small,Owner 4,self_serve,false,invoice,1
2025-09-09,pro,monthly,7,122.75,0.4,partner,desktop,technology,medium,Owner 2,white_glove,true,invoice,4
2025-11-03,starter,monthly,2,29.47,0.15,partner,desktop,retail,small,Owner 7,self_serve,true,ach,4
2024-03-30,pro,annual,20,169.3,0.2,outbound_sales,desktop,retail,small,Owner 7,guided,false,ach,0
2025-06-27,starter,monthly,4,49.24,0.05,outbound_sales,desktop,retail,medium,Owner 6,white_glove,true,invoice,1
2024-05-26,pro,monthly,9,121.91,0.05,organic,mobile,manufacturing,small,Owner 7,self_serve,false,ach,3
2024-01-06,starter,monthly,4,25.71,0.1,outbound_sales,desktop,finance,small,Owner 8,guided,false,invoice,2
2025-07-27,starter,annual,4,41.84,0.3,outbound_sales,mobile,manufacturing,medium,Owner 3,self_serve,true,ach,3
2025-09-22,enterprise,monthly,49,593.87,0.3,organic,desktop,finance,large,Owner 3,white_glove,true,ach,0
2025-02-21,pro,monthly,19,145.07,0.0,outbound_sales,mobile,technology,small,Owner 8,guided,false,card,1
2024-06-25,enterprise,annual,60,600.79,0.05,organic,desktop,technology,medium,Owner 8,white_glove,true,ach,3
2025-05-12,starter,monthly,5,44.81,0.1,organic,desktop,healthcare,small,Owner 3,guided,true,card,0
2025-02-23,enterprise,monthly,26,448.38,0.2,organic,mobile,technology,small,Owner 2,white_glove,true,ach,0
2024-03-07,pro,annual,9,107.86,0.1,paid,desktop,technology,medium,Owner 5,guided,false,invoice,0
2024-06-10,starter,annual,3,43.26,0.15,organic,desktop,retail,small,Owner 3,self_serve,true,ach,0
2025-09-08,starter,monthly,3,40.99,0.05,outbound_sales,desktop,finance,medium,Owner 1,self_serve,true,card,6
2025-08-07,starter,annual,3,48.89,0.15,paid,desktop,retail,small,Owner 3,white_glove,false,card,0
2024-01-03,starter,monthly,2,38.4,0.1,paid,desktop,manufacturing,small,Owner 7,white_glove,true,card,2
2024-12-21,starter,annual,3,40.52,0.0,organic,desktop,healthcare,small,Owner 1,guided,false,card,1
2025-03-03,enterprise,monthly,17,477.03,0.3,paid,desktop,retail,medium,Owner 1,self_serve,false,card,2
2024-10-07,enterprise,monthly,1,245.24,0.1,organic,desktop,technology,small,Owner 4,guided,false,card,2
2024-08-28,starter,annual,1,46.96,0.2,organic,mobile,manufacturing,small,Owner 5,white_glove,true,card,2
2025-01-16,pro,monthly,3,108.37,0.4,paid,desktop,technology,small,Owner 3,white_glove,true,card,3
2025-10-06,starter,annual,4,44.07,0.05,organic,desktop,manufacturing,small,Owner 4,white_glove,false,card,1
2024-04-21,pro,annual,3,82.27,0.2,organic,mobile,retail,medium,Owner 7,guided,true,invoice,2
2024-03-22,starter,monthly,3,29.53,0.1,organic,desktop,retail,medium,Owner 1,guided,false,card,4
2025-12-06,pro,monthly,15,137.85,0.0,organic,desktop,finance,small,Owner 3,self_serve,false,invoice,1
2025-09-22,enterprise,monthly,10,342.42,0.05,organic,desktop,retail,small,Owner 1,white_glove,true,invoice,3
2024-01-18,starter,annual,1,44.79,0.05,outbound_sales,desktop,finance,medium,Owner 3,white_glove,true,card,1
2025-09-03,enterprise,monthly,69,693.9,0.3,organic,mobile,technology,large,Owner 6,white_glove,true,ach,2
2024-09-03,starter,monthly,5,46.03,0.2,paid,desktop,healthcare,small,Owner 5,white_glove,false,invoice,0
2024-11-10,pro,monthly,15,200.63,0.05,outbound_sales,desktop,technology,small,Owner 5,self_serve,false,invoice,2
2025-05-06,pro,monthly,4,82.96,0.05,partner,desktop,retail,small,Owner 6,white_glove,false,card,1
2024-12-13,starter,monthly,1,32.83,0.05,organic,desktop,healthcare,medium,Owner 6,white_glove,true,card,5
2024-02-09,enterprise,annual,27,623.09,0.0,outbound_sales,desktop,retail,small,Owner 2,self_serve,false,card,1
2025-03-15,starter,monthly,3,38.2,0.05,organic,desktop,technology,small,Owner 7,self_serve,true,card,5
2024-01-25,starter,monthly,1,22.66,0.4,paid,mobile,healthcare,medium,Owner 7,guided,true,ach,0
2025-01-26,starter,monthly,1,38.53,0.2,paid,mobile,technology,small,Owner 3,self_serve,true,ach,6
2025-08-06,starter,monthly,5,44.03,0.1,outbound_sales,desktop,finance,small,Owner 2,guided,false,card,2
2025-11-12,starter,annual,2,37.17,0.3,paid,desktop,retail,small,Owner 7,white_glove,false,card,4
2024-01-20,starter,annual,5,47.85,0.0,partner,desktop,technology,large,Owner 2,white_glove,true,card,2
2025-11-07,starter,monthly,5,41.46,0.15,organic,desktop,technology,small,Owner 1,guided,false,card,0
2025-04-04,enterprise,monthly,29,480.02,0.05,organic,desktop,manufacturing,medium,Owner 5,guided,false,ach,0
2025-10-08,enterprise,monthly,68,653.02,0.15,organic,desktop,retail,small,Owner 2,guided,false,card,5
2024-11-24,pro,monthly,3,78.11,0.15,partner,mobile,healthcare,large,Owner 5,white_glove,true,ach,1
2025-10-17,enterprise,annual,78,681.57,0.05,paid,desktop,finance,large,Owner 5,white_glove,false,ach,4
2024-10-11,starter,annual,3,38.74,0.15,partner,desktop,technology,small,Owner 3,self_serve,false,card,2
2025-01-09,pro,annual,23,184.53,0.0,paid,mobile,technology,medium,Owner 2,self_serve,false,card,4
2025-10-02,enterprise,monthly,66,461.95,0.3,paid,mobile,manufacturing,large,Owner 4,white_glove,false,ach,2
2024-11-03,pro,monthly,15,130.21,0.4,outbound_sales,desktop,technology,medium,Owner 5,self_serve,true,card,5
2024-03-20,starter,annual,2,34.88,0.2,organic,desktop,technology,small,Owner 6,white_glove,false,card,6
2024-07-19,pro,monthly,3,95.47,0.0,organic,desktop,finance,small,Owner 6,self_serve,true,card,2
2025-02-06,starter,annual,5,44.14,0.0,organic,desktop,healthcare,small,Owner 8,white_glove,false,invoice,0
2025-06-23,starter,annual,3,34.5,0.15,partner,desktop,finance,small,Owner 1,guided,false,card,4
2024-01-17,starter,monthly,1,35.37,0.1,paid,desktop,manufacturing,medium,Owner 6,self_serve,true,invoice,4
2025-02-25,pro,annual,15,151.09,0.1,organic,desktop,retail,medium,Owner 6,white_glove,true,card,0
2025-08-31,starter,annual,1,36.31,0.3,paid,desktop,retail,medium,Owner 1,self_serve,true,invoice,5
2024-07-12,pro,annual,6,112.54,0.0,paid,desktop,technology,large,Owner 5,white_glove,true,card,5
2024-09-12,pro,monthly,6,126.49,0.1,partner,mobile,retail,small,Owner 4,white_glove,false,ach,1
2025-10-06,starter,monthly,4,37.39,0.1,paid,desktop,technology,small,Owner 3,self_serve,false,card,2
2024-11-07,starter,annual,5,49.59,0.0,partner,desktop,finance,small,Owner 5,guided,false,card,4
2025-07-26,starter,monthly,4,34.91,0.3,paid,desktop,healthcare,small,Owner 5,guided,false,invoice,0
2024-06-30,pro,annual,18,168.76,0.05,organic,mobile,retail,medium,Owner 8,guided,true,card,1
2024-05-01,starter,annual,2,28.92,0.15,organic,desktop,healthcare,large,Owner 7,self_serve,true,card,4
2024-07-26,pro,monthly,14,154.67,0.3,outbound_sales,desktop,finance,medium,Owner 5,guided,true,card,0
2024-08-21,enterprise,monthly,9,454.28,0.3,outbound_sales,desktop,finance,small,Owner 5,self_serve,false,card,5
2025-05-23,starter,monthly,3,47.89,0.0,paid,desktop,retail,small,Owner 3,guided,false,invoice,0
2024-11-05,pro,monthly,19,157.91,0.05,paid,desktop,finance,medium,Owner 2,white_glove,true,ach,5
2025-02-26,starter,monthly,2,27.63,0.05,organic,desktop,finance,medium,Owner 5,white_glove,true,card,2
2024-08-08,starter,monthly,1,40.42,0.0,organic,desktop,technology,small,Owner 4,guided,false,invoice,0
2024-08-20,pro,monthly,7,148.31,0.1,paid,mobile,manufacturing,small,Owner 6,self_serve,false,card,0
2024-06-18,starter,monthly,1,34.41,0.05,partner,desktop,manufacturing,medium,Owner 1,white_glove,true,card,0
2025-06-16,pro,annual,20,171.51,0.1,partner,desktop,finance,small,Owner 7,guided,true,card,4
2025-04-29,starter,monthly,5,42.46,0.3,paid,desktop,finance,small,Owner 5,self_serve,false,card,1
2024-07-18,enterprise,monthly,67,563.75,0.2,partner,desktop,manufacturing,large,Owner 1,white_glove,true,card,1
2024-09-15,starter,annual,2,41.89,0.15,partner,desktop,healthcare,medium,Owner 3,self_serve,false,card,1
2024-08-02,pro,monthly,8,115.18,0.2,paid,desktop,technology,small,Owner 8,self_serve,false,card,0
2024-11-26,starter,annual,3,48.83,0.0,partner,desktop,retail,small,Owner 4,self_serve,true,card,4
2024-01-07,starter,annual,1,29.96,0.05,partner,desktop,healthcare,small,Owner 5,guided,true,card,3
2024-04-14,enterprise,monthly,102,717.31,0.15,outbound_sales,mobile,healthcare,large,Owner 5,white_glove,false,card,5
2025-10-15,starter,monthly,1,43.38,0.3,paid,mobile,finance,small,Owner 8,guided,false,invoice,2
2025-06-16,starter,monthly,2,32.21,0.05,organic,desktop,technology,medium,Owner 7,self_serve,true,card,1
2024-03-06,starter,annual,5,51.43,0.0,organic,desktop,technology,small,Owner 6,guided,false,card,3
2025-03-07,starter,annual,3,43.2,0.05,paid,desktop,manufacturing,small,Owner 7,guided,false,ach,5
2025-03-26,enterprise,monthly,27,413.7,0.15,partner,desktop,healthcare,small,Owner 4,self_serve,false,card,1
2025-08-29,starter,annual,5,50.17,0.1,partner,desktop,finance,medium,Owner 6,guided,true,card,0
2025-10-29,enterprise,annual,53,529.94,0.0,organic,desktop,manufacturing,medium,Owner 3,white_glove,false,card,0
2025-07-27,enterprise,monthly,23,714.49,0.0,paid,desktop,retail,small,Owner 3,white_glove,false,invoice,2
2025-11-10,enterprise,monthly,59,663.92,0.2,partner,desktop,healthcare,medium,Owner 2,guided,true,card,4
2024-12-07,starter,annual,1,29.37,0.1,partner,desktop,manufacturing,small,Owner 1,self_serve,true,card,5
2025-04-02,pro,monthly,24,175.06,0.3,partner,desktop,technology,small,Owner 5,white_glove,false,card,3
2025-08-19,starter,annual,1,37.02,0.0,outbound_sales,desktop,technology,small,Owner 8,guided,false,invoice,0
2025-02-09,starter,annual,4,31.11,0.1,outbound_sales,desktop,retail,medium,Owner 1,white_glove,true,ach,2
2025-10-18,starter,annual,2,36.82,0.15,organic,desktop,healthcare,small,Owner 8,white_glove,true,card,2
2025-10-28,pro,monthly,6,82.84,0.05,organic,desktop,finance,medium,Owner 7,white_glove,false,card,0
2024-11-29,enterprise,annual,48,513.14,0.1,organic,desktop,finance,medium,Owner 3,white_glove,false,ach,1
2024-07-27,enterprise,monthly,79,787.75,0.05,partner,desktop,finance,medium,Owner 2,guided,false,card,4
2025-08-05,starter,monthly,3,25.5,0.15,organic,desktop,retail,small,Owner 2,guided,false,card,3
2025-04-25,pro,monthly,19,131.31,0.0,organic,desktop,technology,small,Owner 2,white_glove,false,invoice,0
2025-02-18,starter,monthly,3,41.63,0.2,partner,desktop,healthcare,small,Owner 6,guided,true,card,1
2025-07-25,enterprise,annual,43,629.75,0.1,paid,mobile,retail,small,Owner 7,self_serve,false,ach,2
2024-07-08,starter,annual,4,46.76,0.15,organic,desktop,technology,large,Owner 1,white_glove,true,card,0
2025-06-12,starter,annual,4,31.21,0.1,organic,desktop,technology,medium,Owner 1,self_serve,true,card,5
2025-05-08,pro,monthly,22,161.95,0.4,organic,desktop,technology,large,Owner 7,white_glove,false,card,1
2025-08-05,enterprise,annual,53,755.4,0.0,outbound_sales,mobile,technology,small,Owner 8,guided,false,card,2
2025-05-31,starter,monthly,2,42.95,0.1,partner,desktop,technology,medium,Owner 1,self_serve,true,card,0
2024-11-05,enterprise,monthly,46,581.09,0.15,partner,desktop,healthcare,large,Owner 3,self_serve,true,card,1
2024-12-16,enterprise,monthly,53,548.07,0.15,paid,mobile,finance,large,Owner 5,white_glove,true,card,3
2025-07-31,enterprise,monthly,1,491.93,0.0,paid,desktop,manufacturing,large,Owner 8,white_glove,true,ach,1
2025-09-17,starter,monthly,4,43.8,0.0,organic,desktop,finance,small,Owner 7,white_glove,false,card,1
2025-01-09,enterprise,annual,39,576.04,0.05,paid,desktop,technology,small,Owner 2,guided,true,card,0
2024-02-16,pro,monthly,10,104.36,0.4,paid,mobile,retail,large,Owner 2,white_glove,false,ach,3
2025-06-27,starter,monthly,5,48.51,0.0,paid,desktop,healthcare,small,Owner 6,white_glove,false,card,0
2025-01-04,pro,monthly,6,119.22,0.2,paid,desktop,healthcare,small,Owner 7,self_serve,false,ach,0
2024-10-24,starter,monthly,4,45.03,0.15,outbound_sales,desktop,finance,medium,Owner 3,guided,true,card,1
2024-11-18,starter,annual,3,42.05,0.05,organic,desktop,retail,small,Owner 4,self_serve,true,card,0
2025-12-02,pro,annual,4,97.94,0.0,outbound_sales,desktop,manufacturing,small,Owner 8,self_serve,true,card,2
2024-03-12,starter,monthly,1,25.34,0.15,paid,desktop,healthcare,large,Owner 6,self_serve,false,ach,3
2025-07-29,enterprise,annual,42,529.33,0.3,paid,mobile,technology,small,Owner 2,self_serve,false,ach,0
2024-03-30,pro,monthly,10,156.43,0.0,paid,desktop,technology,small,Owner 4,guided,false,invoice,0
2025-09-05,enterprise,annual,72,530.43,0.2,paid,desktop,technology,medium,Owner 2,self_serve,false,ach,0
2024-04-28,enterprise,monthly,52,473.18,0.0,partner,desktop,healthcare,small,Owner 8,white_glove,false,ach,0
2024-11-11,starter,monthly,1,30.35,0.0,partner,desktop,technology,medium,Owner 6,self_serve,true,invoice,5
2024-09-14,enterprise,monthly,49,434.65,0.05,organic,desktop,healthcare,large,Owner 2,white_glove,false,card,6
2025-09-25,pro,annual,22,215.16,0.05,outbound_sales,mobile,finance,medium,Owner 7,white_glove,false,card,0
2024-12-02,pro,annual,17,197.23,0.2,organic,desktop,retail,large,Owner 8,guided,true,card,4
2025-12-16,starter,monthly,5,51.36,0.0,outbound_sales,desktop,retail,medium,Owner 1,self_serve,true,ach,1
2025-06-04,pro,annual,13,169.82,0.4,paid,desktop,manufacturing,large,Owner 7,self_serve,true,invoice,1
2025-04-30,enterprise,monthly,35,730.27,0.0,paid,mobile,manufacturing,small,Owner 2,self_serve,false,card,2
2024-08-10,starter,monthly,1,38.05,0.0,outbound_sales,mobile,technology,large,Owner 3,guided,true,ach,1
2025-11-23,enterprise,monthly,48,506.14,0.15,outbound_sales,desktop,technology,large,Owner 2,white_glove,true,invoice,0
2025-09-18,starter,annual,5,41.44,0.3,organic,desktop,finance,medium,Owner 7,self_serve,true,card,1
2024-09-22,starter,monthly,5,54.46,0.2,organic,desktop,technology,small,Owner 1,white_glove,false,card,1
2025-08-16,pro,annual,25,192.43,0.0,paid,desktop,healthcare,small,Owner 2,self_serve,false,card,0
2025-08-10,starter,monthly,1,34.41,0.2,paid,desktop,healthcare,large,Owner 8,white_glove,true,card,4
2025-11-30,enterprise,monthly,36,531.71,0.1,organic,desktop,manufacturing,small,Owner 5,self_serve,true,ach,4
2024-02-10,starter,monthly,2,46.21,0.15,partner,desktop,technology,large,Owner 5,white_glove,true,invoice,4
2025-09-01,pro,monthly,6,156.7,0.3,organic,desktop,technology,small,Owner 4,self_serve,false,card,2
2024-05-28,starter,monthly,3,27.71,0.0,partner,desktop,finance,large,Owner 5,white_glove,true,card,0
2025-04-02,enterprise,monthly,81,741.33,0.15,paid,desktop,finance,large,Owner 2,self_serve,false,ach,5
2025-12-01,enterprise,annual,2,456.09,0.1,partner,desktop,manufacturing,medium,Owner 4,guided,true,card,0
2024-04-18,starter,monthly,4,45.47,0.0,outbound_sales,desktop,finance,small,Owner 2,guided,false,card,0
2025-11-13,starter,annual,1,35.68,0.1,outbound_sales,mobile,healthcare,medium,Owner 5,self_serve,false,invoice,0
2025-09-15,starter,monthly,5,38.53,0.3,paid,mobile,finance,medium,Owner 5,guided,true,ach,0
2025-12-19,starter,monthly,1,35.57,0.1,paid,desktop,technology,small,Owner 3,self_serve,false,card,0
2024-09-30,pro,annual,20,194.16,0.2,outbound_sales,desktop,manufacturing,small,Owner 3,white_glove,false,card,4
2024-01-04,pro,annual,17,128.92,0.05,paid,desktop,technology,small,Owner 6,white_glove,false,invoice,0
2025-01-18,pro,monthly,16,133.83,0.1,partner,mobile,technology,small,Owner 4,white_glove,false,card,4
2024-03-16,starter,monthly,3,53.73,0.0,paid,mobile,technology,large,Owner 2,white_glove,true,ach,2
2025-04-26,enterprise,monthly,35,612.57,0.05,paid,desktop,retail,large,Owner 2,guided,false,invoice,2
2025-11-10,starter,annual,3,52.92,0.2,partner,desktop,retail,small,Owner 4,self_serve,true,card,3
2025-11-10,pro,monthly,15,177.79,0.15,partner,desktop,technology,small,Owner 4,self_serve,false,card,6
2025-01-02,enterprise,annual,119,934.23,0.15,organic,desktop,healthcare,small,Owner 7,guided,false,invoice,4
2024-08-12,starter,monthly,1,30.63,0.05,partner,desktop,retail,small,Owner 6,white_glove,true,ach,2
2024-11-15,starter,monthly,2,33.84,0.3,paid,desktop,technology,small,Owner 1,self_serve,true,invoice,1
2025-04-06,enterprise,annual,56,695.98,0.2,organic,mobile,technology,small,Owner 5,self_serve,false,ach,3
2024-09-30,enterprise,monthly,82,731.64,0.05,partner,desktop,technology,large,Owner 1,white_glove,false,ach,2
2025-09-07,enterprise,monthly,53,557.92,0.3,paid,desktop,healthcare,medium,Owner 7,self_serve,true,ach,2
2024-03-09,starter,monthly,1,15.18,0.05,outbound_sales,desktop,technology,small,Owner 3,white_glove,true,card,1
2025-03-28,enterprise,monthly,107,707.41,0.1,outbound_sales,mobile,finance,large,Owner 6,guided,true,card,2
2025-02-09,starter,annual,1,34.68,0.1,organic,mobile,retail,small,Owner 5,self_serve,true,invoice,4
2024-08-03,starter,monthly,1,31.05,0.15,organic,mobile,retail,small,Owner 7,white_glove,false,ach,0
2025-10-19,pro,monthly,25,193.47,0.2,organic,mobile,retail,medium,Owner 4,self_serve,true,card,1
2024-01-04,starter,monthly,3,53.74,0.15,organic,desktop,technology,medium,Owner 8,self_serve,true,card,3
2025-11-08,enterprise,monthly,78,558.66,0.15,paid,desktop,finance,small,Owner 2,guided,false,ach,3
2024-10-22,starter,monthly,4,33.5,0.2,partner,mobile,manufacturing,medium,Owner 8,white_glove,true,card,1
2025-08-11,enterprise,annual,62,700.2,0.15,outbound_sales,desktop,technology,large,Owner 7,guided,false,invoice,1
2025-02-20,starter,monthly,3,42.77,0.1,outbound_sales,desktop,technology,medium,Owner 6,white_glove,true,invoice,2
2025-05-21,enterprise,annual,27,368.38,0.15,outbound_sales,desktop,technology,medium,Owner 6,white_glove,true,card,2
2025-08-28,starter,monthly,3,29.1,0.05,partner,desktop,retail,large,Owner 3,guided,true,card,1
2024-09-19,pro,annual,19,154.24,0.15,partner,desktop,healthcare,medium,Owner 2,white_glove,true,invoice,2
2025-01-02,enterprise,annual,69,631.58,0.0,outbound_sales,desktop,technology,large,Owner 1,white_glove,true,invoice,0
2024-10-25,pro,monthly,6,107.07,0.15,organic,mobile,technology,small,Owner 4,guided,true,card,3
2024-11-08,enterprise,monthly,16,562.3,0.0,outbound_sales,desktop,technology,small,Owner 8,white_glove,false,card,4
2025-12-04,starter,monthly,4,39.05,0.0,paid,desktop,finance,small,Owner 8,self_serve,false,card,1
2024-04-02,starter,monthly,4,39.48,0.05,organic,mobile,finance,small,Owner 3,white_glove,true,card,4
2025-01-17,starter,monthly,3,39.16,0.3,paid,mobile,technology,medium,Owner 2,self_serve,true,card,0
2025-12-02,pro,monthly,18,171.47,0.15,organic,desktop,finance,medium,Owner 3,self_serve,true,card,6
2025-09-17,starter,annual,2,29.81,0.1,organic,desktop,technology,small,Owner 5,guided,true,card,9
2024-07-29,pro,monthly,16,168.55,0.2,partner,desktop,retail,medium,Owner 2,self_serve,true,invoice,2
2025-06-27,pro,annual,14,140.1,0.1,paid,desktop,retail,medium,Owner 6,white_glove,false,ach,1
2025-05-26,starter,monthly,3,36.87,0.1,partner,desktop,technology,small,Owner 2,guided,false,card,2
2024-03-28,starter,annual,1,38.6,0.05,paid,desktop,retail,medium,Owner 7,guided,true,ach,7
2024-08-09,pro,annual,8,144.6,0.0,outbound_sales,desktop,technology,large,Owner 7,white_glove,false,card,5
2024-02-03,starter,annual,2,32.21,0.2,paid,mobile,technology,small,Owner 3,self_serve,true,ach,0
2024-06-20,pro,monthly,17,183.21,0.05,outbound_sales,desktop,retail,small,Owner 2,self_serve,false,card,3
2025-11-08,enterprise,annual,37,493.23,0.05,organic,desktop,healthcare,small,Owner 2,self_serve,false,ach,0
2025-01-25,enterprise,monthly,46,265.49,0.15,organic,desktop,retail,large,Owner 6,white_glove,true,card,4
2025-06-23,starter,monthly,5,49.0,0.3,partner,mobile,technology,medium,Owner 1,guided,false,invoice,3
2024-01-23,starter,monthly,1,23.23,0.1,organic,desktop,technology,medium,Owner 5,self_serve,true,invoice,2
2024-11-17,enterprise,monthly,1,281.35,0.05,outbound_sales,desktop,technology,medium,Owner 7,self_serve,true,ach,3
2024-01-24,starter,monthly,5,55.75,0.1,partner,desktop,finance,small,Owner 7,guided,true,invoice,1
2024-05-08,starter,annual,4,45.62,0.3,organic,desktop,technology,small,Owner 1,guided,false,card,3
2025-04-17,enterprise,monthly,35,496.24,0.2,paid,desktop,technology,large,Owner 2,guided,false,card,2
2024-05-09,pro,monthly,15,116.52,0.0,paid,desktop,healthcare,small,Owner 4,self_serve,true,ach,5
2024-12-08,starter,monthly,4,37.9,0.05,outbound_sales,desktop,manufacturing,small,Owner 5,guided,false,card,1
2024-12-04,enterprise,annual,22,525.86,0.3,outbound_sales,desktop,finance,medium,Owner 2,self_serve,true,invoice,0
2025-02-23,enterprise,monthly,57,565.33,0.1,organic,desktop,manufacturing,large,Owner 2,guided,false,card,0
2024-01-05,starter,annual,2,32.29,0.05,outbound_sales,desktop,finance,medium,Owner 4,self_serve,true,card,3
2025-08-23,enterprise,monthly,62,368.78,0.05,organic,desktop,retail,small,Owner 2,guided,true,card,0
2024-11-24,starter,monthly,4,32.19,0.05,partner,desktop,manufacturing,large,Owner 6,white_glove,false,invoice,4
2024-12-22,pro,annual,24,167.49,0.3,outbound_sales,desktop,healthcare,small,Owner 3,guided,false,ach,0
2025-10-11,starter,monthly,3,36.43,0.15,paid,desktop,healthcare,medium,Owner 4,self_serve,true,card,0
2025-04-14,starter,monthly,3,38.11,0.1,paid,desktop,finance,medium,Owner 2,guided,true,card,1
2025-12-21,starter,monthly,3,44.67,0.0,partner,mobile,retail,large,Owner 8,white_glove,true,ach,0
2025-09-18,pro,monthly,5,135.11,0.2,outbound_sales,mobile,retail,small,Owner 5,white_glove,false,ach,3
2024-12-13,starter,monthly,4,40.41,0.0,paid,desktop,technology,medium,Owner 8,guided,true,card,0
2024-01-21,pro,annual,20,145.47,0.2,partner,desktop,technology,medium,Owner 4,self_serve,true,card,2
2025-07-29,starter,monthly,3,49.6,0.05,paid,desktop,healthcare,large,Owner 1,white_glove,true,invoice,0
2025-01-28,starter,monthly,4,36.67,0.1,partner,desktop,finance,small,Owner 3,guided,false,card,2
2024-08-27,pro,monthly,18,163.95,0.2,organic,desktop,healthcare,small,Owner 8,self_serve,true,invoice,0
2025-07-28,enterprise,monthly,135,899.41,0.2,organic,desktop,finance,small,Owner 3,white_glove,false,ach,3
2024-09-12,starter,annual,4,41.02,0.1,outbound_sales,mobile,retail,medium,Owner 2,guided,true,card,5
2024-09-29,starter,annual,5,54.29,0.05,paid,desktop,finance,medium,Owner 2,guided,true,invoice,3
2025-04-16,starter,monthly,3,41.87,0.1,organic,mobile,technology,small,Owner 1,self_serve,true,invoice,2
2025-11-29,pro,monthly,8,135.65,0.3,paid,desktop,healthcare,small,Owner 7,guided,true,invoice,0
2024-09-17,pro,monthly,16,164.23,0.15,paid,desktop,finance,small,Owner 4,guided,false,card,4
2025-09-24,pro,annual,10,152.46,0.15,organic,desktop,manufacturing,small,Owner 8,white_glove,false,ach,3
2025-09-10,starter,annual,5,39.38,0.1,paid,desktop,manufacturing,small,Owner 2,guided,true,card,2
2025-05-22,pro,monthly,17,206.38,0.3,organic,desktop,healthcare,medium,Owner 5,white_glove,true,invoice,2
2024-01-15,starter,monthly,2,41.14,0.0,paid,mobile,healthcare,small,Owner 3,guided,true,invoice,0
2025-01-09,starter,annual,3,48.08,0.1,organic,desktop,manufacturing,small,Owner 2,self_serve,true,card,3
2025-03-06,enterprise,annual,22,498.33,0.4,organic,desktop,technology,small,Owner 3,guided,true,ach,3
2025-06-10,starter,monthly,3,38.46,0.0,outbound_sales,desktop,finance,small,Owner 1,white_glove,true,card,3
2024-05-09,starter,monthly,1,28.03,0.1,organic,desktop,finance,small,Owner 2,self_serve,true,card,3
2025-10-12,pro,monthly,20,203.92,0.15,paid,desktop,finance,medium,Owner 8,self_serve,true,card,2
2025-06-25,pro,monthly,17,165.95,0.3,partner,desktop,manufacturing,small,Owner 2,self_serve,false,card,0
2024-01-02,pro,annual,3,126.43,0.3,outbound_sales,mobile,technology,large,Owner 4,white_glove,true,invoice,0
2025-08-22,pro,monthly,23,178.43,0.05,outbound_sales,desktop,technology,small,Owner 4,white_glove,false,card,3
2025-10-11,pro,monthly,22,153.83,0.3,organic,mobile,technology,small,Owner 1,self_serve,true,invoice,0
2025-01-08,starter,monthly,2,33.46,0.1,outbound_sales,desktop,manufacturing,medium,Owner 6,guided,false,card,0
2024-10-06,starter,monthly,5,48.55,0.0,outbound_sales,desktop,technology,small,Owner 7,self_serve,false,card,0
2025-02-12,starter,monthly,2,43.51,0.15,partner,desktop,healthcare,small,Owner 7,white_glove,false,card,1
2025-01-10,starter,annual,5,46.83,0.15,organic,desktop,healthcare,large,Owner 6,white_glove,false,card,5
2024-05-18,pro,monthly,7,81.41,0.3,organic,desktop,technology,medium,Owner 1,white_glove,false,card,1
2024-04-04,starter,monthly,4,43.74,0.2,organic,desktop,technology,small,Owner 7,guided,false,ach,0
2025-12-18,enterprise,monthly,34,387.16,0.1,organic,desktop,manufacturing,large,Owner 4,white_glove,true,card,2
2024-11-30,enterprise,monthly,57,540.31,0.1,organic,mobile,retail,small,Owner 2,self_serve,true,card,1
2025-01-02,starter,annual,5,44.4,0.4,paid,mobile,technology,medium,Owner 1,self_serve,true,card,4
2024-09-22,starter,annual,1,33.56,0.1,organic,desktop,technology,small,Owner 5,self_serve,false,card,3
2025-06-10,starter,annual,4,41.19,0.0,paid,desktop,finance,small,Owner 2,self_serve,false,card,3
2024-03-21,starter,annual,5,30.29,0.1,organic,mobile,manufacturing,small,Owner 7,guided,false,card,2
2025-03-02,pro,annual,24,204.36,0.0,outbound_sales,desktop,healthcare,small,Owner 5,guided,true,card,3
2025-06-20,starter,annual,3,51.72,0.0,partner,desktop,retail,medium,Owner 1,guided,true,card,2
